"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","individualCount","class","coordinatePrecision","geoFlag","infraspecificEpithet","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","previousCatalogNumber"
"110","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Miers, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Luschnath, B",NA,NA,NA,"Brazil","Bahia",NA,"Habitat in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Schomburgk, RH",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Miers, J",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Santa Catarina",NA,"in ins. S. Catharina",NA,NA,NA,NA,"Floret Aprili - Octobri",NA,NA,NA,NA,NA,NA,NA,NA,NA,"136?","Southern America",NA,NA,NA,NA,NA,NA
"115","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Schomburgk, RH",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"116","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"117","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"118","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Urville, JSCD d'",NA,NA,NA,"Brazil","Santa Catarina",NA,"in prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"119","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Gardner, G",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5167?","Southern America",NA,NA,NA,NA,NA,NA
"120","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Luschnath, B",NA,NA,NA,"Brazil","Bahia",NA,"Habitat in prov. Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:12:59-03","IBt","SP","8205","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Hoehne, FC",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara do Mato Dentro","Serra do Areião",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:12:59-03","IBt","SP","46900","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Heringer, EP","1942","04","23","Brasil","Minas Gerais","Coronel Pacheco","Estação Experimental","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10350","auto",NA,"903",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:12:59-03","IBt","SP","25583","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Hoehne, FC",NA,NA,NA,"Gehrt, A",NA,NA,NA,"Brasil","Rio de Janeiro","Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:12:59-03","IBt","SP","25581","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Hoehne, FC",NA,NA,NA,"Spannagel, C",NA,NA,NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36524","auto",NA,"30",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:12:59-03","IBt","SP","373458","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Bocayuca, M",NA,NA,NA,"Zaldini, CA","2004","04","28","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Natural Municipal da Prainha. Trilha que segue depois do Cruzeiro do Sul","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"28",NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:12:59-03","IBt","SP","384858","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.",NA,NA,NA,NA,"Romanini, RP","2006","02","14","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob n° 10.267","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,"256",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:12:59-03","IBt","SP","374628","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Romanini, RP","2005","03","02","Romanini, RP",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 10323, fl. 2-III-2005","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,"181",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:12:59-03","IBt","SP","253222","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Romanini, RP","2004","05",NA,"Barros, F",NA,NA,NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cultivada no Instituto de Botânica sob nº 15757, fl. 3-II-1992","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:12:59-03","IBt","SP","74359","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Bicalho, HD","1969",NA,NA,"Eiten, G; Eiten, LT","1961","05","20","Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30093","auto",NA,"2806",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:12:59-03","IBt","SP","4585a","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata compacta","Hoehne & Schltr.","Hoehne, FC","1926",NA,NA,"Luederwaldt, H","1920","11","22","Brasil","São Paulo","São Sebastião","Ilha de Alcatrazes, Cultivada na estufa do Horto em Butantan","-45.4099998474121","-23.7600002288818",NA,NA,NA,"SP000108","SP000108",NA,NA,NA,NA,"41977","auto","compacta","s.n.",NA,NA,NA,NA,NA,"Isotype",NA
"131","2019-11-21 10:12:59-03","IBt","SP","4585","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata compacta","Hoehne & Schltr.","Hoehne, FC","1926",NA,NA,"Luederwaldt, H","1920","11","22","Brasil","São Paulo","São Sebastião","Ilha de Alcatrazes, Cultivada na estufa do Horto em Butantan","-45.4099998474121","-23.7600002288818",NA,NA,NA,"SP000107","SP000107",NA,NA,NA,NA,"41977","auto","compacta","s.n.",NA,NA,NA,NA,NA,"Isotype",NA
"132","2019-11-21 10:12:59-03","IBt","SP","489782","S","Plantae","Orchidaceae","Cattleya","guttata","Cattleya guttata","Lindl.","Gonçalves, GF","2016","10","10","Gonçalves, GF","2016","10","10","Brasil","São Paulo","São Sebastião","Sítio da Juréia. Cult. no Orquidário do Instituto de Botânica","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41977","auto",NA,"80",NA,NA,NA,NA,NA,NA,NA
