"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"15","2019-08-27 13:33:50-03","IAP","PACA-AGP","58524","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Emrich-Rambo","Rambo, B.",NA,"1956","02","12",NA,"Brasil","RS","Taimbezinho",NA,NA,NA,NA,NA,NA,"VULNERÁVEL&nf;fl. Habitat: in graminosis humidis Fenofase: flor","PACA058524",NA,"Magnoliatae","1957","05","17",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:33:47-03","IAP","PACA-AGP","35251","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Emrich-Rambo","Rambo, B.",NA,"1947","02","14",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"VULNERÁVEL&nf;fl. fr. Habitat: in subpaludosis graminosis Fenofase: flor e fruto","PACA035251",NA,"Magnoliatae","1954","09","24","55856","auto",NA,NA,NA,NA,NA
"17","2019-08-27 13:33:47-03","IAP","PACA-AGP","4612","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Emrich-Rambo","Rambo, B.",NA,"1941","02","12",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"VULNERÁVEL&nf;fl. fr. Habitat: in turfosis dumetosis Fenofase: flor e fruto","PACA004612",NA,"Magnoliatae","1954","09","24","55856","auto",NA,NA,NA,NA,NA
"18","2019-08-27 13:33:47-03","IAP","PACA-AGP","53801","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Emrich-Rambo","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"VULNERÁVEL&nf;fl. Habitat: in paludosis graminosis Fenofase: flor","PACA053801",NA,"Magnoliatae","1954","09","24","55856","auto",NA,NA,NA,NA,NA
"19","2019-08-27 13:33:47-03","IAP","PACA-AGP","53913","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Emrich-Rambo","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"VULNERÁVEL&nf;fl. Habitat: in turfosis graminosis Fenofase: flor","PACA053913",NA,"Magnoliatae","1954","09","24","55856","auto",NA,NA,NA,NA,NA
"20","2019-01-17 11:23:55-02","PUCRS","MPUC","11456","S","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","D. Lucas",NA,NA,"2006","03","19","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,NA,"Magnoliopsida","2015","01","01",NA,NA,"-50.1744444000","-29.4808333000","1",NA,NA
"21","2019-01-17 11:23:55-02","PUCRS","MPUC","21131","S","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","B. Harter",NA,NA,"1997","01","15","South America","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata.","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Campo (F: 84)",NA,NA,"Magnoliopsida",NA,NA,NA,"76715","auto",NA,NA,"1","185",NA
"22","2020-10-14 09:58:13-03","FURB","FURB","13446","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, D.","Verdi, M.; Gasper, A.L. de","2048","2009","05","07",NA,"Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","1432","1432",NA,"Florística IFFSC 214(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: herbácea;","FURB00492","FURB00492",NA,"2016","10","25",NA,NA,"-49.8600000","-27.9000000",NA,NA,NA
"23","2019-11-08 08:48:56-03","FURB","FURB","34113","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, D.","Verdi, M.; Dognini, J. & Rebelo, R.A.","5901","2011","02","26",NA,"Brasil","Santa Catarina","Nova Veneza","Fazenda Papagaios.","-49.6808334","-28.6188889","1220","1220",NA,NA,"FURB12804","FURB12804",NA,"2016","10","25",NA,NA,"-49.6808334","-28.6188889",NA,NA,NA
"24","2020-10-14 09:58:13-03","FURB","FURB","64327","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.","8615","2019","01","25",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Campos de Santa Bárbara. Parque Nacional de São Joaquim","-49.6063889","-28.1630556","1670","1670",NA,"Flores brancas Habitat: Campos Habito: Erva","FURB64327","FURB64327",NA,"2019","01","25",NA,NA,"-49.6063889","-28.1630556",NA,NA,NA
"25","2021-03-16 17:50:07-03","UCS","HUCS","25858","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Lucas, D.","Marchett, F.","253","2003","05","27",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Monte Negro","-50.0657997131348","-28.7483005523682",NA,NA,NA,"campo - em banhado",NA,NA,NA,"2016","10","13","42598","auto",NA,NA,NA,NA,NA
"26","2021-03-16 17:50:07-03","UCS","HUCS","19671","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Lucas, D.","Rambo, B.","s.n.","1953","03","05",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Herbario PACA 53801; in paludosis graminosis",NA,NA,NA,"2016","10","13","55856","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:12:13-03","MBM","MBM","157784","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","Wolff","Pedersen, T.M.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59153","1993","04","15","Southern America","Brazil","Rio Grande do Sul","Cambará do Sul","Rodovia para Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"MBM157784","MBM157784",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:12:13-03","MBM","MBM","260488","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","Wolff","Smith, S.F.","Scur, L.","671","2000","03","25","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"MBM260488","MBM260488",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA
"29","2015-10-10 01:14:51-03","MNHN","RECOLNAT_MNHN_P","P00130422","PreservedSpecimen",NA,NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","Wolff.","Wörz","Glaziou, A.",NA,"1890","1",NA,NA,"Brésil",NA,NA,"Estado de Santa Catharina : Na Mangem do campo arima da Serra Geral",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130422' target='other'> <mi>dwc_moreinfo</mi></a>","P00130422","P00130422_01 P00130422_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1476","isotype"
"30","2013-07-01 11:54:00-03","MO","MOBOT","100608017","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","P. Fiaschi","Fernando B. Matos|C. Matos","Matos 2014","2012","1","20","South America","Brazil","Santa Catarina",NA,"Urubici. Morro da Igreja. Estepe gramíneo-lenhosa.","-49.4744445","-28.1258334","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"31","2017-06-12 14:48:00-03","MO","MOBOT","100981292","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","L. Constance","Balduino Rambo","Rambo 50116","1951","2","21","South America","Brazil","Rio Grande do Sul",NA,"Serra do Fachinal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"32","2009-07-10 17:58:00-03","MO","MOBOT","3354859","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","TMP","Troels M. Pedersen","Pedersen 13808","1984",NA,NA,"South America","Brazil","Santa Catarina",NA,"Lauro Muller: Serra do Rio do Rastro, near the edge of the plateau above, by the monument for Ireneu Bornhausen. Meadow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-26 14:12:05-03","CPACT","ECT","5771","PreservedSpecimen","Plantae","Embryophyta",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","D.B.Lucas","G.Heiden; J.R.V.Iganci | S.Bernardson | H.Nomoto","2259","2015","02","01",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Parque Nacional dos Aparados da Serra. Cânion do Itaimbezinho, trilha do Cotovelo, rio das Andorinhas. Floresta Ombrófila mista (mata com araucária), borda de mata e vegetação ripária.","-50.097222","-29.163889","922","922",NA,NA,"ECT0005771","ECT0005771",NA,"2020","08","17",NA,NA,"50º5'50''W","29º9'50''S",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2321356","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff",NA,"R. Reitz","3401","1950","1","29","South America","Brazil","Santa Catarina",NA,"Fachinal, Bom Jardim, S. Joquim.",NA,NA,"1200",NA,NA,NA,"US03077023","US03077023_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2020-09-12 05:00:02-03","US","US","2403446","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff",NA,"Reitz & Klein, --","8397","1959","2","19","South America","Brazil","Santa Catarina",NA,"Curral Falso, Bom Jardim, S. Joaquim.",NA,NA,"1500",NA,NA,NA,"US03077019","US03077019_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2020-09-12 05:00:02-03","US","US","2104922","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff",NA,"L. Smith & R. Reitz","5903","1952","2","27","South America","Brazil","Rio Grande do Sul",NA,"Mun. Aparados da Serra (Bom Jesús): Open rolling campo, Capella de São José.","-49.83","-28.75","1200",NA,NA,NA,"US03077022","US03077022_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2020-09-12 05:00:02-03","US","US","2267934","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff",NA,"L. Smith & R. Reitz","10248","1957","1","17","South America","Brazil","Santa Catarina",NA,"Mun. São Joaquim: Serra do Oratório.",NA,NA,NA,NA,NA,NA,"US03077021","US03077021_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2403402","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff",NA,"Reitz & Klein, --","8171","1959","1","13","South America","Brazil","Santa Catarina",NA,"Fazenda da Laranja, Bom Jardim, S. Joaquim.",NA,NA,"1400",NA,NA,NA,"US03077020","US03077020_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","2248736","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff",NA,"R. Reitz","3401","1950","1","29","South America","Brazil","Santa Catarina",NA,"Fachinal, Bom Jardim, S. Joquim.",NA,NA,"1200",NA,NA,NA,"US03077024","US03077024_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2019-11-13 11:14:43-03","USP","SPF","202710","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Fiaschi, P","Fiaschi, P","3674","2011","03","29",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Serra do Faxinal","-50.270833","-29.174333","997","997",NA,NA,"SPF00202710","SPF00202710",NA,"2011","04",NA,NA,NA,"-50.270833","-29.174333",NA,NA,NA
"41","2019-11-13 11:14:43-03","USP","SPF","202764","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Fiaschi, P","Fiaschi, P","3644","2011","03","28",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim","-49.621111","-29.569444","1700","1700",NA,NA,"SPF00202764","SPF00202764",NA,"2011","04",NA,NA,NA,"-49.621111","-29.569444",NA,NA,NA
"42","2019-11-13 11:14:43-03","USP","SPF","202880","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff",NA,"Fiaschi, P","3699","2011","04","02",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-49.959556","-28.798","1238","1238",NA,NA,"SPF00202880","SPF00202880",NA,NA,NA,NA,NA,NA,"-49.959556","-28.798",NA,NA,NA
"43","2019-11-13 11:14:43-03","USP","SPF","202881","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff",NA,"Fiaschi, P","3698","2011","04","02",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-49.979333","-28.794472","1173","1173",NA,NA,"SPF00202881","SPF00202881",NA,NA,NA,NA,NA,NA,"-49.979333","-28.794472",NA,NA,NA
"44","2019-11-01 14:52:30-03","UnB","UB","124994","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","Wolff","Cota, MRC","Irwin, HS; et al.","9802","1965","11","02","Southern America","Brasil","Goiás","Cristalina","Serra dos Cristais, ca. 10.0 km S of Cristalina","-47.6","-16.83","1125","1125",NA,"Inflorescence ca. 40.0 cm tall; flowers greenish white; Cerrado among outcrops",NA,NA,NA,"2008","10",NA,NA,NA,"-47.6","-16.83",NA,NA,NA
"45","2020-08-20 14:54:33-03","UFSC","FLOR","48113","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, D.","Fiaschi, P.; et alii","3699","2011","04","02",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Serra Dona Francisca, estrada de São José dos Ausentes para Timbé do Sul, ca. 15,5 km após saída para São José dos Ausentes, campos na beira da estrada.","-49.959444","-28.797778","1238","1238",NA,"planta com roseta basal de folhas, flor inflorescência com capítulos alvos","FLOR0048113","FLOR0048113",NA,"2016","06","02",NA,NA,"49º57'34''W","28º47'52''S",NA,NA,NA
"46","2020-08-20 14:54:33-03","UFSC","FLOR","51390","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, D.","Fiaschi, P.","4097","2013","12","08",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, Campos de Santa Bárbara.","-49.612778","-28.162222","1624","1624",NA,"Erva terrestre. Inflorescência alvo-esverdeada","FLOR0051390","FLOR0051390",NA,"2016","06","02",NA,NA,"49º36'46''W","28º9'44''S",NA,NA,NA
"47","2020-08-20 20:37:45-03","UFSC","FLOR","25263","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Falkenberg, D.B.","Falkenberg, D.B.","7303","1995","03","25",NA,"Brasil","Santa Catarina","Urubici","Estrada de Vacas Gordas a Bom Jardim, pelo interior do Parque N. São Joaquim, ca. 7 km da SC 430.","-49.5917015075684","-28.0149993896484","1580","1580",NA,"flor branca, estames cinzentos. Maioria das plantas em frutificação. Comum.","FLOR0025263",NA,NA,"1998",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"48","2014-10-09 13:58:35-03","UHH","HBG","512991","S","Plantae",NA,NA,"Umbelliferae/Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Mathias, M.E. & Constance, L.","Ule, E.","1476","1890","01",NA,"South America","Brazil",NA,NA,"Estado de Sta. Catharina, auf dem Campo am Rande der Serra-Geral",NA,NA,NA,NA,NA,NA,"HBG512991",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype"
"49","2014-10-09 13:58:35-03","UHH","HBG","512990","S","Plantae",NA,NA,"Umbelliferae/Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H. Wolff","Mathias, M.E. & Constance, L.","Ule, E.","1476","1890","01",NA,"South America","Brazil",NA,NA,"Estado de Sta. Catharina, auf dem Gipfel Serra-Geral",NA,NA,NA,NA,NA,NA,"HBG512990",NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype"
"50","2021-02-08 12:32:57-03","UFRGS","ICN","069608","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","zosterifolium","Eryngium zosterifolium","H.Wolff","Lucas, DB","Stehmann, JR","628","1985","04","27","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva.; Em campo; na borda da serra.",NA,NA,NA,"2016","10","05","30776","auto",NA,NA,NA,NA,NA
