"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"99","2021-03-04 15:43:50-03","IF","SPSF","10334","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera",NA,NA,"A.Custodio Filho","2582","1986","04","19","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"100","2021-03-04 15:43:50-03","IF","SPSF","44630","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"M.L.Brotto","463","2010","09","07","América do Sul","Brasil","PR","Guaraqueçaba","Serra Gigante","-48.173056","-25.156389","900","900",NA,"COLETA: Floresta Ombrófila Densa Altomontana&nf;Árvore 4m altura; flores alvas.;",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"101","2021-03-04 15:43:50-03","IF","SPSF","479899","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","(Mez & Schwacke) Kosterm.","M.L.Brotto","M.L.Brotto","1775","2014","08","27","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.700833","-24.86","990","990",NA,"COLETA: Árvore de 18; flores esverdeadas. Floresta Ombrófila Densa Montana.;",NA,NA,NA,"2014","09","09",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"102","2021-03-04 15:43:50-03","IF","SPSF","49892","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","(Mez & Schwacke) Kosterm.","F.David","M.L.Brotto","1796","2014","11","23","América do Sul","Brasil","PR","Piraquara","Recreio da Serra","-49.015556","-25.4475","990","990",NA,"COLETA: Árvore de 14m de altura; flores esverdeadas. Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.;",NA,NA,NA,"2014","11","10",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"103","2021-03-04 15:43:50-03","IF","SPSF","51070","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L.Brotto","M.L.Brotto & R.R.Völtz & O.M.R. Bizarro","2002","2015","09","13","América do Sul","Brasil","PR","Guaraqueçaba","Pico Bico Torto, bacia do Rio do Costa","-48.185","-25.218333","585","585",NA,"COLETA: Árvore de 4m; botões florais e flores esverdeadas.; GEOGRAFIA: Floresta Ombrófila Densa Altomontana;",NA,NA,NA,"2015","09","23",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"104","2021-03-04 15:43:50-03","IF","SPSF","51075","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L.Brotto","M.L.Brotto & E.Barboza","2117","2015","10","28","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.714722","-24.863889","988","988",NA,"COLETA: Árvore com 8m de altura; frutos imaturos.;",NA,NA,NA,"2015","12","03",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"105","2021-03-04 15:43:50-03","IF","SPSF","51780","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L. Brotto","M.L. Brotto & R.R. Völtz & J.M. Silva","9440","2016","09","27","América do Sul","Brasil","PR","Adrianópolis","Parque estadual das lauráceas","-48.667222","-24.848611","816","816",NA,"COLETA: Árvore com 12 m de altura; flores esverdeadas.; GEOGRAFIA: Floresta Ombrófila Densa Montana.;",NA,NA,NA,"2016","11","22",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"106","2021-03-04 15:43:50-03","IF","SPSF","53618","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"P.L.R.Moraes & M.L. Brotto & J.G.Rohwer","5403","2016","10","09","América do Sul","Brasil","PR","Piraquara","Recreio da Serra","-49.015556","-25.448333","990","990",NA,"COLETA: Árvore de 14 m de altura. Flores brancas.;",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"107","2021-03-04 15:43:50-03","IF","SPSF","34170","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera",NA,"J.B.Baitello","F.M.Souza & M.T.Z.Toniato","500","2005","02","23","América do Sul","Brasil","SP","Salesópolis","Parque Estadual da Serra do Mar","-45.8400001525879","-23.5300006866455",NA,NA,NA,"COLETA: XLS: SPSFNovo; Árvore 12m, frutos verdes com manchas amarelas; GEOGRAFIA: floresta ombrofila densa montana&nf;UTM: X=428940 Y=7386300;",NA,NA,NA,"2007","03","05",NA,NA,"Magnoliopsida",NA,"18032","auto",NA,NA
"108","2021-02-08 12:42:53-03","UFRGS","ICN","192995","S","Plantae","Dicotyledon",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm","Brotto, ML","Brotto, ML; Völtz, R; Bizarro, OMR","2001","2015","09","13","América do Sul","Brasil","PR","Guaraqueçaba","Pico Bico Torto, bacia do Rio da Costa","-48.3288993835449","-25.3066997528076","585","585",NA,"Árvore de 4 cm; botões florais e flores esverdeadas; Floresta Ombrófila Densa Altomontana","ICN00035056",NA,NA,"2015","09","23",NA,NA,NA,NA,"37295","auto",NA,NA
"109","2019-11-21 10:07:18-03","IBt","SP","498015","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, ML","Brotto, ML; Völtz, RR; Bizarro, OMR","2002","2015","09","13",NA,"Brasil","Paraná","Guaraqueçaba","Pico Bico Torto, bacia do Rio do Costa","-48.185","-25.218333","585","585",NA,NA,NA,NA,NA,"2015","09","23","-48.185","-25.218333",NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:07:18-03","IBt","SP","415662","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Nunes, GM","201","1935",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","G. Portella, Monte Senai","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Esp. 201. Flor e fructo: agosto a outubro","SP000814","SP000814","Isotype",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA
"111","2019-11-21 10:07:18-03","IBt","SP","99348","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Vattimo, I","Reitz, R; Klein, RM","1924","1954","08","02",NA,"Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385","150","150",NA,NA,"SP034122","SP034122",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"112","2019-11-21 10:07:18-03","IBt","SP","99349","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Vattimo, I","Klein, RM","1659","1955","10","07",NA,"Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"SP034121","SP034121",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"113","2019-11-21 10:07:18-03","IBt","SP","99347","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Vattimo, I","Klein, RM","1710","1955","10","14",NA,"Brasil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"SP034124","SP034124",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
"114","2019-11-21 10:07:18-03","IBt","SP","210035","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Baitello, JB","Barros, F; Martuscelli, P","1266","1986","04","09",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA
"115","2019-11-21 10:07:18-03","IBt","SP","415663","S","Plantae",NA,NA,"Lauraceae","Aiouea","barbellata","Aiouea barbellata","Kosterm.",NA,"Nunes, GM","304","1935",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","G. Portella, Monte Sinai","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Esp. nº 304. Flor: março. Fructo: novembro","SP000815","SP000815","Isotype",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA
