"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00459690","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","S. S. Renner","A. F. M. Glaziou","20441","1893","10","24","South America","Brazil","Minas Gerais",NA,"Rio de Ouro Preto. S. Pedro de Amolar",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=734066' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459690","NY00459690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01131927","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","barbellata","Aiouea barbellata","Kosterm.",NA,"G. Machado Nunes","304","1935",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"G. Portella, Monte Sinai.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1284981' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131927","NY01131927_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-24 17:10:45-03","UTFPR","DVPR","3169","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, ML","Brotto, ML; Silva, JM; Mello, MCH","1775","2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.4233","-24.5136","990","990",NA,"Árvore 18 m, flores esverdeadas.; Floresta Ombrófila Densa Montana","DVPR003169",NA,NA,"2014","09","09","-48.4233","-24.5136",NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:35:06-03","NBC","NL-BOTANY","L.1784548","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Klein RM",NA,"1955","06","24","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina- Brasil, Morro da Fazenda, Itajai.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1784548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1784548","NL-L1784548",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 09:35:06-03","NBC","NL-BOTANY","L.1784549","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.",NA,"Klein RM",NA,"1955","10","14","Southern America","Brazil",NA,NA,"Pantas de Santa Catarina, Morro da Ressacada, itají.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1784549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1784549","NL-L1784549",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2020-02-08 09:35:06-03","NBC","NL-BOTANY","U 0002587","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Renner SS","Machado-Nunes G",NA,"1935","01","01","Southern America","Brazil","Rio de Janeiro",NA,"Est.do Rio G. Portella. Monte Sinai.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002587","NL-U0002587","type",NA,NA,NA,NA,NA,"Magnoliopsidae","24645 A",NA,NA,NA,NA
"17","2020-02-08 09:35:06-03","NBC","NL-BOTANY","U 0002588","PreservedSpecimen","Plantae",NA,"Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Renner SS","Machado-Nunes G",NA,"1935","01","01","Southern America","Brazil","Rio de Janeiro",NA,"Est.do Rio G. Portella. Monte Sinai.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200002588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0002588","NL-U0002588","type",NA,NA,NA,NA,NA,"Magnoliopsidae","36836 A",NA,NA,NA,NA
"18","2020-11-04 11:11:50-03","ESALQ","ESA","107433","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Assis, L.C.S.","1056.0","2004","07","01",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"ESA107433","ESA107433",NA,"2017","02","02",NA,NA,NA,NA,"30417","auto",NA,NA
"19","2020-11-04 11:11:50-03","ESALQ","ESA","107437","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Assis, L.C.S.","1027.0","2004","06","29",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"ESA107437","ESA107437",NA,"2017","02","02",NA,NA,NA,NA,"30417","auto",NA,NA
"20","2020-11-04 11:11:50-03","ESALQ","ESA","104260","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera",NA,"Baitello, J.B.","Aguiar, O.T.","1076.0","2002","03","14",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104260",NA,NA,"2002","03","19",NA,NA,NA,NA,"27904","auto",NA,NA
"21","2019-08-27 13:30:35-03","IAP","PACA-AGP","66313","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","I. de Vattimo","Reitz & Klein","1924","1954","07","02",NA,"Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,"altitude: 150m; altura: 15m Habitat: mata Fenofase: flor Hábito: árvore","PACA066313",NA,NA,"1961",NA,NA,NA,NA,"Magnoliatae",NA,"27253","auto",NA,NA
"22","2019-08-27 13:30:35-03","IAP","PACA-AGP","66312","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","I. de Vattimo","R. Klein","1659","1955","10","07",NA,"Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,"Habitat: mata Fenofase: flor Hábito: árvore","PACA066312",NA,NA,"1961",NA,NA,NA,NA,"Magnoliatae",NA,"27253","auto",NA,NA
"23","2021-03-01 16:32:18-03","UNICAMP","UEC","166760","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Barbosa, TDM","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1507","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556","1073","1093",NA,"K1637 Árvore, ca. 16 m, sem flores ou frutos. Abundância: 6 ind ha-1.","UEC039918","UEC039918",NA,"2009",NA,NA,"-45.067778","-23.325556",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:32:18-03","UNICAMP","UEC","166737","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Barbosa, TDM","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1069","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556","1086","1093",NA,"K1200 Árvore, ca. 11.4 m, sem flores ou frutos. Abundância: 6 ind ha-1.","UEC039919","UEC039919",NA,"2009",NA,NA,"-45.067778","-23.325556",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:32:18-03","UNICAMP","UEC","166975","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Barbosa, TDM","Stefani, EJF","275","2011","06","30",NA,"Brazil","São Paulo","Paraibuna","Parque Estadual da Serra do Mar","-45.533333","-23.583333","800","900",NA,"Árvore com 17m.; Mata Atlântica.","UEC005674","UEC005674",NA,"2011","10",NA,"-45.533333","-23.583333",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:32:18-03","UNICAMP","UEC","150258","S","Plantae","Magnoliopsida",NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Baitello, JB","Bertoncello, R; Pansonato, M","359","2007","05","19",NA,"Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758","1120","1120",NA,"Morro do Cuscuzeiro.","UEC005672","UEC005672",NA,"2008",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA
"27","2020-10-14 10:02:12-03","FURB","FURB","28863","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L. Brotto","Korte, A.; Kruger, A.","93","2009","09","14",NA,"Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","761","761",NA,"Fito IFFSC 383 /S/40 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea; flor botão floral","FURB02001","FURB02001",NA,"2016","12",NA,"-49.3200000","-27.4500000",NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:02:12-03","FURB","FURB","45341","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L. Brotto","Mayer, M.","471","2014","09","10",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.14","-27.0002778","351","351",NA,"Fito IFFSC 636 /L/54","FURB26898","FURB26898",NA,"2016","12",NA,"-49.1400000","-27.0002778",NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:02:12-03","FURB","FURB","46886","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, ML","Brotto, M.L.; Silva, J.M. & Mello, M.C.H.","1775","2014","08","27",NA,"Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.7091667","-24.86","990","990",NA,NA,"FURB26843","FURB26843",NA,"2014","08","09","-48.7091667","-24.8600000",NA,NA,NA,NA,NA,NA
"30","2020-12-09 14:46:47-03","FURB","FURB","61162","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Oliveira, A.A. de","4087","2016","11","21",NA,"Brasil","Paraná","Morretes",NA,"-48.96","-25.56",NA,NA,NA,"Herbácea","FURB61162","FURB61162",NA,"2017","04","20","-48.9600000","-25.5600000",NA,NA,NA,NA,NA,NA
"31","2020-03-01 12:47:40-03","UTFPR","HCF","30645","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L. Brotto","M.L. Brotto","765","2011","08","28",NA,"Brasil","PR","Quatro Barras","Serra da Farinha Seca, pico Mãe Catira","-48.909444","-25.337778","960","960",NA,"árvore de 10 m de altura, frutos verdes com cúpulas avermelhadas (UPCB-DNA n°3204).",NA,NA,NA,"2011","08","28","48°54'34 W","25°20'16 S",NA,NA,NA,NA,NA,NA
"32","2019-11-26 13:10:39-03","UTFPR","HCF","29762","S","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","M.L. Brotto","R.R. Völtz","1924","2018","08","11",NA,"Brasil","PR","Guaraqueçaba","Serra Gigante","-48.173056","-25.155556","760","760",NA,"árvore 8 m alt. Botões florais. Estrato superior de floresta de topo de morro. Trilha para o cume.",NA,NA,NA,"2018","08","11","48°10'23 W","25°09'20 S",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:30:42-03","MBM","MBM","354011","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Oliveira, A.A.","4087","2016","11","21","Southern America","Brazil","Paraná","Morretes","Conglomerado: 448; subunidade: 3; subparcela: 2; indivíduo: 7","-48.96","-25.56",NA,NA,NA,"Árvore 13,1 m; frutos verde-claro.","MBM354011","MBM354011",NA,"2017","04","20","-48.96","-25.56",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:30:42-03","MBM","MBM","387900","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","1534","2014","01","19","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.010406","-25.452994","1130","1130",NA,"Árvore de 10m; frutos imaturos verdes.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM387900","MBM387900",NA,"2014",NA,NA,"-49.010406","-25.452994",NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:30:42-03","MBM","MBM","392170","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; Silva, J.M.; Mello, M.C.H.; Silva, J.M.; Mello, M.C.H.","1775","2014","08","27","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.709278","-24.860028","990","990",NA,"Árvore de 18m; flores esverdeadas.; Floresta Ombrófila Densa Montana.","MBM392170","MBM392170",NA,"2014","09","09","-48.709278","-24.860028",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:30:42-03","MBM","MBM","392437","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","1796","2014","09","23","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015444","-25.447472","990","990",NA,"Árvore de 14m de altura; flores esverdeadas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM392437","MBM392437",NA,"2014","11","10","-49.015444","-25.447472",NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:30:42-03","MBM","MBM","393114","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","764","2011","08","28","Southern America","Brazil","Paraná","Quatro Barras","Serra da Farinha Seca, Pico Mãe Catira","-48.908164","-25.343642","1130","1130",NA,"Árvore de 6,5m de alt., flores esverdeadas.; Floresta Ombrófila Densa Altomontana.","MBM393114","MBM393114",NA,"2011","08","28","-48.908164","-25.343642",NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:30:42-03","MBM","MBM","398146","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.","765","2011","08","28","Southern America","Brazil","Paraná","Quatro Barras","Serra da Farinha Seca, pico Mãe Catira","-48.90945","-25.337819","960","960",NA,"Árvore de 10 m de alt., frutos verdes com cúpulas avermelhadas. (UPCB-DNA Nº 3204); Floresta Ombrófila Densa Montana.","MBM398146","MBM398146",NA,"2011","08","28","-48.90945","-25.337819",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:30:42-03","MBM","MBM","400357","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Bizarro, O.M.R.; Völtz, R.R.; Bizarro, O.M.R.","2002","2015","09","13","Southern America","Brazil","Paraná","Guaraqueçaba","Pico Bico Torto, bacia do Rio do Costa","-48.185","-25.218333","585","585",NA,"Árvore de 4m; botões florais e flores esverdeadas.; Floresta Ombrófila Densa Altomontana.","MBM400357","MBM400357",NA,"2015","09","23","-48.185","-25.218333",NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:30:42-03","MBM","MBM","401029","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Barboza, E.","2117","2015","10","28","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.714722","-24.863889","988","988",NA,"Árvore com 8m de altura; frutos imaturos.; Floresta Ombrófila Densa Altomontana.","MBM401029","MBM401029",NA,"2015","12","03","-48.714722","-24.863889",NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:30:42-03","MBM","MBM","406760","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Silva, J.M.; Brotto, M.L.; Völtz, R.R.; Brotto, M.L.; Völtz, R.R.","9440","2016","09","27","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.667222","-24.848611","816","816",NA,"Árvore com 12 m de altura; flores esverdeadas.; Floresta Ombrófila Densa Montana.","MBM406760","MBM406760",NA,"2016","11","22","-48.667222","-24.848611",NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:30:42-03","MBM","MBM","407214","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Moraes, P.L.R.","Moraes, P.L.R.; Rohwer, J.G.; Brotto, M.L.; Rohwer, J.G.; Brotto, M.L.","5403","2016","10","09","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015556","-25.448333","990","990",NA,"Árvore 14 m, flores brancas.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM407214","MBM407214",NA,"2016","10","09","-49.015556","-25.448333",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:30:42-03","MBM","MBM","409845","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","2498","2017","08","29","Southern America","Brazil","Paraná","Tunas do Paraná","Marquês de Abrantes","-48.92","-24.974722","960","960",NA,"Árvore com 13 metros de altura; flores esverdeadas.; Transição entre Floresta Ombrófila Densa e Floresta Ombrófila Mista.","MBM409845","MBM409845",NA,"2017","08","29","-48.92","-24.974722",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:30:42-03","MBM","MBM","412756","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1370","2017","08","26","Southern America","Brazil","Paraná","Morretes","Parque Estadual do Marumbi","-48.914444","-25.446111","925","925",NA,"Árvore 10 m alt.; botões florais e flores esverdeados; interior de Floresta Ombrófila Densa Montana.; Floresta Ombrófila Densa Montana.","MBM412756","MBM412756",NA,"2017","10","05","-48.914444","-25.446111",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:30:42-03","MBM","MBM","415208","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Brotto, M.L.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1924","2018","08","11","Southern America","Brazil","Paraná","Guaraqueçaba","Serra Gigante, trilha para o cume","-48.173056","-25.155556","760","760",NA,"Árvore 8 m alt.; botões florais; estrato superior de floresta de topo de morro.; Floresta Ombrófila Densa Submontana.","MBM415208","MBM415208",NA,"2018","08","11","-48.173056","-25.155556",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:30:42-03","MBM","MBM","23292","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Aiouea","acarodomatifera","Aiouea acarodomatifera","Kosterm.","Wattimo, I. de","Klein, R.","1432",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"MBM023292","MBM023292",NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA
