"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","individualCount"
"17","2021-03-01 16:38:33-03","UNICAMP","UEC","121598","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kinoshita","Freitas, MF","2005","06","30","Souza, FM; Duarte, AR; Sampaio, D; Bernhardt, R; Rodrigues, RR; Souza, VC; et al.","2001","04","16","Brazil","São Paulo","Cunha","-46.81825","-24.047694","-46.81825","-24.047694",NA,NA,"Magnoliopsida",NA,"175",NA,"Parque estadual da Serra do Mar, Núcleo Curucutu","30","100",NA,"Frutos imaturos verdes.; Floresta Ombrófila Densa Baixomontana no entrono do Vale do Rio Mambu.",NA,NA,NA,NA,NA
"18","2021-03-01 16:38:33-03","UNICAMP","UEC","121591","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kinoshita","Freitas, MF","2005","06","30","Romão, GO; Souza, VC; Rodrigues, RR; Pereira, M; Herrerias, C; Zevallos, P; et al.","2001","04","18","Brazil","São Paulo","Itanhaém","-46.922306","-24.230833","-46.922306","-24.230833",NA,NA,"Magnoliopsida",NA,"709",NA,"Loteamento Maramba II, 6km da cidade em direção a Peruíbe.","5","10",NA,"Arvoreta, ca. 2m alt. Frutos negros. Área inundada.; Floresta de restinga paludosa com predomínio de guanandi (<em>Calophyllum brasiliense</em> Cambess.) em alguns trechos.",NA,NA,NA,NA,NA
"19","2021-03-01 16:38:33-03","UNICAMP","UEC","173781","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kinoshita","Sanchez, M","2012",NA,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1997","05","29","Brazil","São Paulo","Ubatuba","-44.816944","-23.3025","-44.816944","-23.3025","UEC089581","UEC089581","Magnoliopsida",NA,"1777",NA,"Picinguaba.","600","600",NA,"Árvore 908 com 8m de altura, vegetativo.; Mata Atlântica de Encosta, Morro do Corisco",NA,NA,NA,NA,NA
"20","2021-03-01 16:38:33-03","UNICAMP","UEC","73028","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kinoshita","Freitas, MF","2010","08","02","Árbocz, GF; et al.","1995","02","09","Brazil","São Paulo","Eldorado","-48.392083","-24.646639","-48.392083","-24.646639","UEC055420","UEC055420","Magnoliopsida",NA,"32717",NA,"Caverna do Diabo, Mata Atlântica de encosta",NA,NA,NA,"Árvore 5 m., frutos imaturos verdes, pecíolo e folha com nervura estriada",NA,NA,NA,"paratypus",NA
"21","2021-03-01 16:38:33-03","UNICAMP","UEC","74616","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kinoshita","Freitas, MF","2005","06","30","Pastore, JFB; Aguiar, T","1995","08","11","Brazil","São Paulo","Miracatu","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,"Magnoliopsida",NA,"639",NA,"Parque Estadual de Jurupará",NA,NA,NA,"Arvoreta 3m alt., frutos imaturos verdes.","43974","auto",NA,NA,NA
"22","2021-03-01 16:38:33-03","UNICAMP","UEC","179838","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kinoshita",NA,NA,NA,NA,"Souza, VC; Flores, TB","2013","05","01","Brazil","São Paulo","Tapirai","-47.5","-23.9599990844727",NA,NA,"UEC031511","UEC031511","Magnoliopsida",NA,"35030",NA,"Área da Cia. Votorantim. Trilha do Rio Dezembro.",NA,NA,NA,"Árvore, ca. 14 m alt.; frutos imaturos verdes.","41034","auto",NA,NA,NA
"23","2021-03-01 16:38:33-03","UNICAMP","UEC","80739","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kinoshita","Freitas, MF","2005","06","30","Pedroni, F; Sanchez, M","1993","05","22","Brazil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Magnoliopsida",NA,"31243",NA,"Núcleo Picinguaba, Margens do Rio da Fazenda.",NA,NA,NA,"Árvore de 20m de altura; botões em desenvolvimento.","34265","auto",NA,NA,NA
"24","2021-03-01 16:38:37-03","UNICAMP","UEC","166783","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Padgurschi, MCG","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.067778","-23.325556","-45.067778","-23.325556","UEC039977","UEC039977","Magnoliopsida",NA,"1283",NA,"Núcleo Santa Virgínia. Parcela K.","1077","1093",NA,"K1444 Árvore, ca. 14 m, com flores. &nf;Abundância: 7 ind ha(-1).; Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,NA
"25","2019-08-20 10:23:38-03","UNICAMP","UEC","150197","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Bernacci, LC",NA,NA,NA,"Bertoncello, R; Pansonato, M","2007","04","19","Brazil","São Paulo","Ubatuba","-44.7875","-23.303889","-44.7875","-23.303889",NA,NA,"Magnoliopsida",NA,"57",NA,"Parque Estadual da Serra do Mar, Morro do Cuscuzeiro","1270","1270",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:38:37-03","UNICAMP","UEC","169987","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Bernacci, LC","2007","06",NA,"Rochelle, ALC",NA,NA,NA,"Brazil","São Paulo","Ubatuba","-45.084167","-23.366667","-45.084167","-23.366667","UEC041656","UEC041656","Magnoliopsida",NA,"J1361",NA,"Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","450","450",NA,"Indivíduo J1361 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.",NA,NA,NA,NA,NA
"27","2021-03-01 16:38:37-03","UNICAMP","UEC","200654","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Bernacci, LC","2008",NA,NA,"Pereira, LS; Belinello, R; Gomes, JAMA; Rosado, BHP; Cavalin, PO","2008","12","07","Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","UEC158000","UEC158000","Magnoliopsida",NA,"N1323",NA,"Parque Estadual da Serra do Mar","990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 12 metros de altura. Frequência da espécie na parcela: n=8; Mata Atlântica",NA,NA,NA,NA,NA
"28","2021-03-01 16:38:37-03","UNICAMP","UEC","200114","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci",NA,NA,NA,NA,"Padgurschi, MCG; Belinello, R","2009",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","UEC177773",NA,"Magnoliopsida",NA,"M853",NA,"Parque Estadual da Serra do Mar","990","1045",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 10 metros de altura. Frequência da espécie na parcela: n=6",NA,NA,NA,NA,NA
"29","2021-03-01 16:38:37-03","UNICAMP","UEC","186008","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Padgurschi, MCG","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","-45.067778","-23.325556","-45.067778","-23.325556","UEC109387","UEC109387","Magnoliopsida",NA,"1501",NA,"PESM - Núcleo Santa Virgínia - Parcela K","1074","1093",NA,"Árvore, ca. 7m, com flores. Projeto Biota Gradiente Funcional: Parcela K, indivíduo K1647; Floresta Ombrófila Densa Montana",NA,NA,NA,NA,NA
"30","2020-10-14 10:05:36-03","FURB","FURB","20057","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, MF","2010","07","01","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","2010","01","28","Brasil","Santa Catarina","Siderópolis","-49.4130556","-28.5263889","-49.4130556","-28.5263889","FURB47207","FURB47207",NA,NA,"3442",NA,"Belvedere Baixo.","453","453",NA,"Florística IFFSC 59 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA
"31","2020-10-14 10:05:36-03","FURB","FURB","26050","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, MF","2011","01",NA,"Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","05","15","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB47204","FURB47204",NA,NA,"2361",NA,"Três Barras.","203","203",NA,"Florística IFFSC e37b (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; Fruto verde;",NA,NA,NA,NA,NA
"32","2020-10-14 10:05:36-03","FURB","FURB","29277","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Oliveira, AA de","2010","09","30","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","09","26","Brasil","Santa Catarina","Jacinto Machado","-49.8591667","-28.9794445","-49.8591667","-28.9794445","FURB03234","FURB03234",NA,NA,"2729",NA,"Cará.","311","311",NA,"Fito IFFSC 15 /S/57 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;",NA,NA,NA,NA,NA
"33","2020-10-14 10:05:36-03","FURB","FURB","30280","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Oliveira, AA de","2011","01","25","Vieira, F.C.S.; Carvalho, R.J. de; Pellens, G.C. & Tomporowisky, H.","2010","05","14","Brasil","Santa Catarina","Massaranduba","-49.05","-26.55","-49.0500000","-26.5500000","FURB47205","FURB47205",NA,NA,"2196",NA,"Serra do Jacú.","638","638",NA,"Florística IFFSC 909 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta;",NA,NA,NA,NA,NA
"34","2020-10-14 10:05:36-03","FURB","FURB","59493","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Kassner-Filho, A.","2018","06","08","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","08","Brasil","Santa Catarina","Jacinto Machado","-49.86","-28.89","-49.8600000","-28.8900000","FURB59493","FURB59493",NA,NA,"2805",NA,NA,NA,NA,NA,"botão floral Habitat: interior da unidade amostral Habito: arvoreta",NA,NA,NA,NA,NA
"35","2019-11-27 09:30:31-03","FURB","FURB","59656","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Kassner-Filho, A.","2018","06","27","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","27","Brasil","Santa Catarina","Treviso","-49.4986111","-28.4436111","-49.4986111","-28.4436111","FURB59656","FURB59656",NA,NA,"2921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:05:36-03","FURB","FURB","60423","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Kassner-Filho, A.","2018","06","30","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","30","Brasil","Santa Catarina","Orleans","-49.41","-28.17","-49.4100000","-28.1700000","FURB60423","FURB60423",NA,NA,"2960",NA,NA,NA,NA,NA,"Flor castanho-claro, fruto imaturo Habitat: interior da unidade amostral Habito: árvore",NA,NA,NA,NA,NA
"37","2021-03-16 17:51:50-03","UCS","HUCS","48284","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M. F. Freitas","Molz, M.",NA,NA,NA,"Molz, M.","2012","07","10","Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Angiospermae","Ericales","s.n.",NA,"Pixirica",NA,NA,NA,"Doação Herbário ICN 174473&nf;&nf;; Árvore 10m altura, ritidoma claro, botões não abertos","12766","auto",NA,NA,NA
"38","2019-08-16 08:40:46-03","UTFPR","HCF","18509","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Ki","M.F. Freitas","2013","09","11","M.E. Engels","2013","09","07","Brasil","PR","Guaratuba","-48.943056","-25.881944","48°56'35 W","25°52'55 S",NA,NA,NA,NA,"1537",NA,"Serra do Mar, Linha de transmissão","800","800",NA,"arbórea. Caule castanho claro. Folhas verdes discolores. Frutos verdes com pintas alongadas castanhas esverdeadas. Floresta Ombrófila Densa.",NA,NA,NA,NA,NA
"39","2020-12-21 16:42:03-03","MBM","MBM","321765","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Jung-Mebd. & Bernacci","Freitas, M.F.","2006",NA,NA,"Fiaschi, P.; Paixão, J.L.; Gomes, L.C.J.; Rodrigues, A.B.; Paixão, J.L.; Gomes, L.C.J.; Rodrigues, A.B.","2005","03","17","Brazil","Bahia","Arataca","-39.408056","-15.202778","-39.408056","-15.202778","MBM321765","MBM321765",NA,NA,"2807","Southern America","Serra das Lontras, Ca. 7 km no ramal que liga o povoado de Itatigua à Serra das Lontras.","700","700",NA,"Arvoreta ca. 8 m alt. Folhas discolores. Frutos verdes, com porção distal mais escura, canais resiníferos vináceos visiveis.",NA,NA,NA,NA,NA
"40","2020-12-21 16:42:03-03","MBM","MBM","321766","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Jung-Mebd. & Bernacci",NA,NA,NA,NA,"Fiaschi, P.; Paixão, J.L.; Gomes, L.C.J.; Rodrigues, A.B.; Paixão, J.L.; Gomes, L.C.J.; Rodrigues, A.B.","2005","03","17","Brazil","Bahia","Arataca","-39.408056","-15.202778","-39.408056","-15.202778","MBM321766","MBM321766",NA,NA,"2805","Southern America","Serra das Lontras, Ca. 7 km no ramal que liga o povoado de Itatigua à Serra das Lontras.","700","700",NA,"Arvoreta ca. 8m alt. Folhas discolores. Frutos imaturos verde-claros.",NA,NA,NA,NA,NA
"41","2020-12-21 16:42:03-03","MBM","MBM","385288","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F. Freitas & Kin.-Gouv.","Freitas, M.F.","2013","09","11","Engels, M.E.","2013","09","07","Brasil","Paraná","Guaratuba","-48.943056","-25.881944","-48.943056","-25.881944","MBM385288","MBM385288",NA,NA,"1537",NA,"Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","800","800",NA,"Arbórea. Caule casatnho claro. Folhas verdes discolores. Frutos verdes com pintas alongadas castanhas esverdeadas.; Floresta Ombrófila Densa.",NA,NA,NA,NA,NA
"42","2020-12-21 16:42:03-03","MBM","MBM","427074","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Jung-Mebd. & Bernacci","Kassner-Filho, A.","2018","06","08","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","06","08","Brazil","Santa Catarina","Jacinto Machado","-49.86","-28.89","-49.86","-28.89","MBM427074",NA,NA,NA,"2805","Southern America",NA,NA,NA,NA,"Arvoreta, botão floral; Interior da unidade amostral.",NA,NA,NA,NA,NA
"43","2020-12-21 16:42:03-03","MBM","MBM","199781","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Jung-Mebd. & Bernacci","Freitas, M.F.",NA,NA,NA,"Jarenkow, J.A.; et al.; et al.",NA,NA,NA,"Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"MBM199781","MBM199781",NA,NA,"2166","Southern America","Perdida",NA,NA,NA,NA,"20837","auto",NA,NA,NA
"44","2020-12-21 16:42:03-03","MBM","MBM","37765","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Jung-Mebd. & Bernacci","Freitas, M.F.",NA,NA,NA,"Klein, R.",NA,NA,NA,"Brazil","Santa Catarina","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,"MBM037765","MBM037765",NA,NA,"552","Southern America","Mato do Maluche",NA,NA,NA,NA,"19684","auto",NA,NA,NA
