"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","individualCount"
"92","2019-01-25 15:45:24-02","IAC","IAC","43600","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci & S.L. Jung-Mendaçolli","2004","01","09","F.M. Souza; A.R. Duarte; D. Sampaio; R. Bernhardt; R.R. Rodrigues; N.M. Ivanauskas & E. Furlan","2001","04","16","Brasil","São Paulo","Itanhaém","-46.8182501","-24.0476944","-46.8182501","-24.0476944",NA,NA,NA,NA,"175",NA,"Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,NA,NA,"Altitude de 30 a 100 m. Coordenadas do material: 24°02#?#51.7S 46°49#?#05.7W",NA,NA,NA,NA,NA
"93","2019-04-11 14:22:19-03","IAC","IAC","44035","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci & R. Messiana","2003","12","01","L.C. Bernacci & R. Messiana","2003","12","01","Brasil","São Paulo","Ubatuba","-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,NA,NA,"3584",NA,"IAC, Estação Experimental (Horto)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-04-11 14:22:19-03","IAC","IAC","44044","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci et al.","2004","02","02","L.C. Bernacci; I. Cordeiro; K.F. Silva; M.B.R. Caruzo; R. Sebastiani & A.V. Costa","2004","02","02","Brasil","São Paulo","Santo André","-46.5383","-23.6639","-46.5383","-23.6639",NA,NA,NA,NA,"3611",NA,"Paranapiacaba, Reserva do Alto da Serra, trilha 27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-01-25 15:45:24-02","IAC","IAC","49000","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","L.C. Bernacci","2006","11","01","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","2006","11","01","Brasil","São Paulo","Ubatuba","-45.080223","-23.373498","-45.080223","-23.373498",NA,NA,NA,NA,"355",NA,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,NA,NA,"subparcela 47, indivíduo G 500",NA,NA,NA,NA,NA
"96","2019-01-25 15:45:24-02","IAC","IAC","49852","S","Plantae","Primulaceae-4.Myrsinoideae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","E. Ramos et al.","2008","04","20","E. Ramos; J.A.M.A. Gomes; J.F. Benedito & S. Santos","2008","04","20","Brasil","São Paulo","Ubatuba","-45.082132","-23.373676","-45.082132","-23.373676",NA,NA,NA,NA,"524",NA,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",NA,NA,NA,"Subparcela 18, Indivíduo H0282",NA,NA,NA,NA,NA
"97","2020-07-23 12:15:22-03","CEPLAC","CEPEC","128382","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,"Sem Informação",NA,NA,NA,"D. Rocha","2010","05","18","Brasil","Bahia","CAMACAN","-39.566111","-15.395833","39W33'58","15S23'45",NA,NA,NA,NA,"1130",NA,"RPPN Serra Bonita, área da fitossociologia.","500","500",NA,"Coleta testemunho do inventário na RPPN Serra Bonita (Rocha & Amorim 2011). Indivíduo nº P01-10",NA,NA,NA,NA,NA
"98","2020-07-23 12:15:22-03","CEPLAC","CEPEC","104353","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,"M.F.Freitas",NA,NA,NA,"Fiaschi, P.","2005","03","17","Brasil","Bahia","arataca","-39.408056","-15.202778","39W24'29","15S12'10",NA,NA,NA,NA,"2807",NA,"Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatiguí à Serra das Lontras.","600","600",NA,NA,NA,NA,NA,NA,NA
"99","2020-07-23 12:15:22-03","CEPLAC","CEPEC","134033","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,"Sem Informação",NA,NA,NA,"M.M. Coelho","2011","07","29","Brasil","Bahia","ALMADINA","-39.603333","-14.705833","39W36'12","14S42'21",NA,NA,NA,NA,"339",NA,"Serra do Corcovado, acesso pela Fazenda São José. Proprietário Senhor Francisco.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-07-23 12:15:22-03","CEPLAC","CEPEC","134913","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,"Sem Informação",NA,NA,NA,"M.M. Coelho","2012","02","03","Brasil","Bahia","ALMADINA","-39.603333","-14.705833","39W36'12","14S42'21",NA,NA,NA,NA,"627",NA,"Serra do Corcovado, acesso pela Fazenda São José. Proprietário Senhor Francisco.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-13 16:05:02-03","UNISANTA","HUSC","10417","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin. Gouv.","Martins, S.E.",NA,NA,NA,"Martins, S.E.","2000","09","27","Brasil","São Paulo","Bertioga","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Magnoliophyta",NA,"797",NA,"Praia de Itaguaré, Fazenda da Família Pinto.",NA,NA,NA,"Árvore com 3,5m de altura.; Floresta de restinga alta úmida.","37616","auto",NA,NA,NA
"102","2020-11-12 16:59:06-03","UEL","FUEL","52893","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Souza, VC","2013",NA,NA,"Souza, VC; Flores, TB","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"Tracheophyta","Ericales","35030",NA,"Área da Cia. Votorantim, Trilha do Rio Dezembro.",NA,NA,NA,NA,"41034","auto",NA,NA,NA
"103","2019-11-01 15:08:28-03","UnB","UB","200923","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Souza, VC","2013",NA,NA,"Souza, CV; Flores, TB","2013","05","01","Brasil","São Paulo","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"Dicotyledoneae",NA,"35030","Southern America","Área da Companhia Votorantim. Trilha do Rio Dezembro",NA,NA,NA,"Árvore 14m. Frutos imaturos verdes","41034","auto",NA,NA,NA
"104","2021-02-23 13:22:50-03","MN","R-TIPOS","93689b","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Jung-Mendaçolli,S.L.; Bernacci,L.C. & Freitas,M.F","2002","08","15","Brade, A.C.","1931","08","23","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"R000093689b","R000093689b_001",NA,NA,"11009",NA,"Vista Chinesa",NA,NA,NA,NA,"57442","auto",NA,"Isoparatypus",NA
"105","2021-02-23 13:22:50-03","MN","R-TIPOS","93689","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Jung-Mendaçolli,S.L.; Bernacci,L.C. & Freitas,M.F","2002","08","15","Brade, A.C.","1931","08","23","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"R000093689","R000093689_001",NA,NA,"11009",NA,"Vista Chinesa",NA,NA,NA,NA,"57442","auto",NA,"Paratypus",NA
"106","2021-02-23 13:22:50-03","MN","R-TIPOS","93689a","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Jung-Mendaçolli,S.L.; Bernacci,L.C. & Freitas,M.F","2002","08","15","Brade, A.C.","1931","08","23","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"R000093689a","R000093689a_001",NA,NA,"11009",NA,"Vista Chinesa",NA,NA,NA,NA,"57442","auto",NA,"Isoparatypus",NA
"107","2021-02-23 13:22:50-03","MN","R-TIPOS","93689c","PreservedSpecimen","Plantae","Myrsinaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Jung-Mendaçolli,S.L.; Bernacci,L.C. & Freitas,M.F","2002","08","15","Brade, A.C.","1931","08","23","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"R000093689c","R000093689c_001",NA,NA,"11009",NA,"Vista Chinesa",NA,NA,NA,NA,"57442","auto",NA,"Isoparatypus",NA
"108","2020-08-20 14:55:49-03","UFSC","FLOR","40655","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Oliveira, A.A. de","2010","09","30","Verdi, M.; Tomazi, A.L. & Klemz, G.",NA,NA,NA,"Brasil","Santa Catarina","Jacinto Machado","-49.859167","-28.979444","49º51'33''W","28º58'46''S","FLOR0040655",NA,NA,"Ericales","2729",NA,"Cará.","311","311",NA,"arbórea, 7m altura. Fito IFFSC 15/S/57, Estádio Suces.: Avançado.",NA,NA,NA,NA,NA
"109","2020-08-20 14:55:49-03","UFSC","FLOR","65069","PreservedSpecimen","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & L.C.Bernacci","Freitas, M.F.","1998","07","01","Klein, R.M.; Bresolin, A.","1967","07","26","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0065069","FLOR0065069",NA,"Ericales","7523",NA,"Pântano do Sul, Morro dos Índios.","300","300",NA,"Árvore de 10m, flor com cor esverdeada Habitat: Mata","27000","auto",NA,NA,NA
"110","2020-01-31 10:39:07-03","IFAM","EAFM","11983","PreservedSpecimen","Plantae","Myrsinaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend & Bernacci) M. F. Freitas & Kin.-Gouv.","Hanazaki, N.","2003","08","06","Hanazaki, N.","2003","08","06","Brasil","São Paulo","Sete Barras","-47.925",NA,"-47.925",NA,NA,NA,NA,NA,"885",NA,"Parcela Permanente, mata",NA,NA,NA,"; DESC: arbóreo; madeira",NA,NA,NA,NA,NA
"111","2021-03-04 15:42:54-03","IF","SPSF","29627","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,NA,NA,NA,NA,"F.M.Souza","2001","04","16","Brasil","SP","Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,"Magnoliophyta","Ericales","175","América do Sul","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,NA,NA,"COLETA: XLS: SPSFAntigo;","26998","auto","Magnoliopsida",NA,NA
"112","2021-03-04 15:42:54-03","IF","SPSF","19284","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,NA,NA,NA,NA,"J.A.Pastore & O.T. Aguiar","1995","08","11","Brasil","SP","Miracatu","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,"Magnoliophyta","Ericales","639","América do Sul","P.E.Jurupara",NA,NA,NA,"COLETA: XLS: SPSFAntigo;","43974","auto","Magnoliopsida","Parátipo",NA
"113","2021-03-04 15:42:54-03","IF","SPSF","10994","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,"S.L.J.Mendacolli","1996","06","28","A.Custodio Filho","1986","06","27","Brasil","SP","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Magnoliophyta","Ericales","2754","América do Sul","Casa Grande, E.B.Boraceia",NA,NA,NA,"COLETA: XLS: SPSFAntigo;","18032","auto","Magnoliopsida","Parátipo",NA
"114","2021-03-04 15:42:54-03","IF","SPSF","11031","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","Bernacci","S.L.J.Mendacolli","1996","06","28","A.Custodio Filho","1986","06","01","Brasil","SP","Salesópolis","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Magnoliophyta","Ericales","2696","América do Sul","Casa Grande, E.B.Boraceia",NA,NA,NA,"COLETA: XLS: SPSFAntigo;","18032","auto","Magnoliopsida","Parátipo",NA
"115","2021-03-04 15:42:54-03","IF","SPSF","37254","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii",NA,"G.A.D.C. Franco","2006","10","31","NM. Ivanauskas & M.T.Z.Toniato & R.T. Polisel & D.Souza","2006","09","02","Brasil","SP","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"Magnoliophyta","Ericales","6200","América do Sul","PECB","795","795",NA,"COLETA: XLS: SPSFNovo; árvore, 7m alt., fruto maduro lilás; GEOGRAFIA: Trilha da Ceva-Alça do Turvinho 1&nf;UTM: X=202458 Y=7339839 ZONA=23J;","27904","auto","Magnoliopsida",NA,NA
"116","2021-03-04 15:42:54-03","IF","SPSF","48576","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(((Jung-Mend. & Bernacci))) M.F.Freitas & Kin.-Gouv.","V.C.Souza","2013","05","01","V.C.Souza & T.B. Flores","2013","05","01","Brasil","SP","Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"Magnoliophyta","Ericales","35030","América do Sul","Área da Cia. Votorantim",NA,NA,NA,"COLETA: Árvore com aprox. 14m de altura; frutos imaturos verdes.; GEOGRAFIA: Trilha do Rio Dezembro.;","41034","auto","Magnoliopsida",NA,NA
"117","2021-02-08 12:45:00-03","UFRGS","ICN","178493","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Molz, M",NA,NA,NA,"Molz, M; Grings, M; Seger, G","2012","12","08","Brasil","RS","Três Cachoeiras","-49.920833","-29.4475","-49.920833","-29.4475",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,"19","19",NA,"WGS-84; Arvoreta com 8 m de altura, frutos violáceos",NA,NA,NA,NA,NA
"118","2021-02-08 12:45:00-03","UFRGS","ICN","118837","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, MF",NA,NA,NA,"Rossoni, MG","1998","08","07","Brasil","RS","Dom Pedro de Alcântara","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Mato da Cova Funda",NA,NA,NA,"Com flores e frutos jovens.","7549","auto",NA,NA,NA
"119","2021-02-08 12:45:00-03","UFRGS","ICN","174473","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Molz, M",NA,NA,NA,"Molz, M; Mauhs, J","2012","07","10","Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","Pixirica","700","700",NA,"Árvore, 10m altura, ritidoma claro, botões não abertos.","12766","auto",NA,NA,NA
"120","2021-02-08 12:45:00-03","UFRGS","ICN","169323","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Grings, M",NA,NA,NA,"Grings, M; Mello, AS","2011","07","20","Brasil","SC","Itapoá","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Dicotyledon",NA,"1346","América do Sul",NA,NA,NA,NA,"arvoreta de 5 m de altura, com botões florais; em floresta ombrófila densa de terras baixas","18121","auto",NA,NA,NA
"121","2021-02-08 12:45:02-03","UFRGS","ICN","120953","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & L.C.Bernacci","Sobral, M",NA,NA,NA,"Nunes, CC","1999","04","18","Brasil","RS","Dom Pedro de Alcântara","-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,"7549","auto",NA,NA,NA
"122","2020-08-26 10:50:38-03","MCN-FZBRS","HAS","82847","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.","Freitas, M.F.","2011","08",NA,"Camargo, O.R.","1975","09",NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"HAS0082847",NA,"Magnoliophyta",NA,"s.n.",NA,"Posto da Colônia, 1º Distrito Municipal de Torres",NA,NA,NA,"No mato, arvore 8 m, frutos imaturos e maturos","20837","auto",NA,NA,NA
"123","2020-08-26 10:50:38-03","MCN-FZBRS","HAS","89610","PreservedSpecimen","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin. Gouv.","Molz, M. et Grings, M.","2012","12","08","Molz, M.","2012","12",NA,"Brasil","Rio Grande do Sul","Três Cachoeiras","-49.9244003295898","-29.4556007385254",NA,NA,"HAS0089610",NA,"Magnoliophyta",NA,"s.n.",NA,NA,"19","19",NA,"Arvoreta. H = 8m. Frutos violáceos.","17224","auto",NA,NA,NA
"124","2020-11-19 09:29:57-03","IBt","SP","360815","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,NA,NA,NA,"Alves, M","2001","03","08","Brasil","Espírito Santo","Cariacica","-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,NA,NA,"2349",NA,"Reserva Biológica de Duas Bocas",NA,NA,NA,NA,"18507","auto",NA,NA,NA
"125","2020-11-05 09:52:29-03","IBt","SP","357830","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,NA,NA,NA,"Alves, M","2001","03","08","Brasil","Espírito Santo","Cariacica","-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,NA,NA,"2349",NA,"Reserva Biológica de Duas Bocas",NA,NA,NA,NA,"18507","auto",NA,NA,NA
"126","2021-01-21 15:30:04-03","IBt","SP","491515","S","Plantae","Primulaceae","Myrsine","hermogenesii","Myrsine hermogenesii","(Jung-Mend. & Bernacci) M.F.Freitas & Kin.-Gouv.",NA,NA,NA,NA,"Rosa, P","2016","08","08","Brasil","Rio de Janeiro","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,"901",NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA
"127","2020-07-16 10:06:10-03","IBt","SP","290846","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci",NA,NA,NA,NA,"Árbocz, GF","1995","02","09","Brasil","São Paulo","Eldorado","-48.391944","-24.646389","-48.391944","-24.646389",NA,NA,NA,NA,"32717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paratype",NA
"128","2019-11-21 10:17:20-03","IBt","SP","245393","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci",NA,NA,NA,NA,"Barros, F; et al.","1990","09","12","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"1910",NA,"Ilha do Cardoso, Morro do Cardoso",NA,NA,NA,NA,"37574","auto",NA,NA,NA
"129","2020-07-16 10:06:10-03","IBt","SP","290941","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci",NA,NA,NA,NA,"Pastore, JA","1995","08","11","Brasil","São Paulo","Miracatu","-47.4599990844727","-24.2800006866455",NA,NA,NA,NA,NA,NA,"639",NA,"Parque Estadual de Jurupará",NA,NA,NA,NA,"43974","auto",NA,"Paratype",NA
"130","2019-11-21 10:17:20-03","IBt","SP","212622","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Bernacci, LC","2004","02","27","Sugiyama, M; et al.","1986","09","18","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"680",NA,"E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,"Árvore caida 4m., caule fino, cálice verde com riscos vermelhos curtos nas seis sepálas, fruto omm comp. e 7mm larg., obovado, pericarpo verde com riscos vermelhos verticais curtos, endocarpo branco, espesso, embrião branco","27258","auto",NA,NA,NA
"131","2019-11-21 10:17:20-03","IBt","SP","38671","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Freitas, MF","2001","03","01","Handro, O","1948","07","22","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP001280","SP001280",NA,NA,"2",NA,"Jardim Botânico",NA,NA,NA,"Árvore, flores esverdeadas. Nativa no Jardim","53584","auto",NA,"Isotype",NA
"132","2019-11-21 10:17:20-03","IBt","SP","165894","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Freitas, MF","1998","03","23","Silvestre, MSF","1979","11","28","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP001281","SP001281",NA,NA,"226",NA,"Parque Estadual das Fontes do Ipiranga, Reserva Biológica",NA,NA,NA,"Árvore ca. 6 m alt., com frutos","53584","auto",NA,"Paratype",NA
"133","2019-11-21 10:17:20-03","IBt","SP","163946","S","Plantae","Primulaceae","Rapanea","hermogenesii","Rapanea hermogenesii","Jung-Mend. & Bernacci","Freitas, MF","1998","03","23","Jung, SL","1980","05","07","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP001282","SP001282",NA,NA,"326",NA,"Parque Estadual das Fontes do Ipiranga, Reserva Biológica. Mata",NA,NA,NA,"Árvore ca. 6 m alt., presença de canais secretores vermelhos no limbo e nervura mediana; pontuações no limbo. Frutos verdes com canais secretores vermelhos","53584","auto",NA,"Paratype",NA
