"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","typeStatus","previousCatalogNumber","sex"
"11","2019-12-04 15:26:36-03","PUCPR","HUCP","21778","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W. Chase. & N.H.Williams","Kersten, RA","1248","2007","10","20",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"Ceolin, L",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-26 18:09:06-03","CPAN-UFMS","COR","8925","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cohniella","cebolleta","Cohniella cebolleta","(Jacq.) Christenson","G. Hatschbach, A. Schinini & E.Barbosa","70816","2000","05","10",NA,"Brasil","Tocantins","Aurora do Tocantins","Próximo do riacho Seco. Floresta; ;.","-46.4077987670898","-12.7131004333496",NA,"Com Flor: amarela, sépalas e pétalas com máculas marrom",NA,NA,NA,NA,"C. F. Hall",NA,NA,NA,NA,NA,"36933","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531924","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Fiebrig K",NA,"1908","01","01","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,"am Stamm einer isolierte Baumes trockner ... Waldrand<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531924","NL-L1531924",NA,NA,"Christenson EA","2000","07","01",NA,NA,NA,NA,"Magnoliopsidae","L 0842999",NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531925","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Suringar WFR",NA,"1885","03","13","Southern America","Venezuela",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531925","NL-L1531925",NA,NA,"Christenson EA","1993","05","01",NA,NA,NA,NA,"Magnoliopsidae","L 0842998",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:46:37-03","NBC","NL-BOTANY","U.1458893","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Jansen-Jacobs MJ; Feuillet CPGA; Hiepko PH; Skog LE; Welle BJH ter",NA,"1985","02","11","Southern America","Guyana",NA,NA,"Kanuku Mts., Rupununi R., Bush Mouth near Witaru Falls.","-59.466667","3.066667",NA,"savanna and nearby forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1458893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1458893","NL-U1458893",NA,NA,"Steege H ter",NA,NA,NA,"-59.466667","3.066667",NA,NA,"Magnoliopsidae","U 0205904",NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:46:37-03","NBC","NL-BOTANY","U.1462235","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","HW; RW; ES",NA,"1979","02","04","Southern America","Venezuela",NA,NA,"punta de huso, chucho, varita de San Jose, rabo de iguana, abejera (PCV). F4. Entre Sacuragua y la Mesa del Tigre, 45 km ESE de Coro",NA,NA,NA,"sobre tronco de arbol en bosque algo secca<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1462235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1462235","NL-U1462235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0257033",NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531933","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Oncidium","concolor","Oncidium concolor ottonis",NA,"Reitz R; Klein RM",NA,"1962","10","24","Southern America","Brazil",NA,NA,"Santa Catarina. Serra do Espigão, Monte Catelo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531933","NL-L1531933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"ottonis",NA,NA,NA,NA,NA
"18","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531933","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Oncidium","concolor","Oncidium concolor ottonis",NA,"Reitz R; Klein RM",NA,"1962","10","24","Southern America","Brazil",NA,NA,"Santa Catarina. Serra do Espigão, Monte Catelo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531933 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531933","NL-L1531933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"ottonis",NA,NA,NA,NA,NA
"19","2021-03-31 13:41:09-03","MN","R","221749","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hoehne, F.C.","983","1908","09",NA,NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon",NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:41:09-03","MN","R","221750","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hoehne, F.C.","4471","1911","08",NA,NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon",NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:41:09-03","MN","R","3235","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hoehne, F.C.","562","1908","09",NA,NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon",NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:41:09-03","MN","R","3236","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Hoehne, F.C.","4472","1911","08",NA,NA,"Brasil","Mato Grosso","Cáceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon",NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:41:09-03","MN","R","169829","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Souza, A.; Silva, J.G. & Costa, J.A. F.","1111","1985","07","09",NA,"Brasil","Mato Grosso","Cáceres","Porto Esperidião","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,NA,NA,"Barros, F.","1986","08","29",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:41:09-03","MN","R","221753","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","Barcia, L.","141","1970","12","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Costa, J.A.F.","1970","12","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:41:09-03","MN","R","35910","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.",NA,NA,"1928","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brade, A.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:41:09-03","MN","R","221754","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","Barcia, J.C.C.","157","1970","10","15",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:41:09-03","MN","R","107942","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","Vidal, J.","II - 5773","1952","12","18",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"1950","1950","Pabst, G.F.J.","1962","04","15",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:41:09-03","MN","R","221755","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","Barcia, L.","144","1970","12","30",NA,"Brasil","Rio de Janeiro","Teresópolis","Granja Comari","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"Barcia, J.C.C.",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-31 13:41:09-03","MN","R","35908","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","Brade, A.C.","9590","1929","10","04",NA,"Brasil","Rio de Janeiro","Teresópolis","Granja Guarani","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"1500","1500","Brade, A.C.",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:41:09-03","MN","R","24819","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","Brade, A.C.","9532","1929","09","30",NA,"Brasil","Rio de Janeiro","Teresópolis","Granja Guarani","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"1100","1100","Brade, A.C.",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:24:34-03","CPAP","CPAP","2200","PreserverdSpecimen","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","Pott, V. J.","240","1986","06","04",NA,"Brasil","MS","Corumbá","Casa de vegetação da Embrapa/CPAP - origem morro defronte aeroporto de corumbá","-57.65","-19.016667",NA,"Epífita. FLOR: amarela. Flor com pontos arroxeados. Pétala maior com pontos só no lado inferior. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,"140","140","L. Bianchetti",NA,NA,NA,"57°39' W","19°01' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:26:31-03","IAP","PACA-AGP","998","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","C. Orth SJ",NA,"1932","11","10",NA,"Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"Habitat: In silva, epiphytica Fenofase: flor","PACA000998",NA,NA,NA,"Castro, J. B. Castro","2016","06","16",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:26:31-03","IAP","PACA-AGP","103289","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","J. Brustulin","32","2007","09","29",NA,"Brasil","RS","São Francisco de Paula","Parque Municipal da Ronda.","-50.594722","-29.450833",NA,"Hábito: epífita","PACA103289",NA,NA,NA,"Castro, J. B.","2016","07","26","50°35'41W","29°27'03S",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:26:31-03","IAP","PACA-AGP","103290","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","J. Brustulin","33","2007","07","16",NA,"Brasil","RS","Farroupilha","Parque dos Pinheiros.","-51.438889","-29.241667",NA,"Hábito: epífita","PACA103290",NA,NA,NA,"Castro, J. B.","2016","07","26","51°26'20W","29°14'30S",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:26:31-03","IAP","PACA-AGP","115539","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","Rocha, L.D.",NA,"2013","06","14",NA,"Brasil","RS","Caraá","nascente do Rio dos Sinos","-50.291056","-29.706944",NA,"Habitat: epífito","PACA115539",NA,NA,NA,"Castro, J. B.","2016","07","26","50º17'27.8W","29º42'25.0S",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:26:31-03","IAP","PACA-AGP","115545","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","Rocha, L.D.","246","2012","12","15",NA,"Brasil","RS","Caraá","nascente do Rio dos Sinos","-50.291056","-29.706944",NA,"Habitat: epífito","PACA115545",NA,NA,NA,"Endres Jr., D.","2012","12","15","50º17'27.8W","29º42'25.0S",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:36:48-03","IAP","PACA-AGP","29706","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","Bruxel, A.",NA,"1945","09","25",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,"Habitat: In silva, epiphytica Fenofase: flor","PACA029706",NA,NA,NA,"Castro, J.B.","2016","06","16",NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:26:31-03","IAP","PACA-AGP","84967","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","Sehnem, A.","2197","1946","09","30",NA,"Brasil","RS","Montenegro","L. Campestre","-51.4611015319824","-29.6886005401611",NA,"Habitat: In arbore","PACA084967",NA,NA,NA,"Castro, J. B.","2016","06","16",NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:26:31-03","IAP","PACA-AGP","84968","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","Sehnem, A.","3945","1949","10","21",NA,"Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,"Habitat: Epiphytum in arbore insolata","PACA084968",NA,NA,NA,"Castro, J. B.","2016","06","16",NA,NA,"21601","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:26:31-03","IAP","PACA-AGP","66525","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Brasilidium","concolor","Brasilidium concolor","(Hook.) F. Barros & V. T. Rodrigues","O.R. Camargo","110","1958","09","26",NA,"Brasil","RS","São Francisco de Paula","Barragem do Blang","-50.5835990905762","-29.4480991363525",NA,"Habitat: No mato; epífita","PACA066525",NA,NA,NA,"Castro, J. B.","2016","06","16",NA,NA,"76715","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:26:38-03","IAP","PACA-AGP","62555","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Oncidium","ottonis","Oncidium ottonis","Schlch.","Camargo, O. R.","2136","1957","10","15",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"Habitat: In silva Fenofase: flor","PACA062555",NA,NA,NA,"Emrich-Rambo","1958","09","26",NA,NA,"19545","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:26:38-03","IAP","PACA-AGP","62559","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Oncidium","ottonis","Oncidium ottonis","Schlch.","Camargo, O. R.","2115","1957","10","13",NA,"Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,"Habitat: In silva Fenofase: flor","PACA062559",NA,NA,NA,"Emrich-Rambo","1958","09","26",NA,NA,"25074","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"43","2016-07-05 11:14:19-03","FFCLRP","LBMBP","637","S","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.",NA,NA,NA,NA,NA,NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-07-05 11:14:19-03","FFCLRP","LBMBP","638","S","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.",NA,NA,NA,NA,NA,NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-07-05 11:14:19-03","FFCLRP","LBMBP","559","S","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.","L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil","Maranhão","Pinheiro",NA,"-45.066667","-2.516667",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"45°04'W","02°31'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2016-07-05 11:14:19-03","FFCLRP","LBMBP","747","S","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.",NA,NA,NA,NA,NA,NA,"Brasil","Maranhão","Pinheiro",NA,"-45.083333","-2.516667",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"45°05'W","02°31'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-07-05 11:14:19-03","FFCLRP","LBMBP","748","S","Plantae",NA,NA,"Orchidaceae","Oncidium","cebolleta","Oncidium cebolleta","(Jacq.) Sw.",NA,NA,NA,NA,NA,NA,"Brasil","Maranhão","Pinheiro",NA,"-45.083333","-2.516667",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"45°05'W","02°31'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2016-07-05 11:14:19-03","FFCLRP","LBMBP","511","S","Plantae",NA,NA,"Orchidaceae","Oncidium","concolor","Oncidium concolor","Hook.","L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:20:10-03","UNICAMP","UEC","161258","S","Plantae","Liliopsida",NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Kummrow, R","1177","1976","10","25",NA,"Brazil","Paraná","Tijucas do Sul","Represa de Vossoroca","-49.1988983154297","-25.9281005859375",NA,"Epifita, flor amarela.","UEC017540","UEC017540",NA,NA,"Meneguzzo, TEC","2015",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 10:00:46-03","UNICAMP","UEC","118841","S","Plantae","Liliopsida",NA,"Orchidaceae","Gomesa","concolor","Gomesa concolor","(Hook.) M.W.Chase & N.H.Williams","Borba, EL","307","1997","09","25",NA,"Brazil","São Paulo","Atibaia","Grota Funda","-46.5499992370605","-23.1100006103516",NA,"Flores amarelas, epífita.","UEC001871","UEC001871",NA,NA,"Meneguzzo, TEC","2015",NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA,NA
