"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","individualCount","class","fieldNumber","sex"
"92","2019-05-06 11:53:20-03","UFU","HUFU","17684","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4937","1998","01","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Morro após o córrego dos passageiros.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. de 0,3 m. Brácteas vinho, corola púrpura, ramos do estilete creme.; Campo sujo 2 meses após queimada.","HUFU00057906","HUFU00057906","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-05-06 11:53:20-03","UFU","HUFU","73326","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Pena, M.A.","Pena, M.A.; Watanabe, M.C.","875","2008","05","16",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 113 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à Pedra do Elefante.","-43.560833","-19.456389",NA,"Erva, ramo e brácteas verde lentamente vináceos, pilosos.","HUFU00070083",NA,"2009",NA,NA,NA,"1226","1226",NA,NA,NA,"-43.560833","-19.456389",NA,NA,NA,NA
"94","2019-05-06 11:53:20-03","UFU","HUFU","43839","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","4171","2005","12","09",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas., Morro em frente a Pousada do Rio Turvo.",NA,NA,NA,"Subarbusto, ca. 0,5 m. Brácteas esverdeadas, corola e ramos do estilete róseos.; Campo rupestre.","HUFU00057918","HUFU00057918","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-05-06 11:53:20-03","UFU","HUFU","43899","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","7375","2005","12","07",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. 2 km da MG 050.",NA,NA,NA,"Subarbusto, ca. 0,5 m. Brácteas involucrais vináceas, corola e ramos do estilete lilás.; Cerrado rupestre.","HUFU00057914","HUFU00057914","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-05-06 11:53:20-03","UFU","HUFU","43910","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","7393","2005","12","07",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Pedreira Souza, ca. 2 km da MG 050.",NA,NA,NA,"Subarbusto, ca. 0,4 m. Brácteas involucrais verdes, corola e ramos do estilete lilás.; Cerrado rupestre.","HUFU00057915","HUFU00057915","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-05-06 11:53:20-03","UFU","HUFU","46172","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.","4315","2006","10","26",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada para Mineradora Gabi Extrações, depois do terceiro córrego.",NA,NA,NA,"Subarbuso ca. de 0,5 m. Brácteas involucrais vinho, corola e ramos do estilete róseos.; Campo rupestre.","HUFU00057916","HUFU00057916","2016","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-05-06 11:53:20-03","UFU","HUFU","46253","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Soares, P.N. & Loeuille, B.","4374","2006","10","26",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas., Estrada para mineradora Gabi Extrações, último córrego.",NA,NA,NA,"Erva ca. de 0,6 m. Brácteas involucrais verdes, corola e ramos do estilete lilás.; Campo rupestre.","HUFU00057917","HUFU00057917","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-05-06 11:53:20-03","UFU","HUFU","29145","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Amorim, E.H.; Mendes, S.; Oliveira, A.P. & Duarte, P.C.","237","2002","10","26",NA,"Brasil","Minas Gerais","Perdizes","Galheiros, Céu do cavalo.","-47.2928009033203","-19.3528003692627",NA,"Erva, ca. 1 m. Brácteas ivolucrais verdes e corola lilás.; Cerrado.","HUFU00046365","HUFU00046365","2016","03","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-11-27 11:33:12-03","UFU","HUFU","73356","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Roque, N.","Muller, C.","26","1973","08","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 114 da estrada Lagoa Santa- Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,"+/- 40cm de altura, capítulos lilás. Alto do moro","HUFU00070116",NA,"1996","12","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-05-06 11:53:20-03","UFU","HUFU","6944","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.","1502","1994","12","08",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Base do morro próximo ao curral de pedras.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,6 m. Brácteas verde-arroxeadas. Corola, estilete e estigma róseos.; Campo limpo 2 mêses após queimada.","HUFU00057903","HUFU00057903","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-05-06 11:53:20-03","UFU","HUFU","30211","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Duarte, P.C.; Valadão, R.M.; Romero, R. & Nakajima, J.N.","164","2002","09","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Borda da mata, próxima à cachoeira dos rolinhos.","-46.3657989501953","-20.2453002929688",NA,"Herbácea aprox. 40cm. Brácteas involucrais verde e vinho, corola lilás e cálice palha.","HUFU00057910","HUFU00057910","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-05-06 11:53:20-03","UFU","HUFU","10696","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Zanini, E. & Simão, D.G.","1620","1995","11","23",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Córrego dos Passageiros.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo ca. de 0,2 m. Brácteas esverdeadas, ápice vinho, corola com tubo vinho, lacíneos róseos, estigma brancos a róseos.; Campo limpo associado a afloramentos rochosos.","HUFU00057894","HUFU00057894","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-05-06 11:53:20-03","UFU","HUFU","15801","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Roque, N.","4574","1997","10","14",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada para a Serra da Chapada.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,4 m. Brácteas verdes, corola com tubo vinho, lacínias lilás.; Campo limpo. Solo pedregoso, 2 meses após queimada.","HUFU00057899","HUFU00057899","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-05-06 11:53:20-03","UFU","HUFU","6717","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; et al.","530","1994","10","17",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento; 10 km da sede.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,3 m. Brácteas verdes, corola rósea no botão floral.; Campo rupestre.","HUFU00057901","HUFU00057901","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-05-06 11:53:20-03","UFU","HUFU","30114","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6630","2002","11","21",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Próximo à Cachoeira dos Rolinhos","-46.3657989501953","-20.2453002929688",NA,"Erva, ca. 35 cm. Brácteas verdes e ponta lilás, corola rosa, estigma branco, botões brancos.; Campo limpo.","HUFU00057907","HUFU00057907","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-05-06 11:53:20-03","UFU","HUFU","12916","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.","3731","1996","09","25",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Serra das Sete Voltas.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo ca. de 0,4 m. Brácteas esverdeadas, ápice vinho, corola e anteras lilases, ramos do estilete creme.; Campo limpo, solo pedregoso, 2 meses após queimada.","HUFU00057905","HUFU00057905","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-05-06 11:53:20-03","UFU","HUFU","30148","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Duarte, P.C.; Valadão, R.M.; Romero, R. & Nakajima, J.N.","57","2002","11","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha da cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,50 m. Cálice verde, corola lilás e demais verticilos brancos.","HUFU00057912","HUFU00057912","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-05-06 11:53:20-03","UFU","HUFU","10520","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3168","1995","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Próximo ao Córrego da Fazenda","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, ca. 0,4 m. Brácteas esverdeadas, corola com tubo salmão, lacínios e estigmas róseos.; Campo limpo com afloramentos rochosos. 3 meses após a queimada.","HUFU00057908","HUFU00057908","2016","03","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-05-06 11:53:20-03","UFU","HUFU","6895","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.","1453","1994","12","06",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto ca. de 0,4 m. Brácteas vinho, corola, estilete e estigma lilás.; Campo limpo com afloramento rochoso.","HUFU00058269","HUFU00058269","1998","05","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Lund, PW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Gardner, G","4842",NA,NA,NA,"Southern America","Brazil",NA,NA,"Serra de Curral d'el Rey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"in monte Itambé do Mato dentro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:08:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Claussen, P","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in campis regionis Oreadum. Prov. Minas Geraes ad Cachoeira do Campo",NA,NA,NA,"Mart. Herb. Fl. Bras. n. 830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2010-08-16 16:37:19-03","GH","HU-HERB","GH 00007520","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","de Candolle",NA,"P. W. Lund","877","1835","11",NA,"South America","Brazil",NA,NA,"In campis editis Prov. St. Paul.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,"877","undetermined"
"116","2010-08-16 16:37:19-03","GH","HU-HERB","GH 00247238","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","de Candolle",NA,"A. Usteri","16350","1905","12","3","South America","Brazil","São Paulo",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16350","undetermined"
"117","2010-08-16 16:37:19-03","GH","HU-HERB","GH 00007521","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum moringavense","Dusén",NA,"P. K. H. Dusén","16013",NA,NA,NA,"South America","Brazil","Paraná",NA,"Ad Morungava praedium in campo.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"moringavense",NA,"Isotype",NA,NA,NA,NA,"16013","undetermined"
