"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","individualCount","class","fieldNumber","sex"
"22","2020-12-11 11:32:55-03","UFMG","BHCB","14122","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Grandi, TSM","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Serra da Moeda.",NA,NA,NA,"Campo rupestre. Herbáceo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:32:55-03","UFMG","BHCB","21457","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Stehmann, JR","s.n.","1991","05","18","Southern America","Brasil","Minas Gerais","Ouro Preto","Arredores da Cachoeira do Falcão.","-43.5080986022949","-20.2875003814697",NA,"Cerrado. Arbustivo.",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:32:55-03","UFMG","BHCB","90607","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Teixeira, WA","s.n.","2004","06","01","Southern America","Brasil","Minas Gerais","Itabirito","MBR., Região do Pico do Itabirito.","-43.801399230957","-20.2532997131348",NA,"Plantas do Brasil. Entre afloramentos quartzíticos. Arbustivo (xilopódio).",NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:32:55-03","UFMG","BHCB","19065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Anjos, AMG dos","87","1989","05","21","Southern America","Brasil","Minas Gerais","Belo Horizonte","Próximo à BR 040 perto do BH Shopping.","-43.937801361084","-19.9207992553711",NA,"Campo rupestre. Herbáceo.",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:32:55-03","UFMG","BHCB","10286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Andrade, IR; Horta, MB; Braga, PIS","165","1987","07","30","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda.","-44.0527992248535","-20.3330993652344",NA,"Campo rupestre, vegetação de canga. Subarbustivo. Cálice piloso. Caule piloso. Inflorescência lilás.",NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:32:55-03","UFMG","BHCB","10298","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Andrade, IR; Braga, PIS; Braga, MB","182","1987","08","04","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda.","-44.0527992248535","-20.3330993652344",NA,"Campo rupestre. Herbáceo. Corola branca. Estilete lilás.",NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:32:55-03","UFMG","BHCB","10174","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","amphidictyum","Eupatorium amphidictyum","DC.",NA,"Horta, MB; Andrade, IR","165","1987","07","11","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Fazenda Cachoeira da Capivara","-43.7144012451172","-19.1688995361328",NA,"Campo rupestre. Herbáceo. Capítulo roxo.",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:33:00-03","UFMG","BHCB","191124","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Quaresma, AS; Meyer, PB","915","2018","05","04","Southern America","Brasil","Minas Gerais","Nova Lima",NA,"-43.96195","-20.114447",NA,"Campo sujo","BHCB191124",NA,"2018","06",NA,NA,NA,NA,NA,"10",NA,"-43.96195","-20.114447",NA,NA,NA,NA
"30","2020-12-11 11:33:00-03","UFMG","BHCB","110510","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Carmo, FF","780","2007","07","06","Southern America","Brasil","Minas Gerais","Moeda","Marinho da Serra., QTZ.","-43.94","-20.33",NA,"Plantas do Brasil. Fendas e depressões; afloramento de quartzito.",NA,NA,NA,NA,NA,NA,"1450","1450",NA,NA,NA,"-43.94","-20.33",NA,NA,NA,NA
"31","2020-12-11 11:33:00-03","UFMG","BHCB","144560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Rodrigues, LC","45","2007","08","18","Southern America","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Alto do Palácio","-43.516667","-19.25",NA,"em área de campo, flor lilás",NA,NA,NA,NA,NA,NA,"1400","1400",NA,NA,NA,"-43.516667","-19.25",NA,NA,NA,NA
"32","2020-12-11 11:33:00-03","UFMG","BHCB","146506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Rodrigues, FM; Oliveira, JG","356","2008","07","16","Southern America","Brasil","Minas Gerais","Brumadinho","Inhotim, Trilha que leva à mina","-44.225278","-20.126944",NA,"Borda de mata semidecídua. Arbusto. Brácteas do capítulo vináceas. Corola e estigma rosados",NA,NA,NA,NA,NA,NA,"890","890",NA,NA,NA,"-44.225278","-20.126944",NA,NA,NA,NA
"33","2020-12-11 11:33:00-03","UFMG","BHCB","188994","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Oliveira, CT","s.n.","2016","07","31","Southern America","Brasil","Minas Gerais","Mariana","Fazenda Córrego das Almas","-43.486944","-20.135",NA,NA,"BHCB188994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.486944","-20.135",NA,NA,NA,NA
"34","2020-12-11 11:33:00-03","UFMG","BHCB","200721","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Pirani, JR; Cordeiro, I; Keeley, S; Loeuille, BFP","6012","2009","07","12","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó., APA do Morro da Pedreira, rodovia Belo Horizonte - Conceição do Mato Dentro (MG010), Alto do Palácio, elevação próximo à Estátua do Velho Juca.","-43.533333","-19.25",NA,"Ervas viscosas, heliófilas, em solo arenoso de campo rupestre. Brácteas involucrais e pedúnculo atropurpúreos. Flores lilases.; Brejo e mata montana. Campo rupestre.","BHCB200721","BHCB200721","2014",NA,NA,NA,"1230","1230",NA,NA,NA,"-43.533333","-19.25",NA,NA,NA,NA
"35","2020-12-11 11:33:00-03","UFMG","BHCB","54184","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.",NA,"Tameirão Neto, E","2958","2000","05","20","Southern America","Brasil","Minas Gerais","Aiuruoca","PCH Aiuruoca. Rio Aiuruoca.","-44.603099822998","-21.9755992889404",NA,"Campo limpo. Herbáceo.",NA,NA,NA,NA,"27460","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:33:00-03","UFMG","BHCB","89091","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M.King & H.Rob.",NA,"Pontes, AF; Mello-Silva, R de; Lima, LR de","548","2002","11","09","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra., Ao lado da estrada São Roque de Minas-Sacramento, a 2km da Portaria de São Roque.","-46.3657989501953","-20.2453002929688",NA,"Afloramentos rochosos. Herbáceo, 0,5-0,8m. Flores róseo-claras a brancas.",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:33:00-03","UFMG","BHCB","25774","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M.King & H.Rob.",NA,"Tameirão Neto, E; Werneck, MS","1297","1994","11","22","Southern America","Brasil","Minas Gerais","Perdizes","Unidade de Conservação de Galheiro - CEMIG, Cerrado Céu do Cavalo","-47.2928009033203","-19.3528003692627",NA,"Erva; Cerrado","BHCB023321",NA,"1996","12","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-06-29 15:08:00-03","MO","MOBOT","100197503","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.","J.N. Nakajima","R. Romero|J.N. Nakajima","Romero 1502","1994","12","8","South America","Brazil","Minas Gerais",NA,"Base do morro após o Curral de Pedras, Estrada para Sacramento, Parna Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"39","2009-06-29 15:20:00-03","MO","MOBOT","100197508","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.","J.N. Nakajima","P.C. Duarte","Duarte 164","2002","11","21","South America","Brazil","Minas Gerais",NA,"Borda da Mata próxima à Cachoeira dos Rolinhos Parque Nacional da Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"40","2012-04-24 12:24:00-03","MO","MOBOT","3265765","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.","Grazila M. Barino","Apparicio P. Duarte","Duarte 2349","1949",NA,NA,"South America","Brazil","Minas Gerais",NA,"Heruillo Alves- Corrego Lugo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-19 11:17:22-03","UFG","UFG","40312","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","Baker","R. Romero","R.Romero; et al.","3128","1995","06","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Chapadão do Diamante","-46.3657989501953","-20.2453002929688",NA,NA,"UFG0040312","UFG0040312","1995","11","57119","auto",NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA
"42","2019-12-19 11:17:22-03","UFG","UFG","40222","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker)","R.A.Pacheco","R.A.Pacheco; et al.","339","2002","11","19",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UFG0040222","UFG0040222","2002","11","57119","auto",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA
"43","2019-12-19 11:17:22-03","UFG","UFG","40327","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","Baker","R. Romero","R.Romero; et al.","6630","2003","01","31",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"UFG0040327","UFG0040327","2003","10","57119","auto",NA,NA,NA,"31",NA,NA,NA,NA,NA,NA,NA
"44","2019-06-10 10:10:16-03","FZB-BH","BHZB","3407","S","Plantae",NA,NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius",NA,"J. N. Nakajima","Fernandes, M.G.C.","1210","2001","07","26",NA,"Brasil","MG","Ouro Preto","Estação Ecológica do Tripuí","-43.5080986022949","-20.2875003814697",NA,"Folha pegajosa.",NA,NA,"2003","05","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-26 14:12:24-03","CPACT","ECT","6004","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Heterocondylus","amphidyctius","Heterocondylus amphidyctius","(DC.) R.M.King & H.Rob.","J.Calvo","A.S.Quaresma; D.J.P.Gonçalves, M.M.T.Cota, F.N.Costa","262","2011","12","14",NA,"Brasil","Minas Gerais","Diamantina","Estrada para a Chapada de Couto, logo após a bifurcação para Covão.","-43.6002998352051","-18.2493991851807",NA,NA,"ECT0006004","ECT0006004",NA,NA,"101169","auto","1327","1327",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","1403443","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"A. Regnell","I239½*","1845","10","27","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US01649902","US01649902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
"47","2020-09-12 05:00:02-03","US","US","1473925","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Heterocondylus","pandurifolius","Heterocondylus pandurifolius","(Baker) R.M. King & H. Rob.",NA,"P. K. Dusén","16013","1914","11","21","South America","Brazil","Paraná",NA,"Inter Jaguariahuva et Julio de Castillo in campo [interpreted]",NA,NA,NA,NA,"US01649899","US01649899_01",NA,NA,NA,NA,"750",NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA,NA
