"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","coordinatePrecision","geoFlag","individualCount"
"11","2020-12-21 16:20:43-03","MBM","MBM","199136","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","Prance, G.T.","Andrade, P.M.; Lopes, M.A.; Lopes, M.A.","113","1984","02","19","Southern America","Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica. Escandente. Coletada em beira de estrada; todas as flores furadas.; Escandente.; Mata Atlântica.","MBM199136","MBM199136","ISOTYPE",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"12","2020-12-21 16:20:43-03","MBM","MBM","227901","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","C.V. Mendonça f.","C.V. Mendonça f.","390","1998","01","31","Southern America","Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros, Estação Biológica","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"MBM227901","MBM227901",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"13","2020-12-21 16:20:43-03","MBM","MBM","188033","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","Prance, G.T.","Andrade, I.R.; et al.; et al.","127","1988","06",NA,"Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"MBM188033","MBM188033",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"14","2019-08-15 09:03:27-03","UESC","UESC","10643","S","Plantae","Angiospermae","Florideophycidae","Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,"Sambuichi, R.","386","2001","04","25",NA,"Brasil","Bahia","Ilhéus",NA,"-39.188056","-14.6975",NA,NA,NA,"Árvore, DAP 31,0cm.; Indivíduo.","UESC0010643",NA,NA,"Dicotyledoneae",NA,NA,NA,"39W11'17''","14S41'51''",NA,NA,NA,NA
"15","2020-12-11 11:34:34-03","UFMG","BHCB","13366","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,"Andrade, IR; et al.","s.n.","1988","06","20","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"16","2020-12-11 11:34:34-03","UFMG","BHCB","17777","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,"Costa, LVC","230","1989","03","04","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"17","2020-12-11 11:34:34-03","UFMG","BHCB","19282","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,"Costa, LVC; et al.","530","1988","08","24","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"18","2020-12-11 11:34:34-03","UFMG","BHCB","7147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,"Andrade, PM de; et al.","460","1984","08","17","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Mata atlântica;arbóreo;árvores nº4147;fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"19","2020-12-11 11:34:34-03","UFMG","BHCB","41864","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"20","2020-12-11 11:34:34-03","UFMG","BHCB","7146","PreservedSpecimen","Plantae","Dicotyledon",NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,"Andrade, PM de; Lopes, MA","113","1984","02","19","Southern America","Brasil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,NA,"Foi coletada na beira da estrada: todas as flores furadas.; Arbórea ca. 7m","BHCB000101","BHCB000101","Holotypus",NA,"1994","01",NA,NA,NA,NA,"49886","auto",NA
"21","2014-09-17 05:30:00-03","MO","MOBOT","100455778","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","C.A. Southers","Marcelo Reginato|André M. Amorim|J. Paixão|F. Matos|Sérgio C. de Sant'Ana","Reginato 204","2005","2","4","South America","Brazil","Bahia",NA,"Camaca: RPPN Serra Bonita. 9,7km de Camaca na estrada para Jacareci.","-39.5652778","-15.3916666","835.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"22","2017-11-24 14:10:23-02","UFLA","ESAL","14893","S","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","Ary T.O.Filho","Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","Mata Camarinha","-43.3210983276367","-19.414400100708","5","5",NA,"árvore; 10.50; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22479","auto",NA
"23","2021-02-25 10:12:46-03","CVRD","CVRD","12488","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","G.T. Prance","Siqueira, G.S.","478","2009","08","31","América do Sul","BRASIL","ES","Linhares","Saindo da estr. do flamengo sentido a estr. da mantegueira","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Coleta do Maas 9807 em flor <ll>dwc_commonname:</ll> Milho torrado folha lisa","CVRD012488",NA,NA,"Magnoliopsida","2013","07","24",NA,NA,NA,"48094","auto",NA
"24","2021-02-25 10:12:46-03","CVRD","CVRD","12410","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","G.T. Prance","Maas, P.J.M.","9807","2009","05","07","América do Sul","BRASIL","ES","Linhares","Saindo da estr. do flamengo sentido a estr. da mantegueira","-40.0722007751465","-19.3910999298096",NA,NA,NA,"G.S.Siqueira 478 em fruto <ll>dwc_commonname:</ll> Milho torrado folha lisa","CVRD012410",NA,NA,"Magnoliopsida","2013","07","24",NA,NA,NA,"48094","auto",NA
"25","2020-09-12 05:00:02-03","US","US","3301598","PreservedSpecimen","Plantae",NA,"Rosales","Rosaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance",NA,"W. W. Thomas, A. M. Carvalho, T. S. Santos, A. M. Amorim, J. G. Járdim & S. C. Sant' Ana","9326","1992","5","14","South America - Neotropics","Brazil","Bahia","Wenceslau Guimarães","ca.3km W of Nova Esperança, W edege of Reserva Estadual Wenceslau Guimarães","-39.72","-13.6","500","600",NA,NA,"US01856105","US01856105_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"26","2019-11-13 11:17:48-03","USP","SPF","175019","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","El Ottra, JHL","Reginato, M","204","2005","02","04",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565278","-15.391667","835","835",NA,NA,"SPF00175019",NA,NA,NA,"2007","01",NA,"-39.565278","-15.391667",NA,NA,NA,NA
"27","2019-11-13 11:17:48-03","USP","SPF","133273","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","Mendonça Filho, CV","Mendonça Filho, CV","390","1998","01","31",NA,"Brasil","Minas Gerais","Caratinga",NA,"-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"SPF00133273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA
"28","2020-08-21 15:59:35-03","CEPLAC","CEPEC","106690","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis",NA,"P. Fiaschi","Reginato, M","204","2005","02","04",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre.","-39.565278","-15.391667","835","835",NA,"Det. Confirmada: C. Sothers, 2017",NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA
"29","2020-08-21 15:59:35-03","CEPLAC","CEPEC","115701","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis",NA,"C. Sothers","A. M. Amorim","6639","2007","01","19",NA,"Brasil","Bahia","arataca","Serra Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4Km de Arataca com entrada no Assentamento Santo Antonio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W20'30","15S10'25","17/1/2017",NA,NA,NA
"30","2020-08-21 15:59:35-03","CEPLAC","CEPEC","151482","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis",NA,"G. T. Prance","L. Kollmann","482",NA,NA,NA,NA,"Brasil","Espírito Santo","SÃO LOURENÇO",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-08-21 15:59:35-03","CEPLAC","CEPEC","56449","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis",NA,"G. T. Prance","W. W. Thomas","9326","1992","05","14",NA,"Brasil","Bahia","WENCESLAU GUIMARÃES","Ca. 3Km W de Nova Esperança, a W Reserva Estadual Wenceslau Guimarães..","-39.716667","-13.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W43'","13S36'","30/12/1993",NA,NA,NA
"32","2020-08-21 15:59:35-03","CEPLAC","CEPEC","90181","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis",NA,"A. M. Amorim","J. L. da Paixao","433","2005","06","05",NA,"Brasil","Bahia","CAMACAN","RPPN Sera Bonita. 9,7Km a W de Camacan na estrada para Jacarecí, daí, 6Km SW na estrada para RPPN e Torre da Embratel.","-39.565278","-15.391667",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA
"33","2020-08-21 15:59:35-03","CEPLAC","CEPEC","132966","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis",NA,"C. Sothers","P. J. M. Maas","9807",NA,NA,NA,NA,"Brasil","Espírito Santo","LINHARES",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA
"34","2020-11-19 14:06:05-03","Unimontes","MCMG","172","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Couepia","monteclarensis","Couepia monteclarensis","Prance","Santos R.M.","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.","126","2008","05","11",NA,"Brasil","Minas Gerais","Janúaria","APA do Rio PandeirosCatulé","-44.3616981506348","-15.4881000518799",NA,NA,NA,"Regeneração natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA
