"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"28","2020-11-04 11:05:13-03","ESALQ","ESA","39695","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, N.M.","Leitão Filho, H.F. et al.","32791.0","1995","02","10","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA039695","ESA039695",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:05:13-03","ESALQ","ESA","32401","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, C.A.P.","Ivanauskas, N.M. et al.","1565.0","1996","06","22","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA032401",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:05:13-03","ESALQ","ESA","21693","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, C.A.P.","Ivanauskas, N.M.","168.0","1995","05","24","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA021693","ESA021693_1 ESA021693_2",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:05:13-03","ESALQ","ESA","28784","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, N.M.","Ivanauskas, N.M.","377.0","1995","09","26","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028784","ESA028784",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:05:13-03","ESALQ","ESA","29359","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","914.0","1996","04","18","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029359","ESA029359",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:05:13-03","ESALQ","ESA","16366","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, C.A.P.","Moraes, P.L.R.","1030.0","1994","08","06","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA016366","ESA016366",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:05:13-03","ESALQ","ESA","4656","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, C.A.P.","Catharino, E.L.M.","811.0","1986","05","22","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004656",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:05:13-03","ESALQ","ESA","21694","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, C.A.P.","Ivanauskas, N.M.","542.0","1995","11","09","Brasil","São Paulo","Pariquera-açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA021694","ESA021694_1 ESA021694_2",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:05:13-03","ESALQ","ESA","28785","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, N.M.","Ivanauskas, N.M.","480.0","1995","10","18","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028785","ESA028785",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:05:13-03","ESALQ","ESA","29360","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Ivanauskas, N.M.","Ivanauskas, N.M. et al.","915.0","1996","01","30","Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029360","ESA029360",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:05:13-03","ESALQ","ESA","20397","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, C.A.P.","Moraes, P.L.R.","1204.0","1995","03","03","Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA020397","ESA020397",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:05:13-03","ESALQ","ESA","21496","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B.Sm.","Toledo, C.A.P.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1698.0","1993","12","01","Brasil","São Paulo","Ubatuba","Puruba. 23*21'05, 3, 44*56'05, 2W. Restinga.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA021496",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Trepadeira; flores creme. Borda.","34265","auto",NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:27:14-03","MN","R","177874","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B. Sm.","Smith, L.B.","Klein, R.M.","915","1954","12","14","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"350","350",NA,NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:27:14-03","MN","R","177875","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B. Sm.","Smith, L.B.","Reitz, R.; Klein, R.M.","2351","1956","01","07","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"400","400",NA,NA,"1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:27:14-03","MN","R","177876","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B. Sm.","Reitz, R.","Reitz, R.; Klein, R.M.","5641","1957","11","07","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,"150","150",NA,NA,"1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:27:14-03","MN","R","63995","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B. Sm.","Forero, E.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"44","2016-02-02 14:37:57-02","BGBM","B","B 18 0004489","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","L.B.Sm.",NA,"Kunth",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B180004489",NA,NA,NA,NA,NA,NA,NA,"Middle and South America",NA,"<a href=http://herbarium.bgbm.org/object/B180004489 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-02-15 11:36:51-02","IPA","IPA","18434","S","Plantae","Connaraceae","Connarus","cymosus","Connarus cymosus","Planch.",NA,"Kuhlmann, M.","1025","1943","08","30","Brasil","São Paulo","Amparo","Monte Alegre, próximo de Serra Negra.","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"IPA0018434",NA,NA,NA,NA,"Plantae",NA,NA,"Southern America",NA,"Duplicata do Herbário do Instituto de Botânica nº 50255.","18036","auto",NA,NA,NA,NA,NA,NA
"46","2019-02-15 11:36:51-02","IPA","IPA","18433","S","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L.B. Sm.","Forero, E.","Löffgren, A.","4216","1898","09","21","Brasil","São Paulo","Santo Amaro","Praia Grande",NA,NA,NA,NA,NA,NA,"IPA0018433",NA,"1985",NA,NA,"Plantae",NA,NA,"Southern America",NA,"Duplicata do Instituto de Botânica nº 8961.",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:32:08-03","IAP","PACA-AGP","70050","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Sm.","Falkenberg","Bresolin, A.","7679","1967","11","19","Brasil","SC","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA070050",NA,"1987",NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"Ecossistema: Mata Atlântica","27000","auto","Magnoliatae",NA,NA,NA,NA,NA
"48","2019-08-27 13:32:08-03","IAP","PACA-AGP","65233","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Sm.","Smith","Reitz, R.","8535","1959","03","12","Brasil","SC","Rio do sul","Serra do Matador","-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,"PACA065233",NA,"1960",NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"HBR 22042 Ecossistema: Mata Atlântica","15163","auto","Magnoliatae",NA,NA,NA,NA,NA
"49","2019-08-27 13:32:08-03","IAP","PACA-AGP","70048","PreservedSpecimen","Plantae","Connaraceae","Connarus","rostratus","Connarus rostratus","(Vell.) L. B. Sm.","Falkenberg","Klein","8035","1968","12","18","Brasil","SC","Florianópolis","Morro da Costa da Lagoa","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA070048",NA,"1987",NA,NA,"Magnoliophyta","Rosales",NA,NA,NA,"Ecossistema: Mata Atlântica","27000","auto","Magnoliatae",NA,NA,NA,NA,NA
