"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","579740","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","C. M. D. E. Legrand","R. Reitz","9006","1959","09","04","South America","Brazil","Santa Catarina","Jacinto Machado","Sanga da Areia, Jacinto Machado.","-49.766476","-29.084523","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579740","NY00579740_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","579733","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"O. Handro","s.n.","1934","10","03","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo (Capital), nativa no Jardim Botânico.","-46.618358","-23.646109",NA,NA,"sheet","Date: fl. 3 Oct 1934 & fr. 22 Dec 1934. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579733","NY00579733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","579742","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","M. Sobral","G. G. Hatschbach","50061","1985","11","21","South America","Brazil","Bahia","Maracás","Gameleiras.","-40.4306","-13.4411",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579742","NY00579742_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","579735","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","C. M. D. E. Legrand","R. Reitz","18047","1967","03","09","South America","Brazil","Santa Catarina","Ilhota","Parque Botânico do Morro do Baú, Ilhota.","-48.8269","-26.8997","450","450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579735","NY00579735_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","579734","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","C. M. D. E. Legrand","G. G. Hatschbach","19496","1968","07","12","South America","Brazil","Paraná","Morretes","Col. Floresta","-48.8342","-25.4769","150","150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=145666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00579734","NY00579734_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:21-03","UFRJ","RFA","25038","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"A. Quinet","21/18","2000","07","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá Taquara.","-43.45","-22.9225",NA,NA,NA,"arbusto, altura 5m, DAP 20cm, folha discolor verde, flores com cálice verde e corola alva. Comum no local","RFA41990",NA,"43º26'60''W","22º55'21''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:20:21-03","UFRJ","RFA","25635","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"F. M. de B. Pereira","153/53","2000","11","25",NA,"Brasil","Minas Gerais","Itamonte","Bocaína funda","-44.693889","-22.273611",NA,NA,NA,"Arvore, 6m de altura, 15cm de DAP, folha verde, caule vinho, raíz marrom, flor branca e comum no local.","RFA41992",NA,"44º41'38''W","22º16'25''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:21-03","UFRJ","RFA","11014","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","D. Legrand","G.G. Hatschbach","20360","1968","11","21",NA,"Brasil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Arvoreta de 8m, fruto maduro alaranjado, adocicado (aspecto de Eugenia pyriformis)","RFA10892",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:21-03","UFRJ","RFA","12368","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","D. Legrand","G.G. Hatschbach; O. Guimarães","19496","1968","07","12",NA,"Brasil","Paraná","Morretes","Colônia Floresta","-48.834400177002","-25.476900100708","150","150",NA,"Árvore 12m, tronco 30cm, flor alva","RFA11620",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:21:12-03","UFBA","ALCB","20287","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(K.) Legr.","Sobral, M","Mattos Silva, LA; Brito, HS","675","1979","10","31","Southern America","Brasil","Bahia","Itamarajú","Extremo Sul, Fazenda Pau-Brasil, ca. 5 km a NW de Itamarajú","-39.516667","-17.033333",NA,NA,NA,"2,50 m alt. Flores brancas, perfumadas.; afloramento de rochas na área.","ALCB057777",NA,"-39.516667","-17.033333",NA,NA,"1988","01",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:21:12-03","UFBA","ALCB","62463","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","Giaretta, A","Jost, T","140","1995","12","12","Southern America","Brasil","Bahia","Conde","Litoral Norte, Fazenda do Bu, mata do Fundão I.","-37.529167","-11.744444",NA,NA,NA,"ca. 5 m alt. Caule ramos ferrugíneos, escamosos. Folhas coriáceas. Inflorescência axilar, flores pequenas, cálice verde, corola alva.","ALCB058453",NA,"-37.529167","-11.744444",NA,NA,"2019","05","17",NA,NA,NA,NA,NA
"22","2019-10-09 11:21:12-03","UFBA","ALCB","134676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","Stadnik, A","Stadnik, A; Lucresia, L","522","2018","01","26","Southern America","Brasil","Bahia","Mucugê","Serra do Sincorá (Px)","-41.3708000183105","-13.0052995681763",NA,NA,NA,"ca. 50cm. Folhas discolores. Inflorescência castanha, cálice castanho, corola e estames alvos.","ALCB059820","ALCB059820",NA,NA,"52493","auto","2018","01",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503485","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Klein RM",NA,"1955","09","15","Southern America","Brazil",NA,NA,"Santa Catarina. Morro da Ressacada, Itajai.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2503485","NL-L2503485",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.1132424","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Hatschbach GG; Guimarães OA",NA,"1968","07","12","Southern America","Brazil",NA,NA,"Parana, Morretes, Col.Floresta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132424","NL-L1132424",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.1132425","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Hatschbach GG; Guimarães OA",NA,"1968","07","12","Southern America","Brazil",NA,NA,"Parana, Morretes, Col.Floresta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132425","NL-L1132425",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.1132426","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Hatschbach GG; Guimarães OA",NA,"1968","07","12","Southern America","Brazil",NA,NA,"Parana, Morretes, Col.Floresta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1132426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1132426","NL-L1132426",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.1135005","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Hatschbach GG; Guimarães OA",NA,"1968","07","12","Southern America","Brazil",NA,NA,"Parana, Morretes, Col.Floresta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1135005 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1135005","NL-L1135005",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503483","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Reitz R; Klein RM",NA,"1957","06","22","Southern America","Brazil",NA,NA,"Santa Catarina. Tres Barras, Garuva, S. Francisco do Sul.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503483 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2503483","NL-L2503483",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503484","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Klein RM",NA,"1955","05","25","Southern America","Brazil",NA,NA,"Santa Catarina. Morro da Fazenda, Itajai.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503484 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2503484","NL-L2503484",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503487","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Hatschbach GG; Guimarães OA",NA,"1968","07","12","Southern America","Brazil",NA,NA,"Parana, Morretes, Col.Floresta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503487 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2503487","NL-L2503487",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503488","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Reitz R; Klein RM",NA,"1959","08","21","Southern America","Brazil",NA,NA,"Santa Catarina. Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503488 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2503488","NL-L2503488",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 10:06:07-03","NBC","NL-BOTANY","L.2503489","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Reitz R; Klein RM",NA,"1959","09","04","Southern America","Brazil",NA,NA,"Santa Catarina. Sanga da Areia, Jacinto Machado.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503489 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2503489","NL-L2503489",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 10:06:07-03","NBC","NL-BOTANY","U.1442836","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","Sobral M","Hatschbach GG",NA,"1985","11","21","Southern America","Brazil","Bahia",NA,"Gameleiras (mun. Maracás), Bahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442836","NL-U1442836",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0258568",NA,NA,NA
"34","2020-02-08 10:06:07-03","NBC","NL-BOTANY","U.1442837","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand","Legrand CMDE","Hatschbach GG",NA,"1968","10","04","Southern America","Brazil","Paraná",NA,"Col. Floresta (mun. Morretes). Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442837","NL-U1442837",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0258569",NA,NA,NA
"35","2020-02-08 10:06:07-03","NBC","NL-BOTANY","WAG.1115057","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","beaurepairiana","Eugenia beaurepairiana","(Kiaersk.) D.Legrand",NA,"Hatschbach GG; Guimarães OA",NA,"1968","07","12","Southern America","Brazil",NA,NA,"Parana, Morretes, Col.Floresta.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115057","NL-WAG1115057",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-11-04 11:14:28-03","ESALQ","ESA","43824","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Jarenkow, J.A.","2370.0","1993","05","25",NA,"Brasil","Rio Grande do Sul","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"ESA043824",NA,NA,NA,"12766","auto","2013","02","01",NA,NA,NA,NA,NA
"37","2020-11-04 11:14:28-03","ESALQ","ESA","33437","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Jarenkow, J.A.","2102.0","1992","04","03",NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ESA033437","ESA033437",NA,NA,"20837","auto","2013","02","01",NA,NA,NA,NA,NA
"38","2020-11-04 11:14:28-03","ESALQ","ESA","29211","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Ivanauskas, N.M.","788.0","1996","04","27",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029211","ESA029211",NA,NA,"17990","auto","2013","02","01",NA,NA,NA,NA,NA
"39","2020-11-04 11:14:28-03","ESALQ","ESA","104518","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Aguiar, O.T.","1113.0","2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104518","ESA104518",NA,NA,"27904","auto","2013","02","01",NA,NA,NA,NA,NA
"40","2020-11-04 11:14:28-03","ESALQ","ESA","7513","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Moraes, P.L.R.","704.0","1992","07","07",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA007513","ESA007513",NA,NA,"27904","auto","2013","02","01",NA,NA,NA,NA,NA
"41","2020-11-04 11:14:28-03","ESALQ","ESA","52003","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Lima, R.A.F.","434.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666","400","400",NA,"no sub-bosque","ESA052003","ESA052003",NA,NA,"34059","auto","2013","02","01",NA,NA,NA,NA,NA
"42","2020-11-04 11:14:28-03","ESALQ","ESA","107444","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Lima, H.C.","4340.0","1991","11","21",NA,"Brasil","Rio de Janeiro","Guapimirim",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"ESA107444","ESA107444",NA,NA,"21463","auto","2013","02","01",NA,NA,NA,NA,NA
"43","2020-11-04 11:14:28-03","ESALQ","ESA","29279","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Ivanauskas, N.M.","835.0","1996","09","29",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029279","ESA029279",NA,NA,"17990","auto","2013","02","01",NA,NA,NA,NA,NA
"44","2020-11-04 11:14:28-03","ESALQ","ESA","29240","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","beaurepaireana","Eugenia beaurepaireana","(Kiaersk.) D. Legrand","Faria, J.E.Q.","Ivanauskas, N.M. ; Mazine, F.F.","796.0","1996","05","30",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029240","ESA029240",NA,NA,"17990","auto","2013","02","01",NA,NA,NA,NA,NA
