"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","coordinatePrecision","individualCount","geoFlag","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","sex"
"23","2021-03-15 16:37:00-03","NY","NYBG","3878788","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.",NA,"J. A. Steyermark","1977","10","16","Venezuela","Delta Amacuro","Antonio Diaz","along Caño Atoiba, tributary of Boca Araguao","-60.9661","9.25",NA,NA,"50",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4196931' target='other'> <mi>dwc_moreinfo</mi></a>","NY03878788",NA,NA,NA,NA,"114740","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","400561","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.","L. B. Smith","Soeprato","1913","06","25","Suriname",NA,NA,"Plantation Jagtlust",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=692018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400561","NY00400561_01",NA,NA,NA,"19E","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","400500","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera tenuis","L.B.Sm.",NA,"A. Gehrt","1929","02","03","Brazil","São Paulo","Sao Paulo","Pirajussára","-46.63","-23.5403",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400500","NY00400500_01",NA,NA,NA,"1820","Magnoliophyta","Poales",NA,NA,NA,"isotype","South America","sheet","tenuis",NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03878787","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.",NA,"B. Maguire","1944","05","23","Guyana",NA,NA,"Potaro River Gorge, river tidal flats, Mazaruni Forest Station",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4196927' target='other'> <mi>dwc_moreinfo</mi></a>","NY03878787",NA,NA,NA,NA,"23579","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","400562","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.","L. B. Smith",NA,"1826","12","05","Paraguay",NA,NA,"Pirapo (punto fierro)",NA,NA,NA,NA,NA,NA,"N Albott [illegible] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=692017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400562","NY00400562_01",NA,NA,NA,"s.n.","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","400509","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.","L. B. Smith","P. K. H. Dusén","1914","09","02","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=692016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400509","NY00400509_01",NA,NA,NA,"15481","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","884820","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.","H. E. Luther","W. W. Thomas","1993","10","21","Brazil","Bahia","Prado","4.5 km north of Prado on coast road to Cumuruxatiba","-39.222039","-17.2839212",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884820",NA,NA,NA,NA,"10061","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","884819","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.","H. E. Luther","W. W. Thomas","1993","10","21","Brazil","Bahia","Prado","4.5 km north of Prado on coast road to Cumuruxatiba","-39.222039","-17.2839212",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=708837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884819",NA,NA,NA,NA,"10061","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","400474","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.","T. S. Coser","G. Martinelli","1985","05","08","Brazil","Espírito Santo","Alfredo Chaves","Vila Sao Bento de Urânia","-40.917605","-20.471909",NA,NA,"800","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=216870' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400474","NY00400474_01",NA,NA,NA,"10923","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","400501","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera procera","(Mart. ex Schult. & Schult.f.) Wittm.",NA,"A. Gehrt","1929","02","03","Brazil","São Paulo","Sao Paulo","Pirajussára","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400501","NY00400501_01",NA,NA,NA,"24580","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet","procera",NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","400505","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera procera","(Mart. ex Schult. & Schult.f.) Wittm.",NA,"G. M. Magalhaes",NA,NA,NA,"Brazil","Bahia","Itabuna","Area da CEPEG. Floresta com cultura de cacaueiro","-39.2803","-14.7858",NA,NA,NA,NA,"collection number appears as -.4.65 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400505","NY00400505_01",NA,NA,NA,"465","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet","procera",NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","400504","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera rubra","L.B.Sm.","L. B. Smith","R. P. Belém","1968","05","03","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=565886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400504",NA,NA,NA,NA,"3495","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet","rubra",NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","400502","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera rubra","L.B.Sm.","L. B. Smith","R. P. Belém","1968","05","03","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=565884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400502",NA,NA,NA,NA,"3495","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet","rubra",NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","400503","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera rubra","L.B.Sm.","L. B. Smith","R. P. Belém","1968","05","03","Brazil","Bahia","Maraú",NA,"-39.0144","-14.1033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=565885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400503",NA,NA,NA,NA,"3495","Magnoliophyta","Poales",NA,NA,NA,NA,"South America","sheet","rubra",NA,NA,NA,NA
"37","2020-06-29 11:29:42-03","UFRJ","RFA","28196","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult.f.) Wittm.",NA,"T. Wendt; G.K. Brown; J.L. Paixão","2003","04","02","Brasil","Bahia","Ituberá","Às margens da estrada para a praia de Pratigi","-39.1492004394531","-13.7321996688843",NA,NA,NA,NA,"Erva epífita, frequente, brácteas florais vermelhas com ápices verdes, pétalas amarelas","RFA51379",NA,NA,NA,NA,"453",NA,NA,"22399",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:29:42-03","UFRJ","RFA","15998","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult.f.) Wittm.","E. Pereira","P. Occhioni","1975","03","16","Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia, margem do Rio Campo Velo, próx. ao Sanatório Militar","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Rupestre. Inflorescência 1 m altura, brácteas amarelo-pálido","RFA51336",NA,"1978",NA,NA,"7105",NA,NA,"19648",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:29:42-03","UFRJ","RFA","32675","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult.f.) Wittm.","Mariana Monteiro de Almeida","R. S. Candido","2006","06","09","Brasil","Rio de Janeiro","Rio de Janeiro","'Levantamento Florístico da Restinga de Grumari, Estado do Rio de Janeiro'.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Erva epífita. Habitat: Restinga Habito: Erva","RFA21379",NA,"2015","01","08","28",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:29:42-03","UFRJ","RFA","28666","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult.f.) Wittm.","T.S. Coser; T. Wendt","T. Wendt; L.O.F. Souza; L.M. Versieux","2004","05","26","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, no local da trilha Idaiaçu","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Terrestre. Folhas coriáceas verdes. Escapo com brácteas vermelhas. Inflorescência amarelas, fruto imaturo verde","RFA51333",NA,"2008","10","21","555",NA,NA,"23813",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:29:42-03","UFRJ","RFA","12457","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult. & Schult.f.) Wittm.","E. Pereira","G. Pabst","1963","01","20","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada Rio-Itaipava","-43.2075004577637","-22.9027996063232",NA,NA,"600","600","Epífita. Flores amarelo-esverdeadas","RFA51376",NA,"1968","01","09","7239",NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:29:42-03","UFRJ","RFA","21641","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera procera",NA,"G. Martinelli","E.M. Occhioni; A.A.M. Barros (12)","1986","06","13","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Epífita, 70 cm altura, 60 cm diâmetro. Frutos verdes, pedicelo vermelho","RFA51335",NA,NA,NA,NA,"541",NA,NA,"57442",NA,"auto",NA,NA,NA,"procera",NA,NA,NA,NA
"43","2020-06-29 11:29:42-03","UFRJ","RFA","21641","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera procera",NA,"G. Martinelli","E.M. Occhioni; A.A.M. Barros (12)","1986","06","13","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Praia Grande","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Epífita, 70 cm altura, 60 cm diâmetro. Frutos verdes, pedicelo vermelho","RFA51335",NA,NA,NA,NA,"541",NA,NA,"57442",NA,"auto",NA,NA,NA,"procera",NA,NA,NA,NA
"44","2021-04-08 17:44:51-03","EAO","IAN","57713","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","procera","Vriesea procera","(Mart. ex Schult.f.) Wittm.",NA,"Martins-da-Silva, RCV",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN057713",NA,NA,NA,NA,"s.n.","Monocotiledônea",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
