"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","order","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","imagecode"
"22","2021-01-26 13:57:05-03","IMA","MAC","50434","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","E.C.O.Chagas","2010","11","14","Chagas-Mota","9473","2010","11","14",NA,"Brasil","Alagoas","Murici","Estação Ecológica de Murici, Fazenda Santa Fé.","-35.942003","-9.309531",NA,"Epífita. Flores amarelas.; Mata Atlântica.","MAC0050434",NA,NA,"-35.942003","-9.309531",NA,NA,NA,NA
"23","2021-01-26 13:57:05-03","IMA","MAC","58365","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade",NA,NA,NA,NA,"L.Nusbaumer","4801","2015","11","15",NA,"Brasil","Pernambuco","Lagoa do Ouro","Reserva Biológica Federal de Pedra Talhada.","-36.719467","-9.325725",NA,"Herbácea ca. 5 cm. Flor amarela.; Mata Atlântica.","MAC0058365",NA,NA,"-36.719467","-9.325725","850","850",NA,NA
"24","2021-01-26 13:57:05-03","IMA","MAC","50645","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","E.C.O.Chagas","2010","12","02","Chagas-Mota","9684","2010","12","02",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica Pedra Talhada.","-36.4710998535156","-9.31888961791992","16583","Epífita. Flores amarelas.; Mata Atlântica.","MAC0050645","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-01-26 13:57:05-03","IMA","MAC","50434","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","E.C.O.Chagas","2010","11","14","Chagas-Mota","9473","2010","11","14",NA,"Brasil","Alagoas","Murici","Estação Ecológica de Murici, Fazenda Santa Fé.","-35.942003","-9.309531",NA,"Epífita. Flores amarelas.; Mata Atlântica.","MAC0050434",NA,NA,"-35.942003","-9.309531",NA,NA,NA,NA
"26","2021-01-26 13:57:05-03","IMA","MAC","58365","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade",NA,NA,NA,NA,"L.Nusbaumer","4801","2015","11","15",NA,"Brasil","Pernambuco","Lagoa do Ouro","Reserva Biológica Federal de Pedra Talhada.","-36.719467","-9.325725",NA,"Herbácea ca. 5 cm. Flor amarela.; Mata Atlântica.","MAC0058365",NA,NA,"-36.719467","-9.325725","850","850",NA,NA
"27","2021-01-26 13:57:05-03","IMA","MAC","50645","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","E.C.O.Chagas","2010","12","02","Chagas-Mota","9684","2010","12","02",NA,"Brasil","Alagoas","Quebrangulo","Reserva Biológica Pedra Talhada.","-36.4710998535156","-9.31888961791992","16583","Epífita. Flores amarelas.; Mata Atlântica.","MAC0050645","auto",NA,NA,NA,NA,NA,NA,NA
"28","2014-11-06 16:18:38-02","UFPB","EAN","11182","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii",NA,NA,NA,NA,NA,NA,NA,"2005","10","05",NA,"Brasil","Pernambuco","Taquaritinga do Norte","Síto Cajá","-36.0442","-7.90306","25558",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA
"29","2016-06-27 16:10:13-03","UFPB","EAN","11514","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmanni","Zygostates kuhlmanni","Brade","L. P. Felix","2006","02","22","L. P. Felix ; M. F. Mata & J. T. Silva","514","2003","05",NA,NA,"Brasil","Pernambuco","Taquaritinga",NA,NA,NA,NA,"Planta frutificada..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2014-11-06 16:18:38-02","UFPB","EAN","3821","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","L. P. Felix & G. V. Dornelas","1987","10","02","L. P. Felix ; G. V. Dornelas","788","1987","09",NA,NA,"Brasil","Pernambuco","Orobó",NA,"-35.6022","-7.745","13377","Herbácea; flores amarelas..Habitat: Epífita",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"31","2014-11-06 16:18:38-02","UFPB","EAN","2420","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","L. P. Felix","1984","10","19","L. P. Felix ; G. V. Dornelas","2","1983","12",NA,NA,"Brasil","Paraíba","Natuba",NA,"-35.55","-7.64139","24999","Herbácea; flores amarelo-esverdeado..Habitat: Epífita",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"32","2014-11-06 16:18:38-02","UFPB","EAN","11182","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii",NA,NA,NA,NA,NA,NA,NA,"2005","10","05",NA,"Brasil","Pernambuco","Taquaritinga do Norte","Síto Cajá","-36.0442","-7.90306","25558",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA
"33","2016-06-27 16:10:13-03","UFPB","EAN","11514","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmanni","Zygostates kuhlmanni","Brade","L. P. Felix","2006","02","22","L. P. Felix ; M. F. Mata & J. T. Silva","514","2003","05",NA,NA,"Brasil","Pernambuco","Taquaritinga",NA,NA,NA,NA,"Planta frutificada..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2014-11-06 16:18:38-02","UFPB","EAN","3821","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","L. P. Felix & G. V. Dornelas","1987","10","02","L. P. Felix ; G. V. Dornelas","788","1987","09",NA,NA,"Brasil","Pernambuco","Orobó",NA,"-35.6022","-7.745","13377","Herbácea; flores amarelas..Habitat: Epífita",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"35","2014-11-06 16:18:38-02","UFPB","EAN","2420","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","L. P. Felix","1984","10","19","L. P. Felix ; G. V. Dornelas","2","1983","12",NA,NA,"Brasil","Paraíba","Natuba",NA,"-35.55","-7.64139","24999","Herbácea; flores amarelo-esverdeado..Habitat: Epífita",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"36","2014-11-06 16:18:38-02","UFPB","EAN","11182","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii",NA,NA,NA,NA,NA,NA,NA,"2005","10","05",NA,"Brasil","Pernambuco","Taquaritinga do Norte","Síto Cajá","-36.0442","-7.90306","25558",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA
"37","2016-06-27 16:10:13-03","UFPB","EAN","11514","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmanni","Zygostates kuhlmanni","Brade","L. P. Felix","2006","02","22","L. P. Felix ; M. F. Mata & J. T. Silva","514","2003","05",NA,NA,"Brasil","Pernambuco","Taquaritinga",NA,NA,NA,NA,"Planta frutificada..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2014-11-06 16:18:38-02","UFPB","EAN","3821","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","L. P. Felix & G. V. Dornelas","1987","10","02","L. P. Felix ; G. V. Dornelas","788","1987","09",NA,NA,"Brasil","Pernambuco","Orobó",NA,"-35.6022","-7.745","13377","Herbácea; flores amarelas..Habitat: Epífita",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"39","2014-11-06 16:18:38-02","UFPB","EAN","2420","S","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","L. P. Felix","1984","10","19","L. P. Felix ; G. V. Dornelas","2","1983","12",NA,NA,"Brasil","Paraíba","Natuba",NA,"-35.55","-7.64139","24999","Herbácea; flores amarelo-esverdeado..Habitat: Epífita",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 11:50:12-03","UFPE","UFP","75346","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade.","Pessoa, E","2012","10",NA,"Pessoa, E; Melo, A; Alves, M","1039","2012","08","28",NA,"Brasil","Bahia","Boa Nova",NA,"-40.210278","-14.331111",NA,"Epífita com flores amarelas.; Mata Seca.","UFP075346",NA,NA,"-40.210278","-14.331111",NA,NA,NA,NA
"41","2021-03-01 11:50:12-03","UFPE","UFP","6983","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade.","Pabst. G.","1975",NA,NA,"Severino parasita","s.n.","1975",NA,NA,NA,"Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162","25558","Floração cultural out/86; Floração cultural out/86","UFP006983","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 11:50:12-03","UFPE","UFP","75346","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade.","Pessoa, E","2012","10",NA,"Pessoa, E; Melo, A; Alves, M","1039","2012","08","28",NA,"Brasil","Bahia","Boa Nova",NA,"-40.210278","-14.331111",NA,"Epífita com flores amarelas.; Mata Seca.","UFP075346",NA,NA,"-40.210278","-14.331111",NA,NA,NA,NA
"43","2021-03-01 11:50:12-03","UFPE","UFP","6983","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade.","Pabst. G.","1975",NA,NA,"Severino parasita","s.n.","1975",NA,NA,NA,"Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162","25558","Floração cultural out/86; Floração cultural out/86","UFP006983","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 11:50:12-03","UFPE","UFP","75346","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade.","Pessoa, E","2012","10",NA,"Pessoa, E; Melo, A; Alves, M","1039","2012","08","28",NA,"Brasil","Bahia","Boa Nova",NA,"-40.210278","-14.331111",NA,"Epífita com flores amarelas.; Mata Seca.","UFP075346",NA,NA,"-40.210278","-14.331111",NA,NA,NA,NA
"45","2021-03-01 11:50:12-03","UFPE","UFP","6983","PreservedSpecimen","Plantae",NA,"Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade.","Pabst. G.","1975",NA,NA,"Severino parasita","s.n.","1975",NA,NA,NA,"Brasil","Pernambuco","Taquaritinga do Norte",NA,"-36.0442008972168","-7.90305995941162","25558","Floração cultural out/86; Floração cultural out/86","UFP006983","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-02-14 13:38:31-03","UEFS","HUEFS","138600","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","C.A.Royer","2019",NA,NA,"Brito, A.T.","2433","2008","09","13",NA,"Brasil","Pernambuco","Taquaritinga do Norte","Estrada para a torre de retransmissão da Telemar.","-36.0442008972168","-7.90305995941162","25558","Brejo de altitude.","HUEFS0138600","auto","Asparagales",NA,NA,NA,NA,"Lilianae","HUEFS0138600"
"47","2020-02-14 13:38:31-03","UEFS","HUEFS","138600","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","C.A.Royer","2019",NA,NA,"Brito, A.T.","2433","2008","09","13",NA,"Brasil","Pernambuco","Taquaritinga do Norte","Estrada para a torre de retransmissão da Telemar.","-36.0442008972168","-7.90305995941162","25558","Brejo de altitude.","HUEFS0138600","auto","Asparagales",NA,NA,NA,NA,"Lilianae","HUEFS0138600"
"48","2020-02-14 13:38:31-03","UEFS","HUEFS","138600","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Zygostates","kuhlmannii","Zygostates kuhlmannii","Brade","C.A.Royer","2019",NA,NA,"Brito, A.T.","2433","2008","09","13",NA,"Brasil","Pernambuco","Taquaritinga do Norte","Estrada para a torre de retransmissão da Telemar.","-36.0442008972168","-7.90305995941162","25558","Brejo de altitude.","HUEFS0138600","auto","Asparagales",NA,NA,NA,NA,"Lilianae","HUEFS0138600"
