"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","typeStatus","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","sex","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber"
"1702","2020-02-17 11:29:18-03","UEG","HUEG","5309","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Irwin, H.S.; Haidar, R.F.","s.n.","2007","08","06","Southern America","Brasil",NA,NA,"árvore 15 x 43; mata ciliar","HUEG005309","Goiás","Rio Verde",NA,"-50.9281005859375","-17.7980995178223",NA,NA,NA,NA,"Dicotyledoneae",NA,"M. Allemão",NA,NA,"Incógnito","96378","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1703","2019-08-02 10:06:59-03","CPATSA","HTSA-CARPOTECA","229","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Dias, C.T. de V.",NA,"2004","10","08",NA,"Brasil","Álcool",NA,"<ll>dwc_commonname:</ll> Aroeira do sertão",NA,"Bahia","Juazeiro","Reserva Legal do Projeto Salitre.","-40.4986000061035","-9.41166973114014",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,NA,"76509","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1704","2019-08-02 10:06:59-03","CPATSA","HTSA-CARPOTECA","224","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Alves, P.J.",NA,"2003","10","01",NA,"Brasil","Álcool",NA,"<ll>dwc_commonname:</ll> Aroeira",NA,"Bahia","Juazeiro","Sítio Cipó, depois do Salitre.","-40.4986000061035","-9.41166973114014",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,NA,"76509","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","2019-08-02 10:06:59-03","CPATSA","HTSA-CARPOTECA","11","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Lima, J.L.S.",NA,NA,NA,NA,NA,"Brasil","Álcool",NA,"<ll>dwc_commonname:</ll> Aroeira",NA,"Pernambuco","Ouricuri",NA,"-40.0816993713379","-7.88250017166138",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,NA,"56078","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1706","2009-11-26 13:47:01-02","INPA","INPAW","7121","S","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva",NA,NA,"1980","01","01",NA,"Brasil",NA,NA,NA,NA,"Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Allem&#227;o) Engl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1707","2020-11-19 14:05:57-03","Unimontes","MCMG","914","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Vieira, F.A |",NA,"2001","11","24",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Corinto",NA,"-44.4564018249512","-18.3808002471924",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Neto, Santos D'Angelo.","49021","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","2020-11-19 14:05:57-03","Unimontes","MCMG","5583","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Santos,C.S |",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","2011Agropop","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","2020-11-19 14:05:57-03","Unimontes","MCMG","1513","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Menino, G.C.O. | Coutinho,C.A. | Fonseca, J.M.L. | Oliveira, I,S, | Silva, W.A. | Souza,S.R. |",NA,"2009","10","27",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","APA do Rio Pandeiros-Ilha 005","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1710","2020-11-19 14:05:57-03","Unimontes","MCMG","2040","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Menino, G.C.O. | Braga, L.L. | Coutinho,C.A. | Oliveira, M.H. | Silva, W.A. |",NA,"2009","08","16",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","APA do Rio Pandeiros-Ilha 6","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","2020-11-19 14:05:57-03","Unimontes","MCMG","4941","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Daniel",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","pandeiros","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão.",NA,NA,"Santos,R.M","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1712","2020-11-19 14:05:57-03","Unimontes","MCMG","4701","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Veloso,M.D.M",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Montes Claros","Rio do Peixe","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","2020-11-19 14:05:57-03","Unimontes","MCMG","259","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Veloso,M.D.M | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Aruda, D.M | Luz, G. R.","73","2008","06","02",NA,"Brasil",NA,NA,"Abóreo",NA,"Minas Gerais","Janúaria","APA do Rio PandeirosBalneário","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1714","2020-11-19 14:05:57-03","Unimontes","MCMG","4674","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Rubens, M.S.",NA,"2008","12","11",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Montes Claros","Cachoeira do Gavião","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos;R.M","72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1715","2020-11-19 14:05:57-03","Unimontes","MCMG","3603","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Estagiarios LEPV |",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Santana da Serra","Mata Seca",NA,NA,NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1716","2020-11-19 14:05:57-03","Unimontes","MCMG","158","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.","112","2008","05","15",NA,"Brasil",NA,NA,"Regeneração natural",NA,"Minas Gerais","Janúaria","APA do Rio PandeirosBalnéario","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1717","2020-11-19 14:05:57-03","Unimontes","MCMG","2397","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Braga, L.L | Coutinho, C.A. | Fonseca, J.M.L. | Lima, L.P.D. | Mota, G.S. | Oliveira, M.H. | Santos, C.S. | Silva, W.A.",NA,"2010","03","21",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Janúaria","APA do Rio Pandeiros Refugio de vida silvestreminas pastoril","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos, R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1718","2020-11-19 14:05:57-03","Unimontes","MCMG","1761","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Menino, G.C.O. | Azevedo, I.F.P. | Braga, L.L. | Bahia, T.O. | Mota,G.S. | Veloso, M.D.M. |",NA,"2009","03","21",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","APA do Rio Pandeiros-Ilha 1","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","2020-11-19 14:05:57-03","Unimontes","MCMG","1819","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Menino, G.C.O. | Azevedo ,I,F,P. | Braga, L.L. | Mota,G.S. | Souza, S.R. |",NA,"2009","04","20",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","APA do Rio Pandeiros-Ilha 2","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1720","2020-11-19 14:05:57-03","Unimontes","MCMG","1941","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Menino, G.C.O. | Braga, L.L. | Coutinho,C.A. | Oliveira, M.H. | Silva, W.A. |",NA,"2009","08","16",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","APA do Rio Pandeiros-Ilha 4","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","2020-11-19 14:05:57-03","Unimontes","MCMG","495","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Luz, G.R. | Coutinho, E.S. | Dantas, I.M. | Mota, G.S. | Mota, N.M. | Oliveira, M.H. | Rodrigues, P.L. | Silva, D.L. | Souza, M.L. | Souza, S.R. | Veloso, C.V.R.A. |","2","2009","04","05",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Manga","Parque Estadual da Mata Seca","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","51351","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1722","2020-11-19 14:05:57-03","Unimontes","MCMG","591","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Luz, G.R. | Coutinho, E.S. | Dantas, I.M. | Mota, G.S. | Mota, N.M. | Oliveira, M.H. | Rodrigues, P.L. | Silva, D.L. | Souza, M.L. | Souza, S.R. | Veloso, C.V.R.A. |","98","2007","02","14",NA,"Brasil",NA,NA,"Regeneração",NA,"Minas Gerais","Manga","Parque Estadual da Mata Seca","-43.932201385498","-14.7558002471924",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos R.M.","51351","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","2020-11-19 14:05:57-03","Unimontes","MCMG","3327","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Carlos Henrique |",NA,"2006",NA,NA,NA,"Brasil",NA,NA,"Mata Seca",NA,"Minas Gerais","Matias Cardoso",NA,"-43.9219017028809","-14.854700088501",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos, R. M","44859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1724","2020-11-19 14:05:57-03","Unimontes","MCMG","668","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Rodrigues, R.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matias Cardoso","Lagoa do Cajueiro","-43.9219017028809","-14.854700088501",NA,NA,NA,NA,NA,NA,"Allemão.",NA,NA,"Santos, R. M","44859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","2020-11-19 14:05:57-03","Unimontes","MCMG","3158","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Rodrigues, R. |",NA,"2011",NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matias Cardoso","Lagoa do Cajueiro","-43.9219017028809","-14.854700088501",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos,R.M","44859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1726","2020-11-19 14:05:57-03","Unimontes","MCMG","2237","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Rodrigues, R.H.",NA,"2015",NA,NA,NA,"Brasil",NA,NA,"Mata Seca",NA,"Minas Gerais","Matias Cardoso","Parque Estadual Lagoa do Cajueiro","-43.9219017028809","-14.854700088501",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos, R.M.","44859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1727","2020-11-19 14:05:57-03","Unimontes","MCMG","5393","PreservedSpecimen","Plantae","Anarcadiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Rodrigues,R.H | Santos,R.M.",NA,"2010","05",NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matias Cardoso","Parque Estadual Lagoa Do Cajueiro","-43.9219017028809","-14.854700088501",NA,NA,NA,NA,NA,NA,"Alemão",NA,NA,"Disponabilidade de agua e nutrientes no solo determinado fisionomias de vegetacao em floresta em estacional decidual","44859","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1728","2020-11-19 14:05:57-03","Unimontes","MCMG","4026","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Maria, P.",NA,"2005",NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos, R.M.","72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1729","2020-11-19 14:05:57-03","Unimontes","MCMG","2229","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Costa, F.M. | Mota, G.S. | Silva, D.L. | Silva, W.A. |","27",NA,NA,NA,NA,"Brasil",NA,NA,"Area do lado esquerdo ao entrar no ICA",NA,"Minas Gerais","Montes Claros","Instituto de Ciências Agrarias (ICA) UFMGReserva Legal","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos, R.M.","72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1730","2020-11-19 14:05:57-03","Unimontes","MCMG","1041","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Bicalho, G. O. D. | Moura, C. B. S | Dias, J. S",NA,"2009","11","23",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Porteirinha","Várzea Bonita","-43.0283012390137","-15.7433004379272","0º1'42","0º44'36",NA,NA,NA,NA,"Allemão",NA,NA,"Bicalho, G. O. D.","56892","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1731","2020-11-19 14:05:57-03","Unimontes","MCMG","1018","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ávila, M. A. |",NA,"2009",NA,NA,NA,"Brasil",NA,NA,"Regeneração natural",NA,"Minas Gerias","Januária","APA do Rio PandeirosVereda da Capivara","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Santos, R. M.","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1732","2020-11-19 14:05:57-03","Unimontes","MCMG","1451","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Bahia, T.O. | Àvila,M.A. | Braga,L.L. | Coutinho,C.A. | Dantas, I.M. | Matos,F.S. | Menino,G.C.O. | Mota,G.S . | Oliveira,M.H. | Santos,P.F. | Silva,M.A.P. | Silva,W.P. |",NA,"2009","04","09",NA,"Brasil",NA,NA,"Arbóreo",NA,"Minas Gerais","Januária","APA do Rio PandeirosVereda São Francisco","-40.849889","-15.384556","40°50'59.6w","15°23'4.4s",NA,NA,NA,NA,"Alemão",NA,NA,"Santos, R. M.",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"1733","2020-11-19 14:05:57-03","Unimontes","MCMG","1352","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Bahia, T.O. | Àvila,M.A. | Luz,G.R. | Mota,G.S. | Mota,N.M. | Oliveira,M.H. | Silva,D.L. | Souza,S.R. |",NA,"2009",NA,NA,NA,"Brasil",NA,NA,"Arbóreo",NA,"Minas Gerais","Januária","APA do Rio PandeirosVereda Capivara","-44.020328","-15.269542","44°1'13.18w","15°16'10.35s",NA,NA,NA,NA,"Allemão",NA,NA,"Santos, R. M.",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA
"1734","2020-09-22 13:46:50-03","USP","SPFW","4781","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,"Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,"Serviço Florestal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735","2020-09-22 13:45:51-03","USP","SPFW","4114","PreservedSpecimen","Plantae","Anacardiaceae","Astronium","urundeuva","Astronium urundeuva","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Montes Claros","Burarana","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,NA,"Engl.",NA,NA,"Instituto de Pesquisas Tecnológicas","72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736","2020-09-22 13:48:25-03","USP","SPFW","2856","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Melo Jr, J.C.F. Curtis, A.B.; Uhlmann, A.; Nakamura, C; Ceccantini, G.C.T.; Freire, G.Q.; Bartz, M.C.","812","2007","10","09",NA,"Brasil",NA,NA,"Nomeada anteriormente como P11-2",NA,"Minas Gerais","Matozinhos",NA,"-43.984972","-19.470972","43º59'5,9''W","19º28'15,5''S","685","685",NA,NA,"Allemão",NA,NA,"G.C.T.Ceccantini ;A.Uhlmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737","2020-09-22 13:48:25-03","USP","SPFW","2798","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ceccantini, G.C.T. Curtis, A.B.; Uhlmann, A.; Nakamura, C; Ceccantini, G.C.T.; Freire, G.Q.; Bartz, M.C.","3164","2007","10","08",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matozinhos",NA,"-43.986889","-19.475833","43º59'12,8''W","19º28'33,0''S","684","684",NA,NA,"Allemão",NA,NA,"G.C.T.Ceccantini ;A.Uhlmann",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","2020-09-22 13:48:25-03","USP","SPFW","2405","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ceccantini, G.C.T. Garcia, R.J.F.; Jono, V.Y.; Pestre, P.P.","2900","2006","07","21",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matozinhos",NA,"-44.015167","-19.477194","44º00'54,6''W","19º28'37,9''S","702","702",NA,NA,"Allemão",NA,NA,"J.R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1739","2020-09-22 13:48:25-03","USP","SPFW","2863","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ceccantini, G.C.T. Curtis; A.B.; Nascimento, R.J.","3162","2007","10","10",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matozinhos",NA,"-43.961944","-19.466389","43º57'43''W","19º27'59''S","672","672",NA,NA,"Allemão",NA,NA,"J.R.Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1740","2020-09-22 13:48:25-03","USP","SPFW","6899","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Buarque, P.F.T.M. Locosselli, G.M.; Almeida, M.; Alecio, P.C.; Neto, C.L.; da Cruz, F.W.; Sales, H.R.S.; Coelho, A.","60","2015","11","01",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Itacarambi","Parque Nacional Cavernas do Peruaçu.","-44.0918998718262","-15.1021995544434",NA,NA,NA,NA,NA,NA,"M.Allemão",NA,NA,"F.P. da Silva, 2017.","47793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","2020-09-22 13:48:25-03","USP","SPFW","6981","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Buarque, P.F.T.M. Locosselli, G.M.; das Cruz, F.W.; Coelho, A.; Sales, H.R.S.","144","2016","08","19",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Itacarambi","Parque Nacional Cavernas do Peruaçu.","-44.0918998718262","-15.1021995544434",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"F.P. da Silva, 2017.","47793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","2020-09-22 13:48:25-03","USP","SPFW","2371","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ceccantini, G.C.T. Abreu, D.D.; Cardim, R.H.H.; Freire, G.Q.","2857","2006","06","25",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matozinhos",NA,"-43.987556","-19.473278","43º59'15,2''W","19º28'23,8''S","672","672",NA,NA,"Allemão",NA,NA,"J.R. Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1743","2020-09-22 13:48:25-03","USP","SPFW","2862","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ceccantini, G.C.T. Curtis; A.B.; Nascimento, R.J.","3161","2007","10","10",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Matozinhos",NA,"-43.961944","-19.466389","43º57'43''W","19º27'59''S","672","672",NA,NA,"Allemão",NA,NA,"J.R.Pirani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","2020-09-22 13:48:25-03","USP","SPFW","6943","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Buarque, P.F.T.M. Locosselli, G.M.; das Cruz, F.W.; Coelho, A.; Sales, H.R.S.","106","2016","08","19",NA,"Brasil",NA,NA,"Bússola 354 N",NA,"Minas Gerais","Itacarambi","Parque Nacional Cavernas do Peruaçu.","-44.249722","-15.0875","44º14'59W","15º05'15S","636","636",NA,NA,"Allemão",NA,NA,"F.P. da Silva, 2017.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1745","2020-09-22 13:48:25-03","USP","SPFW","6901","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Buarque, P.F.T.M. Locosselli, G.M.; Almeida, M.; Alecio, P.C.; Neto, C.L.; da Cruz, F.W.; Sales, H.R.S.; Coelho, A.","62","2015","11","01",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Itacarambi","Parque Nacional Cavernas do Peruaçu.","-44.0918998718262","-15.1021995544434",NA,NA,NA,NA,NA,NA,"M.Allemão",NA,NA,"F.P. da Silva, 2017.","47793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1746","2020-09-22 13:48:25-03","USP","SPFW","6859","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Buarque, P.F.T.M. Locosselli, G.M.; Almeida, M.","20","2015","10","30",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Januária","Rio Pandeiros","-44.45775","-15.527833","44º27'27,9W","15º31'40,2S","507","507",NA,NA,"M.Allemão",NA,NA,"F.P. da Silva, 2017.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1747","2020-09-22 13:46:50-03","USP","SPFW","6194","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Sem coletor","21",NA,NA,NA,NA,"Brasil",NA,NA,"Identificação científica pelo nome popular da caatinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Jono, V.Y. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","2020-09-22 13:46:50-03","USP","SPFW","6195","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Sem coletor","22",NA,NA,NA,NA,"Brasil",NA,NA,"Identificação científica pelo nome popular da caatinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Jono, V.Y. 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1749","2020-09-22 13:48:25-03","USP","SPFW","8064","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ceccantini, G.C.T. Veiga, M.G.; Alecio, P.C.; Ribeiro, J.C.M.; Santos, L.P.; Itepan, L.Z.; de Camargo, E.P.; Redondo, L.F.; Sales, H.; Ferreira, C.A.; Reis, G.I","s.n.","2018","09","25",NA,"Brasil",NA,NA,NA,NA,"Minas Gerais","Itacarambí","Parque Nacional Cavernas do Peruaçu.","-44.239333","-15.123639","44º14'21,6''W","15º07'25,1''S","726","726",NA,NA,"Allemão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1750","2020-09-22 13:48:25-03","USP","SPFW","3001","PreservedSpecimen","Plantae","Anacardiaceae","Myracrodruon","urundeuva","Myracrodruon urundeuva","Ceccantini, G.C.T.","858","1998","07","30",NA,"Brasil",NA,NA,NA,NA,"Mato Grosso","Jangada",NA,"-56.489200592041","-15.2356004714966",NA,NA,NA,NA,NA,NA,"Allemão",NA,NA,"Ceccantini, G.C.T.","33259","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
