"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","class","fieldNumber","relatedCatalogItem"
"25","2014-02-12 12:04:00-02","MO","MOBOT","2907449","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","platyptera","Inga platyptera","Benth.",NA,"M. A. Nadruz Coelho","Nadruz Coelho 727","South America","Brazil","Rio de Janeiro","Mun. Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Estrada p/Hotel Faz. Säo Joäo.",NA,NA,NA,NA,"1991","12","17",NA,"-42.5","-22.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-25 10:12:04-03","CVRD","CVRD","8083","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Inga","aff. platyptera","Inga aff. platyptera","Benth.",NA,"Folli, D.A.","4463","América do Sul","BRASIL","ES","Próxima a capoeira do Zico MME",NA,"<ll>dwc_commonname:</ll> Ingazinho","CVRD008083","CVRD008083","2003","02","20","Linhares","-40.0722007751465","-19.3910999298096","48094","auto","Terry D. Pennington","2005","10","21",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"27","2020-05-08 11:10:29-03","UEFS","HUEFS","59146","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","platyptera","Inga platyptera","Benth.",NA,"Pifano, D.S.","258",NA,"Brasil","Minas Gerais","Morro do Imperador.",NA,NA,"HUEFS0059146","HUEFS0059146","2002","01","11","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144","auto","F.C.P.Garcia","2009","06",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"28","2018-04-04 16:24:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","platyptera","Inga platyptera",NA,NA,"M. A. Nadruz Coelho","727","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","727",NA
"29","2019-09-04 18:21:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","platyptera","Inga platyptera",NA,"Isotype","J. B. E. Pohl","1436","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"30","2019-09-04 20:05:13-03","F","FMNH-SEEDPLANTS","V0058195F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","platyptera","Inga platyptera",NA,"Isotype","J. B. E. Pohl","1436","South America","Brazil",NA,NA,NA,NA,"V0058195F","V0058195F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"31","2015-03-07 01:40:02-03","F","FMNH-SEEDPLANTS","V0161876F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","platyptera","Inga platyptera",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0161876F","V0161876F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"32","2019-01-23 10:12:49-02","F","FMNH-SEEDPLANTS","V0360939F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","platyptera","Inga platyptera",NA,"Isotype","J. B. E. Pohl","1436","South America","Brazil",NA,NA,NA,NA,"V0360939F","V0360939F_01",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"33","2020-07-23 12:14:23-03","CEPLAC","CEPEC","61308","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","platyptera","Inga platyptera",NA,NA,"M. Nadruz","727",NA,"Brasil","Rio de Janeiro","Res. Eco. Macae de Cima, estr. p/ Hotel Faz. S. Joao.",NA,NA,NA,NA,"1991","12","17","nova friburgo","-42.5","-22.55",NA,NA,"M. Nadruz",NA,NA,NA,"42W30'0","22S33'0",NA,NA,NA,NA,NA,"30/12/1991"
"34","2017-09-11 17:09:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","platyptera","Inga platyptera","Benth.",NA,"Schott, HW","s.n.","Southern America","Brazil","Rio de Janeiro","ad Pilar in provincia Rio de Janeiro (?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:05:50-03","IBt","SP","266141","S","Plantae",NA,NA,"Fabaceae","Inga","platyptera","Inga platyptera","Benth.",NA,"Nadruz, M; et al.","727",NA,"Brasil","Rio de Janeiro","Reserva Ecológica de Macaé de Cima, estrada para o Hotel Fazenda São João",NA,NA,"SP025434","SP025434","1991","12","17","Nova Friburgo","-42.5","-22.55",NA,NA,NA,NA,NA,NA,"-42.5","-22.55",NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:05:50-03","IBt","SP","266035","S","Plantae",NA,NA,"Fabaceae","Inga","platyptera","Inga platyptera","Benth.",NA,"Correia, CMB; et al.","263",NA,"Brasil","Rio de Janeiro","Reserva Ecológica de Macaé de Cima, Sítio Fazenda Velha",NA,NA,NA,NA,"1990","08","08","Nova Friburgo","-42.05","-22",NA,NA,NA,NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA
