"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","individualCount","occurrenceRemarks","infraspecificEpithet","typeStatus","recordNumber","continentOcean","country","locality","preparationType","barcode","imagecode","class","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag"
"11","2020-03-12 10:29:28-03","UFOP","OUPR","35014","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","C.A.; Ferreira-Jr.","2020","01",NA,"Pedrosa, L.G.","2020","01","24","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,NA,NA,"Erva. Campo",NA,NA,"2470",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"33524","auto"
"12","2020-12-21 16:39:32-03","MBM","MBM","56200","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides setosa","Yunck.","Callejas, R.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Paraná","Joaquim Távora","-49.9047012329102","-23.4993991851807",NA,NA,NA,NA,"setosa",NA,"39296","Southern America","Brazil","Joaquim Távora, arredores",NA,"MBM056200","MBM056200",NA,NA,NA,"21735","auto"
"13","2020-12-21 16:39:32-03","MBM","MBM","143138","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Callejas, R.",NA,NA,NA,"Callejas, R.; et al.; et al.",NA,NA,NA,"Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,NA,"1851","Southern America","Brazil","Estrada Rio Branco do Sul - Cerro Azul",NA,"MBM143138","MBM143138",NA,NA,NA,"32006","auto"
"14","2020-12-21 16:39:32-03","MBM","MBM","125734","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.",NA,NA,NA,"Santa Catarina","Penha","-48.6458015441895","-26.7693996429443",NA,NA,NA,NA,NA,NA,"39611","Southern America","Brazil","Penha",NA,"MBM125734","MBM125734",NA,NA,NA,"9872","auto"
"15","2020-12-21 16:39:32-03","MBM","MBM","64545","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Hatschbach, G.; Fontella, J.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,NA,"42548","Southern America","Brazil","Estrela",NA,"MBM064545","MBM064545",NA,NA,NA,"32006","auto"
"16","2020-12-21 16:39:32-03","MBM","MBM","44970","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Guimarães, E.F.","2009",NA,NA,"Pereira, E.; Hatschbach, G.; Hatschbach, G.","1963","11","10","Paraná","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"Sobre pedras",NA,NA,"7824","Southern America","Brazil","Cataratas",NA,"MBM044970","MBM044970",NA,NA,NA,"39570","auto"
"17","2020-12-11 11:40:08-03","UFMG","BHCB","174918","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Yunck.",NA,"2015","02","13","Moreira, NC; Stehmann, JR","2015","01","23","Minas Gerais","Lagoa Santa","-43.964444","-19.565833","-43.964444","-19.565833",NA,"Folhas peltadas, verde-claras, planta acaulescente, rupícola.; Em rocha calcárea.",NA,NA,"162","Southern America","Brasil","Gruta da Lapinha, Salão dos Bigodes.",NA,"BHCB035503","BHCB035503",NA,"716","716",NA,NA
"18","2020-12-11 11:40:08-03","UFMG","BHCB","78540","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Yunck.",NA,"2019","10",NA,"Melo, PHA de","2003","12","30","Minas Gerais","Pains","-45.649722","-20.387222","-45.649722","-20.387222",NA,"Herbácea, rupestre, espiga branca.; Afloramento calcáreo.",NA,NA,"274","Southern America","Brasil","Fazenda Amargoso, MG-439 Km 16.",NA,"BHCB052613",NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:40:08-03","UFMG","BHCB","174916","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides setosa","Yunck.",NA,"2015","02","13","Moreira, NC; Stehmann, JR","2015","01","23","Minas Gerais","Lagoa Santa","-43.963611","-19.564722","-43.963611","-19.564722",NA,"Folhas peltadas, verdes escuras na face adaxial e claras na face abaxial, nervuras arroxeadas, planta acaulescente, rupícula, cerca de 5cm.; Em rocha calcárea.","setosa",NA,"160","Southern America","Brasil","Gruta da Lapinha",NA,"BHCB035504","BHCB035504",NA,"820","820",NA,NA
"20","2020-12-11 11:40:08-03","UFMG","BHCB","78654","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides setosa","Yunck.",NA,"2005","06",NA,"Melo, PHA de; Lombardi, JA","2003","02","01","Minas Gerais","Arcos","-45.662972","-20.251583","-45.662972","-20.251583",NA,"Herbácea. Terrestre. Espiga branca.; Sobre afloramento calcáreo.","setosa",NA,"388","Southern America","Brasil","Fazenda Faroeste, Margem direita do Rio São Miguel.",NA,"BHCB052376","BHCB052376",NA,NA,NA,NA,NA
"21","2020-12-11 11:40:08-03","UFMG","BHCB","62960","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Yunck.",NA,"2005",NA,NA,"Mota, RC da","2001","01","26","Minas Gerais","São Gonçalo do Abaeté","-45.8333015441895","-18.3383007049561",NA,NA,NA,"Mata de galeria.",NA,NA,"392","Southern America","Brasil",NA,NA,"BHCB052375","BHCB052375",NA,NA,NA,"75342","auto"
"22","2020-12-11 11:40:08-03","UFMG","BHCB","80655","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Yunck.",NA,"2011","05",NA,"Duarte, AP","1968","11","07","Minas Gerais","Pedro Leopoldo","-44.043098449707","-19.6180992126465",NA,NA,NA,"Casmófita em ambiente sombrio formando pequenos tufos.",NA,NA,"11241","Southern America","Brasil","Fazenda da Jaguara",NA,"BHCB008567","BHCB008567",NA,NA,NA,"17853","auto"
"23","2021-02-11 17:21:12-03","UFPR","UPCB","63127","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Ribas, O.S.","2009","02",NA,"Urben-Filho, A.","2008","10","25","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,"Herbácea..",NA,NA,"294",NA,"Brasil","Bota Fora II.",NA,NA,NA,NA,NA,NA,"35037","auto"
"24","2021-02-11 17:21:12-03","UFPR","UPCB","63134","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides var. setosa","Yunck.","Silva, T.M.","2016","08",NA,"Vallejos, M. | Lima, I.","2008","09","17","Paraná","Telêmaco Borba","-50.7","-24.033333","-50.7","-24.033333",NA,"Rupícola com folhas discolores e pecíolo e pedicelo vermelhos. Inflorescência branca..","var. setosa",NA,"4",NA,"Brasil","Poço Preto, Foz do Rio das Antas. Área da futura instalação da casa de força da UH Mauá.",NA,NA,NA,NA,"680","680",NA,NA
"25","2012-09-12 15:19:00-03","MO","MOBOT","100479866","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides major","Yunck.","R. Callejas",NA,NA,NA,"Ricardo Callejas|J.M. Silva|Clovis Ramos","1983","12","6","Paraná","Cerro Azul","-48.75","-25.3333333",NA,NA,"1",NA,"major",NA,"Callejas Posada 1851","South America","Brazil","Estrada Rio Branco do Sul-Cerro Azul, 5 km depois do Rio Piedade.",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-11-15 05:15:00-02","MO","MOBOT","100479836","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.",NA,NA,NA,NA,"Antonio C. Krapovickas|Carmen L. Cristóbal","1985","1","17","Santa Catarina",NA,NA,NA,NA,NA,"1",NA,NA,NA,"Krapovickas 39611","South America","Brazil","Penha.",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-10 10:11:25-03","FZB-BH","BHZB","12078","S","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides",NA,NA,NA,NA,NA,"Logan,F.","2017","11","04","MG","Bambuí","-46.072472","-20.350556","46°04'20.9W","20°21'02.0S",NA,"Local sombreado e muito úmido, sob uma pequena queda d'água, aos pés de um grande afloramento rochoso. Unicata Encontrada apenas em um paredão úmido, coberto de musgo, no interior da mata.Unicata",NA,NA,NA,NA,"Brasil","Mata do Ficus",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-06-10 10:11:25-03","FZB-BH","BHZB","12076","S","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides",NA,NA,NA,NA,NA,"Logan,F.","2017","11","04","MG","Bambuí","-46.072472","-20.350556","46°04'20.9W","20°21'02.0S",NA,"Local sombreado e muito úmido, ao lado de uma pequena queda d'água, aos pés de um grande afloramento rochoso.Unicata",NA,NA,NA,NA,"Brasil","Mata do Ficus",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","3240160","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.",NA,NA,NA,NA,"B. A. S. Pereira & D. Alvarenga","1993","4","27","Unaí",NA,NA,NA,NA,NA,"1",NA,NA,NA,"2487","South America - Neotropics","Brazil","Localidade denominada Palmital. Na confluência dos córregos das Lages com o Rio Preto",NA,"US01331482","US01331482_01","Dicotyledonae",NA,NA,NA,NA
"30","2020-09-02 16:35:44-03","Cenargen","CEN","47095","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","T. Macambo-Silva","2017","09",NA,"Gert Guenther Hatschbach","1990","09","05","PR","CERRO AZUL","-49.261100769043","-24.823600769043",NA,NA,"1","Espigas alvas. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.",NA,NA,"54435",NA,"Brasil","Mato Preto. Mata pluvial do vale do Rio Ribeira.","Exsicatas","CEN00047095","CEN00047095",NA,"300","300","32006","auto"
"31","2019-12-09 17:30:39-03","UFPR","EFC","7045","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Machado-Silva, T.","2017","09","05","Tiepolo, G.; Svolenski, A.C.","1996","05","25","Paraná","Rio Branco do Sul","-49.3789","-25.0771","-49.3789","-25.0771",NA,"Herbácea coletada no interior de caverna",NA,NA,"634",NA,"Brasil","Caverna de Bromado",NA,"EFC007045",NA,NA,NA,NA,NA,NA
"32","2019-11-13 11:28:19-03","USP","SPF","156931","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Carvalho-Silva, M","2011","08",NA,"Mello-Silva, R","2002","12","07","Santa Cruz","Florida","-63.728056","-18.195","-63.728056","-18.195",NA,NA,NA,NA,"2030",NA,"Bolívia","Samaipata",NA,"SPF00156931","SPF00156931",NA,"1320","1320",NA,NA
"33","2019-11-13 11:28:19-03","USP","SPF","13028","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides setosa","Yunck.","Callejas, R","1984","01",NA,"Hoehne, W","1947","11","20","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"setosa",NA,"s.n.",NA,"Brasil","Alto da Lapa.",NA,"SPF00013028","SPF00013028",NA,NA,NA,"53584","auto"
"34","2019-07-09 14:05:25-03","F","FMNH-SEEDPLANTS","V0454393F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides",NA,NA,NA,NA,NA,"A. Krapovickas & C. L. Cristóbal","1985","1","17",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"39611","South America","Brazil",NA,NA,"V0454393F","V0454393F_01","Dicotyledoneae",NA,NA,NA,NA
"35","2020-11-04 17:30:14-03","UEM","HUEM","22335","S","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides setosa","Yunck.","Monteiro, D","2012","08","27","Milaneze-Gutierre, MA; colaboradores","2012","03","01","Paraná","Telêmaco Borba","-50.583333","-24.35","-50.583333","-24.35",NA,"Herbácea epífita.","setosa",NA,"s.n.",NA,"Brasil","Área de alagamento da UHE Mauá",NA,"HUEM000009853","HUEM000009853",NA,NA,NA,NA,NA
"36","2019-11-01 15:07:51-03","UnB","UB","113516","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Gonçalves, EG","2000","10",NA,"Gonçalves, EG; Salviani, ER","2000","10","27","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,NA,NA,"Folhas discolores.; Erva; Floresta de galeria e semidecidual.",NA,NA,"593","Southern America","Brasil","Cachoeira do Saltão",NA,NA,NA,NA,NA,NA,"22843","auto"
"37","2017-09-11 17:12:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Yunck.",NA,NA,NA,NA,"Martius, CFP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America","Brazil","Crescit locis udis umbrosis, in provincia St. Pauli",NA,NA,"P04P1N0002",NA,NA,NA,NA,NA
"38","2019-11-21 10:14:15-03","IBt","SP","12586","S","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides","Miq.","Yuncker, TG","1961",NA,NA,"Edwall, G",NA,NA,NA,"São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,"s.n.",NA,"Brasil","Rio Juqueriquerê.",NA,"SP010997","SP010997",NA,NA,NA,"30093","auto"
"39","2019-11-21 10:14:15-03","IBt","SP","12909","S","Plantae",NA,NA,"Piperaceae","Peperomia","hydrocotyloides","Peperomia hydrocotyloides setosa","Yunck.","Yuncker, TG","1961",NA,NA,"Hoehne, FC","1924","12","04","São Paulo","Itú","-47.2900009155273","-23.2600002288818",NA,NA,NA,"Planta da mata crescendo sobre pedra; inflorescência alva","setosa","Isotype","s.n.",NA,"Brasil","mata do Governo",NA,"SP001469","SP001469",NA,NA,NA,"22309","auto"
