"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"12","2016-02-02 14:38:42-02","BGBM","B","B 10 0312877","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","Garay",NA,"A. Sehnem","4019","1949","10","28","Middle and South America","Brazil",NA,NA,"S. Salvador, Monteneggro.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100312877 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100312877","B100312877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-02-02 14:38:42-02","BGBM","B","B 10 0312879","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","Garay",NA,"Camargo","2310","1957","10","29","Middle and South America","Brazil",NA,NA,"RGS, Caribaldi.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100312879 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100312879","B100312879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-02-02 14:38:42-02","BGBM","B","B 10 0312880","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua",NA,NA,"R. M. Klein","3.183","1962","12","04","Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100312880 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100312880","B100312880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-02-02 14:38:42-02","BGBM","B","B 10 0312876","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","Garay",NA,"C. Orth SJ","601","1932","10","12","Middle and South America","Brazil",NA,NA,"RGS, Morro Santana.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100312876 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100312876","B100312876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-02-02 14:38:42-02","BGBM","B","B 10 0312878","S","Plantae",NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa",NA,NA,"L. B. Smith & R. M. Klein","12986","1964","11","07","Middle and South America","Brazil",NA,NA,"Mut. Catanduvas.",NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100312878 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100312878","B100312878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-19 08:08:17-03","FPS","FPS","1681","MachineObservation","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Schwirkowski, P.","Schwirkowski, P.",NA,"2011","09","22",NA,"Brasil","Santa Catarina","Campo Alegre","Bateias de Baixo","-49.237916","-26.078358",NA,NA,NA,NA,"FPS01681","FPS01681_v01 FPS01681_v02 FPS01681_v03 FPS01681_v04",NA,NA,NA,NA,"2011","09","22","-49.237916","-26.078358",NA,NA
"18","2019-08-27 13:26:31-03","IAP","PACA-AGP","52642","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","E. Richter",NA,"1950","08",NA,NA,"Brasil","RS","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: In araucarieto Fenofase: flor Hábito: epífito","PACA052642",NA,"16452","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"19","2019-08-27 13:26:31-03","IAP","PACA-AGP","60839","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","A. Jasper","Camargo, O. R.","1492","1957","05","18",NA,"Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: Ad arbores in araucarieto Fenofase: estéril","PACA060839",NA,"19545","auto","Liliatae",NA,"1991","09","10",NA,NA,NA,NA
"20","2019-08-27 13:26:31-03","IAP","PACA-AGP","47757","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","Sehnem, A.","4019","1949","10","28",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: In silva Fenofase: flor Hábito: epífito","PACA047757",NA,"21601","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"21","2019-08-27 13:26:31-03","IAP","PACA-AGP","32871","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V. F. Nunes","E. Friderichs",NA,"1945","10","24",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,"Habitat: In silva Fenofase: flor Hábito: epífito","PACA032871",NA,"21601","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"22","2019-08-27 13:26:31-03","IAP","PACA-AGP","601","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","C. Orth SJ",NA,"1932","10","12",NA,"Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: In silva Fenofase: flor Hábito: epífito","PACA000601",NA,"29946","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"23","2019-08-27 13:26:31-03","IAP","PACA-AGP","66872","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","G. Pabst","R. M. Klein","4184","1963","10","29",NA,"Brasil","SC","Campos Novos",NA,"-51.2249984741211","-27.4016990661621",NA,NA,NA,"Habitat: Epífito de capão","PACA066872",NA,"43319","auto","Liliatae",NA,"1976",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:26:31-03","IAP","PACA-AGP","103253","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","J. Brustulin","J. Brustulin","19","2007","11","10",NA,"Brasil","RS","São Francisco de Paula","Parque Municipal da Ronda.","-50.594722","-29.450833",NA,NA,NA,"Hábito: epífita","PACA103253",NA,NA,NA,"Liliatae",NA,"2007","11","10","50°35'41W","29°27'03S",NA,NA
"25","2019-08-27 13:26:31-03","IAP","PACA-AGP","103272","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","J. Brustulin","J. Brustulin","20","2007","07","16",NA,"Brasil","RS","Farroupilha","Parque dos Pinheiros.","-51.438889","-29.241667",NA,NA,NA,"Hábito: epífita","PACA103272",NA,NA,NA,"Liliatae",NA,"2007","10","27","51°26'20W","29°14'30S",NA,NA
"26","2019-08-27 13:26:31-03","IAP","PACA-AGP","84941","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","C.R. Buzatto","Sehnem, A.",NA,"1958","11","14",NA,"Brasil","RS","Bento Gonçalves",NA,"-51.5191993713379","-29.1714000701904",NA,NA,NA,"Habitat: Epiphytum in silva","PACA084941",NA,"21248","auto","Liliatae",NA,"2008","12","01",NA,NA,NA,NA
"27","2019-08-27 13:26:31-03","IAP","PACA-AGP","62827","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","Camargo, O. R.","2310","1957","10","29",NA,"Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,NA,NA,"Habitat: Insilva Fenofase: flor Hábito: epífito","PACA062827",NA,"25074","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"28","2019-08-27 13:26:31-03","IAP","PACA-AGP","66994.1","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","A. Sehnem S.J.","R. Wasum",NA,"1980","05","18",NA,"Brasil","RS","Nova Prata","Cascata da Usina","-51.6100006103516","-28.783899307251",NA,NA,NA,"Habitat: Epífita","PACA066994-1",NA,"18634","auto","Liliatae",NA,"1980","08",NA,NA,NA,NA,NA
"29","2019-08-27 13:26:31-03","IAP","PACA-AGP","11680","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","Rambo, B.",NA,"1943",NA,NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: In silva campestri Fenofase: flor","PACA011680",NA,"29946","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"30","2019-08-27 13:26:31-03","IAP","PACA-AGP","26927","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","P. Buck SJ",NA,"1944","10",NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: In silva campestri Fenofase: flor Hábito: epífito","PACA026927",NA,"29946","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"31","2019-08-27 13:26:31-03","IAP","PACA-AGP","30663","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","Rambo, B.",NA,"1945","11","27",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: In silva Fenofase: flor Hábito: epífito","PACA030663",NA,"29946","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"32","2019-08-27 13:26:31-03","IAP","PACA-AGP","51302","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","V.F. Nunes","M. Frank",NA,"1950","11",NA,NA,"Brasil","RS","São Sebastião do Caí","Nova Petrópolis","-51.3755989074707","-29.5867004394531",NA,NA,NA,"Habitat: In silva Fenofase: flor Hábito: epífito","PACA051302",NA,"12036","auto","Liliatae",NA,"1996","11","26",NA,NA,NA,NA
"33","2016-07-05 11:14:14-03","FFCLRP","LBMBP","398","S","Plantae",NA,NA,"Orchidaceae","Capanemia","uliginosa","Capanemia uliginosa","Barb. Rodr.","E.R. Pansarin","L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:00:37-03","UNICAMP","UEC","116191","S","Plantae","Liliopsida",NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Pansarin, ER","Pansarin, ER","724","2000","10","09",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"UEC064650","UEC064650","17840","auto",NA,NA,"2000","11",NA,NA,NA,NA,NA
"35","2020-12-04 13:19:33-03","UDESC","LUSC","10075","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay",NA,"Gomes, J.P.",NA,"2017","10","22",NA,"Brasil","Santa Catarina","Anita Garibaldi","Floresta fechada.","-51.583333","-27.633333","600","600",NA,NA,"LUSC009881",NA,NA,NA,NA,NA,NA,NA,NA,"51º35'W","27º38'S",NA,NA
"36","2020-12-04 13:19:33-03","UDESC","LUSC","6710","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","Floriani, M.M.P.","Floriani, M.M.P.","165","2011","12","14",NA,"Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,"LUSC001507","LUSC001507","29300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:50:18-03","UCS","HUCS","51219","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","et al.; Oliveira, J.M.","Abreu, F.P.","199","2020","10","08",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico de Caxias do Sul","-51.152778","-29.139722","830","830",NA,"epífita, em interior da mata.",NA,NA,NA,NA,NA,NA,"2020","10","22","-51.152778","-29.139722",NA,NA
"38","2021-03-16 17:50:18-03","UCS","HUCS","22076","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Smith, S.F.","Wasum, R.A.","2026","2003","11","07",NA,"Brasil","Rio Grande do Sul","Canela",NA,"-50.815601348877","-29.3656005859375","800","800",NA,"sobre árvores; interior da mata",NA,NA,"16452","auto",NA,NA,"2004","03",NA,NA,NA,NA,NA
"39","2021-03-16 17:50:18-03","UCS","HUCS","5114","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Ghillány, A.","Poloni, M.","s.n.","1988","11","17",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Campus da UCS","-51.1794013977051","-29.1681003570557","700","700",NA,"epífita; mata",NA,NA,"49662","auto",NA,NA,"1989","01",NA,NA,NA,NA,NA
"40","2021-03-16 17:50:18-03","UCS","HUCS","6215","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Jasper, A.","Jasper, A.","s.n.","1990","09","11",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Campus da UCS","-51.1794013977051","-29.1681003570557","750","750",NA,"epífita em mata secundária; Bloco A",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:50:18-03","UCS","HUCS","7982","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Jasper, A.","Jasper, A.","s.n.","1991","10","23",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Campus da UCS - bloco A","-51.1794013977051","-29.1681003570557","750","750",NA,"epífita; bosque",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-16 17:50:18-03","UCS","HUCS","28567","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Buzatto, C.R.","Wasum, R.A.","3791","2006","05","01",NA,"Brasil","Paraná","Lapa","Gruta do Monge","-49.7158012390137","-25.7696990966797","800","800",NA,"sobre troncos-interior da matinha",NA,NA,"49965","auto",NA,NA,"2019","04","08",NA,NA,NA,NA
"43","2021-03-16 17:50:18-03","UCS","HUCS","35444","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Maboni, S.","Maboni, S.","82","2009","10","11",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557","780","780",NA,"sobre tronco fino, mata da represa São Paulo",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-16 17:50:18-03","UCS","HUCS","34519","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Buzatto, C.R.","Maboni, S.","62","2008","10","30",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557","780","780",NA,"na trilha principal-juntoà magnolia",NA,NA,"49662","auto",NA,NA,"2019","04","08",NA,NA,NA,NA
"45","2021-03-16 17:50:18-03","UCS","HUCS","35442","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Maboni, S.; Wasum, R.A.","Maboni, S.","87","2009","10","13",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico-atrás do Jardim de Lineu","-51.1794013977051","-29.1681003570557","780","780",NA,"sobre tronco, mata do córrego",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-16 17:50:18-03","UCS","HUCS","3451","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Smith, S.F.","Rossato, M.","s.n.","1987","11","07",NA,"Brasil","Rio Grande do Sul","Garibaldi","Marcorama","-51.5335998535156","-29.2560997009277","700","700",NA,"flores brancas - epífita",NA,NA,"25074","auto",NA,NA,"1988","01",NA,NA,NA,NA,NA
"47","2021-03-16 17:50:18-03","UCS","HUCS","1186","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb. f.) Garay","Smith, S.F.","Wasum, R.A.","s.n.","1985","10","19",NA,"Brasil","Rio Grande do Sul","Flores da Cunha","Otávio Rocha","-51.1817016601562","-29.0289001464844",NA,NA,NA,"epífita; interior da mata",NA,NA,"18321","auto",NA,NA,"1986","04",NA,NA,NA,NA,NA
"48","2019-08-16 08:40:23-03","UTFPR","HCF","8372","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","J. Cordeiro","M.G. Caxambu","2842","2009","10","18",NA,"Brasil","PR","Turvo","arredores","-51.5255","-25.039222","1029","1029",NA,"erva epífita, semi-ciófila. Folhas carnosas arredondadas. Flores alvas em cachos. Forófito: Maytenus sp. (HCF n°8371).",NA,NA,NA,NA,NA,NA,"2011",NA,NA,"51°31'31,8 W","25°02'21,2 S",NA,NA
"49","2019-08-16 08:40:23-03","UTFPR","HCF","21904","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","M.G. Caxambu","M.G. Caxambu","7646","2016","10","27",NA,"Brasil","PR","Lindoeste","Parque Nacional do Iguaçu - Cachoeira","-53.650333","-25.2165","469","469",NA,"erva epífita, ripária, ciófila. Folhas carnosas, cilíndricas. Flores alvas com labelo amarelo. Vegetação ciliar do Rio Gonçalves Dias. Transição entre Floresta Ombrófila Mista e Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,"2016","10","27","53°39'01,2 W","25°12'59,4 S",NA,NA
"50","2019-11-15 20:23:39-03","UTFPR","HCF","29745","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","M.G. Caxambu","M.G. Caxambu","9087","2019","10","25",NA,"Brasil","PR","Reserva do Iguaçu","Estação Ecológica Municipal Francisco","-51.837194","-25.950417","779","779",NA,"erva epífita, semi-ciófila, ca. 0,10 m. Flores alvas, odoríferas.",NA,NA,NA,NA,NA,NA,"2019","11","15","51°50'13,9 W","25°57'01,5 S",NA,NA
"51","2019-08-16 08:40:23-03","UTFPR","HCF","22110","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","M.G. Caxambu","M.G. Caxambu","7667","2016","11","10",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Rio Gonçalves","-53.659389","-25.125528","568","568",NA,"erva epífita, ripária, semi-ciófila. Flores alvas com centro amarelo. Forófito: Luehea divaricata Mart. & Zucc. (Malvaceae).",NA,NA,NA,NA,NA,NA,"2016","11","16","53°39'33,8 W","25°07'31,9 S",NA,NA
"52","2019-08-16 08:40:23-03","UTFPR","HCF","13158","S","Plantae",NA,NA,"Orchidaceae","Capanemia","superflua","Capanemia superflua","(Rchb.f.) Garay","M.E. Engels","M.G. Caxambu","4924","2013","11","08",NA,"Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.434528","-24.533472","640","640",NA,"erva epífita, semi-ciófila, ca. 0,07 m. Flores alvas. Beira de cachoeira do Rio Tricolor.",NA,NA,NA,NA,NA,NA,"2014","04",NA,"52°26'04,3 W","24°32'00,5 S",NA,NA
