"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","order","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","locality","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber"
"16","2019-08-16 08:40:26-03","UTFPR","HCF","22857","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","M.G. Caxambu","2017","05","19",NA,"erva epífita, semi-ciófila. Flores alvo-rosadas. Forófito: Aspidosperma polyneuron Müll.Arg. (Apocynaceae).",NA,NA,"Barb.Rodr.","E.L. Siqueira","2163","2017","05","19",NA,"Brasil","PR","Céu Azul","-53.866222","-25.225611","578","578",NA,NA,NA,"Parque Nacional do Iguaçu - Estrada de","53°51'58,4 W","25°13'32,2 S",NA,NA,NA,NA
"17","2020-12-21 16:38:35-03","MBM","MBM","385496","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Ariati, V.","2011","09","27",NA,"Resgate de flora da UHE Mauá; Epífita.",NA,NA,"Barb. Rodr.","Ariati, V.","584","2011","09","27",NA,"Brasil","Paraná","Telêmaco Borba","-50.706944","-24.100556","520","750",NA,"MBM385496","MBM385496","UHE Mauá","-50.706944","-24.100556",NA,NA,NA,NA
"18","2020-12-21 16:38:35-03","MBM","MBM","387315","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Michelon, C.",NA,NA,NA,NA,"Flores rosa e brancas, labelo branco.",NA,NA,"Barb. Rodr.","Michelon, C.","1407","2012","06","01","Southern America","Brazil","Paraná","Ortigueira","-50.723333","-24.111389","520","750",NA,"MBM387315","MBM387315","UHE Mauá","-50.723333","-24.111389",NA,NA,NA,NA
"19","2020-12-21 16:38:35-03","MBM","MBM","387345","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Ariati, V.",NA,NA,NA,NA,"Epífita. Pétalas alvas com tons claros de verde e lilás, centro da flor roxo.",NA,NA,"Barb. Rodr.","Bochorny, T.","89","2012","05","25","Southern America","Brazil","Paraná","Telêmaco Borba","-50.706944","-24.100556","520","750",NA,"MBM387345","MBM387345","UHE Mauá, CT Flora","-50.706944","-24.100556",NA,NA,NA,NA
"20","2020-12-21 16:38:35-03","MBM","MBM","430318","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Ariati, V.","2020","07",NA,NA,"Ecótono entre Floresta Ombrófila Mista e Floresta Estacional Semidecidual.",NA,NA,"Barb. Rodr.","Ariati, V.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.","1907","2020","06","01","Southern America","Brazil","Paraná","Verê","-52.900833","-25.807222","440","440",NA,"MBM430318",NA,"PCH Bela Vista","-52.900833","-25.807222",NA,NA,NA,NA
"21","2020-12-21 16:38:35-03","MBM","MBM","9608","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Hatschbach, G.","20456","1968","11","28","Southern America","Brazil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,"MBM009608","MBM009608","Rio do Sabiá",NA,NA,NA,"44368","auto",NA
"22","2020-12-21 16:38:35-03","MBM","MBM","18899","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Hatschbach, G.","26772","1971","06","16","Southern America","Brazil","Paraná","Sengés","-49.4636001586914","-24.1128005981445",NA,NA,NA,"MBM018899","MBM018899","Morro Pelado",NA,NA,NA,"55682","auto",NA
"23","2020-12-21 16:38:35-03","MBM","MBM","6629","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Hatschbach, G.","16879","1967","08","03","Southern America","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM006629","MBM006629","Sítio do Belizário",NA,NA,NA,"55154","auto",NA
"24","2020-12-21 16:38:35-03","MBM","MBM","49717","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Hatschbach, G.","2266","1951","05","29","Southern America","Brazil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"MBM049717","MBM049717","Vila Velha",NA,NA,NA,"46557","auto",NA
"25","2020-12-21 16:38:35-03","MBM","MBM","396213","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Engels, M.E.","2014","05","17",NA,"Epífita. Pseudobulbos verdes castanhos. Folhas verdes lineares, filiformes. Flores com sépalas róseo claras. Pétalas e labelo alvos. Coluna alvo rosada com região estigmática vinácea. Rara na área. Cultivada até florir. UNICATA.; Flo",NA,NA,"Barb. Rodr.","Engels, M.E.; Luz, P.M.; Michalski, L.; Luz, P.M.; Michalski, L.","2475","2014","05","17","Southern America","Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,"MBM396213","MBM396213","Salto Santa Rosa",NA,NA,NA,"56988","auto",NA
"26","2015-09-03 19:46:03-03","MNHN","RECOLNAT_MNHN_P","P00480257","PreservedSpecimen",NA,"Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00480257' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Barb.Rodr.","Dusén, P.",NA,"1914","6","7",NA,"Brésil",NA,NA,NA,NA,"740",NA,"hb","P00480257","P00480257_01","Parana : Jaguariahyva",NA,NA,NA,NA,NA,"15125"
"27","2015-09-03 19:46:03-03","MNHN","RECOLNAT_MNHN_P","P00480258","PreservedSpecimen",NA,"Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00480258' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Barb.Rodr.","Puiggari, J.I.",NA,"1883","5",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00480258","P00480258_01","Apiahy",NA,NA,NA,NA,NA,"17241"
"28","2015-11-12 13:34:34-02","MNHN","RECOLNAT_MNHN_P","P00480259","PreservedSpecimen",NA,"Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00480259' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Barb.Rodr.","Regnell, A.",NA,"1877","1","25",NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","P00480259","P00480259_01","Brésil",NA,NA,NA,NA,NA,"III 2023"
"29","2020-12-11 11:44:45-03","UFMG","BHCB","181970","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,"Planta em cultivo no Museu de História Natural e Jardim Botânico da UFMG número MHNJB00156 a MHNJB00158.; Erva epífita associada a mata de galeria","Monocotyledon",NA,"Barb.Rodr.","Gontijo, SL","s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"Pedreira do Guilherme",NA,NA,NA,"21143","auto",NA
"30","2021-02-11 17:20:57-03","UFPR","UPCB","84573","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Smidt, E.C.",NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Lemos, J.V.","179",NA,NA,NA,NA,"Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA
"31","2021-02-11 17:20:57-03","UFPR","UPCB","31744","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Cervi, A.C.","1997","01","01",NA,"Epífita, pétalas alvas e sépalas roseas, com mancha vinosa no labelo..",NA,NA,"Barb.Rodr.","Cervi, A.C.","6286","1997","05","27",NA,"Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"Parque Estadual do Cerrado",NA,NA,NA,"44368","auto",NA
"32","2009-07-21 23:34:00-03","MO","MOBOT","2481877","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Per Dusén","Dusén 8479",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2010-04-23 21:39:00-03","MO","MOBOT","2228163","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Correa, M. N.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Osvaldo Morrone|Norma B. Deginani|M. Mónica Ponce|Diego Giraldo-Cañas","Morrone 1406","1996","10","15","South America","Argentina","Misiones","General Manuel Belgrano","-53.66666","-26.2","690.00000000",NA,NA,NA,NA,"Ruta Nac. 101, 8 Km de Bernardo de Irigoyen hacia San Antonio, Salto Andrecito",NA,NA,NA,NA,NA,NA
"34","2011-04-15 17:00:00-03","MO","MOBOT","2442688","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Correa, M. N.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Roberto M. Klein|Ulrich G. Eskuche","Klein 9128",NA,NA,NA,"South America","Argentina","Misiones","General Manuel Belgrano","-53.75","-26.13333",NA,NA,NA,NA,NA,"San Antonio",NA,NA,NA,NA,NA,NA
"35","2013-02-20 11:37:00-03","MO","MOBOT","2457661","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Correa, M. N.",NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","Maevia N. Correa","Correa s.n.4",NA,NA,NA,"South America","Argentina","Misiones","General Manuel Belgrano","-53.75","-26.16666",NA,NA,NA,NA,NA,"Carpa Cue (Inter Continental)",NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","2826053","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb. Rodr.","BRADE","BRADE 28938","1936","5","21","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Estado do Sao Paulo, Bananal, Sortmo do Rio Vermclho, Serra da Bocaina.",NA,NA,NA,NA,NA,NA
"37","2017-05-22 15:13:20-03","UNIOESTE","UNOP","8194","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Neves, R.C.P.",NA,NA,NA,NA,"24,5819",NA,NA,"Barb.Rodr.","Neves, R.C.P.","54","2008","06","14",NA,"Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,"Parque Ecológico Tarquínio Joslin dos Santos",NA,NA,NA,"47841","auto",NA
"38","2015-10-22 10:03:11-02","UNIOESTE","UNOP","466","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Boff, L.","2015","02","05",NA,"Epífita. Folhas finas alongadas. Pseudobulbos cobertos por uma bainha de coloração parda.",NA,NA,"Barb.Rodr.","Boff, L.; Silva, T. .M.; Silva, T. .M.","98","2015","02","05",NA,"Brasil","Paraná","Céu Azul","-53.8485984802246","-25.1466999053955",NA,NA,NA,NA,NA,"Parque Nacional do Iguaçu. Trilha Manuel Gomes",NA,NA,NA,"51148","auto",NA
"39","2021-01-26 13:57:02-03","IMA","MAC","53046","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","V.Brito; W.T.C.O.Santos","2019","06","04",NA,"Epífita. Frutos verdes.; Mata Atlântica.",NA,NA,"Barb.Rodr.","Chagas-Mota","11136","2011","08","24",NA,"Brasil","Bahia","Itagi","-40.090372","-15.575103",NA,NA,NA,"MAC0053046",NA,"Fazenda Palestina.","-40.090372","-15.575103",NA,NA,NA,NA
"40","2019-12-09 17:30:35-03","UFPR","EFC","16573","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Engels, M.E.","2009","02",NA,NA,"Epífita, corola branca, mata ciliar Rio Igapó",NA,NA,"Barb.Rodr.","Carmo, M.R.B.","899","2004","05","10",NA,"Brasil","Paraná","Tibagi","-50.2508","-24.5601","980","980",NA,"EFC016573",NA,"Parque Estadual do Guartelá","-50.2508","-24.5601",NA,NA,NA,NA
"41","2021-03-25 13:53:06-03","UNIVILLE","JOI","14606","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Mancinelli, W. S.","2011","05","18",NA,"Número de coleta: 1436-F - Margens do Rio Iapó; HABITAT: mata ciliar; HABITO: Epífita",NA,NA,"Barb.Rodr.","Mancinelli, W.S.",NA,"2011","05","18",NA,"Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625","730","730",NA,"JOI014606",NA,"Canyon Guartelá.",NA,NA,NA,"56988","auto",NA
"42","2021-03-25 13:53:06-03","UNIVILLE","JOI","15270","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Mancinelli, W. S.","2010","05","31",NA,"; HABITO: Epífita",NA,NA,"Barb.Rodr.","Mancinelli, W.S.","1242","2010","05","31",NA,"Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,"JOI015270",NA,"Guartelá.",NA,NA,NA,"56988","auto",NA
"43","2019-07-09 12:43:56-03","F","FMNH-SEEDPLANTS","V0433651F","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"P. Dusén","8479","1909","6","3","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0433651F","V0433651F_01",NA,NA,NA,"Monocotyledoneae",NA,NA,NA
"44","2019-11-13 16:04:59-03","UNISANTA","HUSC","11474","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Mathias Engels","2015",NA,NA,NA,"fotografada","Magnoliophyta",NA,"Barb.Rodr.","Andrade, V.","s.n.","2015",NA,NA,NA,"Brasil","Minas Gerais","São Thomé das Letras","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16076","auto",NA
"45","2020-11-04 17:30:10-03","UEM","HUEM","21920","S","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis","Milaneze-Gutierre, MA","2011","06",NA,NA,"Epífita; presença de flores.",NA,NA,"Barb. Rodr.","Milaneze-Gutierre, MA","s.n.","2011","06","03",NA,"Brasil","Paraná","Telêmaco Borba","-50.583333","-24.35",NA,NA,NA,"HUEM000009532","HUEM000009532","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,NA,NA,NA
"46","2020-11-12 16:58:10-03","UEL","FUEL","31849","PreservedSpecimen","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,"Tracheophyta","Asparagales","Barb.Rodr.","Ferrarezi, E","46",NA,NA,NA,NA,"Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"Campus Universitário da UEL, Orquidário do CCA, orquidário do CCA",NA,NA,NA,"63728","auto",NA
"47","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Glaziou, AFM","17241",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in eadem prov. loco accurato haud indicato",NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Glaziou, AFM","17241?",NA,NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in eadem prov. loco accurato haud indicato",NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Edwall, G","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in prov. S. Paulo prope urbem S. Paulo frequens",NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Gardner, G","652",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in arboribus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Ule, EHG","4865",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in arboribus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Gardner, G","652?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"P03P5N0105","in arboribus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,"P03P5N0105","Habitat in arboribus prope Caldas prov. Minas Geraes",NA,NA,NA,"25710","auto",NA
"54","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,"Floret Januario - Aprili",NA,NA,"Barb.Rodr.","Edwall, G","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Apiaí","-48.84","-24.5",NA,NA,NA,NA,"P03P5N0105","ad Apiahy",NA,NA,NA,"37738","auto",NA
"55","2017-09-11 17:11:57-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Isabelia","virginalis","Isabelia virginalis",NA,NA,NA,NA,NA,NA,NA,NA,"Barb.Rodr.","Puiggary","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Apiaí","-48.84","-24.5",NA,NA,NA,NA,"P03P5N0105","ad Apiahy",NA,NA,NA,"37738","auto",NA
