"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","locality","identifiedBy","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","1039149","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","R. C. Forzza","4458","2007","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482048' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039149","Magnoliophyta","Asterales","DC.","Goiás","Cristalina","-47.5597","-16.8039","1108",NA,"NY01039149_01","7 km trevo da entrada de Cristalina em direção a Paracatu. BR 040.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","854822","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","H. S. Irwin","5202","1964","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854822","Magnoliophyta","Asterales","DC.","Distrito Federal","Brasília","-47.82","-15.65","700","1000","NY00854822_01","Chapada da Contagem, ca. 20 km E. of Brasília.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","854839","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","G. Gardner","17",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854839","Magnoliophyta","Asterales","DC.","Minas Gerais",NA,NA,NA,NA,NA,"NY00854839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","784937","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","I. Mimura","451","1962","07","11","South America","Brazil","sheet",NA,"(planta 5 em 3 pedaços) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784937","Magnoliophyta","Asterales","DC.","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"NY00784937_01","Ca. 8,3 km SSE em linha reta da praça principal de Sao José dos Campos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","854840","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","P. Clausen","1121",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854840","Magnoliophyta","Asterales","DC.","Minas Gerais",NA,NA,NA,NA,NA,"NY00854840_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","854848","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","R. Goodland","487","1966","07","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928472' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854848","Magnoliophyta","Asterales","DC.","Goiás","Rio Verde","-50.9281","-17.7983",NA,NA,"NY00854848_01","26 km W of Rio Verde, S of road.","J. F. Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","854830","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","A. Macedo","3561","1952","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854830","Magnoliophyta","Asterales","DC.","Goiás","Anápolis","-48.9528","-16.3269",NA,NA,"NY00854830_01",NA,"N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","854818","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","G. L. Smith","878","1979","12","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854818","Magnoliophyta","Asterales","DC.","Goiás","Cristalina","-47.6133","-16.7686","1230","1230","NY00854818_01","5 mi S of Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 20:47:00-03","NY","NYBG","854841","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","L. Riedel","2318/840","1834","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854841","Magnoliophyta","Asterales",NA,"Minas Gerais",NA,NA,NA,NA,NA,"NY00854841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 20:10:00-03","NY","NYBG","00750273","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","D. R. Hunt","6294","1966","07","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=877961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750273","Magnoliophyta","Asterales",NA,"Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00750273_01","Near the city centre","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","806399","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","A. Löfgren","16171","1887","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806399","Magnoliophyta","Asterales","DC.","São Paulo",NA,NA,NA,NA,NA,"NY00806399_01","Sorocaba.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","854812","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","A. P. Duarte","8282","1964","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928057' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854812","Magnoliophyta","Asterales","DC.","Goiás",NA,NA,NA,NA,NA,"NY00854812_01","Goiania- Goiaz Velha desvio","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","854816","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","P. Clausen","1121",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854816","Magnoliophyta","Asterales","DC.","Minas Gerais",NA,NA,NA,NA,NA,"NY00854816_01",NA,"N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","854844","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","A. A. Lasseigne","4339","1974","07","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854844","Magnoliophyta","Asterales","DC.","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00854844_01","Area Preservão Permanente, Parque Nacional de Aqua Minerales, just north of Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","854819","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","H. S. Irwin","5202","1964","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854819","Magnoliophyta","Asterales","DC.","Distrito Federal","Brasília","-47.82","-15.65","700","1000","NY00854819_01","Chapada da Contagem, ca. 20 km E. of Brasília.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","854820","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","H. S. Irwin","9955","1965","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854820","Magnoliophyta","Asterales","DC.","Goiás","Cristalina","-47.6","-16.80422","1175","1175","NY00854820_01","Serra dos Cristais, ca. 6 km S. of Cristalina","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 18:47:00-03","NY","NYBG","806411","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","L. O. Williams","7276","1945","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806411","Magnoliophyta","Asterales",NA,"Minas Gerais","Betim","-44.1981","-19.9681","1000","1200","NY00806411_01","Slopes of Serra da Mutuca above Barreiros.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","784943","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","G. Eiten","2017","1960","06","22","South America","Brazil","sheet",NA,"(stem 3 of plant 3) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784943","Magnoliophyta","Asterales","DC.","São Paulo","Bragança Paulista","-46.5400009155273","-22.9500007629395","850","850","NY00784943_01","14.6 km. west along road from RR viaduct at Bragança Paulista. Disjunct area of campo cerrado, about 300 m. south of highway.","N. F. F. MacLeish","17597","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","784931","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","W. Mantovani","810","1980","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784931","Magnoliophyta","Asterales","DC.","São Paulo","Moji-Guaçu","-47.164784","-22.242395",NA,NA,"NY00784931_01","Martinho Prado, Reserva Biológica da Fazenda Campininha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","784939","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","G. Eiten","2894","1961","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784939","Magnoliophyta","Asterales","DC.","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"NY00784939_01","Ca. 8 1/2 km. S of main plaza at Sao José dos Campos, (along highway to Paraibuna), and 0.4 km. further south along dirt road.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","854824","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","H. S. Irwin","13732","1966","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854824","Magnoliophyta","Asterales","DC.","Goiás","Cristalina","-47.6","-16.84036","1200","1200","NY00854824_01","Serra dos Cristais, ca. 10 km S. of Cristalina","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","784942","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","G. Eiten","2894","1961","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784942","Magnoliophyta","Asterales","DC.","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"NY00784942_01","Ca. 8 1/2 km. S of main plaza at Sao José dos Campos, (along highway to Paraibuna), and 0.4 km. further south along dirt road.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","854828","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","E. P. Heringer","7003","1981","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854828","Magnoliophyta","Asterales","DC.","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00854828_01","Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","784940","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","G. Eiten","2894","1961","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150439' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784940","Magnoliophyta","Asterales","DC.","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"NY00784940_01","Ca. 8 1/2 km. S of main plaza at Sao José dos Campos, (along highway to Paraibuna), and 0.4 km. further south along dirt road.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-29 18:47:00-03","NY","NYBG","806406","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","J. B. E. Pohl","2838",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806406","Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,"NY00806406_01","Inter Corollino et Cazada Telha, Caldas nonovas.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","784930","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","G. G. Hatschbach","26718","1971","06","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784930","Magnoliophyta","Asterales","DC.","Paraná","Sengés","-49.4633","-24.1131",NA,NA,"NY00784930_01","Rio Cajuru.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00750272","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","H. S. Irwin","7975","1965","09","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=877960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750272","Magnoliophyta","Asterales","DC.","Distrito Federal","Brasília","-47.9297","-15.7797","1000","1000","NY00750272_01","Chapada da Contagem","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","784936","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","I. Mimura","451","1962","07","11","South America","Brazil","sheet",NA,"(planta 5 em 3 pedaços) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784936","Magnoliophyta","Asterales","DC.","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"NY00784936_01","Ca. 8,3 km SSE em linha reta da praça principal de Sao José dos Campos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","854817","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","J. H. Kirkbride Jr.","5341","1983","06","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854817","Magnoliophyta","Asterales","DC.","Distrito Federal","Brasília","-47.52","-15.55",NA,NA,"NY00854817_01","2 km NE de Córrego Sítio Novo","H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","854845","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","J. A. Ratter","R22","1967","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854845","Magnoliophyta","Asterales","DC.","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00854845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","784933","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","I. Mimura","451","1962","07","11","South America","Brazil","sheet",NA,"(planta 7) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784933","Magnoliophyta","Asterales","DC.","São Paulo","Sao José dos Campos","-45.88","-23.1703",NA,NA,"NY00784933_01","Ca. 8,3 km SSE em linha reta da praça principal de Sao José dos Campos.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","854831","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","R. Goodland","928","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854831","Magnoliophyta","Asterales","DC.","Minas Gerais",NA,NA,NA,NA,NA,"NY00854831_01","Triángulo region.","N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","854814","PreservedSpecimen","Plantae","Asteraceae","Chresta","sphaerocephala","Chresta sphaerocephala","A. F. M. Glaziou","s.n.","1892","12","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=928125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00854814","Magnoliophyta","Asterales","DC.","Minas Gerais",NA,NA,NA,NA,NA,"NY00854814_01",NA,"N. F. F. MacLeish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
