"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","493726","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. C. Cervi","3131","1990","10","08","Brazil","Santa Catarina","Itapema",NA,"-48.62","-27.15",NA,NA,NA,NA,"NY00493726","NY00493726_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432946' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03042221","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","91","2012","06","18","Brazil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia. vegetação halófila-psamófila.","-43.6277778","-23.0491666",NA,NA,NA,NA,"NY03042221","NY03042221_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3273738' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","493730","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","J. A. Mears","A. F. M. Glaziou","18422","1891",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00493730","NY00493730_01","Coll. and Comm. Dr. A. Glaziou <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432949' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2423116","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","53","2012","08","12","Brazil","Rio de Janeiro","Rio de Janeiro","Área de Proteção Ambiental de Marapendi, Praia da Reserva.","-43.4219","-23.0169",NA,NA,NA,NA,"NY02423116","NY02423116_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685287' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00837902","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"F. E. Drouet","2155","1935","08","01","Brazil","Ceará","Fortaleza","Urubú","-38.5431","-3.7172",NA,NA,NA,NA,"NY00837902","NY00837902_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930605' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03042347","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","144","2012","06","16","Brazil","Rio de Janeiro","Rio de Janeiro","Área de Proteção Ambiental de Grumari. vegetação halófila-psamófila.","-43.5347222","-23.05",NA,NA,NA,NA,"NY03042347","NY03042347_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3272940' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","493723","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","J. A. Mears","G. G. Hatschbach","17922","1967","11","22","Brazil","Paraná","Guaratuba","Barra do Sai","-48.5744","-25.8831",NA,NA,"3","3","NY00493723","NY00493723_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432945' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","493728","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","J. A. Mears","R. M. Harley","17100","1974","03","17","Brazil","Bahia",NA,"11 km S. of Santa Cruz Cabrália","-39.02","-16.37",NA,NA,NA,NA,"NY00493728","NY00493728_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432951' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","493732","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"G. T. Prance","28133","1982","12","01","Brazil","Pernambuco",NA,"Fernando de Noronha, vicinity of Praia do Sancho",NA,NA,NA,NA,NA,NA,"NY00493732","NY00493732_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432937' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2423109","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","254","2012","07","28","Brazil","Rio de Janeiro","Angra dos Reis","Reserva Biológica Estadual da Praia do Sul.","-44.2958","-23.1761",NA,NA,NA,NA,"NY02423109","NY02423109_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685271' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","493724","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","J. A. Mears","J. N. Rose","21140","1915","09","20","Brazil","São Paulo","Santos","Near Santos","-46.343102","-23.950077",NA,NA,NA,NA,"NY00493724","NY00493724_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432942' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03042223","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","13","2012","06","30","Brazil","Rio de Janeiro","Arraial do Cabo","Praia da Figueira. Área de Proteção Ambiental de Massambaba","-42.2030556","-22.9425",NA,NA,NA,NA,"NY03042223","NY03042223_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3273839' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","493720","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","T. M. Pedersen","T. M. Pedersen","12709","1979","12","14","Brazil","Santa Catarina","Imbituba","Imbituba","-48.6703","-28.24",NA,NA,NA,NA,"NY00493720","NY00493720_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432941' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","03042226","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","45","2012","06","24","Brazil","Rio de Janeiro","Casimiro de Abreu","Praião, Avenida Oceânica.","-41.981667","-22.568889",NA,NA,NA,NA,"NY03042226","NY03042226_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3273872' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","493734","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"W. G. F. Herter","644","1926","12",NA,"Uruguay","Montevideo",NA,"Loc. Dist. Malvin",NA,NA,NA,NA,NA,NA,"NY00493734",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432940' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03042334","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","174","2012","07","14","Brazil","Rio de Janeiro","Macaé","Entre as Lagoas Comprida e Carapebus. Parque Nacional da Restinga de Jurubatiba","-41.6375","-22.2731",NA,NA,NA,NA,"NY03042334","NY03042334_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3272612' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","493727","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"B. Rambo","50313","1951","07","15","Brazil","Santa Catarina","Florianópolis","In insula Florianopolis","-48.4934807","-27.5942613",NA,NA,NA,NA,"NY00493727","NY00493727_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432948' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-27 07:29:00-03","NY","NYBG","493733","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides",NA,NA,"J. R. Johnston","111","1903","07","08","Venezuela","Nueva Esparta",NA,"Island of Margarita",NA,NA,NA,NA,NA,NA,"NY00493733",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432939' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,NA,"Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2423077","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","128","2012","08","11","Brazil","Rio de Janeiro","Maricá","Área de Proteção Ambiental de Maricá.","-42.8436","-22.9625",NA,NA,NA,NA,"NY02423077","NY02423077_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685223' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","493725","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","J. A. Mears","R. Reitz","474","1953","04","08","Brazil","Santa Catarina","Araquari","Barra do Sul","-48.7219","-26.3703",NA,NA,"1","1","NY00493725","NY00493725_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432943' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","493731","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. Pereira","s.n.","1976","01","31","Brazil","Rio de Janeiro","Cabo Frio","Ponta do Ambrosio","-42.0183","-22.8794",NA,NA,NA,NA,"NY00493731","NY00493731_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432938' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","493722","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","J. A. Mears","A. Usteri","11043","1907","07","25","Brazil","São Paulo","Santos","Santos","-46.343102","-23.950077",NA,NA,NA,NA,"NY00493722","NY00493722_01","Ex. Herv. da Esc. polyt. de S. Paulo, s/nº <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=432944' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00837903","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears","J. A. Mears","H. L. de M. Barreto","290","1934","08","15","Brazil","Distrito Federal",NA,"Praia de Ipanema","-43.203403","-22.986968",NA,NA,NA,NA,"NY00837903","NY00837903_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930606' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2423078","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A.St.-Hil.) Mears",NA,"A. J. Castelo","225","2012","07","22","Brazil","Rio de Janeiro","Sao Joao da Barra","Reserva Particular do Patrimônio Natural Caruara, próximo a Lagoa de Iquipari","-41.0511016845703","-21.6403007507324",NA,NA,NA,NA,"NY02423078","NY02423078_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685224' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales",NA,"31235","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","493737","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides commersonii","(A.St.-Hil.) Mears","J. A. Mears","R. Reitz","107","1951","11","10","Brazil","Santa Catarina","Laguna","Laguna, S. Cat","-48.781687","-28.480425",NA,NA,"1","1","NY00493737","NY00493737_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=471259' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales","commersonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","341978","PreservedSpecimen","Plantae","Amaranthaceae","Telanthera","philoxeroides","Telanthera philoxeroides phyllantha","(Seub.) Mears",NA,"Martii Herbar. Florae Brasil.","517","1839",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00341978","NY00341978_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=593781' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Caryophyllales","phyllantha",NA,NA,"possible isolectotype",NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","18883","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears","Paschoal, M.E.S.","Amaral Jr., A.","40","1993","03","16","Brasil","São Paulo","Ubatuba","Praia Vermelha do Norte.",NA,NA,"9999","9999",NA,NA,"BOTU018883","BOTU018883","Pioneira, pecíolo arroxeado, botão floral branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007","09","29",NA,NA,NA,NA
"38","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","7467","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears",NA,"Ferreira Neto, J.P.","2","1979","11","03","Brasil","São Paulo","Peruíbe",NA,NA,NA,"9999","9999",NA,NA,"BOTU007467","BOTU007467","Vegetação de dunas, com plantas de hábito herbáceo e reptantes e alguns arbustos pequenos. Erva rasteira, vegetando na areia; apresenta inflorescência beje e caule avermelhado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","9693","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears",NA,"Noli, N.M.","17","1976","11","29","Brasil","São Paulo","Bertioga","Litoral do Estado de SP entre Bertioga e São Sebastião. Praia de Boracéia.",NA,NA,"9999","9999",NA,NA,"BOTU009693","BOTU009693","Dunas. Planta rasteira, caule sucoso, flores brancas, não apresentam aroma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","49","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears",NA,"Pinhão, M.I.C.","2","1973","09","02","Brasil","São Paulo","Peruíbe","Praia do Jardim Marcia, a mais ou menos 200m da praia.",NA,NA,"9999","9999",NA,NA,"BOTU000049","BOTU000049","Terreno arenoso, úmido. Planta rasteira, herbácea, caule vermelho. Flores pequenas, brancas, não vistosas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","48","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears","Amaral Jr., A.","Gil, A.R.","2","1973","09","02","Brasil","São Paulo","Peruíbe","Praia do Jardim Marcia, a mais ou menos 200m da praia.",NA,NA,"9999","9999",NA,NA,"BOTU000048","BOTU000048","Terreno arenoso, úmido. Planta rasteira, herbácea, caule vermelho, flores pequenas, brancas, não vistosas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974","06","06",NA,NA,NA,NA
"42","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","16515","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears",NA,"Carmello, S.M.","11","1987","10",NA,"Brasil","São Paulo","Itanhaém",NA,"-46.783333","-24.166667","46°47'w","24°10's",NA,NA,"BOTU016515","BOTU016515","Inflorescência branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","12647","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears","Furlan, A.","Gemtchújnicov, I.D.",NA,"1972","01","30","Brasil","Minas Gerais","Itaobim","Vale do Jequitinhonha.",NA,NA,"9999","9999",NA,NA,"BOTU012647","BOTU012647","Plantação de milho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","01","02",NA,NA,NA,NA
"44","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","55","PreservedSpecimen","Plantae","Amaranthaceae","Blutaparon","portulacoides","Blutaparon portulacoides","(A. St.-Hil.) Mears","Amaral Jr., A.","Pupatto, L.L.","2","1973","09","02","Brasil","São Paulo","Peruíbe","Praia do Jardim Marcia, a mais ou menos 200m da praia.",NA,NA,"9999","9999",NA,NA,"BOTU000055","BOTU000055","Terreno arenoso, úmido. Planta rasteira, herbácea, caule vermelho, flores pequenas, brancas, não vistosas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974","06","06",NA,NA,NA,NA
