"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","infraspecificEpithet"
"11","2020-10-14 10:03:57-03","FURB","FURB","56192","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Kassner-Filho, A.","2017","11","23","Kassner-Filho, A.","2017","11","23","Brasil","Santa Catarina","Guaramirim","Jaqua-açu.","-49.0416666","-26.5336111","-49.0416666","-26.5336111","flor esverdeada Habitat: interior do fragmento Habito: epífita","FURB56192","FURB56192",NA,NA,"1571",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-10-14 10:03:57-03","FURB","FURB","66342","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Kassner-Filho, A.","2019","11","20","Kassner-Filho, A.","2019","11","20","Brasil","Santa Catarina","São José","U.A. 352.","-48.6894444","-27.5402777","-48.6894444","-27.5402777","flor esverdeada Habitat: interior do fragmento Habito: epífita","FURB66342","FURB66342",NA,NA,"5548",NA,NA,NA,NA,"130","130",NA,NA,NA
"13","2020-12-21 16:38:16-03","MBM","MBM","49093","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1952","11","02","Brazil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM049093","MBM049093",NA,NA,"2802","Southern America",NA,"41937","auto",NA,NA,NA,NA,NA
"14","2020-12-21 16:38:16-03","MBM","MBM","397458","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Ariati, V.",NA,NA,NA,"Ariati, V.","2013","12","04","Brazil","Paraná","Guaratuba","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.5746994018555","-25.8827991485596",NA,NA,"Flor verde, labelo branco com listras roxas grossas, lóbulo central com pilosidade.; Floresta Ombrófila Densa. Cultivada até florir.","MBM397458","MBM397458",NA,NA,"843","Southern America",NA,"41937","auto",NA,NA,NA,NA,NA
"15","2020-12-21 16:38:16-03","MBM","MBM","49094","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1965","11","30","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM049094","MBM049094",NA,NA,"13187","Southern America",NA,"38300","auto",NA,NA,NA,NA,NA
"16","2020-12-21 16:38:16-03","MBM","MBM","55220","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1977","11","11","Brazil","Paraná","Morretes","Fartura","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM055220","MBM055220",NA,NA,"40498","Southern America",NA,"30514","auto",NA,NA,NA,NA,NA
"17","2015-09-04 03:54:46-03","MNHN","RECOLNAT_MNHN_P","P00455839","PreservedSpecimen",NA,"Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.",NA,NA,NA,NA,"Dusén, P.","1914","10","21","Brésil",NA,NA,"Parana : Villa Velha in rupibus",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455839' target='other'> <mi>dwc_moreinfo</mi></a>","P00455839","P00455839_01",NA,NA,NA,NA,"hb",NA,NA,NA,NA,"15836",NA,NA
"18","2012-04-24 10:11:00-03","MO","MOBOT","2811943","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Pabst",NA,NA,NA,"Per Dusén","1915","12","30","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dusén 80","South America",NA,NA,NA,"875.00000000",NA,NA,NA,NA
"19","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","22802","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","E.C. Smidt",NA,NA,NA,"E.C. Smidt",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Ilha Anchieta","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"Tracheophyta","Asparagales",NA,"América do Sul",NA,"34265","auto",NA,NA,NA,"Liliopsida",NA
"20","2014-11-06 16:18:13-02","UFPB","EAN","5680","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl",NA,NA,NA,NA,"L. P. Felix ; G. V. Dornelas","1987","01","01","Brasil","Minas Gerais","Serro",NA,"-43.3794","-18.6047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA
"21","2021-03-25 13:53:02-03","UNIVILLE","JOI","16934","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","MANCINELLI, W.S.","2017","03","02","BILK, K.D.; CRUZ DE LIMA; A.R.; PAGANI, A.; SILVA, M.M. da; SILVA, J.C.S.","2016","01","15","Brasil","Santa Catarina","Joinville","Fazenda ABAETE. Área de Proteção Ambiental da Serra Dona Francisca","-49.125556","-26.180278","49º7'32''W","26º10'49''S","epífita","JOI016934",NA,NA,NA,"73",NA,NA,NA,NA,"740","740",NA,NA,NA
"22","2021-03-25 13:53:02-03","UNIVILLE","JOI","16612","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Mancinelli, W. S.","2015","11","18","Mancinelli, W.S.","2015","11","18","Brasil","Santa Catarina","Joinville","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,"; HABITO: Epífita","JOI016612",NA,NA,NA,"1539",NA,NA,"37150","auto",NA,NA,NA,NA,NA
"23","2019-07-09 12:43:17-03","F","FMNH-SEEDPLANTS","V0435651F","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora",NA,"RRC ID Flag",NA,NA,NA,"F. C. Hoehne","1929","12","14","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,"V0435651F","V0435651F_01 V0435651F_02","Spermatophyta",NA,"25610","South America",NA,NA,NA,NA,NA,"25610","Monocotyledoneae",NA
"24","2019-07-09 12:43:17-03","F","FMNH-SEEDPLANTS","V0435652F","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora",NA,"RRC ID Flag",NA,NA,NA,"R. Lange","1910","1","13","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"V0435652F","V0435652F_01 V0435652F_02","Spermatophyta",NA,"5","South America",NA,NA,NA,"500",NA,"5","Monocotyledoneae",NA
"25","2019-07-09 12:43:52-03","F","FMNH-SEEDPLANTS","V0435653F","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora",NA,"RRC ID Flag",NA,NA,NA,"P. Dusén","1914","10","21","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"V0435653F","V0435653F_01 V0435653F_02","Spermatophyta",NA,"15836","South America",NA,NA,NA,"500",NA,"15836","Monocotyledoneae",NA
"26","2020-08-20 20:37:50-03","UFSC","FLOR","43922","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Lenzi, M.","2011",NA,NA,"Lenzi, M.","2010","04","17","Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.833611","-27.796111","48º50'1''W","27º47'46''S","holoepífito. Floração observada de fevereiro a abril.","FLOR0043922",NA,NA,"Asparagales","89",NA,NA,NA,NA,"345","345",NA,NA,NA
"27","2020-08-20 20:37:50-03","UFSC","FLOR","2687","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora inodora",NA,"Pabst, G.","1971",NA,NA,"Bresolin, A.","1970","12","09","Brasil","Santa Catarina","Florianópolis","Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"epífito, flor verde, labelo róseo-amarelado","FLOR0002687",NA,NA,"Asparagales","35",NA,NA,"27000","auto","400","400",NA,NA,"inodora"
"28","2020-08-20 14:54:43-03","UFSC","FLOR","2443","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora inodora",NA,NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","1969","12","16","Brasil","Santa Catarina","Florianópolis","Tapera, Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor amarelo-claro","FLOR0002443",NA,NA,"Asparagales","8498",NA,NA,"27000","auto","300","300",NA,NA,"inodora"
"29","2020-08-20 14:54:43-03","UFSC","FLOR","2444","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora inodora",NA,NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","1969","12","18","Brasil","Santa Catarina","Florianópolis","Tapera, Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor esverdeada","FLOR0002444",NA,NA,"Asparagales","8439",NA,NA,"27000","auto","300","300",NA,NA,"inodora"
"30","2020-08-20 20:37:50-03","UFSC","FLOR","2573","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Pabst, G.","1974",NA,NA,"Bresolin, A.","1974","01","15","Brasil","Santa Catarina","Imaruí","Alto Rio d#?#Una.","-48.8199996948242","-28.3414001464844",NA,NA,"epífito, flor creme. Exemplar único.","FLOR0002573",NA,NA,"Asparagales","1108",NA,NA,"29971","auto","300","300",NA,NA,NA
"31","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Burchell, WJ",NA,NA,NA,"?",NA,NA,"inter Rio Grande et Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3638",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Libon, J",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Burchell, WJ","1826","12","16","Brazil","São Paulo","Cubatão","IBB/Cubatão, SP, in the middlepart , about 2/3 of the Ascent up The Serra de Cubatão","-46.416667","-23.883333","-46.416667","-23.883333",NA,NA,NA,NA,NA,"3638","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"34","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Libon, J",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"35","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Lemons",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"36","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,"Floret Aprili - Maio",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Sellow, F",NA,NA,NA,"Brazil",NA,NA,"in Brasilia austro-orientali loco accurato haud indicato",NA,NA,NA,NA,"Floret Aprili - Maio",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:11:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Bifrenaria","fragrans","Bifrenaria fragrans","Barb.Rodr.",NA,NA,NA,NA,"Lemons",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.(Hort.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 12:52:10-03","UFRGS","ICN","133989","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.","Pabst, G",NA,NA,NA,"Bresolin, A","1970","12","09","Brasil","SC","Florianópolis","Ilha de Santa Catarina Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,"Doação do Herbário do Centro de Pesquisas e Estudos Botânicos.; Flor verde; labelo róseo-amarelado.; Pedreira. Epífito.","ICN00039243",NA,"Monocotyledon",NA,"35","América do Sul",NA,"27000","auto","400","400",NA,NA,NA
"40","2021-02-08 12:52:10-03","UFRGS","ICN","015163","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora xanthina","Lindl.","Pabst, GFJ","1952","08","06","Dutra, J","1934","12","08","Brasil","RS","Osório","Porto da Cachoeira","-50.2696990966797","-29.8866996765137",NA,NA,"Espécie ameaçada de extinção (Em perigo).","ICN00039242",NA,"Monocotyledon",NA,"1163","América do Sul",NA,"27350","auto",NA,NA,NA,NA,"xanthina"
"41","2021-03-03 22:00:02-03","FLAS","FLAS","218070","PreservedSpecimen","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.",NA,NA,NA,NA,"Mark Whitten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"[Label footing:] Voucher for NSF Grant Systematics of Maxillariinae (Orchidaceae): Generic Delimitation, Pollinator Rewards, and Pollination",NA,NA,NA,NA,"2013",NA,"Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:12:52-03","IBt","SP","31565","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.",NA,NA,NA,NA,"Spannagel, C","1933","10",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,NA,NA,"376",NA,NA,"36524","auto",NA,NA,NA,NA,NA
"43","2019-11-21 10:12:52-03","IBt","SP","9105","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.",NA,NA,NA,NA,"Gehrt, A","1923","11","22","Brasil","São Paulo","Cubatão",NA,"-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"15123","auto",NA,NA,NA,NA,NA
"44","2019-11-21 10:12:52-03","IBt","SP","27161","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.",NA,NA,NA,NA,"Edwall, G","1896","11",NA,"Brasil","São Paulo","Santo André","Em cultivo da Comm. do Alto da Serra.","-46.5299987792969","-23.6599998474121",NA,NA,"Epífita, semi 4-costadas, fl. grande, verde, lab. viol. estrias.","SP009562","SP009562",NA,NA,"CGG3361",NA,NA,"27258","auto",NA,NA,NA,NA,NA
"45","2019-11-21 10:12:52-03","IBt","SP","25610","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.",NA,NA,NA,NA,"s.col.","1929","12","14","Brasil","São Paulo","Santo André","Encostas da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"27258","auto",NA,NA,NA,NA,NA
"46","2019-11-21 10:12:52-03","IBt","SP","4584","S","Plantae","Orchidaceae","Bifrenaria","inodora","Bifrenaria inodora","Lindl.",NA,NA,NA,NA,"Gehrt, A","1920","11","22","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"53584","auto",NA,NA,NA,NA,NA
