"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","class","coordinatePrecision","geoFlag","individualCount"
"11","2019-08-16 08:38:36-03","UTFPR","HCF","22614","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","J. Gaio","2016","03","24","J. Gaio","499","2015","11","21","Brasil","RS","Osório","próximo à lagoa do Peixoto","-50.234722","-29.856944","50°14'05 W","29°51'25 S","8","8","Subarbusto subereto à ereto com lígulas rosadas. Espécie ameaçada (EN). Em área antropizada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:16:48-03","MBM","MBM","101385","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt.) Cabrera","Robinson, H.",NA,NA,NA,"Hatschbach, G.","49362","1985","05","21","Brazil","Santa Catarina","Imbituba","Ibiraquara","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"MBM101385","MBM101385",NA,NA,"Southern America",NA,NA,"18719","auto",NA
"13","2020-12-21 16:16:48-03","MBM","MBM","74884","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt.) Cabrera","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","44891","1982","05","09","Brazil","Santa Catarina","Laguna","Farol Santa Maria","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM074884","MBM074884",NA,NA,"Southern America",NA,NA,"21199","auto",NA
"14","2020-12-21 16:16:48-03","MBM","MBM","153488","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt.) Cabrera","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","57878","1992","08","20","Brazil","Santa Catarina","Araranguá","Praia Morro dos Conventos","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,NA,"MBM153488","MBM153488",NA,NA,"Southern America",NA,NA,"19353","auto",NA
"15","2020-12-21 16:16:48-03","MBM","MBM","56333","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt.) Cabrera","Zardini, E.M.",NA,NA,NA,"Hatschbach, G.; Zardini, E.M.; Zardini, E.M.","41008","1978","02","12","Brazil","Santa Catarina","Imbituba","Itapira","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"MBM056333","MBM056333",NA,NA,"Southern America",NA,NA,"18719","auto",NA
"16","2020-12-21 16:16:48-03","MBM","MBM","21154","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt.) Cabrera","Cabrera, A.L.",NA,NA,NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","29365","1972","03","31","Brazil","Santa Catarina","Laguna","Mar Grosso","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM021154","MBM021154",NA,NA,"Southern America",NA,NA,"21199","auto",NA
"17","2008-05-27 22:02:00-03","MO","MOBOT","3360320","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","H. Robinson",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 49362","1985",NA,NA,"Brazil","Santa Catarina",NA,"Ibiraquara (mun. Imbituba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","3360480","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 44891","1982",NA,NA,"Brazil","Santa Catarina",NA,"Farol Sta. Marta (mun. Laguna).",NA,NA,NA,NA,"3.00000000","5.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA
"19","2021-01-26 14:12:26-03","CPACT","ECT","3811","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","G.Heiden","2017","01","01","G.Heiden; B.F.P.Loeuille | C.T.Oliveira | C.M.Siniscalchi","1997","2012","10","23","Brasil","Rio Grande do Sul","Torres","Parque Estadual de Itapeva. Praia da Guarita. Campos de clima temperado (pampas), em vegetação de restinga nas dunas semi-estabilizadas.","-49.735833","-29.3575","49º44'9''W","29º21'27''S","1","1",NA,"ECT0003811","ECT0003811","Embryophyta",NA,NA,NA,NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","1281014","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.",NA,NA,NA,NA,"P. K. Dusén","8421","1909","6","24","Brazil","Santa Catarina",NA,"Santa Catharina, Laguna in arena mobili",NA,NA,NA,NA,NA,NA,NA,"US01710151","US01710151_01",NA,"Asterales","South America",NA,"Dicotyledonae",NA,NA,"1"
"21","2020-09-12 05:00:02-03","US","US","3112545","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.",NA,NA,NA,NA,"G. Hatschbach","49362","1985","5","21","Brazil","Santa Catarina",NA,"Ibiraquara (mun. Imbituba)",NA,NA,NA,NA,NA,NA,NA,"US01710153","US01710153_01",NA,"Asterales","South America",NA,"Dicotyledonae",NA,NA,"1"
"22","2020-09-12 05:00:02-03","US","US","1617329","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.",NA,NA,NA,NA,"F. C. Hoehne","24438","1929","10","19","Brazil","Santa Catarina",NA,"Praia de Laguna, St. Catharina",NA,NA,NA,NA,NA,NA,NA,"US01710152","US01710152_01",NA,"Asterales","South America",NA,"Dicotyledonae",NA,NA,"1"
"23","2019-11-13 11:16:30-03","USP","SPF","228103","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Heiden, G","2017","10",NA,"Heiden, G","1052","2009","05","25","Brasil","Rio Grande do Sul","Rio Grande","Ilha dos Marinheiros, Marambaia.","-52.100556","-31.996944","-52.100556","-31.996944","4","4",NA,"SPF00228103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-01 14:54:19-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Hatschbach, G","1982","06",NA,"Hatschbach, G","44891","1982","05","09","Brasil","Santa Catarina","Laguna","Farol Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,"3","5","Decumbente. Capítulos amarelos, ligulas alvas",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,"21199","auto",NA
"25","2020-08-20 14:55:15-03","UFSC","FLOR","60260","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Heiden, G.","2018","12","03","Nuernberg, A.","812","2012","11","07","Brasil","Santa Catarina","Florianópolis","PAERVE - Parque Estadual do Rio Vermelho.","-48.420833","-27.526944","48º25'15''W","27º31'37''S","15","15","Herbáceo, flor branca. Coordenadas do Parque. Habitat: Restiga herbácea, duna fixa","FLOR0060260","FLOR0060260",NA,"Asterales",NA,NA,NA,NA,NA,NA
"26","2020-08-20 14:55:15-03","UFSC","FLOR","66663","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Schneider, A.","2007","05","15","Martins, R.","112","2007","03","07","Brasil","Santa Catarina","Imbituba","Ibiraquera.","-48.670556","-28.240556","48º40'14''W","28º14'26''S",NA,NA,NA,"FLOR0066663","FLOR0066663",NA,"Asterales",NA,NA,NA,NA,NA,NA
"27","2020-08-20 14:55:15-03","UFSC","FLOR","48525","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Mello, A.S.","2011","06","10","Nuernberg, A.; Mello, A.S.","1092","2011","06","10","Brasil","Santa Catarina","Araranguá","Morro dos conventos.","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"herbáceo, flor branca","FLOR0048525",NA,NA,"Asterales",NA,NA,NA,"19353","auto",NA
"28","2020-08-20 14:55:15-03","UFSC","FLOR","50317","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Heiden, G.","2018","12","03","Nuernberg, A.; Mello, A.S.","404","2011","11","09","Brasil","Santa Catarina","Florianópolis","Lagoinha Pequena, Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"herbácea, flor presente Habitat: restinga herbácea","FLOR0050317","FLOR0050317",NA,"Asterales",NA,NA,NA,"27000","auto",NA
"29","2021-02-08 12:36:49-03","UFRGS","ICN","146317","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Trevisan, R",NA,NA,NA,"Trevisan, R","561","2005","12","15","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"com flores liguladas brancas e róseas; campo arenoso",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"15808","auto",NA
"30","2021-02-08 12:36:49-03","UFRGS","ICN","119695","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Schneider, AA",NA,NA,NA,"Rodrigues, RS","118","1996","03","23","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Erva, em beira de mata de restinga.",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"15808","auto",NA
"31","2021-02-08 12:36:49-03","UFRGS","ICN","028248","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Zardini, EM",NA,NA,NA,"Baptista, LRM; Lorscheitter, ML","s.n.","1972","07","10","Brasil","RS","Torres","Parque de Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Série 5.15; Dunas",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA
"32","2021-02-08 12:36:49-03","UFRGS","ICN","186390","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.",NA,NA,NA,NA,"Schmidt-Silveira, F","407","2012","11","08","Brasil","RS","Viamão","Águas Claras, Banhado dos Pachecos","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Campo arenoso com braquiaria",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"41667","auto",NA
"33","2021-02-08 12:36:49-03","UFRGS","ICN","161990","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Setubal, R",NA,NA,NA,"Setubal, R","892","2004","02","12","Brasil","SC","Imbituba","Praia da Ferrugem","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,"sub-arbusto; em duna próxima ao mar",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"18719","auto",NA
"34","2021-02-08 12:36:49-03","UFRGS","ICN","169510","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Ritter, MR","2010","07","21","Menezes, LS","104","2010","02","07","Brasil","RS","Imbé","margem norte da laguna Tramandaí","-50.128101348877","-29.9752998352051",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"11309","auto",NA
"35","2021-02-08 12:36:49-03","UFRGS","ICN","007213","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Zardini, EM",NA,NA,NA,"Vianna, EC","s.n.","1969","11","22","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA
"36","2021-02-08 12:36:49-03","UFRGS","ICN","141968","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Palma, C",NA,NA,NA,"Palma, C","10","2005","07","09","Brasil","RS","Torres","Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dunas frontais",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA
"37","2021-02-08 12:36:49-03","UFRGS","ICN","009107","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Zardini, EM",NA,NA,NA,"Lindeman, JC; Porto, ML","s.n.","1971","11","15","Brasil","SC","Araranguá","Morro do Conventos, E de Araranguá","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Flórulas lig. brancas, tub. amarelas; Na costa sul com resto de matinho baixo (ca. 4m alt.) na margem E da chapada, beira de estrada",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"19353","auto",NA
"38","2021-02-08 12:36:49-03","UFRGS","ICN","020797","S","Plantae","Asteraceae","Noticastrum","psammophilum","Noticastrum psammophilum","(Klatt) Cuatrec.","Zardini, EM",NA,NA,NA,"Schultz, AR","s.n.","1972","11","05","Brasil","SC","Araranguá","Morro dos Conventos","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Capítulos róseos; Entre paredão e dunas, baixada úmida",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,"19353","auto",NA
