"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","identifiedBy","coordinatePrecision","geoFlag","class","order","yearIdentified","monthIdentified","dayIdentified","continentOcean","relatedCatalogItem","imagecode","phylum","fieldNumber","preparationType","individualCount","typeStatus"
"12","2020-02-08 09:38:23-03","NBC","NL-BOTANY","L.1755305","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Fiebrig K",NA,"1902","11","01","Paraguay",NA,NA,"Cordillera de Altos.",NA,NA,NA,NA,NA,NA,"NL-L1755305","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1755305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Spichiger R-E",NA,NA,"Magnoliopsidae","Magnoliales","1983","05","01","Southern America","L 0180398 | 907135907","NL-L1755305",NA,NA,NA,NA,NA
"13","2020-02-08 09:38:23-03","NBC","NL-BOTANY","L.1755306","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Herzog T",NA,"1910","11","01","Bolivia",NA,NA,"Villa montes.",NA,NA,NA,NA,NA,NA,"NL-L1755306","Haüfiger Strauch an Buschwald bei Villa Montes.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1755306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Fries RE",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","L 0180399 | 91815275","NL-L1755306",NA,NA,NA,NA,NA
"14","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1062799","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Jardim A; Mamani F",NA,"1996","11","11","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1062799","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Maas PJM",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0135492","NL-U1062799",NA,NA,NA,NA,NA
"15","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1062800","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Michel R de",NA,"1982","01","08","Bolivia","Santa Cruz",NA,"Dpto. Santa Cruz, Prov. Cordillera, Alto ParapetÝ.",NA,NA,NA,NA,NA,NA,"NL-U1062800","Bosque natural, en depresión de ladera.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0123869","NL-U1062800",NA,NA,NA,NA,NA
"16","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1062801","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Vargas Caballero IG",NA,"1994","11","13","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1062801","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1062801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Nee MH",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0149311","NL-U1062801",NA,NA,NA,NA,NA
"17","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071828","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Krapovickas A; et al.",NA,"1994","10","25","Paraguay","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1071828","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071828 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Tressens SG",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0103174","NL-U1071828",NA,NA,NA,NA,NA
"18","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071833","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Zardini EM; Guerrero L",NA,"1993","12","22","Paraguay",NA,NA,"Estancia Lago Ypoá, Cerro Lima","-57.4","-26.033333","-57.4","-26.033333",NA,NA,"NL-U1071833","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Maas PJM",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0012547","NL-U1071833",NA,NA,NA,NA,NA
"19","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071834","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Zardini EM; Guerrero L",NA,"1994","10","14","Paraguay",NA,NA,"Boundary between Estancia Bello Horizonte and Estancia Garay-Cue","-57.352","-22.758167","-57.352","-22.758167",NA,NA,"NL-U1071834","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Maas PJM",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0012548","NL-U1071834",NA,NA,NA,NA,NA
"20","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071835","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Zardini EM; Guerrero L",NA,"1994","09","16","Paraguay",NA,NA,"Estancia Belo Horizonte","-57.4215","-22.791667","-57.4215","-22.791667",NA,NA,"NL-U1071835","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071835 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Maas PJM",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0012549","NL-U1071835",NA,NA,NA,NA,NA
"21","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071836","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Krapovickas A; et al.",NA,"1994","10","21","Paraguay","San Pedro",NA,NA,"-56.4","-24.366667","-56.4","-24.366667",NA,NA,"NL-U1071836","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071836 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Schinini A",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0145026","NL-U1071836",NA,NA,NA,NA,NA
"22","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071837","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Pires JM; Furtado PP",NA,"1980","10","23","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1071837","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliopsidae","Magnoliales","1992","08","01","Southern America","U 0145027","NL-U1071837",NA,NA,NA,NA,NA
"23","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071831","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Zardini EM; Aquino P",NA,"1993","01","27","Paraguay","Central",NA,NA,"-57.166667","-25.683333","-57.166667","-25.683333",NA,NA,"NL-U1071831","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071831 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Spichiger R-E",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0114485","NL-U1071831",NA,NA,NA,NA,NA
"24","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071830","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Zardini EM; Aquino P",NA,"1993","01","27","Paraguay","Central",NA,NA,"-57.166667","-25.683333","-57.166667","-25.683333",NA,NA,"NL-U1071830","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Spichiger R-E",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0114486","NL-U1071830",NA,NA,NA,NA,NA
"25","2020-02-08 09:38:23-03","NBC","NL-BOTANY","U.1071832","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Dubs B",NA,"1987","10","24","Brazil","Mato Grosso",NA,"Fda. Salina, Pantanal do rio Negro","-56.166667","-19.5","-56.166667","-19.5",NA,NA,"NL-U1071832","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1071832 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Dubs B",NA,NA,"Magnoliopsidae","Magnoliales",NA,NA,NA,"Southern America","U 0011076","NL-U1071832",NA,NA,NA,NA,NA
"26","2020-11-19 10:22:34-03","CPAP","CPAP","23025","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Pott, A.","9426","2001","09","17","Brasil","MS","Corumbá","Reserva Acurizal (Ecotropica), Serra do Amolar, lado oeste do Pantanal","-57.55","-17.833333","57°33' W","17°50' S",NA,NA,NA,"Arbusto 1-3m de altura. com flores esbranquiçadas e frutos ausentes. Beira da Baía Acurizal. Interesse frutífera, . Frequente.. Vegetação ciliar inundável, perturbada,. Solo: litólico, superfície siltosa,. Relevo: barranco fluvial. <ll>dwc_commonname:</ll> Ata-Br","A. Pott",NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-19 10:22:34-03","CPAP","CPAP","2630","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Pott, A.","2347","1986","11","20","Brasil","MS","Corumbá","Fazenda Sagrado; Sub-região do Abobral; Pantanal","-57","-19.5","57°00' W","19°30' S","90","90",NA,"Arbusto. INTERESSE: Levantamento florístico. AMBIENTE: Borda externa de caapão (ilha de mata), pouco alagável. SUBSTRATO: planossolo. RELEVO: plano.","R. Mello Silva",NA,NA,NA,NA,"1992","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:22:34-03","CPAP","CPAP","5103","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Ratter, J. A.","5940","1987","11","12","Brasil","MS","Corumbá","Fazenda Acurizal; Sub-região do Nabileque; Pantanal","-57.166667","-19.633333","57°10' W","19°38' S",NA,NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Ata-do-campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-19 10:22:34-03","CPAP","CPAP","5941","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Pott, A.","4627","1989","02","18","Brasil","MS","Porto Murtinho","Próximo ao Hotel dos Camalotes e da casa de bomba do DNOS - Pantanal","-57.883333","-21.65","57°53' W","21°39' S","100","100",NA,"Arbusto 25m de altura. Pecíolo pubescente. FLOR: não vista. FRUTO: vermelho. INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Mata chaquenha, aberta, alagável. SUBSTRATO: solo argiloso pesado. RELEVO: plano.","A. Pott",NA,NA,NA,NA,"1997","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:22:34-03","CPAP","CPAP","7850","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Resende, E. K.","04","1990","07","26","Brasil","MS","Corumbá","Quase no final da estrada da lagoa do Jacadigo indo pelo Assentamento do Tamarineiro","-57.65","-19.016667","57°39' W","19°01' S","140","140",NA,"Arvoreta. FLOR: não vista. FRUTO: amarelo. INTERESSE: Comestivel.. FREQUÊNCIA: . AMBIENTE: Vegetação secundária. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:22:34-03","CPAP","CPAP","5148","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Ratter, J. A.","6010","1987","11","17","Brasil","MS","Corumbá","Santa Cruz, Serra do Urucum","-57.55","-19.133333","57°33' W","19°08' S",NA,NA,NA,". FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:22:34-03","CPAP","CPAP","24575","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Pott, A.","13911","2006","02","07","Brasil","MS","Aquidauana","Próximo à ponte do rio Taboco (rodovia MS-) e da sede da Fazenda Taboco, sub-região de Aquidauana, Pantanal","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,"Arbusto 2m de de altura.fruto para fauna.Esparsa..Floresta ripária perturbada ou secundária. Solo: aluvial areno-siltoso. Relevo: plano.","A. Pott","212961","auto",NA,NA,"2006","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:22:34-03","CPAP","CPAP","24493","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Pott, A.","13675","2005","11","18","Brasil","MT","Barão de Melgaço","Retiro São Bento, entre São João de Joselândia e a resErva do SESC, sub-região de Barão de Melgaço, Pantanal.","-55.9674987792969","-16.1944007873535",NA,NA,NA,NA,NA,"Arbusto 1-2 m de altura. Flor creme-amerelada e fruto ausente. Cambarazal (Vochysia divergens). Solo: siltoso. Relevo: plano com micro. Relevo:. Frutífera.","A. Pott","145819","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:22:34-03","CPAP","CPAP","6451","PreserverdSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","Pott, A.","4981","1989","10","05","Brasil","MT","Poconé","Fazenda Porto Jofre; Sub-região de Poconé; Pantanal - retiro Santa Isabel","-56.783333","-18.816667","56°47' W","18°49' S","90","90",NA,"Arbusto 1-2m de altura. FLOR: amarelada. FRUTO: não visto. INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Piuval (savana alagável com Tabebuia heptaphylla). SUBSTRATO: solo arenoso na superfície (planossolo). RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:40:44-03","UFMS","CGMS","23076","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A.L.B. Sartori; F. Matos-Alves","1077","2007","12","05","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro-Comercial Aubi (ex-São Roque).","-57.6880555","-21.6844444","-57,6880555","-21,6844444",NA,NA,"CGMS1052483","Flor com sépalas amarelas e base vinácea. Fruto imaturo verde. Estames amarelo-claros. Folhas manchadas com odor agradável. Habitat: Chaco. Savana Estépica Arbórea, senso IBGE. Habito: Arbusto. 1,50m de altura.","A.L.B. Sartori",NA,NA,NA,NA,"2012","08","30",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:40:44-03","UFMS","CGMS","16615","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","J.M. Longo; L.P. Tadei; A.G. Boaretto","56","2004","10","31","Brasil","Mato Grosso do Sul","Paraíso","Fazenda Potreiro do Sucuriú.","-53.0072222","-19.0005556","-53,0072222","-19,0005556",NA,NA,"CGMS1045913","Flor creme. Odor adocicado. Habitat: Cerrado. Habito: Arbusto.","A. Pott; V.J. Pott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:40:44-03","UFMS","CGMS","52404","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","G.A. Damasceno-Junior; P.R. Souza; D.C. Costa; E.C. Bertazzoni; R.J.B. Gomes; K.R. Laitart","4784","2007","03","26","Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque.","-57.4833333","-19.2166667","-57,4833333","-19,2166667","180","180","CGMS001592",NA,"G.A. Damasceno-Junior",NA,NA,NA,NA,"2007","03","26",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:40:44-03","UFMS","CGMS","70171","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; V.J. Pott","14532","2007","09","19","Brasil","Mato Grosso do Sul","Dois Irmãos do Buriti","15 Km a oeste da Rodovia MS-162, 15Km W de Dois Irmãos do Buriti.","-55.4233334","-20.7397222","-55,4233334","-20,7397222","290","290","CGMS1069556",NA,"A. Pott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:40:44-03","UFMS","CGMS","41036","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","G.A. Damasceno-Junior; A.G.Boaretto; C.A. Carollo; R.H. Silva; A.R.Q. Paredes","5338","2013","11","16","Brasil","Mato Grosso do Sul","Corumbá","Beira da estradada parque, caminho para as mineradoras.","-57.6177778","-19.0925","-57,6177778","-19,0925",NA,NA,"CGMS1071020",NA,"G.A. Damasaceno-Junior",NA,NA,NA,NA,"2013","11","16",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:40:44-03","UFMS","CGMS","60040","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; V.J. Pott","16323","2012","02","13","Brasil","Mato Grosso do Sul","Ladário","Arredores da Estação de Tratamento de Esgoto, próximo ao Conjunto Habitacional Mutirão, Bairro Mangueiral.","-57.6005556","-19.0177778","-57,6005556","-19,0177778","146","146","CGMS1093043","Flor creme amarelada. Fruto ausente. Habitat: Vegetação secundária. Solo argiloso mal drenado, sobre rocha calcária. Relevo leve inclinado. Habito: Arbusto. 1,60 m de altura. Esparso.","A. Pott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:40:44-03","UFMS","CGMS","41125","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","T.E. Lima; A.L.B. Sartori; E.S.S. Lima; F.J. Kochanovski","177","2011","10","01","Brasil","Mato Grosso do Sul","Porto Murtinho","Estrada para Fazenda CampoFlorido.","-57.7194445","-21.6861111","-57,7194445","-21,6861111",NA,NA,"CGMS1071113","Botão floral verde. Habitat: Chaco Arborizado. Habito: Arbusto.","T.E. Lima",NA,NA,NA,NA,"2011","10","01",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:40:44-03","UFMS","CGMS","60454","PreservedSpecimen","Plantae","Annonaceae","Annona","nutans","Annona nutans","(R.E.Fr.) R.E.Fr.","A. Pott; P.R. Souza; A.A. Spielmann","16154","2011","09","21","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Paliati, sub-região de Porto Murtinho, Pantanal.","-57.7805556","-21.5791667","-57,7805556","-21,5791667","90","90","CGMS1093457","Flor esbranquiçada. Fruto ausente. Habitat: Campo com Copernicia alba. Solo argiloso vértico. Relevo quase plano. Habito: Arbusto. 3,50 m de altura. Esparso.","A. Pott",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
