"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"18","2010-04-23 21:39:00-03","MO","MOBOT","2227815","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Osvaldo Morrone|Norma B. Deginani|M. Mónica Ponce|Diego Giraldo-Cañas","Morrone 1250","1996","10","13","South America","Argentina","Misiones","Iguazú","Ruta Nac. 101, camino de Puerto Iguazú a Deseado, entre el Ayo. Ñandú y el Ayo. Yacuy",NA,NA,NA,NA,"-54.03333","-25.78333",NA,NA,NA,"Johnson, A. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2013-01-28 05:13:00-02","MO","MOBOT","2411850","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Andres E. Johnson","Johnson 501",NA,NA,NA,"South America","Argentina","Misiones","Iguazú","Parque Nacional Iguazú, área cataratas, Río Iguazú superior",NA,NA,NA,NA,"-54.45","-25.68333",NA,NA,NA,"Johnson, A. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2012-04-20 05:09:00-03","MO","MOBOT","2514166","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Aurelio Schinini|Marita Dematteis|Guillermo Caballero M.","Schinini Cacace 31506","1996","10","28","South America","Paraguay","Central",NA,"Urbanización Puente Remanso, sobre el río Paraguay. Crece en grupos densos, con raíces formando nidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","2817179","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Lyman B. Smith","Smith 13152","1964","11","11","South America","Brazil","Santa Catarina",NA,"Mun. Itapiranga: Forest 1-2 km west of Itapiranga.",NA,NA,NA,NA,"-53.71666","-27.16666","200.00000000","250.00000000",NA,"Pabst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","2817351","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Lyman B. Smith|Roberto M. Klein","Smith 13152","1964","11","11","South America","Brazil","Santa Catarina",NA,"Mun. Itapiranga: Forest 1-2 km west of Itapiranga.",NA,NA,NA,NA,"-53.71666","-27.16666","200.00000000","250.00000000",NA,"Pabst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","2552793","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons",NA,"L. B. Smith & R. M. Klein","13152","1964","11","11","South America","Brazil","Santa Catarina",NA,NA,NA,NA,"US00393523","US00393523_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"24","2020-09-12 05:00:02-03","US","US","2552782","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons",NA,"L. B. Smith & R. Reitz","12700","1964","10","18","South America","Brazil","Santa Catarina",NA,NA,NA,NA,"US00393524","US00393524_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"25","2020-09-12 05:00:02-03","US","US","2552781","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons",NA,"L. B. Smith & R. Reitz","12700","1964","10","18","South America","Brazil","Santa Catarina",NA,NA,NA,NA,"US00393525","US00393525_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"26","2020-09-12 05:00:02-03","US","US","2552792","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons",NA,"L. B. Smith & R. M. Klein","13152","1964","11","11","South America","Brazil","Santa Catarina",NA,NA,NA,NA,"US00393522","US00393522_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"27","2020-09-12 05:00:02-03","US","US","2552780","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons",NA,"L. B. Smith & R. Reitz","12700","1964","10","18","South America","Brazil","Santa Catarina",NA,NA,NA,NA,"US00393526","US00393526_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"28","2019-07-09 12:42:41-03","F","FMNH-SEEDPLANTS","V0436140F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons",NA,"P. Dusén","16155","1914","12","19","South America","Brazil",NA,NA,NA,NA,NA,"V0436140F","V0436140F_01","-52.8731","-10.8339",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in arboris sylvarum ad Lagoa Santa prov. Minas Geraes",NA,"Floret Septembri - Octobri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in arboris sylvarum ad Lagoa Santa prov. Minas Geraes",NA,"Floret Septembri - Octobri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 12:52:13-03","UFRGS","ICN","046234","S","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Waechter, JL","1345","1979","09","02","América do Sul","Brasil","RS","Agudo","Linha das Flores",NA,"Epifítico, imaturas, verdes.; Sobre angico isolado","ICN00039634",NA,"-53.2400016784668","-29.645299911499",NA,NA,NA,"Waechter, JL","1979",NA,NA,"22416","auto",NA,NA,NA,NA
"32","2021-02-08 12:52:13-03","UFRGS","ICN","015004","S","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Dutra, J","1004","1927","11",NA,"América do Sul","Brasil","RS","São Leopoldo","Morro das Pedras",NA,"Espécie ameaçada de extinção (Em perigo).","ICN00039633",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Batista, JAN","2016","08","29","10287","auto",NA,NA,NA,NA
"33","2021-02-08 12:52:13-03","UFRGS","ICN","032654","S","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb. f. & Warm.","Waechter, JL","378","1976","11","12","América do Sul","Brasil","RS","Tenente Portela","Parque Florestal do Turvo",NA,"Espécie ameaçada de extinção (Em perigo).; Flores amarelas e vermelho-pardacentas; epífita.; em mato.","ICN00039635",NA,"-53.75830078125","-27.3710994720459",NA,NA,NA,"Batista, JAN","2016","10","13","14404","auto",NA,NA,NA,NA
"34","2019-11-21 10:13:06-03","IBt","SP","53073","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","Heringer, EP","1904","1944","10","12",NA,"Brasil","Minas Gerais",NA,"Serra do Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bianchetti, LB; Batista, J","2002","11",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:13:06-03","IBt","SP","168400","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","Bicalho, HD","s.n.","1962","12","11",NA,"Brasil","Minas Gerais","Teófilo Otoni","Bairro Saudades, entre as vilas de Pedro Versiani e Colônia do Epiminondas",NA,NA,NA,NA,"-41.505298614502","-17.8575000762939",NA,NA,NA,NA,NA,NA,NA,"62594","auto",NA,NA,NA,NA
"36","2019-11-21 10:13:06-03","IBt","SP","29398","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","Campos Novaes, J","CGG3300","1895",NA,NA,NA,"Brasil","São Paulo","Campinas",NA,NA,NA,"SP009512","SP009512","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA
"37","2019-11-21 10:13:06-03","IBt","SP","31021","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","Zoéga, F","s.n.","1933","09","30",NA,"Brasil","São Paulo","São Paulo",NA,NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"Bianchetti, LB; Batista, J","2002","11",NA,"53584","auto",NA,NA,NA,NA
"38","2019-11-21 10:13:06-03","IBt","SP","29850","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","Hoehne, FC","s.n.","1932","09","28",NA,"Brasil","São Paulo","São Paulo",NA,NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"Bianchetti, LB; Batista, J","2002","11",NA,"53584","auto",NA,NA,NA,NA
"39","2019-11-21 10:13:06-03","IBt","SP","29408","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","palmifrons","Cyrtopodium palmifrons","Rchb.f. & Warm.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo",NA,NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,"Bianchetti, LB; Batista, J","2002","11",NA,"53584","auto",NA,NA,NA,NA
