"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus","sex"
"11","2020-02-08 10:33:51-03","NBC","NL-BOTANY","WAG.1211735","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Pedersen TM","Southern America","Argentina",NA,NA,"Carambola.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1211735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1211735",NA,"Saxifragales","(Sm.) Meigen",NA,NA,"1986","09",NA,NA,"NL-WAG1211735","17",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:27:32-03","MN","R","176549","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Smith, L.B.; Reitz, R.",NA,"Brasil","Santa Catarina","São Joaquim","18 km southwest of São Joaquim",NA,NA,NA,"R010065762",NA,NA,"(Sm.) F. Meigen","Smith, L.B.","14375","1965","01","-49.983333","-28.4",NA,"06","1100","1100",NA,NA,"49º59'W","28º24'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:27:32-03","MN","R","176551","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Smith, L.B.; Reitz, R.",NA,"Brasil","Santa Catarina","Bom Retiro","by Fazenda Santo Antônio, Campo dos Padres",NA,NA,NA,"R010065764",NA,NA,"(Sm.) F. Meigen","Smith, L.B.","10321","1957","01","-49.489200592041","-27.7971992492676",NA,"23",NA,NA,NA,NA,NA,NA,"35974","auto",NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:27:32-03","MN","R","176550","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Smith, L.B.; Reitz, R.",NA,"Brasil","Santa Catarina","Caçador","northeast of Caçador",NA,NA,NA,"R010065763",NA,NA,"(Sm.) F. Meigen",NA,"9028","1956","12","-51.0149993896484","-26.7752990722656",NA,"21","950","950",NA,NA,NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:01:33-03","JBP","HPL","6162","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","H. Lorenzi",NA,"Brasil","RS","Nova Petrópolis","Coletado na horta do Sr. George Sobestianski, cultivada.",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","V.C. Souza","5590","2005","09","-51.1144","-29.3764",NA,"07",NA,NA,NA,NA,NA,NA,"14669","auto","2012","12","20",NA,NA,NA,NA
"16","2019-08-27 13:32:08-03","IAP","PACA-AGP","60172","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Rambo, B.",NA,"Brasil","SC",NA,"Campo dos Padres",NA,NA,"EM PERIGO&nf;fl. Habitat: in paludosis","PACA060172","Magnoliophyta","Rosales","(Sm.) F. Meigen","Emrich-Rambo",NA,"1957","01",NA,NA,NA,"23",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,"1957","05","01",NA,NA,NA,NA
"17","2019-08-27 13:32:08-03","IAP","PACA-AGP","84935","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","N. R. Bastos",NA,"Brasil","RS","Esmeralda","p. sede do municipio",NA,NA,"EM PERIGO Habitat: no campo lageado Úmido entre musgos","PACA084935","Magnoliophyta","Rosales","(Sm.) F. Meigen","J. Mauhs e N. R. Bastos",NA,"1997","09","-51.190299987793","-28.0536003112793",NA,"13",NA,NA,"Magnoliatae",NA,NA,NA,"38649","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:32:08-03","IAP","PACA-AGP","1506","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa",NA,NA,"EM PERIGO &nf;fl. sicher, 21,7,1954 Habitat: in rupestribus parce humosis","PACA001506","Magnoliophyta","Rosales","(Sm.) F. Meigen","Emrich-Rambo",NA,"1931","12","-51.2299995422363","-30.0331001281738",NA,"07",NA,NA,"Magnoliatae",NA,NA,NA,"29946","auto","1954","07","21",NA,NA,NA,NA
"19","2019-08-27 13:32:08-03","IAP","PACA-AGP","56982","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa",NA,NA,"EM PERIGO&nf;sicher, 14.5.1957.; fl.fr. Habitat: in paludosis","PACA056982","Magnoliophyta","Rosales","(Sm.) F. Meigen","Emrich-Rambo",NA,"1955","11","-51.2299995422363","-30.0331001281738",NA,"04",NA,NA,"Magnoliatae",NA,NA,NA,"29946","auto","1957","05","14",NA,NA,NA,NA
"20","2019-08-27 13:32:08-03","IAP","PACA-AGP","57286","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Rambo, B.",NA,"Brasil","RS","Porto Alegre","Vila Manresa",NA,NA,"EM PERIGO&nf;sicher, 15.5.1957.; fl. fr. Habitat: in humidis","PACA057286","Magnoliophyta","Rosales","(Sm.) F. Meigen","Emrich-Rambo",NA,"1955","09","-51.2299995422363","-30.0331001281738",NA,"24",NA,NA,"Magnoliatae",NA,NA,NA,"29946","auto","1957","05","15",NA,NA,NA,NA
"21","2019-01-17 11:27:08-02","PUCRS","MPUC","5737","S","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis",NA,"South America","Brasil","RS","Guaíba",".",NA,NA,NA,NA,NA,"Saxifragales","(Barb.Rodr.) Cogn.","N.I. Matzenbacher",NA,"1992","09","-51.3280556","-30.1011667",NA,"20",NA,NA,"Magnoliopsida",NA,"-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,"1",NA,NA,NA
"22","2020-10-14 10:00:43-03","FURB","FURB","38575","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Funez, L.A.",NA,"Brasil","Santa Catarina","Navegantes","Rua Adolfo Antônio Cabral ou ''Rua do Asi.",NA,NA,NA,"FURB04472",NA,NA,"(Sm.) Meigen","Funez, L.A.","688","2012","07","-48.6336111","-26.8488889","FURB04472","14","4","4",NA,NA,"-48.6336111","-26.8488889",NA,NA,"2016","09","19",NA,NA,NA,NA
"23","2020-10-14 10:00:43-03","FURB","FURB","44906","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Funez, L.A.",NA,"Brasil","Santa Catarina","Rodeio","Centro, Rua Barão do Rio Branco.",NA,NA,NA,"FURB22665",NA,NA,"(Sm.) Meigen","Funez, L.A.","3451","2014","09","-49.37","-26.9261111","FURB22665","15","85","85",NA,NA,"-49.3700000","-26.9261111",NA,NA,"2016","09","19",NA,NA,NA,NA
"24","2020-10-14 10:00:43-03","FURB","FURB","58252","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Funez, L.A.; Zermiani, A.E.",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Campo eólico.",NA,NA,NA,"FURB58252",NA,NA,"(Sm.) Meigen","Funez, L.A.","7420","2018","03","-49.624698638916","-28.3369007110596","FURB58252","16",NA,NA,NA,NA,NA,NA,"32577","auto","2018","03","16",NA,NA,NA,NA
"25","2020-12-21 16:21:34-03","MBM","MBM","127371","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Pedersen, T.M.","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM127371",NA,NA,"(Sm.) F. Meig.","Pedersen, T.M.","14500","1986","03",NA,NA,"MBM127371","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:21:34-03","MBM","MBM","127373","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Pedersen, T.M.","Southern America","Argentina",NA,NA,NA,NA,NA,NA,"MBM127373",NA,NA,"(Sm.) F. Meig.","Pedersen, T.M.","14583","1986","09",NA,NA,"MBM127373","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-10-26 09:26:14-02","MNHN","RECOLNAT_MNHN_P","P02088872","PreservedSpecimen",NA,"Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Balansa, B.",NA,"Argentine",NA,NA,"Flaques d'eau longeant le Rio de la Plata, à Buenos-aires","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02088872' target='other'> <mi>dwc_moreinfo</mi></a>","P02088872",NA,NA,"(Sm.) Meigen","Bacigalupi",NA,"1875","11",NA,NA,"P02088872_01","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-04 01:53:11-03","MNHN","RECOLNAT_MNHN_P","P03179557","PreservedSpecimen",NA,"Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Ule, E.",NA,"Brésil",NA,NA,"Santa Catharina. Nos pantanos de Conconhaz perto de Tubarão","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03179557' target='other'> <mi>dwc_moreinfo</mi></a>","P03179557",NA,NA,"(Sm.) Meigen",NA,NA,"1889","10",NA,NA,"P03179557_01 P03179557_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1241",NA,NA
"29","2015-09-04 01:53:11-03","MNHN","RECOLNAT_MNHN_P","P03179560","PreservedSpecimen",NA,"Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Smith, L.B.|Reitz, R.",NA,"Brésil","Santa Catarina","São Joaquim","18km southwest of São Joaquim.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03179560' target='other'> <mi>dwc_moreinfo</mi></a>","P03179560",NA,NA,"(Sm.) Meigen",NA,NA,"1965","1","-49.98333","-28.4","P03179560_01 P03179560_02","6","1100","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14375",NA,NA
"30","2015-09-04 01:53:11-03","MNHN","RECOLNAT_MNHN_P","P03179561","PreservedSpecimen",NA,"Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Saint-Hilaire, A. de",NA,"Uruguai",NA,NA,NA,"hb",NA,"Seed removed for S.E.M. scanning, M. Bywater 4-3-1981; Seed returned 11-1-83 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03179561' target='other'> <mi>dwc_moreinfo</mi></a>","P03179561",NA,NA,"(Sm.) Meigen",NA,NA,"1816","1",NA,NA,"P03179561_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1889",NA,NA
"31","2015-09-04 01:53:11-03","MNHN","RECOLNAT_MNHN_P","P03179567","PreservedSpecimen",NA,"Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Regnell, A.",NA,"Brésil",NA,NA,"s.loc.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03179567' target='other'> <mi>dwc_moreinfo</mi></a>","P03179567",NA,NA,"(Sm.) Meigen",NA,NA,NA,NA,NA,NA,"P03179567_01 P03179567_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 645",NA,NA
"32","2015-09-04 01:53:11-03","MNHN","RECOLNAT_MNHN_P","P03179570","PreservedSpecimen",NA,"Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Glaziou, A.",NA,"Brésil",NA,NA,"Minas Geraes, Barbacena","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03179570' target='other'> <mi>dwc_moreinfo</mi></a>","P03179570",NA,NA,"(Sm.) Meigen",NA,NA,"1879","6",NA,NA,"P03179570_01 P03179570_02","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10258 a",NA,NA
"33","2013-07-10 10:30:00-03","MO","MOBOT","100609857","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Stephan G. Beck","South America","Bolivia","La Paz","Murillo","La Paz hacia la cumbre.",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen",NA,"Beck 33405","2010","3","-68.0333333","-16.3666667",NA,"24","4570.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2012-11-19 14:55:00-02","MO","MOBOT","1283889","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Harriet G. Barclay|Pedro Juajibioy C.","South America","Venezuela","Mérida",NA,"Sierra de Sto. Domingo; Páramo de Mucubají; alrededores de La Laguna Grande. Growing with Isoetes in small pools in locally flat spots, some of these partly dried. Quebradas (ravines) between drier slopes dominated by Espeletia, above lake in basin",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen",NA,"Barclay 9589","1959","11",NA,NA,NA,"19","3560.00000000","3600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2020-07-11 09:01:00-03","MO","MOBOT","2188760","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Renée H. Fortunato","South America","Argentina","Buenos Aires","Ensenada","Punta Lara, alrededores de la costa del Río de la Plata.",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","Fortunato, R. H., I-","Fortunato 1017","1987","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2015-08-23 05:45:00-03","MO","MOBOT","2293734","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","S.A. Renvoize","South America","Argentina","Misiones","Apóstoles","San José, Escuela Agrotécnica Don Bosco. Grassland with mixed scrub forest mostly along the river courses. Soil thin. Seasonally damp pan in grassland area",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","D. Brunner","Renvoize 3050","1978","10","-55.78333","-27.76666",NA,"12","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-11 10:09:00-03","MO","MOBOT","2429310","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Renée H. Fortunato","South America","Argentina","Buenos Aires","Ensenada","Punta Lara, alrededores de la costa del Río de la Plata.",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","Fortunato, R. H., I-","Fortunato 792","1986","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"38","2010-08-02 10:48:00-03","MO","MOBOT","2478793","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","W. Lechler","South America","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","D. Brunner","Lechler 472","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-08-23 08:34:00-03","MO","MOBOT","2478814","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Otto Buchtien","South America","Chile","Los Lagos","Valdivia",NA,NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen",NA,"Buchtien s.n.22","1899","1",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 10:21:00-03","MO","MOBOT","2519243","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Florentino Felippone","South America","Uruguay","Canelones",NA,"Canelones",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","Bacigalupo, N. M.","Felippone 2581","1918",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2011-02-24 13:41:00-03","MO","MOBOT","2519283","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","P. Commerson","South America","Uruguay","Montevideo",NA,"Sin localidad",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen",NA,"Commerson s.n.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-02-07 11:01:00-02","MO","MOBOT","2692386","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Emma Cerrate","South America","Peru","Ancash","Bolognesi","Distrito de Chiquián. Conoccocha, alrededores de la laguna. Cesped de puna",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","D. Brunner","Cerrate 3308","1960","5",NA,NA,NA,"26","4000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-13 12:30:00-03","MO","MOBOT","2692471","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Felix Woytkowski","South America","Peru","Junín",NA,"Paucartambo",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","D. Brunner","Woytkowski 6693","1961","7",NA,NA,NA,"22","2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-07-10 17:56:00-03","MO","MOBOT","2767261","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Troels M. Pedersen","South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Maria",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","D. Brunner","Pedersen 1788","1952","8",NA,NA,NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2011-03-16 22:13:00-03","MO","MOBOT","2767263","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Bernardo Rosengurtt|Juan P. Gallinal H.","South America","Uruguay","Florida",NA,"Estancia Rincon de Santa Elena. Picada castro. Arroyo Mansavillagra. En claros de bosque ribereño",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","D. Brunner","Rosengurtt 5727","1946","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","2767265","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","H. Roivainen","South America","Argentina","Santa Cruz",NA,"Los Antiguos. a) suelo húmedo humoso-arcilloso, b) submersa en lagunita; copiosamente",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen",NA,"Roivainen 2520","1970","2","-71.43333","-46.58333",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-07-10 17:56:00-03","MO","MOBOT","2767266","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Troels M. Pedersen","South America","Argentina","Neuquén","Collón curá","RA-40, by the bridge on the R. Collón Curá. Wet sand, evidently flooded when river in spate",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen",NA,"Pedersen 14500","1986","3",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-07-10 17:56:00-03","MO","MOBOT","2767267","PreservedSpecimen","Plantae","Crassulaceae","Crassula","peduncularis","Crassula peduncularis","Troels M. Pedersen","South America","Argentina","Corrientes","Concepción","Carambola. Grassland on medium high, badly drained ground, sandy soil, in wet or moist, almost bare patches",NA,NA,NA,NA,NA,NA,"(Sm.) F. Meigen","D. Brunner","Pedersen 14583","1986","9",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
