"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","dayIdentified","individualCount","class"
"11","2019-11-25 16:50:25-03","UFBA","ALCB","122506","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","elegans","Richterago elegans","N.Roque","Barres, L","Barres, L; Alves, M; Campos, L; Roque, N","220","2015","10","01","Southern America","Brasil","Minas Gerais","Diamantina","strada de Serro para Datas. Cachoeira do Moinhio de Esteira.","-43.493611","-18.571944",NA,"ca. 60 cm alt. Folhas só na parte basal da planta, alternas, coariácias, conduplicatas, lineares, capítulos em corimbo; escapo floral lanado; capítulos radiados; brácteas vináceas; flores alvas.","ALCB007945",NA,"1064","1064","-43.493611","-18.571944","2015","10",NA,NA,NA,NA,NA,NA,NA
"12","2019-11-25 16:50:25-03","UFBA","ALCB","118511","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","elegans","Richterago elegans","N.Roque","Roque, N","Roque, N; Sano, PT; Trovó, MLO; Andrino, CO; et al.","4610","2014","11","29","Southern America","Brasil","Minas Gerais","Diamantina","Galheiros.","-43.6002998352051","-18.2493991851807",NA,"20-40cm alt., folhas levemente discolores. Brácteas involucrais verde-vinéceas. Flores marginais com corola rósea, flores do disco com corola alva. Amostra para DNA.; campo rupestre",NA,NA,NA,NA,NA,NA,"2014","11","101169","auto",NA,NA,NA,NA,NA
"13","2021-03-01 16:25:10-03","UNICAMP","UEC","117763","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Harley, RM; et al.","25433","1988","10","30",NA,"Brazil","Minas Gerais","Diamantina","Estrada para conselheiro Mata., 6 km da estrada Curvelo - Diamantina. Campo rupestre. Solo arenoso.","-43.816667","-18.266667",NA,"Erva ereta, atingindo 0.5 m de altura, flores do raio creme, flores do disco creme - amareladas, anteras e estigmas amarelos, aquênios maduros com pappus creme amarelado.","UEC055604","UEC055604","1300","1300","-43.816667","-18.266667","1999",NA,NA,NA,"paratypus",NA,NA,NA,NA
"14","2021-03-01 16:25:10-03","UNICAMP","UEC","137816","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Mansanares, ME; Verola, CF","330","2003","08","14",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, afloramento a 2 km do asfalto.","-43.709111","-18.200472",NA,"Erva até 30 cm. Flores creme, anteras alaranjadas.; Campo arenoso.","UEC130744","UEC130744",NA,NA,"-43.709111","-18.200472","2013","04",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:25:10-03","UNICAMP","UEC","90481","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Splett","661","1994","09","24",NA,"Brazil","Minas Gerais","Guinda","Estrada Guindá - São João da Chapada, 15,5 km depois do asfalto.","-43.833333","-18.166667",NA,"Planta perene com rizoma. Caule ereto, ca. 0,8 m. Caule e folhas (no lado abaxial) densamente pilosos. Inflorescências capituliformes com brácteas verde-amarelas; flores com pétalas brancas.","UEC130746","UEC130746","1200","1200","-43.833333","-18.166667","2013","04",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:25:10-03","UNICAMP","UEC","182500","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Franco, IM; Marques, D; Araújo, IM; Silva, KR","1113","2012","09","20",NA,"Brazil","Minas Gerais","Diamantina","Parque Estadual do Biribiri. Região do Jatobazeiro.","-43.573611","-18.137528",NA,"Subarbusto. Capítulos com invólucro verde vináceo esbranquiçado. Flores alvas, anteras castanhas.; Campo rupestre, em solo areno pedregoso.","UEC130740","UEC130740","1201","1201","-43.573611","-18.137528",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:25:10-03","UNICAMP","UEC","27708","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Pirani, JR; Cordeiro, I; Hensold, N; Wagner, HL","CFSC8063","1982","03","22",NA,"Brazil","Minas Gerais","Santana de Pirapama","Fazenda Inhame (Serra Mineira).","-43.9","-18.916667",NA,"Erva 30-40 cm, inflorescências alvas.","UEC130743","UEC130743",NA,NA,"-43.9","-18.916667","1999",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:25:10-03","UNICAMP","UEC","28079","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Giulietti, AM; Furlan, A; Pirani, JR; Cordeiro, I; Rossi, L; Hensold, N; Menezes, NL","CFCR2388","1981","10","30",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Sopa, a 25 km de Diamantiana. Caminho para S. João da Chapada.","-43.6002998352051","-18.2493991851807",NA,"Erva com flores alvas.; Campo rupestre.","UEC130742","UEC130742",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"19","2021-03-01 16:25:10-03","UNICAMP","UEC","28075","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Giulietti, AM; Furlan, A; Pirani, JR; Cordeiro, I; Rossi, L; Hensold, N; Menezes, NL","CFCR2367","1981","10","30",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Sopa, a 25 km de Diamantiana. Caminho para S. João da Chapada.","-43.6002998352051","-18.2493991851807",NA,"Erva com capítulos alvos com estrias lilás.; Campo rupestre.","UEC130741","UEC130741",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"20","2021-03-01 16:25:10-03","UNICAMP","UEC","28127","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Giulietti, AM; Furlan, A; Pirani, JR; Cordeiro, I; Rossi, L; Hensold, N; Menezes, NL","CFCR2339","1981","10","30",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina - Sopa, a 25 km de Diamantina. Caminho para São João da Chapada.","-43.6002998352051","-18.2493991851807",NA,"Subarbusto 50 cm. Flores creme.; Campo rupestre.","UEC130747","UEC130747",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"21","2021-03-01 16:25:10-03","UNICAMP","UEC","86354","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Marcondes-Ferreira, W; Simões, AO; Belinello, R","1362","1996","10","11",NA,"Brazil","Minas Gerais","Serro","Estrada para Gouvea.","-43.3793983459473","-18.604700088501",NA,"Flores com lígulas brancas.; Campo rupestre.","UEC130745","UEC130745",NA,NA,NA,NA,"2013","04","37754","auto",NA,NA,NA,NA,NA
"22","2020-12-21 16:17:05-03","MBM","MBM","116354","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N.","Hatschbach, G.; Cervi, A.C.; Guimarães, O.; Cervi, A.C.; Guimarães, O.","51149","1987","03","20","Southern America","Brazil","Minas Gerais","Gouveia","Barro Preto","-43.7407989501953","-18.4543991088867",NA,"Campo rupestre, solo arenoso. Lígulas e pétalas alvas, anteras amarelas.; Lígulas e pétalas alvas, anteras amarelas.; Campo rupestre, solo arenoso.","MBM116354","MBM116354",NA,NA,NA,NA,"1999",NA,"37970","auto","PARATYPE",NA,NA,NA,NA
"23","2020-12-21 16:17:05-03","MBM","MBM","103284","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N.","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","49662","1985","09","14","Southern America","Brazil","Minas Gerais","Gouveia","Córrego do Tigre","-43.7407989501953","-18.4543991088867",NA,"Campo rupestre, solo arenoso úmido. Capítulos alvescentes; Capítulos alvescentes.; Campo rupestre, solo arenoso úmido.","MBM103284","MBM103284",NA,NA,NA,NA,"1999",NA,"37970","auto","PARATYPE",NA,NA,NA,NA
"24","2020-12-21 16:17:05-03","MBM","MBM","18739","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N.","Hatschbach, G.","27310","1971","09","06","Southern America","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,"Flor alva, campo arenoso; Flor alva.; Campo arenoso.","MBM018739","MBM018739","1200","1200",NA,NA,"1999",NA,"37970","auto","PARATYPE",NA,NA,NA,NA
"25","2015-09-04 05:50:50-03","MNHN","RECOLNAT_MNHN_P","P00114311","PreservedSpecimen",NA,NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00114311' target='other'> <mi>dwc_moreinfo</mi></a>","P00114311","P00114311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1997",NA,NA,NA
"26","2015-09-04 06:09:58-03","MNHN","RECOLNAT_MNHN_P","P00114312","PreservedSpecimen",NA,NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00114312' target='other'> <mi>dwc_moreinfo</mi></a>","P00114312","P00114312_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 2043 bis",NA,NA,NA
"27","2021-01-29 17:16:15-03","UFMG","BHCB","50743","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","elegans","Richterago elegans","N.Roque",NA,"Rapini, A; Kawasaki, ML; Mello-Silva, R de","393","1997","10","03","Southern America","Brasil","Minas Gerais","Diamantina","Estrada Diamantina - Conselheiro Mata (MG-220), ca. 3 km do Córrego da Pedras","-43.6002998352051","-18.2493991851807",NA,"Erva. Inflrorescências brancas, estigmas amarelos.; Sobre solo arenoso","BHCB000072","BHCB000072 BHCB000072_01","1450","1450",NA,NA,"1999",NA,"101169","auto","Isotypus",NA,NA,NA,NA
"28","2021-02-11 17:18:08-03","UFPR","UPCB","9094","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, I.M.","Hatschbach, G.","27310","1971","09","06",NA,"Brasil","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867",NA,"Flor alva, campo arenoso. Alt.: 1200m s.n.m..",NA,NA,NA,NA,NA,NA,"2013","09","37970","auto",NA,NA,"26",NA,NA
"29","2019-08-09 04:34:00-03","MO","MOBOT","100223722","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","N. Roque","N. Roque","Nádia Roque","Roque 403","1997","12","8","South America","Brazil","Minas Gerais","Diamantina","Biri-Biri. Campo em frente à Cachoeira da Sentinela.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,"1",NA
"30","2015-08-13 05:50:00-03","MO","MOBOT","100223721","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","N. Roque","D.J.N. Hind","R.M. Harley","Harley 25433","1988","10","30","South America","Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, 6 km da estrada Curvelo-Diamantina. Campo Rupestre. Solo arenoso.","-43.8166667","-18.2666667",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"31","2021-03-04 11:04:32-03","UFRB","HURB","19511","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"Roque, N.; Alves, M.; Campos,L. & Barres, L.","4715","2015","10","01",NA,"Brasil","Minas Gerais","Serro","Estrada Serro - Datas; Cachoeira do Moinho de Esteira","-43.493611","-18.571944",NA,"ALCB 120889.","HURB000019511",NA,"1064","1064","43º29'37W","18º34'19S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-10 10:10:21-03","FZB-BH","BHZB","9083","S","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans",NA,"Jimi Nakajima","Fernandes, M.G.C. et al.","1463","2012","07","10",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,"s/ponto, com duplicata,Duplicata doada para Herbário HUFU.",NA,NA,NA,NA,NA,NA,"2013","02","26557","auto",NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","3680849","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"N. Roque, P. T. Sano, M. Trovó, C. Andrino & et al.","4610","2014","11","29","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasil, Minas Geraes, Diamantina, Galheiros",NA,NA,NA,NA,"US01622222","US01622222_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"34","2020-09-12 05:00:02-03","US","US","3663425","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"N. Roque, P. T. Sano, M. T. C. Watanabe, M. Trovó & F. N. Costa","1645","2007","9","22","South America - Neotropics","Brazil","Minas Gerais",NA,"Diamantina, Cachoeira dos Cristais, campo rupestre acimna da Cachoeira",NA,NA,NA,NA,"US01340257","US01340257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"35","2020-09-12 05:00:02-03","US","US","3680666","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N.","N. Roque, P. T. Sano, M. Trovó, F. N. Costa & et al.","4584","2014","11","27","South America - Neotropics","Brazil","Minas Gerais",NA,"Olhos d'Agua, Fazenda Alamo, Campos dos Ferreia, nascente do corrego do Sabradão.","-43.7514","-17.6325",NA,NA,"US01907872","US01907872_01","1138",NA,"43 45 05 W","17 37 57 S",NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"36","2020-09-12 05:00:02-03","US","US","3430471","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"R. M. Harley, P. Rudall, N. Taylor & D. C. Zappi","25433","1988","10","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Diamantina; estrada para Conselheiro Mata, 6 km da estrada Curvelop Diamantina","-43.82","-18.27",NA,NA,"US01209080","US01209080_01","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"37","2020-09-12 05:00:02-03","US","US","2922562","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"R. M. King & L. E. Bishop","8537","1981","1","18","South America - Neotropics","Brazil","Minas Gerais",NA,"10 km S of Diamantina from road to 8 km W",NA,NA,NA,NA,"US01209081","US01209081_01","3600","4000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"38","2020-09-12 05:00:02-03","US","US","3659945","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"N. Roque & A. Quaresma","3730","2012","9","23","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto Diamantina, Datas, Estrada de Poco Fundo para Engenho da Bilia.","-43.6692","-18.5772",NA,NA,"US03458497",NA,"1180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"39","2020-09-12 05:00:02-03","US","US","3524423","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N.","S. Splett","661","1994","9","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Gerais, estrada Guindá-Sao Joao da Chapada, 15.5 km depois do asfalto","-43.8333","-18.1667",NA,NA,"US00942918","US00942918_01","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"40","2020-09-12 05:00:02-03","US","US","3724837","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"N. Roque & A. Quaresma","3725","2012","9","23","South America - Neotropics","Brazil","Minas Gerais","Datas","Planalto Diamantina, Estrada de Poco Fundo para Engenho da Bilia.","-43.6797","-18.6658",NA,NA,NA,NA,"1155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"41","2020-09-12 05:00:02-03","US","US","3432900","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","elegans","Richterago elegans","Roque",NA,"A. Rapini, M. L. Kawasaki & R. Mello-Silva","393","1997","10","3","South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Gerais, Diamantina: estrada Diamantina-Conselheiro Mata (MG-22), ca. de 3 km do Córrego das Pedras.",NA,NA,NA,NA,"US00901734","US00901734_01","1450",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"1","Dicotyledonae"
"42","2019-11-13 11:16:33-03","USP","SPF","100277","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Splett, S","661","1994","09","24",NA,"Brasil","Minas Gerais",NA,NA,"-43.833333","-18.166667",NA,NA,"SPF00100277",NA,"1200","1200","-43.833333","-18.166667","1999",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:16:33-03","USP","SPF","216831","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Araújo, IM","Franco, IM","146","2011","08","24",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.635444","-18.187056",NA,NA,"SPF00216831",NA,NA,NA,"-43.635444","-18.187056","2012","03",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:16:33-03","USP","SPF","61849","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Zappi, DC","CFCR11121","1987","07","20",NA,"Brasil","Minas Gerais","Serro",NA,"-43.583333","-18.566667",NA,NA,"SPF00061849",NA,"1160","1160","-43.583333","-18.566667","1999",NA,NA,NA,"paratype",NA,NA,NA,NA
"45","2019-11-13 11:16:33-03","USP","SPF","70265","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Harley, RM","25433","1988","10","30",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.816667","-18.266667",NA,NA,"SPF00070265",NA,"1300","1300","-43.816667","-18.266667","1999",NA,NA,NA,"paratype",NA,NA,NA,NA
"46","2019-11-13 11:16:33-03","USP","SPF","125986","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Roque, N","453","1997","12","10",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125986",NA,NA,NA,NA,NA,"1999",NA,"101169","auto","paratype",NA,NA,NA,NA
"47","2019-11-13 11:16:33-03","USP","SPF","125981","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Roque, N","424","1997","12","09",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125981",NA,NA,NA,NA,NA,"1999",NA,"101169","auto","paratype",NA,NA,NA,NA
"48","2019-11-13 11:16:33-03","USP","SPF","125982","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Roque, N","425","1997","12","10",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125982",NA,NA,NA,NA,NA,"1999",NA,"101169","auto","paratype",NA,NA,NA,NA
"49","2019-11-13 11:16:33-03","USP","SPF","125983","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Roque, N","Roque, N","426","1997","12","10",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125983",NA,NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"50","2021-03-15 18:25:35-03","USP","SPF","187387","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","elegans","Richterago elegans","Roque","Franco, IM","Roque, N","1645","2007","09","22",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,"Campo rupestre.","SPF00187387",NA,NA,NA,NA,NA,"2014",NA,"101169","auto",NA,NA,NA,NA,NA
