"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"11","2020-11-24 17:10:24-03","UTFPR","DVPR","5532","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","ekmanni","Eryngium ekmanni","H.Wolff","Estevan, DA","Antonelo, FA","22","2018","02","03",NA,"Brasil","Paraná","Dois Vizinhos","Comunidade São Pedro dos Poloneses.",NA,"Herbácea com flores , 50 cm .","DVPR005532","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"2018",NA,NA,NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:33:50-03","EAO","IAN","60723","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Montes, JE","1510","1945","11","26","Southern America","Argentina",NA,NA,"Gob. Missiones. Localidad: Santa Ana. Dep. Candelaria.",NA,NA,"IAN060723",NA,NA,NA,NA,"IAN060723 IAN060723_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.2576240","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Pedersen TM",NA,"1967","11","29","Southern America","Argentina",NA,NA,"Isle Sato, Dep. San Fernando, Prov. Chaco.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576240",NA,NA,NA,NA,"NL-L2576240",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.4222100","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Pedersen TM",NA,"1984","02","24","Southern America","Argentina",NA,NA,"San Vicente, Dep. Cainguas Prov. Misiones.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4222100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4222100",NA,NA,NA,NA,"NL-L4222100",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:43:49-03","NBC","NL-BOTANY","L.4222101","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Pedersen TM",NA,"1984","02","24","Southern America","Argentina",NA,NA,"San Vicente, Dep. Cainguas Prov. Misiones.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4222101 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4222101",NA,NA,NA,NA,"NL-L4222101",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:43:49-03","NBC","NL-BOTANY","U.1076981","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Lindeman JC; Haas JH de",NA,"1966","12","24","Southern America","Brazil",NA,NA,"Est Paraná. Fazenda Aranha, 10 km E. of Jardinópolis.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076981",NA,NA,NA,NA,"NL-U1076981",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:43:49-03","NBC","NL-BOTANY","U.1076982","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1967","01","22","Southern America","Brazil",NA,NA,"Ilka dos Bandeirantes, Islet in Rio Paraná, opp. Porto Camargo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076982",NA,NA,NA,NA,"NL-U1076982",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:43:49-03","NBC","NL-BOTANY","U.1076983","PreservedSpecimen","Plantae",NA,"Apiales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1967","01","22","Southern America","Brazil",NA,NA,"Ilka dos Bandeirantes, Islet in Rio Paraná, opp. Porto Camargo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076983",NA,NA,NA,NA,"NL-U1076983",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-11-04 10:59:29-03","ESALQ","ESA","78452","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff.",NA,"Vanni, R. et al.","3087.0","1993","12","01",NA,"Argentina","Misiones","Iguazú",NA,NA,NA,"ESA078452",NA,NA,NA,NA,"ESA078452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 10:59:29-03","ESALQ","ESA","101982","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","ekmannii","Eryngium ekmannii",NA,"Scaramuzza, C.A.M.","Scaramuzza, C.A.M.","886.0","1993","06","27",NA,"Brasil","São Paulo","Itararé",NA,NA,NA,"ESA101982","-49.3400001525879","-24.1100006103516",NA,NA,"ESA101982",NA,"1995",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:33:46-03","IAP","PACA-AGP","56091","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Diober Lucas","Pivetta","503","1953","12","26",NA,"Brasil","RS","Santa Rosa","Porto Londero",NA,"fl. Habitat: in umbrosis subhumidis Fenofase: flor","PACA056091","-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"2015",NA,NA,NA,"19818","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:33:46-03","IAP","PACA-AGP","66942","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Diober Lucas","Reitz & Klein","16962","1964","01","03",NA,"Brasil","SC","Guaraciaba","São Luís",NA,"Habitat: ruderal","PACA066942","-53.5181007385254","-26.5991992950439",NA,NA,NA,NA,"2015","11",NA,NA,"21866","auto","Magnoliatae","26",NA,NA,NA,NA,NA
"23","2019-08-27 13:33:46-03","IAP","PACA-AGP","1153","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Diober Lucas","Rambo, B.",NA,"1934","02","15",NA,"Brasil","SC","Itapiranga","ad fl. Uruguay",NA,"fl. Habitat: ad viam Fenofase: flor","PACA001153","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"2015",NA,NA,NA,"18767","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:33:46-03","IAP","PACA-AGP","36086","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Diober Lucas","A. Spies",NA,"1947","02",NA,NA,"Brasil","RS","Campinas",NA,NA,"fl. Habitat: in campestribus Fenofase: flor","PACA036086",NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:33:46-03","IAP","PACA-AGP","36087","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Diober Lucas","A. Spies",NA,"1947","02",NA,NA,"Brasil","RS","Campinas",NA,NA,"fl. Habitat: in campestribus Fenofase: flor","PACA036087",NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:33:46-03","IAP","PACA-AGP","53647","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Diober Lucas","Rambo, B.",NA,"1953","01","11",NA,"Brasil","PR","Salto Iguaçu",NA,NA,"fl. fr. Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA053647",NA,NA,NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:33:46-03","IAP","PACA-AGP","53519","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Emrich-Rambo","Rambo, B.",NA,"1953","01","10",NA,"Brasil","PR","Cascavel",NA,NA,"fl. fr. Habitat: in silva ad viam Fenofase: flor e fruto","PACA053519","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"1954","09",NA,NA,"47841","auto","Magnoliatae","24",NA,NA,NA,NA,NA
"28","2019-08-27 13:33:46-03","IAP","PACA-AGP","47939","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Diober Lucas","Sehnem, A.","3532","1948","12","26",NA,"Brasil","RS","Cerro Largo",NA,NA,"fl. Habitat: in incultis ad viam Fenofase: flor","PACA047939","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"2015",NA,NA,NA,"13082","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:46-03","IAP","PACA-AGP","53172","PreservedSpecimen","Plantae","Magnoliophyta","Umbellales","Umbelliferae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Emrich-Rambo","Rambo, B.",NA,"1952","11","20",NA,"Brasil","RS","Cerro Largo",NA,NA,"fl. Habitat: in humidis herbosis Fenofase: flor","PACA053172","-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,"1954","09",NA,NA,"13082","auto","Magnoliatae","24",NA,NA,NA,NA,NA
"30","2019-11-21 14:30:12-03","UFJF","CESJ","45578","PreservedSpecimen","Plantae","Angiosperma",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","A. Schinini","M.M. Sosa; H.A.Keller","110","2003","12","20","América do Sul","Argentina","Misiones","Iguazú",NA,NA,"Bode de selva. Inflorescencia blanco verdosa.","CESJ045578",NA,NA,NA,NA,"CESJ045578",NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-01-17 11:23:54-02","PUCRS","MPUC","7209","S","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Equipe do Projeto",NA,NA,"1989","02","24","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA
"32","2019-01-17 11:23:54-02","PUCRS","MPUC","7173","S","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Equipe do Projeto","P. Brack",NA,"1989","05","21","South America","Brasil","RS","São Nicolau","Foz do rio Ijuí",NA,NA,NA,"-55.2672004699707","-28.1825008392334",NA,NA,NA,NA,NA,NA,NA,NA,"25814","auto","Magnoliopsida",NA,"1",NA,NA,NA,NA
"33","2019-01-17 11:23:54-02","PUCRS","MPUC","15097","S","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","B.E. Irgang",NA,NA,"1982","12","20","South America","Brasil","RS","Tenente Portela","Parque Estadual do Turvo",NA,"A beira da mata 380 m SW",NA,"-53.7580556","-27.3711111",NA,NA,NA,NA,NA,NA,"-53.7580556000","-27.3711111000",NA,NA,"Magnoliopsida",NA,"1","900","900",NA,NA
"34","2019-01-17 11:23:54-02","PUCRS","MPUC","7176","S","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Equipe do Projeto",NA,NA,"1989","02","21","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Tunas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA
"35","2019-01-17 11:23:54-02","PUCRS","MPUC","7036","S","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","D. Lucas",NA,NA,"1989","02","23","South America","Argentina","Misiones","Apóstoles","Porto Azara, rio Uruguaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","01",NA,NA,NA,NA,"Magnoliopsida","01","1",NA,NA,NA,NA
"36","2020-10-14 09:58:13-03","FURB","FURB","50723","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Funez, L.A.","Funez, L.A.","4969","2015","12","12",NA,"Brasil","Santa Catarina","Xanxerê","SC-155.",NA,NA,"FURB50723","-52.3894444","-26.8975","767","767","FURB50723",NA,"2016",NA,"-52.3894444","-26.8975000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-29 17:17:32-03","UTFPR","HCF","31199","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff.","M.G. Caxambu","M.G. Caxambu","9230","2021","03","18",NA,"Brasil","PR","Guaraniaçu","Fazenda Slaviero",NA,"erva ca. 0,50 m, heliófita. Inflorescência esverdeada.",NA,"-52.833139","-24.819306","457","457",NA,NA,"2021","03","52°49'59,3 W","24°49'09,5 S",NA,NA,NA,"18",NA,NA,NA,NA,NA
"38","2019-08-16 08:38:14-03","UTFPR","HCF","22194","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff.","G.A. Dettke","M.G. Caxambu","7692","2016","12","09",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de",NA,"erva palustre, heliófita, ca. 0,40 m. Inflorescências esverdeadas.",NA,"-53.861","-25.238917","587","587",NA,NA,"2016","12","53°51'39,6 W","25°14'20,1 S",NA,NA,NA,"16",NA,NA,NA,NA,NA
"39","2019-08-16 08:38:14-03","UTFPR","HCF","22224","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff.","M.G. Caxambu","M.G. Caxambu","7722","2016","12","16",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu - Trilha da",NA,"erva ca. 0,40 m, ripária, heliófita. Inflorescências esverdeadas.",NA,"-54.481306","-25.627222","101","101",NA,NA,"2017","01","54°28'52,7 W","25°37'38 S",NA,NA,NA,"09",NA,NA,NA,NA,NA
"40","2019-12-13 18:23:38-03","UTFPR","HCF","30109","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff.","M.G. Caxambu","E.L. Siqueira","3369","2019","11","28",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do",NA,"erva ca. 0,40 m, semi-ciófila. Flores e Frutos verdes.",NA,"-54.392083","-25.596917","195","195",NA,NA,"2019","12","54°23'31,5 W","25°35'48,9 S",NA,NA,NA,"13",NA,NA,NA,NA,NA
"41","2020-12-21 16:12:11-03","MBM","MBM","60260","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Pedersen, T.M.","Hatschbach, G.","40518","1977","12","08","Southern America","Brazil","Paraná","Santa Helena","Rio São Francisco Chico",NA,NA,"MBM060260","-54.3328018188477","-24.8603000640869",NA,NA,"MBM060260",NA,NA,NA,NA,NA,"23937","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:12:11-03","MBM","MBM","35905","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Constance, L.","Hatschbach, G.","9330","1962","10","16","Southern America","Brazil","Paraná","Guaíra","Parque Nacional, Sete Quedas",NA,NA,"MBM035905","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:12:11-03","MBM","MBM","68006","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Hatschbach, G.","Buttura, E.","177","1979","08","28","Southern America","Brazil","Paraná","Guaíra","Sete Quedas",NA,NA,"MBM068006","-54.2557983398438","-24.0799999237061",NA,NA,"MBM068006",NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:12:11-03","MBM","MBM","268092","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Hatschbach, G.","Carneiro, J.","1252","2000","01","03","Southern America","Brazil","Paraná","Jundiaí do Sul","Fazenda das Acácias, Rio das Contas",NA,NA,"MBM268092","-50.247501373291","-23.4367008209229",NA,NA,"MBM268092",NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:12:11-03","MBM","MBM","118045","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Schinini, A.","Vanni, R.; et al.; et al.","814","1987","07","28","Southern America","Argentina",NA,NA,NA,NA,NA,"MBM118045",NA,NA,NA,NA,"MBM118045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:12:11-03","MBM","MBM","236251","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Constance, L.","Casas, J.F.","7310","1982","12",NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,"MBM236251",NA,NA,NA,NA,"MBM236251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:12:11-03","MBM","MBM","262430","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Almada, R.","Seijo, G.","2003","1999","11","20","Southern America","Argentina",NA,NA,"Misiones",NA,NA,"MBM262430",NA,NA,NA,NA,"MBM262430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:12:11-03","MBM","MBM","344968","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Medina, W.A.","Ferrucci, M.S.; et al.; et al.","2823","2007","11","04","Southern America","Argentina","Misiones",NA,"Candelaria. Inmediaciones de Mátires",NA,"Borde de selva. Erecta","MBM344968",NA,NA,NA,NA,"MBM344968",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:12:11-03","MBM","MBM","426503","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Estevan, D.A.","Souza, P.R.","78","2016","12","17","Southern America","Brazil","Paraná","São Jorge d'Oeste","RPPN Salto do Chopim",NA,"Erva com flores.; Floresta Estacional Semidecidual.","MBM426503","-53.079167","-25.603056",NA,NA,NA,NA,"2017",NA,"-53.079167","-25.603056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:12:11-03","MBM","MBM","14555","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Constance, L.","Hatschbach, G.","23140","1969","12","06","Southern America","Brazil","Paraná","Foz do Iguaçu","Carimã",NA,NA,"MBM014555","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:12:11-03","MBM","MBM","80349","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","Wolff","Hatschbach, G.","Hatschbach, G.","45835","1982","12","09","Southern America","Brazil","Paraná","Guaíra","Córrego da Onça",NA,NA,"MBM080349","-54.2557983398438","-24.0799999237061",NA,NA,"MBM080349",NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
