"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"108","2012-04-19 14:53:00-03","MO","MOBOT","3354188","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Lincoln Constance","Fátima Mereles","Mereles H. 2185","1988","12","20","South America","Paraguay","Caazapá",NA,"Taval; Castorcue ; A Mboi y.",NA,NA,NA,"-55.3333333","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"109","2009-10-14 20:52:00-03","MO","MOBOT","3354309","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Lincoln Constance","Isabel Basualdo","Basualdo 2000","1988",NA,NA,"South America","Paraguay","Caazapá",NA,"Taval. Y. Hovy.",NA,NA,NA,"-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2015-10-22 10:02:25-02","UNIOESTE","UNOP","2669","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Simão, P.C.","Simão, P.C.; Boff, L.; Boff, L.","2","2012","05","19",NA,"Brasil","Paraná","Cascavel","Lago Municipal Paulo Gorski",NA,"Erva ereta com cerca de 20 cm, encontrada na porção inicial da trilha o lago.",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"2013","08",NA,NA,"47841","auto",NA,"07",NA,NA,NA,NA,NA
"111","2015-10-22 10:02:25-02","UNIOESTE","UNOP","2741","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","Simão, P.C.","Simão, P.C.; Boff, L.; Boff, L.","146","2012","12","18",NA,"Brasil","Paraná","Cascavel","Lago Municipal Paulo Gorski",NA,"Erva ereta com cerca de 20 cm, encontrada na porção inicial da trilha o lago.",NA,"-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"2013","08",NA,NA,"47841","auto",NA,"07",NA,NA,NA,NA,NA
"112","2020-08-31 08:52:36-03","INPA","INPA","77741","S","Plantae","Dicotyledon Asterids","Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Pedersen, TM","Pedersen, TM","8706","1967","11","29","Southern America","Argentina","San Fernando","Chaco","Damp, loamy soil, in half shade.",NA,NA,"INPA0077741",NA,NA,NA,NA,"INPA0077741 INPA0077741_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-12 08:14:29-03","IMA","MAC","8136","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","T.M.Pedersen","R.Vanni; et al.","2886","1991","12","16",NA,"Argentina","Missiones","Iguazú","Parque Nacional Iguazú. Sendero yacaratia inferior. Interior de selva.",NA,NA,"MAC0008136","-55.325431","-27.603444",NA,NA,NA,NA,"1992",NA,"-55.325431","-27.603444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-09-12 05:00:02-03","US","US","2557791","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"L. Smith & R. M. Klein","14123","1964","12","18","South America","Brazil","Santa Catarina",NA,"Mun. Itapiranga: Forest by Rio Peperí-guaçu, Linha Coqueiro.",NA,NA,"US03076287","-53.78","-27.12","200","300","US03076287_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"115","2020-09-12 05:00:02-03","US","US","2571004A","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"G. Hatschbach","15837","1966","1","22","South America","Brazil","Paraná",NA,"Rio Paraná, Ilha Bandeirante (mun. Icaraima).",NA,NA,"US03076286",NA,NA,NA,NA,"US03076286_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"116","2020-09-12 05:00:02-03","US","US","2557789","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"L. Smith & R. M. Klein","14094","1964","12","17","South America","Brazil","Santa Catarina",NA,"Mun. Riqueza: Rocky banks, Rio Iracema, east of Riqueza.",NA,NA,"US03076288","-53.33","-27.07","250",NA,"US03076288_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"117","2020-09-12 05:00:02-03","US","US","2841398","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"Reitz & Klein, --","16739","1963","12","31","South America","Brazil","Santa Catarina",NA,"Mondaí.",NA,NA,"US03076289",NA,NA,"250",NA,"US03076289_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"118","2020-09-12 05:00:02-03","US","US","1540772","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"P. Jörgensen","4022","1930","12",NA,"South America","Paraguay",NA,NA,NA,NA,NA,"US03076291",NA,NA,NA,NA,"US03076291_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"119","2020-09-12 05:00:02-03","US","US","2848960","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"T. Pederson","8706","1967","11","29","South America","Argentina","Chaco",NA,"Isla Soto. Dep. San Fernando.",NA,NA,"US03076284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"120","2020-09-12 05:00:02-03","US","US","1779954","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"A. E. Burkart","8664","1937","12","12","South America","Argentina",NA,NA,"Victoria, costa.",NA,NA,"US03076290",NA,NA,NA,NA,"US03076290_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"121","2020-09-12 05:00:02-03","US","US","3172601","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"G. Hatschbach & A. Manosso","51703","1987","12","12","South America","Brazil","Paraná",NA,"Rio Paranapanema (mun. Santo Inácio).",NA,NA,"US03076282",NA,NA,NA,NA,"US03076282_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"122","2020-09-12 05:00:02-03","US","US","1280763","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"P. K. Dusén","7817","1909","2","25","South America","Brazil","Paraná",NA,"Brasilienses e civitate Paraná reportatae. Tratý, ad marginem lacusculi.",NA,NA,"US03076292",NA,NA,NA,NA,"US03076292_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"123","2020-09-12 05:00:02-03","US","US","2722981","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"J. C. Lindeman & J. H. Haas","4361","1967","1","22","South America","Brazil","Paraná",NA,"Brasiliae australis. Ilha dos Bandeirantes, islet in Rio Paraná opposite Pôrto Camargo.",NA,NA,"US03076285",NA,NA,NA,NA,"US03076285_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"124","2020-09-12 05:00:02-03","US","US","2705924","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"G. Hatschbach","23140","1969","12","6","South America","Brazil","Paraná",NA,"Carimã (mun. Foz de Iguaçu).",NA,NA,"US03076283",NA,NA,NA,NA,"US03076283_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA,NA,NA
"125","2019-10-07 09:10:49-03","UEFS","HUEFS","19666","PreservedSpecimen","Plantae","Angiospermae","Apiales","Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","D.Lucas","Hatschbach, G.","40518","1977","12","08",NA,"Brasil","Paraná","Santa Helena",NA,NA,NA,"HUEFS0019666","-54.3328018188477","-24.8603000640869",NA,NA,"HUEFS0019666",NA,"2017","07",NA,NA,"23937","auto","Asteranae",NA,NA,NA,NA,NA,NA
"126","2019-09-05 16:42:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii",NA,NA,"G. Niederlein","161","1880",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]"
"127","2019-10-03 14:20:29-03","IAC","IAC","21654","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","A. Krapovickas & C.L. Cristóbal","A. Krapovickas & C.L. Cristóbal","15538","1970","01","08",NA,"Argentina","Misiones","San Martín",NA,NA,"malezaen huerta plantas da argentina",NA,NA,NA,NA,NA,NA,NA,"1970","01",NA,NA,NA,NA,NA,"08",NA,NA,NA,NA,NA
"128","2020-11-04 17:28:25-03","UEM","HUEM","25175","Extra","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","A.L.Cardozo","Bento Fernandes, CE; L.M.Garcia; Rodrigues, S; Rosa, GS","155","2012","11","26",NA,"Brasil","Mato Grosso do Sul","Batayporã","rio Paraná, ilha Mutum, ressaco do Pau Véio",NA,"Herbácea, cerca de 60 cm de altura; infrutescência esverdeada, frutos maturos coloração marrom claro; cerca de 2 m da margem.","HUEM000014939","-53.257794","-22.748306","242","242",NA,NA,"2016","06","-53.257794","-22.748306",NA,NA,NA,"15",NA,NA,NA,NA,NA
"129","2020-11-04 17:28:25-03","UEM","HUEM","18649","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","A.L.Cardozo","Previdello, ME","s.n.","1993","12","12",NA,"Brasil","Paraná","Porto Rico","rio Paraná, ilha Porto Rico",NA,"Herbácea; fruto imaturo col. verde; frequente; solo seco, sujeito a alagamento.","HUEM000014937","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2016","06",NA,NA,"18063","auto",NA,"15",NA,NA,NA,NA,NA
"130","2020-11-04 17:28:25-03","UEM","HUEM","7593","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","K.K.Kita","K.K Kita; colaboradores","169","1997","12","17",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Ilha Porto Rico. Lagoa Figueira. Solo alagado.",NA,"Herbácea. Inflorescência coloração verdeada.","HUEM000027423","-53.2668991088867","-22.7721996307373",NA,NA,NA,NA,"2000","03",NA,NA,"18063","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-10 11:38:20-03","UNILA","EVB","229","PreservedSpecimen","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Buttura, E.","177","1979","08","28",NA,"Brasil","Paraná","Guaíra","Parque Nacional Sete Quedas. Parque Nacional das Sete Quedas",NA,NA,"EVB000229","-54.295556","-24.068889",NA,NA,"EVB000229",NA,NA,NA,"54º17'44''W","24º4'8''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2018-08-09 21:10:40-03","UFMT","UFMT","43385","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Caxambu, M.G.","Caxambu, M.G.; Siqueira, E.L.; Araújo, C.C.","7722","2016","12","16",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha da desembocadura do Rio São João no Iguaçu.",NA,"Erva ca. 0,40 m, ripária, heliófita, inflorescência esverdeadas.; Floresta estacional semidecidual aluvial com relevo suave-ondulado.",NA,"-54.481306","-25.627222","101","101",NA,NA,"2017","01","-54.481306","-25.627222",NA,NA,NA,"09",NA,NA,NA,NA,NA
"133","2019-04-15 17:39:14-03","UFMT","UFMT","43383","S","Plantae",NA,NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Dettke, G.A.","Caxambu, M.G.; Siqueira, E.L.; Andrade, A.C.","7692","2016","12","09",NA,"Brasil","Paraná","Serranópolis do Iguaçu","Parque Nacional do Iguaçu - Estrada de chão Céu Azul.",NA,"Erva palustre, heliófita, ca. 0,40m, inflorescência esverdeadas.; Relevo suave ondulado.",NA,"-53.861","-13.238917","587","587",NA,NA,"2016","12","-53.861","-13.238917",NA,NA,NA,"16",NA,NA,NA,NA,NA
"134","2021-02-08 12:31:54-03","UFRGS","ICN","008912","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Irgang, BE","Lindeman, JC; et al.","s.n.","1971","10","31","América do Sul","Brasil","RS","Derrubadas","mato na beira alta do Rio Uruguai",NA,"Espécie ameaçada de extinção (Em perigo).; Erva com cheiro aromático na margem do mato.",NA,"-53.8608016967773","-27.2646999359131",NA,NA,NA,NA,NA,NA,NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:31:54-03","UFRGS","ICN","087613","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Sobral, M","Brack, P; et al.","437",NA,NA,NA,"América do Sul","Brasil","RS","Tenente Portela","Parque Estadual do Turvo",NA,NA,NA,"-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:31:54-03","UFRGS","ICN","009879","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Constance, L","Hatschbach, G; de Haas, JH","15837 (4361)","1967","01","22","América do Sul","Brasil","PR","Porto Camargo","Ilha dos Bandeirantes in Rio Paraná, opposite Pto. Camargo",NA,"Herb up to 1 1/2 m tall; Capitules greenish.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-08 12:31:54-03","UFRGS","ICN","029054","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff",NA,"Pire, SM; Mroginski, LA","199","1973","12","26","América do Sul","Argentina","Misiones","Oberá","3 km S de Guaraní",NA,"Borde de arroyo, suelo rojo y pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-02-08 12:31:54-03","UFRGS","ICN","045545","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Pedersen, TM","Pedersen, TM","8706","1967","11","29","América do Sul","Argentina","Chaco","San Fernando","Isla Soto, poblado de San Fernando",NA,"Damp, loamy soil, in half shade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-02-08 12:31:54-03","UFRGS","ICN","009885","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Irgang, BE","Lindeman, JC; de Haas, JH","3410","1966","11","25","América do Sul","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, along forest road near Aranha",NA,NA,NA,"-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"140","2021-02-08 12:31:54-03","UFRGS","ICN","027639","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Irgang, BE","Irgang, BE; Porto, ML; et al.","s.n.","1973","12","13","América do Sul","Brasil","RS","Derrubadas","Parque Florestal do Turvo",NA,NA,NA,"-53.8608016967773","-27.2646999359131",NA,NA,NA,NA,NA,NA,NA,NA,"18158","auto",NA,NA,NA,NA,NA,NA,NA
"141","2021-02-08 12:31:54-03","UFRGS","ICN","158718","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Irgang, BE","Baptista, LRM","s.n.","1994","01","16","América do Sul","Brasil","RS","Planalto","Rio do Mel",NA,"vassoural",NA,"-53.0586013793945","-27.3288993835449",NA,NA,NA,NA,NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA
"142","2021-02-08 12:31:54-03","UFRGS","ICN","049043","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Irgang, BE","Valls, JFM; et al.","5848","1980","11","30","América do Sul","Brasil","RS","Santo Cristo","Ao longo da estrada para Porto Lucena, entre Laranjeiras e Santa Catarina",NA,"Erva arrosetada baixa, adventícia em lavoura de feijão, flores brancas, frequente na área; Área de pequenas propriedades com lavouras e restos de mata",NA,"-54.6627998352051","-27.8239002227783","400","400",NA,NA,"1980","12",NA,NA,"18454","auto",NA,"04",NA,NA,NA,NA,NA
"143","2021-02-08 12:31:54-03","UFRGS","ICN","050141","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Irgang, BE","Brack, P; et al.","s.n.","1981","07",NA,"América do Sul","Brasil","RS","Tenente Portela","Parque Estadual do Turvo",NA,"Erva em beira de mato.",NA,"-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-02-08 12:31:54-03","UFRGS","ICN","193594","S","Plantae","Dicotyledon",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H.Wolff","Lucas, D","Rabuske, C","268","2017","02","06","América do Sul","Brasil","RS","Venâncio Aires","Cerro do Baú.",NA,"Erva, ca. 40cm alt.; Borda de mata na entrada da pedreira, entre os arbustos.",NA,"-52.1918983459473","-29.6063995361328",NA,NA,NA,NA,"2017","05",NA,NA,"37026","auto",NA,"04",NA,NA,NA,NA,NA
"145","2021-03-22 16:22:54-03","FEPAGRO","BLA","12532","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff","B. E. Irgang","A. Pott",NA,"1969","06","15",NA,"Brasil","Rio Grande do Sul",NA,"Alto Uruguai; Missões",NA,NA,"BLA012532",NA,NA,NA,NA,NA,NA,"1979","01",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"146","2021-03-22 16:22:54-03","FEPAGRO","BLA","4400","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff",NA,"B. E. Irgang & M. L. Porto",NA,"1973","12","10",NA,"Brasil","Santa Catarina","Turvo","Parque Florestal.",NA,NA,"BLA004400","-49.67919921875","-28.9260997772217",NA,NA,NA,NA,NA,NA,NA,NA,"18298","auto",NA,NA,NA,NA,NA,NA,NA
"147","2019-10-04 16:06:07-03","MCN-FZBRS","HAS","44447","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff.",NA,"Schmidt, R.","1053","2005","04",NA,NA,"Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral; campo e trilha p/o Pinhal dos Macacos",NA,"Gravatá; erva; beira de córrego","HAS0044447","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA
"148","2020-08-26 10:47:35-03","MCN-FZBRS","HAS","53175","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff.","Diober Lucas","Mattos, J.","22832","1982","01",NA,NA,"Brasil","Rio Grande do Sul","Tenente Portela","Parque Florestal do Turvo, estrada para o Porto Garcia",NA,"Num barranco.","HAS0053175","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,"2016","09",NA,NA,"14404","auto",NA,"05",NA,NA,NA,NA,NA
"149","2019-10-04 16:06:07-03","MCN-FZBRS","HAS","39414","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apiaceae","Eryngium","ekmanii","Eryngium ekmanii","H. Wolff.","Senna, R.M.","Czsanholi, J.","s.n.","2001","02",NA,NA,"Brasil","Santa Catarina","Celso Ramos","Barra do Rio Uruguai",NA,"Erva terrícola; gravatá.","HAS0039414","-51.3363990783691","-27.6343994140625",NA,NA,NA,NA,NA,NA,NA,NA,"13642","auto",NA,NA,NA,NA,NA,NA,NA
