"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","previousCatalogNumber","typeStatus","fieldNumber","individualCount"
"11","2020-11-24 17:10:58-03","UTFPR","DVPR","3663","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Caxambu, MG","Siqueira, EL; Koechem, LF","2009","07","14",NA,"Brasil","Paraná","Luiziana","RPPN Depositozinho - Propriedade da COAMO - Agroindustrial Cooperativa.","-52.19183","-24.12272",NA,"subarbusto semi-ciófilo, ca. 0.5m, armado com espinhos. Flores alvas.; Relevo: suave-ondulado.","DVPR003663",NA,"211","587","587","-52.19183","-24.12272",NA,NA,"2009","07","31",NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:25:39-03","PUCPR","HUCP","22631","S","Plantae","Eudicotiledonea",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St. Hil.) Klotzsch. ex Hassk.","Lozano, E","Lozano, E","2011","08","10",NA,"Brasil","São Paulo","Narandiba",NA,"-51.5200004577637","-22.3999996185303",NA,NA,"HUCP00016670","HUCP00016670","701",NA,NA,NA,NA,"33091","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:22:59-03","UFBA","ALCB","76459","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Marques, MC","Brazão, JEM","1978","06","16","Southern America","Brasil","Bahia","Utinga","Na estrada Tapiraipe/Utinga","-41.083333","-12.1",NA,"Arbusto com 2,0m de altura, caule cinza-claro, folhas verdes, botão branco, cálice esverdeado, corola branca com labelo roxo.; Vegetação: Contato Caatinga Arbórea Aberta/Floresta Estacional.&nf;Solo: argilo arenoso.","ALCB034077","ALCB034077","03",NA,NA,"-41.083333","-12.1",NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:22:59-03","UFBA","ALCB","06395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Lima, AS","Jacob, A","1943","03","22","Southern America","Brasil","São Paulo","Campinas","Rua José de Alencar nº 140","-47.060001373291","-22.8999996185303",NA,"Arbusto","ALCB034079","ALCB034079","s/n",NA,NA,NA,NA,"23900","auto","1943","03","22",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:22:59-03","UFBA","ALCB","06394","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Gehrt, A","Viégas, AP; Lima, AS",NA,NA,NA,"Southern America","Brasil","São Paulo","Valinhos","Estação","-46.9900016784668","-22.9699993133545",NA,"Arbusto","ALCB034078","ALCB034078","s/n",NA,NA,NA,NA,"12075","auto","1942","08","24",NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:15:30-03","NBC","NL-BOTANY","L.2159285","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","Klotzsch ex Hassk.",NA,"Sellow F",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2159285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2159285","NL-L2159285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"17","2020-02-08 09:15:54-03","NBC","NL-BOTANY","L.1076678","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076678 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076678","NL-L1076678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12655",NA,NA,NA,NA
"18","2020-02-08 09:15:54-03","NBC","NL-BOTANY","L.1076679","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076679 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076679","NL-L1076679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12655",NA,NA,NA,NA
"19","2020-02-08 09:15:54-03","NBC","NL-BOTANY","L.1076680","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1076680 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1076680","NL-L1076680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12755",NA,NA,NA,NA
"20","2020-02-08 09:15:54-03","NBC","NL-BOTANY","L.2171433","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat",NA,"Hatschbach GG","1967","08","24","Southern America","Brazil",NA,NA,"Fda. Lagoa (Mun. Cianorte) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2171433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2171433","NL-L2171433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 09:15:54-03","NBC","NL-BOTANY","L.2171434","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat",NA,"Hatschbach GG","1962","02","04","Southern America","Brazil",NA,NA,"Est. Parana. Mun. Campo Mourao. Campo Mourao.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2171434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2171434","NL-L2171434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 09:15:54-03","NBC","NL-BOTANY","U 0284186","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284186 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0284186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12655",NA,NA,NA,NA
"23","2020-02-08 09:15:54-03","NBC","NL-BOTANY","U.1528218","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Marques MC","Makino H","1977","09","23","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1528218 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1528218","NL-U1528218",NA,NA,NA,NA,NA,NA,NA,"1981","10","01","Magnoliopsidae","U 0137412",NA,NA,NA,NA
"24","2020-02-08 09:15:54-03","NBC","NL-BOTANY","U.1605979","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat",NA,"Brantjes NBM","1978","03","10","Southern America","Brazil","São Paulo",NA,"Valinhos, road to Campinas.",NA,NA,NA,"Forest edge.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1605979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1605979","NL-U1605979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:15:54-03","NBC","NL-BOTANY","U.1605980","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Bernardi L","Eiten G; Eiten LT; Mimura I","1964","08","26","Southern America","Brazil","São Paulo",NA,"Municipio de Santa Bárbara do Oeste: eastern outskirts of city of Santa Bárbara do Oeste, just S of railroad on east side of highway.","-47.416667","-22.75",NA,"Pastured grove of secondary forest with semi-closed cover.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1605980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1605980","NL-U1605980",NA,NA,NA,"-47.416667","-22.75",NA,NA,"1992","09","01","Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:15:54-03","NBC","NL-BOTANY","U.1605982","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Görts-van Rijn ARA","Lindeman JC; Haas JH de","1966","03","22","Southern America","Brazil","Paraná",NA,"forest reserve S. of the Rio Ivaí ca. 30 km E. of Cianorte.",NA,NA,NA,"Frequent in one place.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1605982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1605982","NL-U1605982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 09:15:54-03","NBC","NL-BOTANY","U.1605983","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Görts-van Rijn ARA","Lindeman JC; Haas JH de","1966","10","17","Southern America","Brazil","Paraná",NA,"near dam in Rio Mourão.",NA,NA,NA,"Sec. vegetation.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1605983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1605983","NL-U1605983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:15:54-03","NBC","NL-BOTANY","U.1605987","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Görts-van Rijn ARA","Lindeman JC; Haas JH de","1966","03","17","Southern America","Brazil","Paraná",NA,"forest reserve S. of Rio Ivaí, ca. 30 km E. of Cianorte.",NA,NA,NA,"Frequent.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1605987 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1605987","NL-U1605987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-11-04 12:15:56-03","ESALQ","ESA","133585","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(Klotzsch ex A.St.-Hil. & Moq.) Hassk.","Orlandini, P.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","06","30",NA,"Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia; Fragmento de Floresta Estacional Semidecidual aluvial","-47.2900009155273","-22.7700004577637",NA,"Material estéril, sem demais observações","ESA133585",NA,"75.0","576","576","-47,.28608º","-22,75808º","8440","auto","2015","06","30",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:17:31-03","ESALQ","ESA","91480","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat.",NA,"Viani, R.A.G. et al.","2004","07","12",NA,"Brasil","São Paulo","Bofete","Fazenda Santa Terezinha (Eucatex). Remanescente de Floresta Estacional Semidecidual",NA,"-230.333",NA,NA,"ESA091480",NA,"455.0",NA,NA,"-48,183,333","-230,333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:17:31-03","ESALQ","ESA","36865","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii",NA,NA,"Hoehne, W.","1949","09","25",NA,"Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,NA,"ESA036865",NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:17:31-03","ESALQ","ESA","87441","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Guillaumon, J.R.","Guillaumon, J.R.","2002","08","31",NA,"Brasil","São Paulo","Vinhedo",NA,"-46.9700012207031","-23.0300006866455",NA,NA,"ESA087441",NA,NA,NA,NA,NA,NA,"9595","auto","2004","04","02",NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:48:36-02","IPA","IPA","11975","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Andrade-Lima","1958","11","14","Southern America","Brasil","Bahia","Itumirim","encosta pedregosa da Serra da cachoeira.",NA,NA,NA,"Flor creme.","IPA0011975",NA,"58-3307",NA,NA,NA,NA,NA,NA,"2011","01","27",NA,NA,NA,NA,NA,NA
"34","2019-02-15 11:48:36-02","IPA","IPA","40610","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Ule","1906","10",NA,"Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,"Caatinga bei Tambury.","IPA0040610",NA,"7059",NA,NA,NA,NA,NA,NA,"2011","01","27",NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:48:36-02","IPA","IPA","40611","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Sellow",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IPA0040611",NA,"1294",NA,NA,NA,NA,NA,NA,"2011","01","27",NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:48:36-02","IPA","IPA","73092","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Rita Pereira; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano,; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano, O.; Costa e S","2006","02","20","Southern America","Brasil","Pernambuco","Arcoverde","Serra das Varas, Mata da Torre - trilha principal.","-37.010278","-8.4325",NA,"Arbusto, ca de 2m de altura. frutos verdes amarelados.","IPA0073092",NA,"2550","915","915","-37.010278","-8.4325",NA,NA,"2011","01","27",NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:48:36-02","IPA","IPA","73375","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Bocage, A.; et al.; et al.","2006","09","13","Southern America","Brasil","Pernambuco","Arcoverde","Serra das Varas, Mata da Balança, interior da mata.","-37.010278","-8.418611",NA,"Arbusto espinhoso, ca. 2m de altura. Flores creme c/lilás.; Mata/Caatinga.","IPA0073375",NA,"1146",NA,NA,"-37.010278","-8.418611",NA,NA,"2011","01","27",NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:48:36-02","IPA","IPA","81446","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Nascimento, G.; Espírito-Santo, F.S.; Souza, L.G.; Espírito-Santo, F.S.; Souza, L.G.","2005","12","06","Southern America","Brasil","Pernambuco","Afrânio","Povoado de Caboclo, Fazenda Boqueirão. Área nº34 Oeste de Pernambuco, alta importância biológica.","-40.922833","-8.466306",NA,"Árvore ca. de 3m de altura. Tronco com casca lisa que se solta como escama. Ápice das ramificações com espinhos. Folhas opostas. Flores hermafroditas e alvas. Presença notável de guia de nectário lilás. Apresenta um envoltório que pro","IPA0081446",NA,"011","567","567","-40.922833","-8.466306",NA,NA,"2009","12","11",NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:48:36-02","IPA","IPA","25605","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Andrade-Lima; Lima, V.C.; Gallindo, F.; Lima, V.C.; Gallindo, F.","1980","06","13","Southern America","Brasil","Alagoas","Arapiraca","estrada em direção a Jaramataia ca. 40km da cidade.","-36.6610984802246","-9.7524995803833",NA,"Arbusto ca. 3m de altura; pouco frequente.; Solo muito seco. Caatinga muito espinhosa e fechada, extrato arbóreo constituido de árvores altas (Caesalpinia pyramidalis, Schinopsis brasiliensis, etc. )","IPA0025605",NA,"s.n.",NA,NA,NA,NA,"19227","auto","2011","01","27",NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:48:36-02","IPA","IPA","74393","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Ramalho, F.B.","1972","04","27","Southern America","Brasil","Bahia","Ibipeba","Fazenda São Vicente","-42.011100769043","-11.6408004760742",NA,"Árvores de mais ou menos 4m altura. Flores alvas, perfume agradavél.A corola apresneta uma parte de suas pétalas com uma parte azul. Madeira esbranquiçada com espinhos.","IPA0074393",NA,"103",NA,NA,NA,NA,"51532","auto","1972","04","27",NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:48:36-02","IPA","IPA","1955","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Andrade-Lima","1950","11","21","Southern America","Brasil","Pernambuco","Floresta","Caatinga da encosta da Serra Negra.","-38.5685997009277","-8.60111045837402",NA,"Arbusto. Flôres alvas.","IPA0001955",NA,"50721",NA,NA,NA,NA,"87756","auto","2011","01","27",NA,NA,NA,NA,NA,NA
"42","2019-07-26 11:41:06-03","IPA","IPA","62245","S","Plantae","Plantae",NA,"Polygalaceae","Acanthocladus","brasiliensis","Acanthocladus brasiliensis","(A. St.-Hil.) Klotzsch ex Hassk","Barbosa, J.I.S.","Hoehne, W.","1949","09","25","Southern America","Brasil","São Paulo","Jundiaí",NA,"-46.8800010681152","-23.1800003051758",NA,"Arbusto do cerrado.","IPA0062245",NA,"62245",NA,NA,NA,NA,"17840","auto","2011","01","27",NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:48:40-02","IPA","IPA","72994","S","Plantae","Plantae",NA,"Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","Cano, O.","Bocage, A.; Cano, O.; Ferreira, C.; Cano, O.; Ferreira, C.","2006","09","13","Southern America","Brasil","Pernambuco","Arcoverde","Serra das Varas, Mata da Balança, interior da mata, início da mata.","-37","-8.5",NA,"Arbusto com espinhos, ca. de 2 m de altura. Flores de cor creme com lilás.","IPA0072994",NA,"1148","896","896","-37","-8.5",NA,NA,"2006","09","13",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:31:53-03","IAP","PACA-AGP","101309","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","klotzschii","Polygala klotzschii","Chodat","R. Lüdtke","R. Lüdtke","2006","12","19",NA,"Brasil","PR","Campo Mourão","BR 487","-52.334611","-24.105",NA,"arbusto c/ ca. 1,2 m c/ espinhos no fim dos ramos&nf;ICN 146040 Habitat: nas matas às margens do Rio Mourão; no interior de mata pluvial Fenofase: estéril","PACA101309",NA,"685",NA,NA,"52°20'04.6W","24°06'18.0S",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
