"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"191","2015-09-16 06:16:00-03","MO","MOBOT","2514625","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Benedict (Benjamin) Balansa","Balansa 2143",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,"Caaguazú",NA,NA,"(L. f.) Kuntze",NA,"Marais situés a l'est de Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2012-04-20 05:09:00-03","MO","MOBOT","2514635","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 30077","1995","10","10","South America","Paraguay",NA,NA,NA,NA,"Caaguazú",NA,NA,"(L. f.) Kuntze",NA,"Ea.Caa Cora. Estribaciones de la Sra. de San Joaquin. En banado con agua permanente","-55.41666","-24.83333","290.00000000",NA,NA,"Schinini, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-05-03 06:20:00-03","MO","MOBOT","2674255","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Alfredo F. Fuentes|Ramiro Cuevas|Evert Cuevas|Rúben Huanca|Pamela Mollinedo|Honorio Pariamo","Fuentes Claros 7203","2005","4","22","South America","Bolivia",NA,NA,NA,NA,"La Paz",NA,NA,"(L. f.) Kuntze","Muñecas","Región Madidi. Marumpampa, subiendo cerro al SW.","-68.6577778","-15.2233334","1367.00000000",NA,NA,"A. Fuentes (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-15","2",NA
"194","2019-01-25 04:35:00-02","MO","MOBOT","2748770","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Luis Valenzuela G.|Efraín Suclli|Gloria Calatayud","Valenzuela Gamarra 3251","2004","3","25","South America","Peru",NA,NA,NA,NA,"Cusco",NA,NA,"(L. f.) Kuntze","La Convención","Dist. Ocobamba, Mesa Pelada, Bosque Intervenido.","-72.64138","-12.95166","1451.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"195","2012-03-28 05:28:00-03","MO","MOBOT","2777967","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Jorge Caranqui|Elsa R. Toapanta|Thomas B. Croat","Caranqui 701","2002","8","19","South America","Ecuador",NA,NA,NA,NA,"Tungurahua",NA,NA,"(L. f.) Kuntze","Baños","Ri!4o negro,carretera 4.8 Km., cruzando el ri!4o Pastaza al sur de Ri!4o Negro, vegetacio!4n perturbada.","-78.2","-1.4","1520.00000000",NA,NA,"J.Caranqui(CHEP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2008-05-27 22:02:00-03","MO","MOBOT","2778111","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","ESTUDIANTES ESPOCH","ESTUDIANTES ESPOCH 584","2003","6","18","South America","Ecuador",NA,NA,NA,NA,"Chimborazo",NA,NA,"(L. f.) Kuntze","Penipe","Parroquia Puela, bosque montano Tambo Palictahua.","-78.45","-1.5","3500.00000000",NA,NA,"J.Caranqui (CHEP)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-09-03 04:36:00-03","MO","MOBOT","2882240","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Homero Vargas|W. Defas|Rosa Batallas|M. Masabanda","Vargas López 4859","2005","2","15","South America","Ecuador",NA,NA,NA,NA,"Bolívar",NA,NA,"(L. f.) Kuntze","Guaranda","Recorrido entre Recinto Los Arrayanes - Recinto Chaupi. Colecciones a borde de carretera. Bosque secundario. Bosque Húmedo Montano Bajo.","-79.09583","-1.31861","2360.00000000",NA,NA,"D.A. Neill (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44",NA,NA
"198","2009-07-31 06:58:00-03","MO","MOBOT","2981319","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Calaway H. Dodson|Alwyn H. Gentry","Dodson 9584","1980","3","21","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze",NA,"2 km W of Tandap, on new road Quito-Santo Domingo.","-78.78","-0.41","1400.00000000",NA,NA,"Noel H. Holmgren, 2 Feb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA
"199","2010-04-13 13:47:00-03","MO","MOBOT","3019198","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Aurelio Schinini|Romeo Carnevali","Schinini Cacace 10301","1974",NA,NA,"South America","Argentina",NA,NA,NA,NA,"Corrientes",NA,NA,"(L. f.) Kuntze","Santo Tomé","Ruta 40 y Auo. Chimiray",NA,NA,NA,NA,NA,"Ronald L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2013-02-11 16:00:00-02","MO","MOBOT","3019276","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Bassett Maguire|João Murça Pires|Celia K. Maguire|Nilo T. Silva","Maguire 56983","1963","9","30","South America","Brazil",NA,NA,NA,NA,"Goiás",NA,NA,"(L. f.) Kuntze",NA,"74km beyond Alto Araguia en route to Goiania",NA,NA,"930.00000000",NA,NA,"J. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2008-05-27 22:02:00-03","MO","MOBOT","3019496","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Howard S. Irwin","Irwin 12953","1966","2","16","South America","Brazil",NA,NA,NA,NA,"Goiás",NA,NA,"(L. f.) Kuntze",NA,"Erect herb ca. 1.5m. tall. Flowers malodorous. Locally common. Rocky slope and creek margin, ca. 30km N.W. of Veadeiros",NA,NA,NA,NA,NA,"Ronald L.Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2008-05-27 22:02:00-03","MO","MOBOT","3019625","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","João Geraldo Kuhlmann","Kuhlmann s.n.","1917",NA,NA,"South America","Brazil",NA,NA,NA,NA,"São Paulo",NA,NA,"(L. f.) Kuntze",NA,"Barreto",NA,NA,NA,NA,NA,"Ronald L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2011-02-23 09:58:00-03","MO","MOBOT","3019705","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Anders F. Regnell","Regnell 1376","1964","12","18","South America","Brazil",NA,NA,NA,NA,"Minas Gerais",NA,NA,"(L. f.) Kuntze",NA,"Caldas",NA,NA,NA,NA,NA,"Ronald L.Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2008-05-27 22:02:00-03","MO","MOBOT","3019946","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","* MARISCAL","MARISCAL 76","1983",NA,NA,"South America","Colombia",NA,NA,NA,NA,"Santander",NA,NA,"(L. f.) Kuntze",NA,"Km 20 Carretera a Pamplona.",NA,NA,"1768.00000000",NA,NA,"K. Barringer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2011-02-18 09:01:00-02","MO","MOBOT","3019974","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","H.J.F. Schimpff","Schimpff 992","1934",NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,"Südlich Dúcay.",NA,NA,"300.00000000",NA,NA,"Noel H. Holmgren, 2 Feb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2015-06-13 05:48:00-03","MO","MOBOT","3020031","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","F.J. Ortiz","Ortiz 21","1975","2",NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,"Santo Domingo. Hda. San Luis, Km. 96. Carretera viejo Quito.",NA,NA,NA,NA,NA,"Noel H. Holmgren, 2 Feb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2019-01-24 11:10:00-02","MO","MOBOT","3020133","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","C.W.H. Mosen","Mosén 4346","1876","1","25","South America","Brazil",NA,NA,NA,NA,"Minas Gerais",NA,NA,"(L. f.) Kuntze",NA,"Caldas",NA,NA,NA,NA,NA,"Ronald L.Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"208","2011-06-09 17:54:00-03","MO","MOBOT","3020268","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","C. Vargas C.","Vargas Calderón 3166","1943","1","27","South America","Peru",NA,NA,NA,NA,"Cusco",NA,NA,"(L. f.) Kuntze","Quispicanchis","Marapata",NA,NA,"1200.00000000",NA,NA,"Ronald L.Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2008-05-27 22:02:00-03","MO","MOBOT","3020523","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Laurence J. Dorr","Dorr 7082","1990","6","19","South America","Venezuela",NA,NA,NA,NA,"Táchira",NA,NA,"(L. f.) Kuntze",NA,"Uribante. S base of Cerro El Morro sandstone outcrop on N shore of Embalse La Honda and opposite Campamento La Trampa. Grassy, savanna-like vegetation with scattered small trees.","-71.7","7.95","1140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2012-12-02 09:17:00-02","MO","MOBOT","3020685","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Philip A. Silverstone-Sopkin","Silverstone-Sopkin 2300","1986","6","23","South America","Colombia",NA,NA,NA,NA,"Valle del Cauca",NA,NA,"(L. f.) Kuntze","Cali","Carretera Cali-Buenaventura, Km 17, Cordillera Occidental, vertiente oriental, ladera de colina, vegetación abierta perturbada (hierbas y arbustos).",NA,NA,"1900.00000000",NA,NA,"Dieter C. Wasshausen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2010-02-09 21:19:00-02","MO","MOBOT","3020747","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Enrique Forero|Roberto Jaramillo M.|Henry Y. Bernal|Henry León|M.M. Pulido","Forero 6101","1979","4","29","South America","Colombia",NA,NA,NA,NA,"Chocó",NA,NA,"(L. f.) Kuntze","El Carmen","Carretera Tutunendo. Entre kms 135 y 120. Alto Río Atrato.",NA,NA,"800.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-03-29 19:52:00-03","MO","MOBOT","3020824","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Vinicius C. Souza","Souza 14571","1994","2","26","South America","Brazil",NA,NA,NA,NA,"Bahia",NA,NA,"(L. f.) Kuntze",NA,"Municipio de Abaíra-Catolés. Serra do Barbado. Campo rupestre com mata no vale, ao longo do caminho da forquilha da Serra","-41.9016667","-13.2908333","1750.00000000","2035.00000000",NA,"V.C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"213","2008-05-27 22:02:00-03","MO","MOBOT","3020926","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","DAZA","DAZA s.n.","1959","1","2","South America","Colombia",NA,NA,NA,NA,"Antioquia",NA,NA,"(L. f.) Kuntze","Cañasgordas","Name of Farm: Versalles. Name of Farmer: Pedro Moreno. Mean Temperature: 20º.",NA,NA,"1300.00000000",NA,NA,"Ronald L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2013-07-28 05:59:00-03","MO","MOBOT","3020996","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Gunnar Wilhelm Harling|G.T. Storm|Bertil Ström","Harling 8852","1968",NA,NA,"South America","Ecuador",NA,NA,NA,NA,"Cotopaxi",NA,NA,"(L. f.) Kuntze",NA,"Road Quevedo-Latacunga, Macuchi.","-79.0666","-0.983333","1600.00000000",NA,NA,"N.H. Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2015-08-13 05:50:00-03","MO","MOBOT","3020998","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","R.M. Harley","Harley 52099","1992",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,"Mun. Abaíra; Mata do Barbado","-41.9","-13.28333","1700.00000000",NA,NA,"V.C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2009-08-23 08:26:00-03","MO","MOBOT","3021743","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Calaway H. Dodson|L.B. Thien","Dodson 1559","1961","12","14","South America","Ecuador",NA,NA,NA,NA,"Carchi",NA,NA,"(L. f.) Kuntze",NA,"Railroad from Ibana to San Lorenzo; km. 78; Rio Blanco. Herb on cliff face.",NA,NA,"900.00000000",NA,NA,"Noel H. Holmgren, 2 Feb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2016-06-24 08:49:00-03","MO","MOBOT","3022799","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","* SILVA","SILVA 263","1986","12","9","South America","Brazil",NA,NA,NA,NA,"Paraná",NA,NA,"(L. f.) Kuntze",NA,"S. Roque (mun. Piraquara)",NA,NA,NA,NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"218","2020-05-05 11:36:00-03","MO","MOBOT","3030053","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Émile Hassler","Hassler 10662",NA,"10",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,"In regione Esperanza",NA,NA,NA,NA,NA,"Ronald L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"219","2009-07-17 07:39:00-03","MO","MOBOT","3030144","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Émile Hassler","Hassler 4851",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,NA,NA,NA,NA,NA,NA,"Ronald L.Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2008-05-27 22:02:00-03","MO","MOBOT","3031264","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Laurence J. Dorr","Dorr 7082","1990","6","19","South America","Venezuela",NA,NA,NA,NA,"Táchira",NA,NA,"(L. f.) Kuntze",NA,"Distr. Uribante. S base of Cerro El Morro, sandstone outcrop on N shore of Embalse La Honda and opposite Campamento La Trampa","-71.7","7.95","1140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2014-11-03 22:38:00-02","MO","MOBOT","3031436","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Paul E. Berry|José A. Gomez","Berry 3950","1982","7","12","South America","Venezuela",NA,NA,NA,NA,"Mérida",NA,NA,"(L. f.) Kuntze",NA,"Carretera Barinas-Apartaderos, km 50, arriba de San Isidro",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2011-12-10 06:25:00-02","MO","MOBOT","3031778","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","R. Romero Castañeda|Saúl Llinas","Romero Castañeda 11353","1971","8","11","South America","Colombia",NA,NA,NA,NA,"Magdalena",NA,NA,"(L. f.) Kuntze","Santa Marta","alrededores de Minca, en un barranco de la carretera a El Recuerdo.",NA,NA,"700.00000000",NA,NA,"Ronald L.Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2012-04-11 12:39:00-03","MO","MOBOT","3032040","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Jorge E. Ramos|et al.","Ramos Pérez 1002","1988","6","12","South America","Colombia",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,"Corregimiento de Río Grande, margen derecha del río en las lomas, abajo del puente, cerca a un bosque de neblina; en predios de la Familia Reyna, en la vía Pavas-Restrepo.",NA,NA,"1800.00000000",NA,NA,"J.E. Ramos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2011-02-25 11:47:00-03","MO","MOBOT","3032362","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Calaway H. Dodson|Alvin Embree","Dodson 13407","1982","7","19","South America","Ecuador",NA,NA,NA,NA,"Cotopaxi",NA,NA,"(L. f.) Kuntze",NA,"Tenefuerste. Río Pilalo, km 52-53, Quevedo-Latacunga.","-79.092","-0.868","750.00000000","900.00000000",NA,"K. Barringer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2008-05-27 22:02:00-03","MO","MOBOT","3032525","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Frieda Billiet|B. Jadin","Billiet 6692","1996","1","24","South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,"(L. f.) Kuntze",NA,"Route Tandayapa-Nanegalito",NA,NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2010-11-04 13:12:00-02","MO","MOBOT","3065225","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Edgardo M. Ortiz V.","Ortiz 518","2005","3","22","South America","Peru",NA,NA,NA,NA,"Pasco",NA,NA,"(L. f.) Kuntze","Oxapampa","Dist. Huancabamba. Carretera hacia Pozuzo-Zona de Amortiguamiento, Parque Nacional Yanachaga-Chemillén. Bosque montano medio, borde de carretera.","-75.54416","-10.39222","1630.00000000","1390.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"227","2011-10-22 04:57:00-02","MO","MOBOT","3087804","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Álvaro Cogollo P.","Cogollo Pacheco 2221",NA,NA,NA,"South America","Colombia",NA,NA,NA,NA,"Antioquia",NA,NA,"(L. f.) Kuntze","Campamento","Zona de Explotación mina de asbesto.","-75.2852777","6.9797223",NA,NA,NA,"J.L. Fernandez-Alonso (COL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2008-05-27 22:02:00-03","MO","MOBOT","3115423","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","William G. D'Arcy","D'Arcy 14016","1981","1","10","South America","Ecuador",NA,NA,NA,NA,"Tungurahua",NA,NA,"(L. f.) Kuntze",NA,"Roadside, between Ambato and Banos.","-78.53","-1.35",NA,NA,NA,"R. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2010-07-24 01:43:00-03","MO","MOBOT","3443372","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","C. Ortiz","Ortiz 54","2007","12","28","South America","Bolivia",NA,NA,NA,NA,"Chuquisaca",NA,NA,"(L. f.) Kuntze","Hernando Siles","Municipio de Monteagudo, primera sección del Cantón Fernandes, comunidad de San Lorenzo. Loma de Monu Mayu.","-64.24","-19.9516667","1840.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"230","2010-07-24 01:34:00-03","MO","MOBOT","3444684","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","O. Apaza","Apaza 181","2007","12","28","South America","Bolivia",NA,NA,NA,NA,"Chuquisaca",NA,NA,"(L. f.) Kuntze","Hernando Siles","Cantón Fernández, Comunidad Vallecito. Cañón el Guayavillar.","-64.1380555","-20.2163889","1756.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"231","2012-01-20 05:01:00-02","MO","MOBOT","3455485","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Wilson Quizhpe|Abel Wisum","Quizhpe 2643","2007","3","10","South America","Ecuador",NA,NA,NA,NA,"Zamora-Chinchipe",NA,NA,"(L. f.) Kuntze","Palanda","Región del Río Chinchipe; en la unión del Río Numbala y Río Palanda. Bosque húmedo premontano. Bosque disturbado.","-79.0936111","-4.7536111","800.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","3",NA
"232","2010-07-24 01:43:00-03","MO","MOBOT","3481806","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Gloria Calatayud","Calatayud Hermosa 4043","2007","5","23","South America","Peru",NA,NA,NA,NA,"Cusco",NA,NA,"(L. f.) Kuntze","La Convención","Distrito Echarate, Papelpata. Bosque seco secundario.","-72.6138889","-12.755","1834.00000000",NA,NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"233","2015-04-21 05:44:00-03","MO","MOBOT","3496878","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Ivan Linneo","Linneo Foronda 1275","2008","1","12","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz",NA,NA,"(L. f.) Kuntze","Andrés Ibáñez","Municipio de Porongo, localidad del Monumento Natural Espejillos. Sobre las colinas. Vegetación en transición de bosque Tucumano-Boliviano, Cerrado y Sub andino; bordes de pastizales y el inicio del Cerrado.","-63.4702778","-17.8933333","1070.00000000","1100.00000000",NA,"E. Feltz (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"234","2008-05-27 22:02:00-03","MO","MOBOT","472332","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","L.B. Holm-Nielsen","Holm-Nielsen 18712","1979","7","24","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze",NA,"Road Santo Domingo - Chiriboga. Moist montane forest, SW of Chiriboga.","-78.78333","-0.3","2000.00000000",NA,NA,"H. Balslev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2008-05-27 22:02:00-03","MO","MOBOT","472342","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Benjamin Øllgaard|Suzanne Roth|Calvin R. Sperling","Øllgaard 35525","1980","7","30","South America","Ecuador",NA,NA,NA,NA,"Pastaza",NA,NA,"(L. f.) Kuntze",NA,"C. 5 km E of Mera, on road to Shell Mera. Rocky escarpment, road bank and riverside vegetation.","-78.08333","-1.46666","1050.00000000",NA,NA,"N. H. Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2008-05-27 22:02:00-03","MO","MOBOT","472351","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","L.B. Holm-Nielsen|S. Jeppesen","Holm-Nielsen 147","1968","6","1","South America","Ecuador",NA,NA,NA,NA,"Tungurahua",NA,NA,"(L. f.) Kuntze",NA,"Agoyan Falls, 11 km E of Banos","-78.36666","-1.38333","0E8",NA,NA,"N.H. Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2008-05-27 22:02:00-03","MO","MOBOT","472360","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Jens E. Madsen","Madsen 36511","1981","11","3","South America","Ecuador",NA,NA,NA,NA,"Tungurahua",NA,NA,"(L. f.) Kuntze",NA,"Baños, 4 km on the road to Puyo. 0-3 km E of the road tunnel, along the roadside at a S-facing hill slope.","-78.48333","-1.48333","1800.00000000",NA,NA,"N.H. Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2008-05-27 22:02:00-03","MO","MOBOT","472369","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Benjamin Øllgaard|Jens E. Madsen|Lars J. Christensen|Birgitte Bergmann","Øllgaard 74775","1988","6","2","South America","Ecuador",NA,NA,NA,NA,"Zamora-Chinchipe",NA,NA,"(L. f.) Kuntze",NA,"Immediately N of Zamora","-78.95","-4.06666","1000.00000000","1200.00000000",NA,"U. Molau (GB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","472379","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","B. Løjtnant|Ulf Molau","Løjtnant 15673","1979","7","8","South America","Ecuador",NA,NA,NA,NA,"Pichincha",NA,NA,"(L. f.) Kuntze",NA,"Old road Quito-Santo Domingo, SW of Chiriboga, km 82-84 from Quito. Disturbed and virgin subtropical rain forest.","-78.83333","-0.31666","1350.00000000","1400.00000000",NA,"N.H. Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","472477","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Bruce A. Stein|Carol A. Todzia","Stein 2360","1985","3","9","South America","Peru",NA,NA,NA,NA,"Junín",NA,NA,"(L. f.) Kuntze","Chanchamayo","Río Tulumayo Valley, road from San Ramón to Vitoc and Chilpes.","-75.25","-11.25","1000.00000000","1250.00000000",NA,"B. Stein",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-96","2",NA
"241","2008-05-27 22:02:00-03","MO","MOBOT","472515","PreservedSpecimen","Plantae","Orobanchaceae","Escobedia","grandiflora","Escobedia grandiflora","Percy Núñez V.|F. Motocanchi","Núñez Vargas 8747","1988","1","1","South America","Peru",NA,NA,NA,NA,"Cusco",NA,NA,"(L. f.) Kuntze","La Convención","139 km de Cusco en Quellomayo, subiendo hacia la ceja, entre Santa Teresa y Chaullay.","-72.6","-13.13333","1200.00000000","2600.00000000",NA,"K. Barringer (BKL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-1","4",NA
