"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","relatedCatalogItem"
"11","2018-01-08 16:02:00-02","MO","MOBOT","3121912","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll. Arg.","C.M. Taylor (MO)","André M. Amorim|Sérgio C. de Sant'Ana|I.C. Nascimento|Jomar G. Jardim|et al.","Amorim 644","1992","8","25","South America","Brazil","Bahia",NA,"Urucuca, distrito de Serra Grande; 7.3km na estrada Serra Grande/Itacare; Conjunto Faz. Santa Cruz;","-39.0166667","-14.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"12","2018-01-08 16:03:00-02","MO","MOBOT","3121945","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll. Arg.","C.M. Taylor (MO)","W. Wayt Thomas","Thomas 9029","1992","2","2","South America","Brazil","Bahia",NA,"Urucuca; Serra Grande forest inventory study site; 7.3km N of Serra Grande on rd to Itacare; Faz Lagoa do Conjunto Faz. Santa Cruz;","-39.0166667","-14.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","3122537","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll. Arg.",NA,"Jomar G. Jardim","Jardim 4167","2003","12","18","South America","Brazil","Bahia",NA,"Urucuca, Rod. Serra Grande/Urucuca, ca 14km W Parq. Estadual Serra do Conduru; Serra do Conduru, Flor. Higrofila","-39.1","-14.46666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2013-05-07 06:03:00-03","MO","MOBOT","3122624","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll. Arg.","Standley","Ynés Mexia","Mexia 4247","1930","1","27","South America","Brazil","Minas Gerais",NA,"Carangola; Trail Areponga to Faz. da Gramma; about km 12; open capoera",NA,NA,"970.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-09 10:13:50-03","UENF","HUENF","10446","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.",NA,"Souza, T.P.; Ribeiro, C.T.; Helmo","506","2013","04","24",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.447778","-21.796944",NA,NA,NA,"Parcela 6","HUENF00011083",NA,NA,NA,NA,NA,NA,NA,"41º26'52''W","21º47'49''S",NA,NA,NA
"16","2021-02-09 10:13:50-03","UENF","HUENF","10445","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.",NA,"Souza, T.P.; Faitanin, M.A.; Ribeiro, C.T.","561","2013","03","04",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.447778","-21.796944",NA,NA,NA,"Parcela 15; fértil","HUENF00011082",NA,NA,NA,NA,NA,NA,NA,"41º26'52''W","21º47'49''S",NA,NA,NA
"17","2021-02-09 10:13:50-03","UENF","HUENF","10444","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.",NA,"Souza, T.P.; Ribeiro, C.T.; Helmo","506","2013","04","24",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.447778","-21.796944",NA,NA,NA,"Parcela 6","HUENF00011081",NA,NA,NA,NA,NA,NA,NA,"41º26'52''W","21º47'49''S",NA,NA,NA
"18","2020-09-12 05:00:02-03","US","US","1592448","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Faramea","monantha","Faramea monantha","Müll. Arg.",NA,"Y. Mexia","4247","1930","1","27","South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Geraes, Districto Carangola, Trail Areponga to Fazenda da Gramma; about km. 12; open capoera.",NA,NA,"970",NA,NA,NA,"US02690497","US02690497_01","Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"19","2020-01-14 12:02:20-03","USP","SPF","231109","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.","Gomes, M","Gomes, M","1064","2011","12","02",NA,"Brasil","Rio de Janeiro","Magé","Serra da Estrela","-43.123056","-22.572222","13","13",NA,NA,"SPF00231109",NA,NA,NA,NA,NA,NA,NA,"-43.123056","-22.572222","2011","12",NA
"20","2019-10-07 09:14:22-03","UEFS","HUEFS","68710","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.","M.Gomes","Gomes, M.","393","1989","04","04",NA,"Brasil","Rio de Janeiro","Magé","Serra da Estrela.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"HUEFS0068710","HUEFS0068710","Asteranae","20531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-07 09:14:22-03","UEFS","HUEFS","19116","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.","J.Jardim","Carvalho, A.M.de","3570","1991","09","11",NA,"Brasil","Bahia","Uruçuca",NA,"-39.016667","-14.416667",NA,NA,NA,NA,"HUEFS0019116","HUEFS0019116","Asteranae",NA,NA,NA,NA,NA,"39W1'","14S25'","2003","10",NA
"22","2019-10-07 09:14:22-03","UEFS","HUEFS","86023","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.","J.Jardim","Jardim, J.G.","H4256","2004","07","19",NA,"Brasil","Bahia","Elísio Medrado","Reserva Jequitibá/GAMBÁ. Serra da Jibóia","-39.471667","-12.869444","600","650",NA,"Interior da floresta","HUEFS0086023","HUEFS0086023","Asteranae",NA,NA,NA,NA,NA,"39W28'18''","12S52'10''","2007","01",NA
"23","2019-10-07 09:14:22-03","UEFS","HUEFS","90754","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.",NA,"Riedel","86",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0090754",NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-03-13 19:32:39-03","F","FMNH-SEEDPLANTS","V0264203F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0264203F","V0264203F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-03-13 19:32:39-03","F","FMNH-SEEDPLANTS","V0264204F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0264204F","V0264204F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-23 12:20:29-03","CEPLAC","CEPEC","77119","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","S. R. Profice","107","1997","09","19",NA,"Brasil","Bahia","URUÇUCA","7Km a partir da sede do Distrito de Serra Grande, Faz. Lagoa.","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/2003"
"27","2020-07-23 12:20:29-03","CEPLAC","CEPEC","35587","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","F. S. Santos","349","1984","09","18",NA,"Brasil","Bahia","SANTA CRUZ CABRÁLIA","Ca. 16Km ao W Porto Seguro, Rod. BR-367. Área da est. Eclogica do Pau-brasil. CEPLAC.Coletas Ao longo do rumo.","-39.133333","-16.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W8'","16S23'",NA,NA,"30/12/2003"
"28","2020-07-23 12:20:29-03","CEPLAC","CEPEC","52023","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","A. M. de Carvalho","3570","1991","09","11",NA,"Brasil","Bahia","URUÇUCA","7.3Km na estrada Serra Grande/Itacaré. Faz. Lagoa.","-89.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89W1'","14S25'",NA,NA,"30/12/2003"
"29","2020-07-23 12:20:29-03","CEPLAC","CEPEC","114041","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","Jardim, J. G.","4712","2005","07","21",NA,"Brasil","Bahia","arataca","RPPN Caminho das Pedras. Serra do Peito-de-Moça, entrada a 9,5km no Assent. Santo Antônio, mais 8,9km até a sede da RPPN. Coletas na trilha para o topo, 2-4km da sede.","-39.339444","-15.174167","450","450",NA,"Frutos e folhas em álcool 70%. Material em sílica-gel.",NA,NA,NA,NA,NA,NA,NA,NA,"39W20'22","15S10'27",NA,NA,NA
"30","2020-07-23 12:20:29-03","CEPLAC","CEPEC","122754","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"Sem Informação","Martini, A.",NA,NA,NA,NA,NA,"Brasil","Bahia","URUÇUCA","Estrada de Serra Grande para Itacaré. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Área Explorada.","-39.115","-14.499722","380","380",NA,"Individuo J 3.",NA,NA,NA,NA,NA,NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA
"31","2020-07-23 12:20:29-03","CEPLAC","CEPEC","39445","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","T. S. dos Santos","4234","1986","03","10",NA,"Brasil","Bahia","UNA","Rod. BR-101, 9Km ao S do trecho São José/Camacã, (Km 550), então 5.5Km E da BR-101.","-38.333333","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W20'","15S8'",NA,NA,"30/01/2004"
"32","2020-07-23 12:20:29-03","CEPLAC","CEPEC","39464","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","T. S. dos Santos","4205","1986","03","08",NA,"Brasil","Bahia","BUERAREMA","16Km ao SE da cidade. Rod. a Vila Brasil.","-38.25","-15.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38W15'","15S3'",NA,NA,"30/01/2004"
"33","2020-07-23 12:20:29-03","CEPLAC","CEPEC","51949","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","A. M. de Carvalho","3433","2002","12","01",NA,"Brasil","Bahia","URUÇUCA","Serra Grande. 7.3Km na estrada Serra Grande/Itacaré. Faz. Lagoa do Conj. Sta.Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,"30/01/2004"
"34","2020-07-23 12:20:29-03","CEPLAC","CEPEC","55166","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","W. W. Thomas","9092","1997","02","02",NA,"Brasil","Bahia","URUÇUCA","Serra Grande, Mata do Inventário, área de estudo. 7.3Km ao N de Serra Grande Rod. P/ Itacaré. Faz. Lagoa do Conj. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,"30/01/2004"
"35","2020-07-23 12:20:29-03","CEPLAC","CEPEC","55692","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","W. W. Thomas","9176","2000","05","08",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande Rd. P/ Itacaré.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,"30/12/2003"
"36","2020-07-23 12:20:29-03","CEPLAC","CEPEC","56278","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","A. M. Amorim","644","1992","08","25",NA,"Brasil","Bahia","URUÇUCA","Serra Grande. 7.3Km na estrada Serra Grande/Itacaré. Conj. Faz. Sta. Cruz.","-39.016667","-14.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,"30/01/2004"
"37","2020-07-23 12:20:29-03","CEPLAC","CEPEC","86702","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","W. W. Thomas","12177","2000","09","28",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual Serra do Condurú, caminho p/ o topo da Serra do Condurú.","-39.1","-14.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W6'","14S28'",NA,NA,"30/08/2005"
"38","2020-07-23 12:20:29-03","CEPLAC","CEPEC","95952","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"Sem Informação","Sant'Ana, S. C. de","1068","2003","03","07",NA,"Brasil","Bahia","BOA NOVA","Fazenda São José, a 8,8km de Boa Nova, na estrada para Dario Meira, a 1,4km do ramal à esq.","-40.154444","-14.403889","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W9'16","14S24'14",NA,NA,NA
"39","2020-07-23 12:20:29-03","CEPLAC","CEPEC","98302","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","J. G. Jardim","4167","2003","12","18",NA,"Brasil","Bahia","URUÇUCA","Rod. Serra Grande/Uruçuca, ca. 14Km ao W. Parque Estadual Serra do Condurú. Sera do Condurú.","-39.1","-14.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W6'","14S28'",NA,NA,"30/12/2003"
"40","2020-07-23 12:20:29-03","CEPLAC","CEPEC","97296","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","P. Fiaschi","1232","1978","12","05",NA,"Brasil","Bahia","UNA","Estrada de Una/Sta. Luzia, ca. 1Km após a Vila São João (ca. 20Km de Una), ramal a esquerda. ESCAN/CEPLAC.","-39.2","-15.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W12'","15S23'",NA,NA,"30/05/2005"
"41","2020-07-23 12:20:29-03","CEPLAC","CEPEC","96068","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"J. G. Jardim","S. C. de Sant'Ana","1089","2010","03","09",NA,"Brasil","Bahia","BOA NOVA","Fazenda São José, a 8,8Km da cidade, na estrada para Dário Meira, a 1,4Km do ramal a esquerda.","-40.2075004577637","-14.3625001907349",NA,NA,NA,NA,NA,NA,NA,"31265","auto",NA,NA,NA,"40W8'76","14S23'74",NA,NA,"30/05/2005"
"42","2020-07-23 12:20:29-03","CEPLAC","CEPEC","148125","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha",NA,"M. Gomes","M. Gomes","1064",NA,NA,NA,NA,"Brasil","Rio de Janeiro","MAGÉ",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.",NA,"Gaudichaud Beaupré, C","615",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Prope Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:13:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.",NA,"Gaudichaud Beaupré, C","615",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:17:54-03","IBt","SP","245374","S","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll.Arg.","Gomes, M","Barros, F; et al.","1893","1990","09","12",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Morro do Cardoso, 1° pico na trilha para o Pico do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,"2007",NA,NA
"46","2014-09-23 10:59:25-03","G","G","G00301025","S","Plantae",NA,NA,"Rubiaceae","Faramea","monantha","Faramea monantha","Müll. Arg.","?","Gaudichaud-Beaupré, C.","615",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=227063&base=img&lang=en","G00301025","G00301025",NA,NA,NA,"TYPUS of Faramea monantha Müll. Arg.",NA,NA,"-42.9125","-22.48222222",NA,NA,NA
