"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","typeStatus","recordNumber","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","relatedCatalogItem"
"11","2021-02-07 08:35:21-03","MN","R","104669","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017285",NA,NA,NA,NA,"1084",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"12","2021-02-07 08:35:21-03","MN","R","104733","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017283",NA,NA,NA,NA,"2524",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"13","2021-02-07 08:35:21-03","MN","R","104743","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017282","R010017282 R010017282_1 R010017282_2 R010017282_3",NA,NA,NA,"3261",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"14","2021-02-07 08:35:21-03","MN","R","104803","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017286",NA,NA,NA,NA,"1262",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"15","2021-02-07 08:35:21-03","MN","R","229544","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Silva, A.G.O.","2011","06","18","Brasil","Rio de Janeiro","Magé","APA de Petrópolis.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"R010022899",NA,NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA
"16","2021-02-07 08:35:21-03","MN","R","187008","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Costa, A.F.","1995","10","22","Brasil","Espírito Santo","Alfredo Chaves",NA,"-40.749698638916","-20.6350002288818",NA,NA,NA,NA,"R010017281",NA,NA,NA,NA,"550",NA,NA,NA,NA,NA,NA,"32447","auto",NA,NA,NA
"17","2021-02-07 08:35:21-03","MN","R","32446","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Foster, M.B.","1939","07","27","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"R010017284",NA,NA,NA,NA,"280",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"18","2021-02-07 08:35:21-03","MN","R","187007","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Costa, A.F.","1995","10","17","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"R010017280",NA,NA,NA,NA,"518",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"19","2021-02-07 08:35:21-03","MN","R","104669","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017285",NA,NA,NA,NA,"1084",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"20","2021-02-07 08:35:21-03","MN","R","104733","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.","1952",NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017283",NA,NA,NA,NA,"2524",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"21","2021-02-07 08:35:21-03","MN","R","104743","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.","1952","06",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017282","R010017282 R010017282_1 R010017282_2 R010017282_3",NA,NA,NA,"3261",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"22","2021-02-07 08:35:21-03","MN","R","104803","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Vidal, J.",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017286",NA,NA,NA,NA,"1262",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA
"23","2021-02-07 08:35:21-03","MN","R","229544","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Silva, A.G.O.","2011","06","18","Brasil","Rio de Janeiro","Magé","APA de Petrópolis.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"R010022899",NA,NA,NA,NA,"87",NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA
"24","2016-02-02 14:37:51-02","BGBM","B","B 10 0157392","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii",NA,NA,"H. Wawra",NA,NA,NA,"Brazil",NA,NA,"Petropolis (Itamarati).",NA,NA,NA,NA,NA,NA,"B100157392","B100157392 B100157392_1",NA,NA,"lectotype","72","Middle and South America",NA,"Vriesea morreni Wawra; Reise d. Prinz. Aug. u. Ferdin. v. S.-Coburg nach Brasilien 1879 <a href=http://herbarium.bgbm.org/object/B100157392 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-02-02 14:37:51-02","BGBM","B","B 10 0157393","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii",NA,NA,"H. Wawra",NA,NA,NA,"Brazil",NA,NA,"Staat Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"B100157393","B100157393 B100157393_1",NA,NA,"type","II 72","Middle and South America",NA,"Vriesea morreni Wawra <a href=http://herbarium.bgbm.org/object/B100157393 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-02-02 14:37:51-02","BGBM","B","B 10 0157392","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii",NA,NA,"H. Wawra",NA,NA,NA,"Brazil",NA,NA,"Petropolis (Itamarati).",NA,NA,NA,NA,NA,NA,"B100157392","B100157392 B100157392_1",NA,NA,"lectotype","72","Middle and South America",NA,"Vriesea morreni Wawra; Reise d. Prinz. Aug. u. Ferdin. v. S.-Coburg nach Brasilien 1879 <a href=http://herbarium.bgbm.org/object/B100157392 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-02-02 14:37:51-02","BGBM","B","B 10 0157393","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii",NA,NA,"H. Wawra",NA,NA,NA,"Brazil",NA,NA,"Staat Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"B100157393","B100157393 B100157393_1",NA,NA,"type","II 72","Middle and South America",NA,"Vriesea morreni Wawra <a href=http://herbarium.bgbm.org/object/B100157393 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-06-27 10:24:23-03","UFES","VIES","37131","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Ribeiro, F.F.; Silva, W.; Gomes, T. & Zottele, L.","2014","04","07","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES037131","VIES037131",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"29","2019-06-27 10:24:23-03","UFES","VIES","37131","S","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Ribeiro, F.F.; Silva, W.; Gomes, T. & Zottele, L.","2014","04","07","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES037131","VIES037131",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"30","2020-12-21 16:19:34-03","MBM","MBM","280669","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Fernades, H.Q.B.","1986","01","21","Brazil","Espírito Santo","Santa Teresa","Country Clube","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"MBM280669","MBM280669",NA,NA,NA,"1795","Southern America",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"31","2020-12-21 16:19:34-03","MBM","MBM","280669","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Fernades, H.Q.B.","1986","01","21","Brazil","Espírito Santo","Santa Teresa","Country Clube","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"MBM280669","MBM280669",NA,NA,NA,"1795","Southern America",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"32","2020-12-11 11:43:36-03","UFMG","BHCB","188090","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Machado, TM; Couto, DR; Paixão-Souza, B; Kessous, I","2014","08","22","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, Trilha para cachoira","-40.555556","-19.924444","-40.555556","-19.924444","486","486","BHCB188090",NA,"Monocotyledon",NA,NA,"659","Southern America",NA,"Epífita em mata, na beira de curso de água. Muitos indivíduos. Folhas com bainha enegrecida, lâmina vrde com listras transversais verde escuro. Inflorescência seca.",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:43:36-03","UFMG","BHCB","188090","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"Machado, TM; Couto, DR; Paixão-Souza, B; Kessous, I","2014","08","22","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, Trilha para cachoira","-40.555556","-19.924444","-40.555556","-19.924444","486","486","BHCB188090",NA,"Monocotyledon",NA,NA,"659","Southern America",NA,"Epífita em mata, na beira de curso de água. Muitos indivíduos. Folhas com bainha enegrecida, lâmina vrde com listras transversais verde escuro. Inflorescência seca.",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","10598",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","L. Kollmann/24-04-2002","Cintia C. Chamas; et al","1995","04","06","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML010598","MBML010598_1 MBML010598_2",NA,NA,NA,"408",NA,NA,"Epífita, folha verde com riscos irregulares transversais verde escuro, base marrom, folha brilhante sem espinhos, escapo ereto, bráctea escapal e raquis verde, brácteas primeiras secas, bráctea floral verde com pice secando, frutos ima",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","12427",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/01-10-2001","L. Kollmann; et al","2000","04","13","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML012427","MBML012427_1 MBML012427_2 MBML012427_3",NA,NA,NA,"2849",NA,NA,"Mata baixa . Solo de areia. Epifita no sol. Folhas pretas na base. Folhas verdes claras com listras transversais mas escuras. Bracteas de escape verde avermelhadas. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","5784",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/27-III-2007","H. Q. Boudet Fernandes; et al","1989","09","21","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML005784","MBML005784_1 MBML005784_2",NA,NA,NA,"2879",NA,NA,"folha com manchas lineares verde escuras inclinadas, base marrom, inflorescência em frutificação. Vide cultivo: casa das epífitas.",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","6966",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/1995","A. Costa; et al","1995","10","17","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML006966","MBML006966_1 MBML006966_2",NA,NA,NA,"518",NA,NA,"Epífita ou terrestre, folhas levemente discolores com estrias mais escuras em zig-zag acentuado, bainha nigrescente na face dorsal e castanha na ventral, infl. Passada com brácteas paleáceas, escapo e raque esverdeados.",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","923",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"H. Q. Boudet Fernandes","1986","01","21","Brasil","Espírito Santo","Santa Teresa","Country Club","-40.635556","-19.925556","40W38'8","19S55'32",NA,NA,"MBML000923","MBML000923_1 MBML000923_2",NA,NA,NA,"1795",NA,NA,"Epífita, folhas verde claras com manchas verde mais escuras, brácteas amarelas esverdeadas com manchas avermelhadas, flores verdes, semi-sombra, capoeirão, alto de rochedo, ao lado da cachoeira.",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","6980",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/1995","A. Costa; et al","1995","10","22","Brasil","Espírito Santo","Alfredo Chaves","Alto de Santa Maria","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,"MBML006980","MBML006980_1 MBML006980_2",NA,NA,NA,"550",NA,NA,"Epífita, robusta, folhas com estrias transversais verde mais escuro na face dorsal e mais claro na ventral; infl. Passada paleácea.",NA,NA,NA,"32447","auto",NA,NA,NA
"40","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","48515",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","Nagibi/19-10-2002","N.N.F. da Silva","2002","10","19","Brasil","Espírito Santo","Serra","Itaiobaia, Morro do Céu","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"MBML048515","MBML048515",NA,NA,NA,"205",NA,NA,"Epífita, folhas com estrias transversais, sépalas amareladas, pétalas verde-amareladas.",NA,NA,NA,"16451","auto",NA,NA,NA
"41","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","10598",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","L. Kollmann/24-04-2002","Cintia C. Chamas; et al","1995","04","06","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML010598","MBML010598_1 MBML010598_2",NA,NA,NA,"408",NA,NA,"Epífita, folha verde com riscos irregulares transversais verde escuro, base marrom, folha brilhante sem espinhos, escapo ereto, bráctea escapal e raquis verde, brácteas primeiras secas, bráctea floral verde com pice secando, frutos ima",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","12427",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/01-10-2001","L. Kollmann; et al","2000","04","13","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML012427","MBML012427_1 MBML012427_2 MBML012427_3",NA,NA,NA,"2849",NA,NA,"Mata baixa . Solo de areia. Epifita no sol. Folhas pretas na base. Folhas verdes claras com listras transversais mas escuras. Bracteas de escape verde avermelhadas. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","5784",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/27-III-2007","H. Q. Boudet Fernandes; et al","1989","09","21","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML005784","MBML005784_1 MBML005784_2",NA,NA,NA,"2879",NA,NA,"folha com manchas lineares verde escuras inclinadas, base marrom, inflorescência em frutificação. Vide cultivo: casa das epífitas.",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","6966",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/1995","A. Costa; et al","1995","10","17","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML006966","MBML006966_1 MBML006966_2",NA,NA,NA,"518",NA,NA,"Epífita ou terrestre, folhas levemente discolores com estrias mais escuras em zig-zag acentuado, bainha nigrescente na face dorsal e castanha na ventral, infl. Passada com brácteas paleáceas, escapo e raque esverdeados.",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","923",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"H. Q. Boudet Fernandes","1986","01","21","Brasil","Espírito Santo","Santa Teresa","Country Club","-40.635556","-19.925556","40W38'8","19S55'32",NA,NA,"MBML000923","MBML000923_1 MBML000923_2",NA,NA,NA,"1795",NA,NA,"Epífita, folhas verde claras com manchas verde mais escuras, brácteas amarelas esverdeadas com manchas avermelhadas, flores verdes, semi-sombra, capoeirão, alto de rochedo, ao lado da cachoeira.",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","6980",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","A. Costa/1995","A. Costa; et al","1995","10","22","Brasil","Espírito Santo","Alfredo Chaves","Alto de Santa Maria","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,"MBML006980","MBML006980_1 MBML006980_2",NA,NA,NA,"550",NA,NA,"Epífita, robusta, folhas com estrias transversais verde mais escuro na face dorsal e mais claro na ventral; infl. Passada paleácea.",NA,NA,NA,"32447","auto",NA,NA,NA
"47","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","48515",NA,"Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra","Nagibi/19-10-2002","N.N.F. da Silva","2002","10","19","Brasil","Espírito Santo","Serra","Itaiobaia, Morro do Céu","-40.3078002929688","-20.1285991668701",NA,NA,NA,NA,"MBML048515","MBML048515",NA,NA,NA,"205",NA,NA,"Epífita, folhas com estrias transversais, sépalas amareladas, pétalas verde-amareladas.",NA,NA,NA,"16451","auto",NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","2141843","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"L. B. Smith & A. C. Brade","1952","2","3","Brazil","Rio de Janeiro",NA,"Parque Nacional Serra dos Orgaos",NA,NA,NA,NA,"1000",NA,"US01103990","US01103990_01",NA,"Bromeliales",NA,"5643","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"49","2020-09-12 05:00:02-03","US","US","2121297","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"M. B. Foster & R. Foster","1939","7","21","Brazil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"777",NA,"US01914090","US01914090_01",NA,"Bromeliales",NA,"280","South America - Neotropics",NA,NA,NA,NA,NA,"23813","auto","Monocotyledonae","1",NA
"50","2020-09-12 05:00:02-03","US","US","21217842","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"L. B. Smith & A. C. Brade","1952","2","3","Brazil","Rio de Janeiro",NA,"Parque Nacional Serra dos Orgaos",NA,NA,NA,NA,"1000",NA,"US01103991","US01103991_01",NA,"Bromeliales",NA,"5643","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA
"51","2020-09-12 05:00:02-03","US","US","3149435","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","morrenii","Vriesea morrenii","Wawra",NA,"H. Q. Boudet Fernandes","1986","1","21","Brazil","Espírito Santo","Santa Teresa","Mata do Country Club","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"US01914088","US01914088_01",NA,"Bromeliales",NA,"176","South America - Neotropics",NA,NA,NA,NA,NA,"23813","auto","Monocotyledonae","1",NA
