"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","imagecode","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","sex"
"890","2015-09-05 05:50:50-03","MNHN","RECOLNAT_MNHN_P","P04713260","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Pires, J.M.|silva, N.T.|Souza, R.","1963","4","16","Brasil","Distrito Federal","Brasília","Campus da Universidade.","-47.9296989440918","-15.7797002792358",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713260' target='other'> <mi>dwc_moreinfo</mi></a>","P04713260",NA,NA,NA,"70570",NA,NA,NA,"auto",NA,"hb",NA,"P04713260_01",NA,NA,NA,NA,NA,"9103",NA
"891","2015-09-05 05:50:49-03","MNHN","RECOLNAT_MNHN_P","P04713252","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Santiago, A.F.","1967","6","19","Brasil","Distrito Federal","Brasília","Campus Universitário.","-47.9296989440918","-15.7797002792358",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713252' target='other'> <mi>dwc_moreinfo</mi></a>","P04713252",NA,NA,NA,"70570",NA,NA,NA,"auto",NA,"hb",NA,"P04713252_01",NA,NA,NA,NA,NA,"2",NA
"892","2015-09-05 05:50:53-03","MNHN","RECOLNAT_MNHN_P","P04713285","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Silva, M.A.|Cardoso, E.|Fonseca, M.L.","2001","3","7","Brasil","Goiás","Posse","Estrada de terra ca. 10 km em direção a Claretiana.","-46.3694000244141","-14.0930995941162",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713285' target='other'> <mi>dwc_moreinfo</mi></a>","P04713285",NA,NA,NA,"55730",NA,NA,NA,"auto",NA,"hb",NA,"P04713285_01",NA,NA,NA,NA,NA,"4872",NA
"893","2015-09-05 05:50:51-03","MNHN","RECOLNAT_MNHN_P","P04713264","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Mexia, Y.","1931","4","8","Brasil","Minas Gerais","Corinto","Fazenda do Diamante.","-44.4564018249512","-18.3808002471924",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713264' target='other'> <mi>dwc_moreinfo</mi></a>","P04713264",NA,NA,NA,"49021",NA,NA,NA,"auto",NA,"hb",NA,"P04713264_01",NA,NA,NA,NA,NA,"5573",NA
"894","2015-09-05 05:50:53-03","MNHN","RECOLNAT_MNHN_P","P04713279","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Heringer, E.P.","1965","10","12","Brasil","Distrito Federal","Brasília","Parque Municipal do Gama.","-47.9296989440918","-15.7797002792358",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713279' target='other'> <mi>dwc_moreinfo</mi></a>","P04713279",NA,NA,NA,"70570",NA,NA,NA,"auto",NA,"hb",NA,"P04713279_01",NA,NA,NA,NA,NA,"10661",NA
"895","2015-09-05 05:50:48-03","MNHN","RECOLNAT_MNHN_P","P04713248","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Heringer, E.P.","1967","10","3","Brasil","Distrito Federal","Brasília","Reserva Biologica de Águas Emendadas.","-47.9296989440918","-15.7797002792358",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713248' target='other'> <mi>dwc_moreinfo</mi></a>","P04713248",NA,NA,NA,"70570",NA,NA,NA,"auto",NA,"hb",NA,"P04713248_01",NA,NA,NA,NA,NA,"11554",NA
"896","2015-09-05 05:52:05-03","MNHN","RECOLNAT_MNHN_P","P04713287","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Gottsberg, G.","1968","6","3","Brasil","Mato Grosso","Barra do Garças","Serra do Roncador, 260km along new road NNE of village of Xavantina, at Royal Society-Royal Geographic Scosiety Base Camp.","-52.2566986083984","-15.8900003433228",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713287' target='other'> <mi>dwc_moreinfo</mi></a>","P04713287",NA,NA,NA,"123012",NA,NA,NA,"auto",NA,"hb",NA,"P04713287_01",NA,NA,NA,NA,NA,NA,NA
"897","2015-09-05 05:52:05-03","MNHN","RECOLNAT_MNHN_P","P04713286","PreservedSpecimen",NA,"Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Gottsberger, G.","1968","6","3","Brasil","Mato Grosso","Barra do Garças","Serra do Roncador, 260km along new road NNE of village of Xavantina, at Royal Society - Royal Geographic Society Base Camp.","-52.2566986083984","-15.8900003433228",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04713286' target='other'> <mi>dwc_moreinfo</mi></a>","P04713286",NA,NA,NA,"123012","450",NA,NA,"auto",NA,"hb",NA,"P04713286_01",NA,NA,NA,NA,NA,"12 3668",NA
"898","2015-11-07 05:13:41-02","MNHN","RECOLNAT_MNHN_P","P01901975","PreservedSpecimen",NA,"Lythraceae","Lafoensia","vandelliana","Lafoensia vandelliana replicata","(Pohl) Lourteig","Lourteig",NA,NA,NA,"Guillemin, J.B.A.","1839","2",NA,"Brésil",NA,NA,"St Paul route d'Ypiranga",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901975' target='other'> <mi>dwc_moreinfo</mi></a>","P01901975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"P01901975_01","replicata",NA,NA,NA,NA,"652",NA
"899","2017-11-16 16:20:59-02","MNHN","RECOLNAT_MNHN_P","P01901976","PreservedSpecimen",NA,"Lythraceae","Lafoensia","vandelliana","Lafoensia vandelliana replicata","(Pohl) Lourteig","Lourteig",NA,NA,NA,"Guillemin, J.B.A.","1839","2",NA,"Brésil",NA,NA,"St Paul route d'Ypiranga",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901976' target='other'> <mi>dwc_moreinfo</mi></a>","P01901976",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"P01901976_01","replicata",NA,NA,NA,NA,"652",NA
"900","2015-11-07 05:13:47-02","MNHN","RECOLNAT_MNHN_P","P01901977","PreservedSpecimen",NA,"Lythraceae","Lafoensia","vandelliana","Lafoensia vandelliana replicata","(Pohl) Lourteig","Lourteig",NA,NA,NA,"Guillemin, J.B.A.","1839","2",NA,"Brésil",NA,NA,"St Paul route d'Ypiranga",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901977' target='other'> <mi>dwc_moreinfo</mi></a>","P01901977",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"P01901977_01","replicata",NA,NA,NA,NA,"652",NA
"901","2015-12-16 14:27:16-02","MNHN","RECOLNAT_MNHN_P","P01901978","PreservedSpecimen",NA,"Lythraceae","Lafoensia","vandelliana","Lafoensia vandelliana replicata","(Pohl) Lourteig","Lourteig",NA,NA,NA,"Guillemin, J.B.A.","1839","2",NA,"Brésil",NA,NA,"St Paul route d'Ypiranga",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901978' target='other'> <mi>dwc_moreinfo</mi></a>","P01901978",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"P01901978_01","replicata",NA,NA,NA,NA,"652",NA
"902","2017-11-16 16:21:10-02","MNHN","RECOLNAT_MNHN_P","P01901981","PreservedSpecimen",NA,"Lythraceae","Lafoensia","vandelliana","Lafoensia vandelliana replicata","(Pohl) Lourteig","Lourteig",NA,NA,NA,"Lund",NA,NA,NA,"Brésil",NA,NA,"inter S. Paulo et S. Bernardo",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01901981' target='other'> <mi>dwc_moreinfo</mi></a>","P01901981",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"P01901981_01","replicata",NA,NA,NA,NA,NA,NA
"903","2020-10-01 14:23:33-03","JBB","HEPH","10070","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Lima, IV","1994",NA,NA,"Lima, IV; Nóbrega, MGG","1994","05","26","Brasil","Tocantins","Palmas","Próximo a cabeceira do Rio Cedro Ubim","-48.25","-9.758333","-48.25","-9.758333","CAP 27,0cm a 30cm do solo.T2-6-4.",NA,"Dicotyledon","Myrtales","408",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","2020-10-01 14:23:33-03","JBB","HEPH","10451","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Ramos, AE","1994",NA,NA,"Martins, RC","1994","08","04","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília - Trilha de Entrada","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","7",NA,"1020","1020",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","2020-10-01 14:23:33-03","JBB","HEPH","19285","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Fonseca, ML","2003",NA,NA,"Fonseca, ML","2003","05","07","Brasil","Distrito Federal","Brasília","Área de Proteção Ambiental Gama e Cabeça de Veado área da MOA","-46.455556","-15.933333","-46.455556","-15.933333",NA,NA,"Dicotyledon","Myrtales","4684",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","2020-10-01 14:23:33-03","JBB","HEPH","11170","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Boaventura, M","1995",NA,NA,"Boaventura, M","1995","05","31","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","160",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","2020-10-01 14:23:33-03","JBB","HEPH","11229","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Martins, RC","1995",NA,NA,"Martins, RC","1995","06","21","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília Trilha Ecológica","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","121",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","2020-10-01 14:23:33-03","JBB","HEPH","11726","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Silva, F","1996",NA,NA,"Silva, F; et al.","1996","03","14","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília área na borda do projeto Águas do cerrado","-47.85","-15.866667","-47.85","-15.866667","50.cm de CAP.Esteril.T5-03-46.",NA,"Dicotyledon","Myrtales","123",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","2020-10-01 14:23:33-03","JBB","HEPH","11957","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Vasconcelos, A","1996",NA,NA,"Vasconcelos, A","1996","04","24","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","2",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","2020-10-01 14:23:33-03","JBB","HEPH","12060","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Nóbrega, MGG","1996",NA,NA,"Nóbrega, MGG","1996","05","30","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília próximo a Portaria Privativa","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","460",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","2020-10-01 14:23:33-03","JBB","HEPH","12072","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Boaventura, M","1996",NA,NA,"Boaventura, M","1996","06","25","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667","Odor forte desagradável, com botoes avermelhados.",NA,"Dicotyledon","Myrtales","306",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","2020-10-01 14:23:33-03","JBB","HEPH","13340","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Walter, BMT","1992",NA,NA,"Walter, BMT; et al.","1992","04","12","Brasil","Goiás","Niquelândia","A aproximadamente 32,5km da cidade de Niquelândia","-48.2","-14.366667","-48.2","-14.366667",NA,NA,"Dicotyledon","Myrtales","1160",NA,"440","440",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","2020-10-01 14:23:33-03","JBB","HEPH","13510","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Nóbrega, MGG","1997",NA,NA,"Nóbrega, MGG","1997","11","15","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Santo Antônio Sertão a 20 km de Alto Paraíso","-47.308889","-14.070556","-47.308889","-14.070556",NA,NA,"Dicotyledon","Myrtales","856",NA,"750","750",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","2020-10-01 14:23:33-03","JBB","HEPH","14496","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Oliveira, RC","1998",NA,NA,"Oliveira, RC","1998","07","05","Brasil","Maranhão","Balsas","Estrada de Nova de Carli para Riachão km 34","-46.632778","-8.431667","-46.632778","-8.431667",NA,NA,"Dicotyledon","Myrtales","1301",NA,"472","472",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","2020-10-01 14:23:33-03","JBB","HEPH","1538","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Ferreira, MB","1972",NA,NA,"Ferreira, MB","1972","05","25","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas",NA,NA,NA,NA,NA,NA,"Dicotyledon","Myrtales","1170",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","2020-10-01 14:23:33-03","JBB","HEPH","16204","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Oliveira, MS","2001",NA,NA,"Alves, A","2001","05","10","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","7",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","2020-10-01 14:23:34-03","JBB","HEPH","20937","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Oliveira, MS","2004",NA,NA,"Azevedo, INC de; et al.","2004","10","14","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","249",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","2020-10-01 14:23:34-03","JBB","HEPH","21956","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Paiva, VF","2005",NA,NA,"Paiva, VF; et al.","2005","06","17","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Área próximo aa cerca da Aeronautica -","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","264",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","2020-10-01 14:23:34-03","JBB","HEPH","22707","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Paiva, VF; Oliveira, MS","2006",NA,NA,"Paiva, VF; et al.","2006","06","08","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Beira de estrada","-47.887222","-15.906944","-47.887222","-15.906944",NA,NA,"Dicotyledon","Myrtales","377",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","2020-10-01 14:23:34-03","JBB","HEPH","23850","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Martins, RC","2008",NA,NA,"Martins, RC; et al.","2008","05","13","Brasil","Distrito Federal","Brasília","Granja do Ipê. Park Way.","-47.887222","-15.905833","-47.887222","-15.905833",NA,NA,"Dicotyledon","Myrtales","888",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","2020-10-01 14:23:34-03","JBB","HEPH","2778","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Oliveira, PEAM de","1982",NA,NA,"Oliveira, PEAM de","1982","09","22","Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas",NA,NA,NA,NA,NA,NA,"Dicotyledon","Myrtales","103",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","2020-10-01 14:23:34-03","JBB","HEPH","28846","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Nóbrega, MGG","2012",NA,NA,"Nóbrega, MGG; et al.","2012","05","22","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - área próximo ao portão de entrada da ETA do Lago Sul.","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","2168",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","2020-10-01 14:23:34-03","JBB","HEPH","29140","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Gasper, AL de","2011",NA,NA,"Carneiro, FE","2011","07","15","Brasil","Santa Catarina","Santa Rosa de Lima","PCH do Rio Chápeu-SC 431; Área suprimida; beira de estrada.","-49.138333","-28.070278","-49.138333","-28.070278",NA,NA,"Dicotyledon","Myrtales","46",NA,"200","200",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","2020-10-01 14:23:34-03","JBB","HEPH","31054","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Rosa, PO","2015","05",NA,"Rosa, PO; Chacon, RG; Soares, ACA; Oliveira, MS","2015","05","14","Brasil","Goiás","Cristalina","RPPN Linda Serra dos Topázios, Estrada à direita da entrada após as mangueiras após o Rio Topázios","-47.683611","-16.727778","-47.683611","-16.727778",NA,NA,"Dicotyledon","Myrtales","1486",NA,"1051","1051",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","2020-10-01 14:23:34-03","JBB","HEPH","31199","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Rosa, PO","2015","07",NA,"Rosa, PO; Soares, ACA","2015","07","23","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, CAESB","-47.845","-15.889722","-47.845","-15.889722",NA,NA,"Dicotyledon","Myrtales","1651",NA,"1079","1079",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","2020-10-01 14:23:34-03","JBB","HEPH","4164","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Equipe do Jardim Botânico de Brasília","1985",NA,NA,"Equipe do Jardim Botânico de Brasília","1985","05","07","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília estrada para o reservatório da CAESB","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","413",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","2020-10-01 14:23:34-03","JBB","HEPH","5195","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Equipe do Jardim Botânico de Brasília","1986",NA,NA,"Equipe do Jardim Botânico de Brasília","1986","09","03","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","731",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","2020-10-01 14:23:34-03","JBB","HEPH","5912","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Anônimo","1987",NA,NA,"Rocha, AA","1987","11","10","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","-47.85","-15.866667",NA,NA,"Dicotyledon","Myrtales","1",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","2020-10-01 14:23:34-03","JBB","HEPH","8479","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Nóbrega, MGG","1993",NA,NA,"Nóbrega, MGG","1993","10","21","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília área na borda do projeto Águas do cerrado","-47.85","-15.866667","-47.85","-15.866667","Rebrota numero 385 com 1,20m de circunf.e 1,50m de altura.Esteril",NA,"Dicotyledon","Myrtales","251A",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","2020-10-01 14:23:34-03","JBB","HEPH","8523","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Nóbrega, MGG","1993",NA,NA,"Nóbrega, MGG","1993","11","08","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília área na borda do projeto Águas do cerrado","-47.85","-15.866667","-47.85","-15.866667","Rebrota numero 682 com 0,8cm de circunf.e 2,50m de altura.Com botoes",NA,"Dicotyledon","Myrtales","281A",NA,"1025","1025",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","2020-10-01 14:23:34-03","JBB","HEPH","8957","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Vieira, RF; Walter, BMT","1991","05","14","Brasil","Distrito Federal","Brasília","Farmácia verde","-48.2","-15.666667","-48.2","-15.666667","Medicinal, folhas usadas em infusão como cicatrizante",NA,"Dicotyledon","Myrtales","747",NA,"1030","1030",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","2020-10-01 14:23:34-03","JBB","HEPH","9080","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"Vieira, RF; Pereira-Silva, G; Silva, OA da","1991","11","12","Brasil","Minas Gerais","Morada Nova de Minas","Cerrado record acima do cerrado virgem da Fazenda Boa Vista a 18,2km da cidade","-45.366667","-18.583333","-45.366667","-18.583333","Ocasional; medicinal, indicada para ferida de bala, folha usada para chá como cicatrizante, uso interno e externo",NA,"Dicotyledon","Myrtales","982",NA,"620","620",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","2020-10-01 14:23:34-03","JBB","HEPH","9300","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Ramos, AE","1994",NA,NA,"Ramos, AE; Jesus, FPR de","1994","04","13","Brasil","Tocantins","Palmas","Serra do Lajeado; Entre os Vales do Taquarussu Grande e Taquarussuzinho.","-48.216667","-10.283333","-48.216667","-10.283333","CAP.18,0cm,esteril.(B-12-1)",NA,"Dicotyledon","Myrtales","679",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","2020-10-01 14:23:34-03","JBB","HEPH","9318","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Ramos, AE","1994",NA,NA,"Ramos, AE; Baumgarten, J","1994","04","13","Brasil","Tocantins","Palmas","Serra do Lajeado; Entre os Vales do Taquarussu Grande e Taquarussuzinho.","-48.283333","-10.283333","-48.283333","-10.283333","(B-16-4).CAP.44cm.",NA,"Dicotyledon","Myrtales","697",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","2020-10-01 14:23:34-03","JBB","HEPH","9534","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Lima, IV","1994",NA,NA,"Lima, IV","1994","04","13","Brasil","Tocantins","Palmas","Serra do Lajeado; Entre os Vales do Taquarussu Grande e Taquarussuzinho.","-48.216667","-10.283333","-48.216667","-10.283333",".42,0cm de circ.a 30 cm do solo.A-06-3.Esteril.",NA,"Dicotyledon","Myrtales","265",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","2020-10-01 14:23:34-03","JBB","HEPH","9549","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Lima, IV","1994",NA,NA,"Lima, IV","1994","04","13","Brasil","Tocantins","Palmas","Serra do Lajeado; Entre os Vales do Taquarussu Grande e Taquarussuzinho.","-48.216667","-10.283333","-48.216667","-10.283333",".30cm de circ a 30cm do solo.Esteril. A-2-2.",NA,"Dicotyledon","Myrtales","280",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","2020-10-01 14:23:34-03","JBB","HEPH","9623","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Lima, IV","1994",NA,NA,"Lima, IV","1994","04","15","Brasil","Tocantins","Palmas","Serra do Lajeado Córrego Brejão","-48.216667","-10","-48.216667","-10","23,0cm de circunf.a 30cm do solo.Esteril.A-11-1.",NA,"Dicotyledon","Myrtales","354",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","2020-10-01 14:23:34-03","JBB","HEPH","9657","S","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","Bucci, FFB","1994",NA,NA,"Nóbrega, MGG","1994","03","21","Brasil","Tocantins","Palmas","Serra do Lajeado","-48.270556","-10.124444","-48.270556","-10.124444","Esteril.Com circunf.de 12,0cm .L-2-4.",NA,"Dicotyledon","Myrtales","26",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
