"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","recordNumber","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","imagecode","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00939863","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl",NA,NA,NA,NA,"A. F. M. Glaziou","1882","08","08","Brazil","Minas Gerais",NA,"Entre Barbacena & Queluzito.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939863","Magnoliophyta","Myrtales","12676",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00939863_01",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02108630","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora","Pohl",NA,NA,NA,NA,"C. A. Cid Ferreira","1987","04","25","Brazil","Rondônia","Porto Velho","Estrada da Mineração Metalcom a 13 Km da sede da Vila Campo Novo","-63.65","-10.583333",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2262014' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108630","Magnoliophyta","Myrtales","8929",NA,NA,NA,NA,NA,"South America","separate fruit",NA,"NY02108630_01",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00939865","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora callosa","Koehne","A. Lourteig",NA,NA,NA,"L. B. Smith","1952","05","02","Brazil","Minas Gerais","Jaboticatubas","Tres Barras, 50 km. north of Lagoa Santa","-43.67","-19.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939865","Magnoliophyta","Myrtales","6910",NA,"900","900",NA,NA,"South America","sheet",NA,"NY00939865_01","callosa",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00939865","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","densiflora","Lafoensia densiflora callosa","Koehne","A. Lourteig",NA,NA,NA,"L. B. Smith","1952","05","02","Brazil","Minas Gerais","Jaboticatubas","Tres Barras, 50 km. north of Lagoa Santa","-43.67","-19.42",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016460' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939865","Magnoliophyta","Myrtales","6910",NA,"900","900",NA,NA,"South America","sheet",NA,"NY00939865_01","callosa",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00939890","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari cuneifolia","Koehne","A. Lourteig",NA,NA,NA,"W. R. Anderson","1973","04","11","Brazil","Minas Gerais",NA,"Serra do Espinhaço, 30 km by road SW of Gouvêia, at km 60 on road to Curvelo","-43.93412","-18.64165",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939890","Magnoliophyta","Myrtales","8626",NA,"1150","1150",NA,NA,"South America","sheet",NA,"NY00939890_01","cuneifolia",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00939877","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"S. A. T. Graham","1982","03","18","Brazil","Goiás","São João d'Aliança","5 km. N of São João da Aliança","-47.5244","-14.7058",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939877","Magnoliophyta","Myrtales","905",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00939877_01 NY00939877_02",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00939891","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari cuneifolia","Koehne","A. Lourteig",NA,NA,NA,"H. S. Irwin","1965","11","09","Brazil","Distrito Federal","Brasília","3 km N. of Sobradinho","-47.8167","-15.60619",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939891","Magnoliophyta","Myrtales","10111",NA,"1225","1225",NA,NA,"South America","sheet",NA,"NY00939891_01","cuneifolia",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00939875","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"J. A. Ratter","1968","06","25","Brazil","Mato Grosso",NA,"8 km. NE of the Base Camp of the Expedition. (Base Camp c. 270 km. N. of Xavantina).","-51.87","-12.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939875","Magnoliophyta","Myrtales","R.1971",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00939875_01",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","445802","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"C. E. O. Kuntze","1892","12",NA,"Brazil","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961",NA,NA,"Herbarium of Otto Kuntze. Presented by Mr. Andrew Carnegie 1908 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445802","Magnoliophyta","Myrtales",NA,NA,"1200","1200",NA,NA,"South America","sheet",NA,"NY00445802_01 NY00445802_02",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00939892","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari cuneifolia","Koehne","A. Lourteig",NA,NA,NA,"H. S. Irwin","1966","04","28","Brazil","Distrito Federal","Brasília","Near Côrrego Taquari, E. of Lagôa Paranoá","-47.82","-15.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939892","Magnoliophyta","Myrtales","15423",NA,"975","975",NA,NA,"South America","sheet",NA,"NY00939892_01","cuneifolia",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","445803","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","N. A. Rosa",NA,NA,NA,"N. A. Rosa","1980","11","15","Brazil","São Paulo","Sao Paulo","Reserva do Instituto de Botânica de Sao Paulo","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445803","Magnoliophyta","Myrtales","3718",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00445803_01 NY00445803_02",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00939908","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"J. A. Ratter","1993","07","04","Brazil","Maranhão","Carolina","Transect area 4, near Pedra Caida on the Carolina-Estreito road","-47.45","-6.95",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939908","Magnoliophyta","Myrtales","R6736",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00939908_01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00939872","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"J. A. Ratter","1967","07","08","Brazil","Mato Grosso","Nova Xavantina","16.5 km N. of Xavantina on Xavantina-Cachimbo road","-52.3531","-14.6733",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939872","Magnoliophyta","Myrtales","R59",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00939872_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00939878","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"P. W. Richards","1968","07","22","Brazil","Mato Grosso","São Félix do Araguaia","Fazenda Patizal, nr. São Felix","-50.6692","-11.6172",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939878","Magnoliophyta","Myrtales","6488",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00939878_01",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00939887","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","A. Lourteig",NA,NA,NA,"H. S. Irwin","1971","01","19","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower slopes of Serra da Piedade, road between BR-31 and Caeté","-43.676328","-19.820266",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939887","Magnoliophyta","Myrtales","28729",NA,"1600","1600",NA,NA,"South America","sheet",NA,"NY00939887_01 NY00939887_02",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","818312","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"R. F. Vieira","1991","05","14","Brazil","Distrito Federal","Brasília","Farmacia Verde.","-48.2","-15.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818312","Magnoliophyta","Myrtales","747",NA,"1030","1030",NA,NA,"South America","sheet",NA,"NY00818312_01",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00939912","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"R. F. Vieira","1991","05","14","Brazil","Distrito Federal","Brasília","Farmacia Verde.","-48.2","-15.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017501' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939912","Magnoliophyta","Myrtales","747",NA,"1030","1030",NA,NA,"South America","sheet",NA,"NY00939912_01",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00939898","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","P. C. Standley",NA,NA,NA,"Y. E. J. Mexia","1931","04","07","Brazil","Minas Gerais","Corinto","Corinto. Fazenda de Diamante. North of buildings.","-44.4564","-18.3808",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939898","Magnoliophyta","Myrtales","5558",NA,"590","590",NA,NA,"South America","sheet",NA,"NY00939898_01",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00939904","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"S. A. T. Graham","1982","03","19","Brazil","Minas Gerais","Uberaba","On Uberaba-Uberlandia road.","-47.9306","-19.7508",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939904","Magnoliophyta","Myrtales","907",NA,NA,NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","445863","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","S. F. Smith",NA,NA,NA,"R. A. Wasum","1988","12","15","Brazil","Rio Grande do Sul","Nova Prata","Horto Florestal","-51.61","-28.7842",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445863","Magnoliophyta","Myrtales","5000",NA,"750","750",NA,NA,"South America","sheet",NA,"NY00445863_01",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00939868","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","A. Lourteig",NA,NA,NA,"H. S. Irwin","1964","08","21","Brazil","Distrito Federal","Brasília","Ca. 35 km E. of Brasília.","-47.7","-15.62",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939868","Magnoliophyta","Myrtales","5396",NA,"700","1000",NA,NA,"South America","sheet",NA,"NY00939868_01 NY00939868_02",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02108604","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"M. G. da Silva","1979","05","24","Brazil","Rondônia","Vilhena","Arredores do Aeroporto","-60.099174","-12.694217",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261901' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108604","Magnoliophyta","Myrtales","4639",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY02108604_01",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00939884","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","A. Lourteig",NA,NA,NA,"H. S. Irwin","1966","02","26","Brazil","Distrito Federal","Brasília","Lagôa Feia, ca. 10 km E. of Sobradinho","-47.7","-15.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939884","Magnoliophyta","Myrtales","13177",NA,"1000","1000",NA,NA,"South America","sheet",NA,"NY00939884_01",NA,NA,NA,NA,NA,NA,NA
"34","2016-09-27 04:54:00-03","NY","NYBG","445813","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari petiolata","Koehne",NA,NA,NA,NA,"E. Hassler",NA,NA,NA,"Paraguay","Concepción",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445813","Magnoliophyta","Myrtales","7353",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00445813_01","petiolata",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00939917","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","A. Lourteig",NA,NA,NA,"H. S. Irwin","1966","06","10","Brazil","Mato Grosso",NA,"Ca. 15 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.32","-14.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939917","Magnoliophyta","Myrtales","16871",NA,"400","400",NA,NA,"South America","separate fruit",NA,"NY00939917_01",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","445801","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","L. B. Smith",NA,NA,NA,"P. Hercílio","1955",NA,NA,"Brazil","Santa Catarina","Urussanga","Sto, Antonio, Rio Jordao, Urussanga","-49.3206","-28.5181",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=57033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445801","Magnoliophyta","Myrtales","2",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00445801_01 NY00445801_02",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00939905","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.",NA,NA,NA,NA,"S. A. T. Graham","1985","11","27","Brazil","Minas Gerais","Datas","14 km. SE of Datas on BR-259, then 8 km. SW on road to Costa Sena.","-43.669","-18.523",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939905","Magnoliophyta","Myrtales","966",NA,"1200","1200",NA,NA,"South America","sheet",NA,"NY00939905_01",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00939879","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari","A.St.-Hil.","J. A. Kallunki",NA,NA,NA,"G. Schaller","1978","04","22","Brazil","Mato Grosso",NA,"Pantanal. Rio Paraguai, Fazenda Acurizal",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1016547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939879","Magnoliophyta","Myrtales","102",NA,NA,NA,NA,NA,"South America","sheet",NA,"NY00939879_01",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00939889","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari cuneifolia","Koehne","A. Lourteig",NA,NA,NA,"W. R. Anderson","1973","03","23","Brazil","Goiás","São João d'Aliança","3 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.73",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939889","Magnoliophyta","Myrtales","7756",NA,"1040","1040",NA,NA,"South America","sheet",NA,"NY00939889_01","cuneifolia",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00955495","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari pacari","Koehne","A. Lourteig",NA,NA,NA,"W. R. Anderson","1972","02","04","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955495","Magnoliophyta","Myrtales","35334",NA,"1220","1220",NA,NA,"South America","sheet",NA,"NY00955495_01","pacari",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","445807","PreservedSpecimen","Plantae","Lythraceae","Lafoensia","pacari","Lafoensia pacari petiolata","Koehne","A. Lourteig",NA,NA,NA,"R. Reitz","1956","07","19","Brazil","Santa Catarina","Timbó","Represa do Rio Cedro, Timbó","-49.2717","-26.8233",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=477369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445807","Magnoliophyta","Myrtales","3519",NA,"650","650",NA,NA,"South America","sheet",NA,"NY00445807_01","petiolata",NA,NA,NA,NA,NA,NA
