"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"15","2017-09-29 13:53:19-03","MNHN","RECOLNAT_MNHN_P","P04831419","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll.Arg.) Caruzo & Cordeiro","Hatschbach, G.",NA,"1965","10","13",NA,"Brasil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04831419' target='other'> <mi>dwc_moreinfo</mi></a>","P04831419","P04831419_01","Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28572","auto","12959",NA,NA
"16","2020-09-12 05:00:02-03","US","US","2682989","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","cinctus","Croton cinctus","Müll. Arg.","G. Hatschbach","12959","1965","10","13","South America","Brazil","Paraná",NA,"Campo Mourao",NA,NA,NA,"Transcribed by digital volunteers","US01244972","US01244972_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"17","2020-09-12 05:00:02-03","US","US","2025621","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","cinctus","Croton cinctus","Müll. Arg.","A. Macedo","2692","1950","11","1","South America - Neotropics","Brazil","Goias",NA,"Localidade Balsano",NA,NA,NA,"Transcribed by digital volunteers","US01244971","US01244971_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US","2564805","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Croton","cinctus","Croton cinctus","Müll. Arg.","G. Hatschbach & H. Haas","15918","1967","1","25","South America","Brazil","Paraná",NA,"Campo Murao",NA,NA,NA,"Transcribed by digital volunteers","US01244973","US01244973_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"19","2020-09-02 16:24:27-03","Cenargen","CEN","96749","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll.Arg.) Caruzo & Cordeiro","Maria Beatriz Rossi Caruzo","182","2012","12","14",NA,"Brasil","GO","CHAPADAO DO CEU","PARNA EMAS (entre municípios de Mineiros e Chapadão do Céu). Estrada para a Sede em Chapadão do Céu, aprox. 36km do portão Jacuba (Portão 1, localizado no municípios de Mineiros) Entre os marcos P2 e W da estrada para a Sede.","-52.871666","-18.200833","Exsicatas","Planta com xilopódio, ca. 30 cm alt., eixo da inflorescência ereta (já sem flores). Doação Instituto de Botânica de São Paulo.","CEN00096749","CEN00096749","M. B. R. Caruzo",NA,NA,"-52.871666","-18.200833","831","831","2012","12",NA,NA,NA,NA,"1",NA
"20","2020-09-02 16:24:27-03","Cenargen","CEN","16663","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll.Arg.) Caruzo & Cordeiro","Roberto Fontes Vieira","946","1991","11","12",NA,"Brasil","MG","MORADA NOVA DE MINAS","CERRADO RECORDE ACIMA DO CERRADO VIRGEM DA FAZENDA BOA VISTA; A 18.2 KM DA CIDADE.","-45.3567008972168","-18.6044006347656","Exsicatas","BOTOES FLORAIS VINHO. COROLA VERDE COM ESTRIA VERMELHA.INFLORESCENCIA EM CACHO. E ESTIMULANTE PARA FAZER SUA DOR","CEN00016663","CEN00016663","O. L. M. da Silva",NA,NA,"-4536667.0","-1858333.0","620","620","2018",NA,NA,"44039","auto",NA,"5",NA
"21","2019-11-13 11:19:46-03","USP","SPF","182831","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll.Arg.) Caruzo & Cordeiro","Paula-Souza, J","8344","2006","10","11",NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas, Cerrado. 29 km do portão Jacuba.","-52.548900604248","-18.4074993133545",NA,"Erva, ca. 20 cm alt. Flores creme, frutos imaturos verdes.","SPF00182831",NA,"Silva, OLM",NA,NA,NA,NA,NA,NA,"2018",NA,NA,"44163","auto",NA,NA,NA
"22","2019-09-04 18:56:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","cinctus","Croton cinctus",NA,"L. Riedel","608",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"23","2019-07-09 13:23:27-03","F","FMNH-SEEDPLANTS","V0187214F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","cinctus","Croton cinctus",NA,"G. Hatschbach","12959",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0187214F","V0187214F_01 V0187214F_02",NA,"Dicotyledoneae",NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,"12959",NA,NA
"24","2019-07-09 13:22:52-03","F","FMNH-SEEDPLANTS","V0187215F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Croton","cinctus","Croton cinctus",NA,"G. G. Hatschbach","12959","1965","10","13","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0187215F","V0187215F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-01 14:57:28-03","UnB","UB","187303","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll. Arg.) Caruzo & Cordeiro","Wood, JRI","23907","2007","11","15","Southern America","Bolivia","Santa Cruz","Chiquitos","C. 0,5km from San Juanamo (near Santiago de Chiquitos) on road towards Motacu","-59.6275","-18.319444",NA,"Hierba perenne con raiz muy profundo y varios tallos decumbentes/ascendentes de hasta 40cm, toda la planta de color verde fuerte; Zona de cerrado en suelo arenoso, mayormente abierto con arbustos/arboles dispersos, a veces boscoso, a veces limpio y c",NA,NA,"Silva, OLM",NA,NA,"-59.6275","-18.319444","650","650","2018",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-01 14:57:28-03","UnB","UB","187304","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll. Arg.) Caruzo & Cordeiro","Wood, JRI; Soto, D","23439","2007","10","09","Southern America","Bolivia","Santa Cruz","Chiquitos","Saliendo de Santiago de Chiquitos, aproximadamente 1/2km de la comunidad hacia Roboré","-59.606944","-18.345833",NA,"Hierba perenne con raíz leñosa, los tallos son decumbentes hasta ascendente de hasta 30cm. Hojas verdes oscuras. Flores de color crema.; Llanura ondulante con suelo arenoso blando, numerosos arbustos pero pocos son del cerrado. Localmente frecuente,",NA,NA,"Silva, OLM",NA,NA,"-59.606944","-18.345833","607","607","2018",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-01 14:57:28-03","UnB","UB","99075","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll. Arg.) Caruzo & Cordeiro","Fonsêca, SG; Onishi","1532","1968","10","14","Southern America","Brasil","Goiás",NA,"Estrada entre Caipônia e Jataí, margem esquerda junto a fonte de água sulfurosa - GO",NA,NA,NA,"Erva até 40cm, flôres fe. verde e masc. c/ pétalas vermelhas escuras; fôlhas c/coloração vermelha escura",NA,NA,"Silva, OLM",NA,NA,NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-01 14:57:28-03","UnB","UB","99239","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Euphorbiaceae","Astraea","cincta","Astraea cincta","(Müll. Arg.) Caruzo & Cordeiro","Irwin, HS","7313","1964","10",NA,"Southern America","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"Silva, OLM",NA,NA,NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA
"29","2017-09-11 17:09:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Euphorbiaceae","Croton","cinctus","Croton cinctus","Müll.Arg.","Riedel, L","608",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Habitat in campis siccis ad Rio Pardo prov. S. Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 10:04:00-03","IBt","SP","346271","S","Plantae",NA,NA,"Euphorbiaceae","Croton","cinctus","Croton cinctus","Müll.Arg.","Batalha, MA","3109","1999","03","10",NA,"Brasil","Goiás","Chapadão do Céu","Parque Nacional das Emas, Mineiros. Em campo cerrado queimado. Próxima ao ponto C.","-52.65","-17.816667",NA,"Herb., planta inteira. Flores. Frutos.",NA,NA,"Batalha, MA",NA,NA,"-52.65","-17.816667",NA,NA,"2000","02",NA,NA,NA,NA,NA,NA
"31","2019-11-21 10:04:00-03","IBt","SP","35784","S","Plantae",NA,NA,"Euphorbiaceae","Croton","cinctus","Croton cinctus","Müll.Arg.","Hoehne, FC; Gehrt, A","s.n.","1936","08","06",NA,"Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Toledo, JF",NA,NA,NA,NA,NA,NA,"1946","12","30","161190","auto",NA,NA,NA
"32","2014-09-23 10:57:27-03","G","G","G00434508","S","Plantae",NA,NA,"Euphorbiaceae","Croton","cinctus","Croton cinctus","Müll. Arg.","Riedel, L.","608",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Rio Grande do Sul",NA,NA,"-53.65388889","-29.71027778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00434508",NA,"Berry, P. E.",NA,NA,"-53.65388889","-29.71027778",NA,NA,"2004","01","01",NA,NA,NA,NA,"TYPUS of Croton cinctus Müll. Arg."
