"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2820","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea catharinensis","L. B. Smith","7413","1956","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=304516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002820","Magnoliophyta","Fabales","Burkart",NA,"Santa Catarina",NA,"Municipio Campo Alegre. Alpine campo, Morro Iquererim.",NA,NA,"NY00002820_01","1300","1500","catharinensis","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","419395","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","G. G. Hatschbach","42965","1980","04","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419395","Magnoliophyta","Fabales","Benth.","A. Savassi-Coutinho","Paraná","Balsa Nova","Sprea","-49.6356","-25.5842","NY00419395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","419396","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","G. G. Hatschbach","24480","1970","07","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419396","Magnoliophyta","Fabales","Benth.","A. Savassi-Coutinho","Paraná","Balsa Nova","Serra S. Luis, 1km ao Oeste","-49.6356","-25.5842","NY00419396_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","419404","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","M. de J. Robim","5976","1984","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419404","Magnoliophyta","Fabales","Benth.","R. C. Barneby","São Paulo","Campos do Jordao","Parque Est. de Campos do Jordao, Insituto Florestal. Coletado na Sede, as margens do Rio Sapucaí (próxima a encola)","-45.59","-22.73","NY00419404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01132116","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","P. Fiaschi","496","2000","12","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289923' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132116","Magnoliophyta","Fabales","Benth.","A. Savassi-Coutinho","São Paulo","Campos do Jordão","Parque Estadual de Campos de Jordão. Trilha do Rio Sapucaí.","-45.47","-22.68","NY01132116_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01092766","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","R. Kummrow","2602","1985","04","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092766","Magnoliophyta","Fabales","Benth.","R. C. Barneby","Paraná","Balsa Nova","S. Luis do Purunã","-49.6356","-25.5842","NY01092766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","419402","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","J. I. de Lima",NA,"1943","12",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=365712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00419402","Magnoliophyta","Fabales","Benth.","J. G. Kuhlmann","São Paulo","Itapetininga",NA,"-48.0497","-23.5903","NY00419402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02686701","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","J. E. Leite","3802","1945","12",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2958509' target='other'> <mi>dwc_moreinfo</mi></a>","NY02686701","Magnoliophyta","Fabales","Benth.",NA,"São Paulo","Campos do Jordao",NA,"-45.5900001525879","-22.7299995422363","NY02686701_01",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","720098","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","J. Mattos","15326","1968","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720098","Magnoliophyta","Fabales","Benth.",NA,"São Paulo","Cunha","1 km ao norte de Paraibuna, na cabeceira do Rio Paraibuna.","-44.9599990844727","-23.0699996948242","NY00720098_01",NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","2820","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea catharinensis","L. B. Smith","7413","1956","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=304516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00002820","Magnoliophyta","Fabales","Burkart",NA,"Santa Catarina",NA,"Municipio Campo Alegre. Alpine campo, Morro Iquererim.",NA,NA,"NY00002820_01","1300","1500","catharinensis","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:29:45-03","UNESP-IBB","BOTU","9433","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Hoehne, F.C.",NA,"1933","03","22",NA,"Brasil",NA,NA,"Arbusto com capítulos amarelos","BOTU009433",NA,NA,"Benth.","Hoehne, F.C.","São Paulo","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:50-03","UFRJ","RFA","10855","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","G.G. Hatschbach","24480","1970","07","16",NA,"Brasil",NA,NA,"Arbusto de 2m, flores amarelas","RFA10822",NA,NA,"Benth.","G.G. Hatschbach","Paraná","Balsa Nova","Serra São Luis, 1Km ao Oeste","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"27346","auto",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:19:50-03","UFRJ","RFA","19715","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","G.G. Hatschbach","39962","1977","05","28",NA,"Brasil",NA,NA,"Arbusto ramoso 2m, flores amarelas","RFA16535",NA,NA,"Benth.","G.G. Hatschbach","Paraná","Arapoti","Rio da Cinzas","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:10:42-03","UTFPR","DVPR","5727","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Engels, ME","2505B","2014","06","15",NA,"Brasil",NA,NA,"Arbusto, ca. 3 m. Caule castanho. Foliolos verdes. Flores amarelas. Rara na área, apenas um individuo.; Campos gerais, as margens do rio, a montante do PM Rio Verde.","DVPR005727","Magnoliophyta",NA,"Benth.","Ribas, OS","Paraná","Ponta Grossa","Próximo ao parque Municipal do Rio Verde.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto",NA,NA,"2015","02","12",NA,NA,NA,NA,NA
"25","2019-12-04 15:25:13-03","PUCPR","HUCP","13766","S","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Ribas, OS; Pereira, LBS","1888","1997","07","05",NA,"Brasil",NA,NA,NA,"HUCP00014682","Eudicotiledonea",NA,"Benth.","Hatschbach, GG","Paraná","Palmeira","Rio Lajeado","-50.0064010620117","-25.4293994903564","HUCP00014682",NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:25:13-03","PUCPR","HUCP","15346","S","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Dias, M","010","2003","04","01",NA,"Brasil",NA,NA,NA,"HUCP00014567","Eudicotiledonea",NA,"Benth.","Kaminski, N","Paraná","Colombo","Embrapa","-49.2242012023926","-25.2917003631592","HUCP00014567",NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:25:13-03","PUCPR","HUCP","11982","S","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Cervi, AC","4083","1993","04","22",NA,"Brasil",NA,NA,"N° 33499.","HUCP00014515","Eudicotiledonea",NA,"Benth.","Cervi, AC","Paraná","Paranaguá","Rio dos Papagaios","-48.5092010498047","-25.5200004577637","HUCP00014515",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:25:13-03","PUCPR","HUCP","21407","S","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Cordeiro, J; Barboza, E","3001","2009","04","07",NA,"Brasil",NA,NA,NA,"HUCP00014734","Eudicotiledonea",NA,"Benth.","Ribas, OS","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666","HUCP00014734",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:25:13-03","PUCPR","HUCP","4579","S","Plantae","Fabaceae","Mimosa","furfuraceae","Mimosa furfuraceae","Ferreira, OVS","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HUCP00014629","Eudicotiledonea",NA,"Benth.","Jaszczerski, JC","Paraná","Campo Largo","Estrada Barragem","-49.5283012390137","-25.4585990905762","HUCP00014629",NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:16:35-03","UFBA","ALCB","90044","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Silva, JM; Cordeiro, J; Poliquesi, CB","6381","2008","04","05","Southern America","Brasil",NA,NA,"ca. 2m. Flor amarela.; Orla","ALCB023780","Dicotyledon",NA,"Benth.","Silva, JM","Paraná","Balsa Nova","Rod. BR-277, próximo do trevo para São Luís do Purunã","-49.6356010437012","-25.5839004516602","ALCB023780",NA,NA,NA,NA,"27346","auto",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:16:35-03","UFBA","ALCB","82821","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Silva, JM; Barbosa, E","5659","2007","03","23","Southern America","Brasil",NA,NA,"2 m. Flor amarela.","ALCB023789","Dicotyledon",NA,"Benth.","Ribas, OS","Paraná","Balsa Nova","Rod. BR-277, próximo de São Luís do Purunã","-49.6356010437012","-25.5839004516602","ALCB023789",NA,NA,NA,NA,"27346","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:16:35-03","UFBA","ALCB","032190","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Hatschbach, G; Silva, JM","52296","1988","08","13","Southern America","Brasil",NA,NA,"3,0 m. Flores com estames amarelo citrino.","ALCB023790","Dicotyledon",NA,"Benth.","Barneby","Paraná","Irati","Rodovia BR 277, Km 232","-50.6511001586914","-25.4671993255615","ALCB023790","900","900",NA,NA,"47271","auto",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309446","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea","Gomes RBR; Mantovani W",NA,"1978","09","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309446",NA,"Fabales","Benth.","Tamashiro JY","São Paulo",NA,"Brasil, Sao Paulo, Nova Odessa, Instituto de Zootecnica, Campo de Introduþao de Leguminosas Forrageiras.",NA,NA,"NL-U1309446",NA,NA,NA,NA,NA,NA,NA,NA,"1997","11","01","Magnoliopsidae","U 0123624",NA,NA,NA
"34","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309447","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea","Handro O",NA,"1943","12","04","Southern America","Brazil",NA,NA,"Campo.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309447",NA,"Fabales","Benth.","Mantovani W; Custodio Filho A","São Paulo",NA,"Brasil, Sao Paulo, capital, Parque Jabaquara.",NA,NA,"NL-U1309447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0123625 | 120015",NA,NA,NA
"35","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309448","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea","Hoehne FC",NA,"1933","03","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309448",NA,"Fabales","Benth.","Mantovani W; Custodio Filho A","São Paulo",NA,"Brasil, Sao Paulo, capital, nativa no Parque do Estado e Jardim Botanico.",NA,NA,"NL-U1309448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0123626 | 110012",NA,NA,NA
"36","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309449","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea","Luederwaldt H",NA,"1918","02","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309449",NA,"Fabales","Benth.","Hoehne FC","São Paulo",NA,"Brasil, Sao Paulo, Sao Paulo, Vila Prudente.",NA,NA,"NL-U1309449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0123627 | 120017",NA,NA,NA
"37","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309450","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea","Tessmann G",NA,"1937","04","14","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309450",NA,"Fabales","Benth.",NA,NA,NA,"Sud-Brasilien. Nord-Parana: Gebiet des Mittleren Ivahy.",NA,NA,"NL-U1309450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:10:18-03","NBC","NL-BOTANY","WAG.1706362","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea","Hatschbach GG",NA,"1977","05","28","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706362",NA,"Fabales","Benth.",NA,NA,NA,"Rio das Cinzas (mun. Arapoti) Parana.",NA,NA,"NL-WAG1706362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309445","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea furfuracea","Widgren JF",NA,"1845","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309445",NA,"Fabales",NA,NA,NA,NA,"Minas Gerais.",NA,NA,"NL-U1309445",NA,NA,"furfuracea",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309444","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea paranensis","Lindeman JC; Haas JH de",NA,"1967","08","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309444",NA,"Fabales","Burkart",NA,NA,NA,"Est. Parana. Rio dos Papagaios, road to Palmeira.",NA,NA,"NL-U1309444",NA,NA,"paranensis",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:10:18-03","NBC","NL-BOTANY","WAG.1706361","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea paranensis","Hatschbach GG; Oliveira PI; Ramamoorthy TP",NA,"1980","04","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706361",NA,"Fabales","Burkart",NA,NA,NA,"Sprea (mun. Balsa Nova) Parana.",NA,NA,"NL-WAG1706361",NA,NA,"paranensis",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:10:18-03","NBC","NL-BOTANY","U.1309444","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea paranensis","Lindeman JC; Haas JH de",NA,"1967","08","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1309444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1309444",NA,"Fabales","Burkart",NA,NA,NA,"Est. Parana. Rio dos Papagaios, road to Palmeira.",NA,NA,"NL-U1309444",NA,NA,"paranensis",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:10:18-03","NBC","NL-BOTANY","WAG.1706361","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","furfuracea","Mimosa furfuracea paranensis","Hatschbach GG; Oliveira PI; Ramamoorthy TP",NA,"1980","04","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706361",NA,"Fabales","Burkart",NA,NA,NA,"Sprea (mun. Balsa Nova) Parana.",NA,NA,"NL-WAG1706361",NA,NA,"paranensis",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-11-04 11:10:00-03","ESALQ","ESA","113821","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Schultz-Rodrigues, R.","1273.0","2001","10","26",NA,"Brasil",NA,NA,NA,"ESA113821","Magnoliophyta",NA,NA,"Savassi-Coutinho, A.P.","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363","ESA113821",NA,NA,NA,NA,"42926","auto",NA,NA,"2010","09","25",NA,NA,NA,NA,NA
"45","2020-11-04 11:10:00-03","ESALQ","ESA","15566","PreservedSpecimen","Plantae","Fabaceae","Mimosa","furfuracea","Mimosa furfuracea","Souza, V.C. et al.","6097.0","1994","06","03",NA,"Brasil",NA,NA,NA,"ESA015566","Magnoliophyta",NA,"Benth.","Savassi-Coutinho, A.P.","São Paulo","Apiaí",NA,"-48.8400001525879","-24.5","ESA015566",NA,NA,NA,NA,"37738","auto",NA,NA,"2010","09","25",NA,NA,NA,NA,NA
