"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","barcode","imagecode","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","fieldNumber","preparationType","individualCount","class"
"101","2021-03-25 13:51:53-03","UNIVILLE","JOI","12278","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","J. Cordeiro & E. Barbosa","2010","L.G. Temponi","686","2009","10","12",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, BR 469 interior do Parque.","-54.5881004333496","-25.5478000640869","39570","; HABITAT: beira da rodovia; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Estacional Semidecidual","auto","JOI012278","JOI012278","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-07-21 15:08:14-03","UNISANTA","HUSC","12333","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","O.J.G.Almeida","2018","R. Kamikawashi","s.n.","2018","06","22",NA,"Brasil","São Paulo","São Carlos",NA,"-47.895833","-22.086111",NA,"Epífita",NA,NA,NA,"07",NA,"-47.895833","-22.086111","840","840",NA,NA,NA,NA,NA
"103","2020-11-04 17:28:51-03","UEM","HUEM","18984","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Almeida, OJG","08","2009","11","06",NA,"Brasil","Paraná","Maringá","Parque do Ingá","-51.932778","-23.425556",NA,"Epífita; flores col. laranjada inseridas no caule; artículos cilíndricos.",NA,"HUEM000002874","HUEM000002874",NA,NA,"-51.932778","-23.425556","550","550",NA,NA,NA,NA,NA
"104","2019-11-01 14:55:53-03","UnB","UB","119049","PreservedSpecimen","Plantae","Dicotyledoneae","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G. Lindb.","Lombardi, JA",NA,"Eiten, G","5603","1963","10","24","Southern America","Brasil","São Paulo","São Paulo","Parque do Estado","-46.633333","-23.6",NA,"Flowers with greenish-tinged sepals.; Epiphyte.",NA,NA,NA,NA,NA,"-46.633333","-23.6",NA,NA,NA,NA,NA,NA,NA
"105","2020-08-20 14:55:32-03","UFSC","FLOR","18013","PreservedSpecimen","Plantae",NA,"Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G. Lindb.",NA,NA,"Klein, R.M.","7828","1968","08","06",NA,"Brasil","Santa Catarina","Florianópolis","Morro do Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000","epífito, flor branca","auto","FLOR0018013",NA,NA,NA,NA,NA,"200","200","Caryophyllales",NA,NA,NA,NA
"106","2021-03-04 15:42:46-03","IF","SPSF","10266","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"A.Custodio Filho","1665","1983","10","11","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"107","2021-03-04 15:42:46-03","IF","SPSF","10267","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"A.Custodio Filho","2123","1983","12","28","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"108","2021-03-04 15:42:46-03","IF","SPSF","33737","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"C.Urbanetz","111","2003","04","21","América do Sul","Brasil","SP","Iporanga","vegetacao secundaria","-48.4995","-24.338389",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,"550","550","Caryophyllales",NA,NA,NA,"Magnoliopsida"
"109","2021-03-04 15:42:46-03","IF","SPSF","36244","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"A.Oriani","549","2005","03","23","América do Sul","Brasil","SP","Eldorado","Parque Estadual de Jacupiranga, Núcleo Cedro","-48.400278","-24.6525",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa baixo montana&nf;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"110","2021-03-04 15:42:46-03","IF","SPSF","39444","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G.Lindb.","S.C.P.M. Souza","2008","O. T. Aguiar & J.A.Pastore & C. de Moura & F.E.S.P.Vilela & F.A.R.D.Arzolla","818","2008","02","27","América do Sul","Brasil","SP","Mairiporã","Parque Estadual da Cantareira, Hortolândia","-46.536389","-23.362778",NA,"COLETA: Epífita, frutos pequenos, alaranjados.;",NA,NA,NA,"03","18",NA,NA,"1146","1146","Caryophyllales",NA,NA,NA,"Magnoliopsida"
"111","2021-03-04 15:42:46-03","IF","SPSF","44329","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G.Lindb.","J.Cordeiro",NA,"L.G.Temponi & J.Cordeiro & J.M.Silva","686","2009","10","12","América do Sul","Brasil","PR","Foz do Iguaçú","Parque Nacional do Iguaçú","-54.5881004333496","-25.5478000640869","39570","COLETA: Floresta Estacional Semidecidual.&nf;Epífita de flores alvacentas.; GEOGRAFIA: Beira de Rodovia;","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"112","2021-03-04 15:42:46-03","IF","SPSF","11392","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"D.C.Zappi & L.G.Zappi","263","1991","08","10","América do Sul","Brasil","SP","Cubatão","mata atlantica","-46.4199981689453","-23.8899993896484","15123","COLETA: XLS: SPSFAntigo;","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"113","2021-03-04 15:42:46-03","IF","SPSF","23950","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"E.L.M.Catharino","1569","1991","03","19","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395","55628","COLETA: XLS: SPSFAntigo; GEOGRAFIA: margem de rio&nf;;","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"114","2021-03-04 15:42:46-03","IF","SPSF","23949","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"C.Besteti-Costa","141",NA,NA,NA,"América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395","55628","COLETA: XLS: SPSFAntigo;","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"115","2021-03-04 15:42:46-03","IF","SPSF","23948","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"M.C.H.Mamede","294","1990","09","20","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395","55628","COLETA: XLS: SPSFAntigo; GEOGRAFIA: margem de rio&nf;;","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"116","2021-03-04 15:42:46-03","IF","SPSF","23908","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G.Lindb.","E.L.M.Caharino","2001","S.A.Nicolau & M.C.H.Mamede & E.A.Anuciacao","1497","1993","11","11","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395","55628","COLETA: XLS: SPSFAntigo&nf;Epífita.&nf;Tépalas e estigma alvo.;","auto",NA,NA,"01","10",NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"117","2021-03-04 15:42:46-03","IF","SPSF","17450","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus",NA,NA,NA,"P.E.G.Coutinho",NA,"1994","02","02","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242","38855","COLETA: XLS: SPSFAntigo;","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"118","2021-03-04 15:42:46-03","IF","SPSF","29299","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G.Lindb.","L. Y. S. Aona","2004","F.M.Souza","115","2001","04","13","América do Sul","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273","53584","COLETA: XLS: SPSFAntigo;","auto",NA,NA,"10","30",NA,NA,NA,NA,"Caryophyllales",NA,NA,NA,"Magnoliopsida"
"119","2021-02-08 12:39:05-03","UFRGS","ICN","179354","S","Plantae","Dicotyledon","Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G. Lindb.","Barboza, E","2014","Motta, JT; et al.","4103","2013","09","22","América do Sul","Brasil","PR","Coronel Domingos Soares","Fazenda São Geraldo","-52.010833","-26.304167",NA,"Doação Herbário MBM; epífita, flores alvas; Floresta Ombrófila Mista",NA,NA,NA,"02","05","-52.010833","-26.304167","1107","1107",NA,NA,NA,NA,NA
"120","2020-04-16 11:05:25-03","MCN-FZBRS","HAS","38693","PreservedSpecimen","Plantae","Magnoliophyta","Cactaceae","Rhipsalis","puniceo-discus","Rhipsalis puniceo-discus","G. Lindb.",NA,NA,"Mazzitelli, S.M.","1636","2000","07",NA,NA,"Brasil","Rio Grande do Sul","Nova Hartz","Fazenda Padre Eterno","-50.9021987915039","-29.5825004577637","6017","Epífito, frutos incolores.","auto","HAS0038693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-07-02 08:39:46-03","IBt","SP","278239","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Souza, VC","6086","1994","06","03",NA,"Brasil","São Paulo","Bom Sucesso de Itararé",NA,"-49.166667","-24.416667",NA,NA,NA,NA,NA,NA,NA,"-49.166667","-24.416667",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:03:02-03","IBt","SP","487469","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Mendes, ZR","2014","Shirasuna, RT","3053","2013","03","19",NA,"Brasil","São Paulo","São Paulo","Lote 2, Condominio Quintas da Cidade, emboque tunel 3.","-46.670325","-23.449833",NA,NA,NA,NA,NA,"10","01","-46.670325","-23.449833","791","791",NA,NA,NA,NA,NA
"123","2020-04-15 17:19:34-03","IBt","SP","252746","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Hatschbach, G","54428","1990","09","04",NA,"Brasil","Paraná","Cerro Azul","Ribeirão do Veado","-49.261100769043","-24.823600769043","32006",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:03:02-03","IBt","SP","406783","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Simão Bianchini, R; Ostinowsky, AV","2008","Shirasuna, RT; Parajara, F; Nievola, CC","494","2007","10","18",NA,"Brasil","São Paulo","Embu","Lote 5 Rodoanel Mário Covas, Trecho Sul","-46.8499984741211","-23.6399993896484","6851",NA,"auto",NA,NA,"04","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:03:02-03","IBt","SP","248397","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Catharino, ELM",NA,"Catharino, ELM; et al.","1569","1991","03","19",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Margem do rio Verde","-47.5499992370605","-24.7000007629395","55628","Epífita com caule pendente, flores alvas, estames e pistilo alvos","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:03:02-03","IBt","SP","249080","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Catharino, ELM",NA,"Kawall, MA; Rossi, L","49","1991","05","14",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Margem do Rio Verde","-47.5499992370605","-24.7000007629395","55628","Epifita, ramos pendentes com cerca de 1m., flores alvas, frutos amarelos","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:03:02-03","IBt","SP","298156","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Costa, CB","1996","Costa, CB; et al.","141","1996","02",NA,NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia","-47.5499992370605","-24.7000007629395","55628","Epífita, frutos alaranjados","auto",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:03:02-03","IBt","SP","318826","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Catharino, ELM",NA,"Nicolau, SA; et al.","1497","1993","11","11",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, Cachoeira do Salto","-47.5499992370605","-24.7000007629395","55628","Epífita, tépala e estigma alvos","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-04-15 17:19:34-03","IBt","SP","249568","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Taylor, NP","1646","1991","06","13",NA,"Brasil","São Paulo","Ilhabela",NA,"-45.3499984741211","-23.7700004577637","23719",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:03:02-03","IBt","SP","237630","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Catharino, ELM",NA,"Mamede, MCH; et al.","208","1990","03","13",NA,"Brasil","São Paulo","Iguape","Reserva Ecológica Juréia-Itatins, Trilha em direção ao Poço, interior da mata","-47.5499992370605","-24.7000007629395","55628","Epífita pendente, ramos com até 2m compr., frutos imaturos castanhos, maduros amarelos","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-21 10:03:02-03","IBt","SP","245624","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.","Catharino, ELM",NA,"Mamede, MCH; et al.","294","1990","09","20",NA,"Brasil","São Paulo","Iguape","Reserva Ecológica Juréia-Itatins, Trilha para a Figueira Grande, mata","-47.5499992370605","-24.7000007629395","55628","Na margem do rio Verde, trepadeira, ramos escandentes, botões creme amarelados, tépalas alvas, filetes alaranjados, anteras amarelo claras","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-21 10:03:02-03","IBt","SP","249338","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Taylor, NP; Gonçalves, AL","1640","1991","06","06",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","27258","Ramos verde claros, muito verticilados, artículos regulares, decrescentes em direção ao ápice, flores laterais, superficiais, em toda a extensão dos ramos, diminutas, frutos alvos ou rosados até avermelhados","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:03:02-03","IBt","SP","249340","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,"1993","Taylor, NP; Gonçalves, AL","1636","1991","06","06",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121","27258","Ramos verde escuros, com aréolas salientes, lanosas, ramos verticilados (3-5) no ápice, articulos regulares, flores imersas alvas","auto",NA,NA,"12","17",NA,NA,"850","850",NA,NA,NA,NA,NA
"134","2020-07-02 08:39:46-03","IBt","SP","278226","S","Plantae",NA,"Cactaceae","Rhipsalis","puniceodiscus","Rhipsalis puniceodiscus","G.Lindb.",NA,NA,"Garcia, RJF","568","1995","02","15",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273","53584",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
