"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","previousCatalogNumber"
"11","2021-04-05 14:25:39-03","UNESC","CRI","581","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","931","1990","04","10","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005281","CRI005281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:39-03","UNESC","CRI","14483","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2010","10","29","Stival-Santos, A.; Legal, E. & Silveira, S.","3103","2010","06","23","Brasil","Santa Catarina","Águas Mornas","rio Cubatão. rio Cubatão.","-48.960833","-27.809722","48º57'39''W","27º48'35''S","620","620","Florística IFFSC 253 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbusto; Fruto vermelho;","CRI013639","CRI013639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:39-03","UNESC","CRI","647","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","997","1991","04","03","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005280","CRI005280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:39-03","UNESC","CRI","726","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1076","1991","07","27","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005279","CRI005279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:39-03","UNESC","CRI","621","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","971","1990","11","14","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005266","CRI005266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:47-03","UNESC","CRI","15271","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Aline Votri Guislon","2020","06","14","Aline V. Guislon",NA,"2020","06","14","Brasil","Santa Catarina","Criciúma","Local B. 1ª linha","-49.398056","-28.7125","49º23'53''W","28º42'45''S","42","42","Frutos negros e amargos. Habito: Arvoreta","CRI014688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:39-03","UNESC","CRI","1078","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1356","1991","11","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI005277","CRI005277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","594958","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"B. D. Sucre","7477","1971","02","17","Brazil","Rio de Janeiro",NA,"Serra do Barata, Reserva da Respresa do Piraraquara. Realengo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594958","NY00594958_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","594957","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"G. G. Hatschbach","39766","1977","01","17","Brazil","Paraná","Sao José dos Pinhais","Guaricana","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594957","NY00594957_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","887370","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"R. Reitz","5906","1956","10","07","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887370","NY00887370_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","887371","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"R. M. Klein","2018","1956","05","21","Brazil","Santa Catarina","Ibirama","Ribeirão do Areado, Ibirama","-49.5178","-27.0569",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887371","NY00887371_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","594959","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"C. I. Salimon","2","1995","03","25","Brazil","Paraná","Paranaguá","Arredores","-48.6034942","-25.5953808",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=130855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00594959","NY00594959_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","887375","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"L. Riedel","s.n.","1834",NA,NA,"Brazil","São Paulo",NA,"Circa Tiete.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887375","NY00887375_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","887367","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"R. Reitz","3121","1956","04","13","Brazil","Santa Catarina","Ibirama","Horto Florestal I. N. P. , Ibirama","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887367","NY00887367_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","887374","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"G. G. Hatschbach","18611","1968","02","14","Brazil","Paraná","Paranaguá","Picadão Cambará - Col. Limeira","-48.5092","-25.5203",NA,NA,"20","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887374","NY00887374_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","887369","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"R. Reitz","6325","1958","01","28","Brazil","Santa Catarina","Vidal Ramos","Sabiá","-49.3556","-27.3919",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887369","NY00887369_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","887372","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"G. G. Hatschbach","46066","1983","01","26","Brazil","Paraná","Sao José dos Pinhais","Rio Arraia.","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887372","NY00887372_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01460277","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"H. H. Rusby","2683","1886","10",NA,"Brazil",NA,NA,"Falls of Madeira.","-65.3465375","-10.7798649",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702400' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460277","NY01460277_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","887368","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"R. Reitz","6270","1958","01","21","Brazil","Santa Catarina",NA,"Mina Velha, Garuva, Sao Francisco do Sul",NA,NA,NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887368","NY00887368_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1114012","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","M. Sobral",NA,NA,NA,"J. M. Silva","2963","1999","05","06","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1256940' target='other'> <mi>dwc_moreinfo</mi></a>","NY01114012","NY01114012_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01460276","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"H. H. Rusby","2683","1886","10",NA,"Brazil",NA,NA,"Falls of Madeira.","-65.3465375","-10.7798649",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1702399' target='other'> <mi>dwc_moreinfo</mi></a>","NY01460276","NY01460276_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","887373","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"G. G. Hatschbach","19252","1968","05","28","Brazil","Paraná","Paranaguá","Rio Cambará.","-48.5092","-25.5203",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887373","NY00887373_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","30385","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardifolia","Myrcia anacardifolia","Gardner","Schmoeller, F.","2011",NA,NA,"Schmoeller, F.","141","2011","06","17","Brasil","Santa Catarina","Joinville",NA,NA,NA,"9999","9999",NA,NA,"Árvoree, 5 m de altura, fruto roxo escuro","BOTU030385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-24 17:10:53-03","UTFPR","DVPR","3080","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Barboza, E","2014","07","28","Silva, JM; Motta, JT; Barboza, E","8562","2014","05","20","Brasil","Paraná","São José dos Pinhais","Estrada entre colônia Castelhanos e usina de Chaminé","-48.5854","-25.4629","-48.5854","-25.4629","755","755","Árvore 4m, frutos imaturos.; Floresta Ombrófila Densa","DVPR003080",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-24 17:10:53-03","UTFPR","DVPR","5834","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Sobral, M","2010","08","15","Verdi, M; Souza, NL; Klemz, G; Klettenberg, DH","4438","2010","04","14","Brasil","Santa Catarina","Grão Pará","Barra do Rio do Meio","-49.192","-28.1012","-49.192","-28.1012","332","332","Arvoreta; Floresta Ombrófila Densa, Estágio Avançado. Interior do fragmento.","DVPR005834",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:45:59-03","EAO","IAN","37276","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Souza, MC; Tuler, A.","2013","06","05","Dedecca, D","8151","1947","02","04","Brasil","São Paulo",NA,"Horto Florestal.",NA,NA,NA,NA,NA,NA,"Árvore, mato.","IAN037276","IAN037276 IAN037276_e","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:45:59-03","EAO","IAN","93940","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","estrellensis","Myrcia estrellensis","Kiaersk.",NA,NA,NA,NA,"Glaziou, AFM","10780",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093940",NA,"Dicotiledônea",NA,"Southern America",NA,"isosintipo",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-20 14:40:43-03","UPM","MACK","912","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","anacardiaefolia","Gomidesia anacardiaefolia","(Gardner) O. Berg",NA,NA,NA,NA,"A. M. Burdin","s/n","2006","08","11",NA,NA,NA,"Herbário Municipal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-01-20 14:40:43-03","UPM","MACK","1280","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","A. Korte","2010","02","18","A. Korte; A. Kniess","1839","2010","02","18","Brasil","SC","Taió","Fazenda Turumã. Floresta ombrofila densa, estadio sucessivo avançado.","-49.9981002807617","-27.1163997650146","S","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32258","auto",NA,NA,NA,NA,NA,NA
"40","2020-01-20 14:40:43-03","UPM","MACK","2429","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","R. J. F. Garcia","2012","07","11","Y. K. F. Hein","s/n","2012","07","11","Brasil","SP","São Paulo","Pq. Tenente Siqueira Campos, mata","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:25:31-03","PUCPR","HUCP","24117","S","Plantae","Myrtaceae","Gomidesia","anacardiaefolia","Gomidesia anacardiaefolia","(Gardner) Berg, O.","Selusniaki, M",NA,NA,NA,"Lozano, E","914","2012","03","13","Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,"HUCP00015317","HUCP00015317","Eudicotiledonea",NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:31-03","PUCPR","HUCP","13823","S","Plantae","Myrtaceae","Gomidesia","anacardiaefolia","Gomidesia anacardiaefolia","(Gardner) Berg, O.",NA,"2006","06","07","Libsch, D","165","2000","12","29","Brasil","Santa Catarina","Mirim Doce","Mirinzinho","-50.0766983032227","-27.1963996887207",NA,NA,NA,NA,NA,"HUCP00015181","HUCP00015181","Eudicotiledonea",NA,NA,NA,NA,"28064","auto",NA,NA,NA,NA,NA,NA
"43","2020-02-27 21:09:14-03","PUCPR","HUCP","23458","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner",NA,NA,NA,NA,"Ariati, V","864","2013","03","02","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"HUCP00015732","HUCP00015732","Eudicotiledonea",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"44","2020-02-27 21:09:14-03","PUCPR","HUCP","23444","S","Plantae","Myrtaceae","Myrcia","anacardiifolia","Myrcia anacardiifolia","Gardner","Barboza, E",NA,NA,NA,"Silva, JM","8562","2014","05","20","Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"HUCP00015661","HUCP00015661","Eudicotiledonea",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"45","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525844","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","anacardiaefolia","Gomidesia anacardiaefolia",NA,NA,NA,NA,NA,"Hatschbach GG",NA,"1968","05","28","Brazil",NA,NA,"Est. Paraná, Mun Paranaguá. Rio Cambara.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525844","NL-L2525844",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525845","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","anacardiaefolia","Gomidesia anacardiaefolia",NA,NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","01","21","Brazil","Santa Catarina",NA,"Mina Velha, Garuva, S. Francisco do Sul",NA,NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525845 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2525845","NL-L2525845",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"47","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441992","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","anacardiaefolia","Gomidesia anacardiaefolia",NA,NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1958","01","21","Brazil","Santa Catarina",NA,"Mina Velha, Garuva, S. Francisco do Sul",NA,NA,NA,NA,NA,NA,"Mata<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441992 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1441992","NL-U1441992",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0252581",NA,NA,NA,NA
"48","2020-02-08 10:06:37-03","NBC","NL-BOTANY","WAG.1115962","PreservedSpecimen","Plantae","Myrtaceae","Gomidesia","anacardiifolia","Gomidesia anacardiifolia","(Gardner) Berg",NA,NA,NA,NA,"Hatschbach GG",NA,"1968","02","14","Brazil",NA,NA,"Picadão Cambará-Col. Limeira (mun. Paranaguá)Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115962","NL-WAG1115962",NA,"Myrtales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
