"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","relatedCatalogItem","relationshipType","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","infraspecificEpithet"
"93","2021-03-01 16:42:48-03","UNICAMP","UEC","57241","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Hatschbach, G","1988",NA,NA,"Cordeiro, J; Silva, JM","367","1986","12","04","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,"Flor alva, mata pluvial.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-01 16:42:48-03","UNICAMP","UEC","15694","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Hatschbach, G","1979","05",NA,"Hatschbach, G","40404","1977","10","25","Brazil","Paraná","Tijucas Do Sul","Pirai","-49.1988983154297","-25.9281005859375",NA,NA,"25228",NA,NA,"Erva, flor alvacenta, interior da mata.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:42:48-03","UNICAMP","UEC","120962","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Marquete, N","1981","06",NA,"Kuhlmann, M","s.n.","1935","01","25","Brazil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"21048",NA,NA,"Flores lilases","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:42:48-03","UNICAMP","UEC","85273","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, JP","2000","01",NA,"Baitello, JB","503","1994","03","29","Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, Estrada de acesso ao núcleo","-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,"Herbácea, flores brancas azuladas.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:42:48-03","UNICAMP","UEC","104858","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, JP","1998","11","24","Freitas, L; Sazima, M","124","1998","01","22","Brazil","São Paulo","São José do Barreiro","Campo de altitude","-44.5699996948242","-22.6399993896484",NA,NA,"30784",NA,NA,"Corola lilás com linhas horizontais violeta e mancha amarela na pétala guia.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-01 16:42:48-03","UNICAMP","UEC","109433","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, JP","2000","07",NA,"Freitas, L","783","1999","11","26","Brazil","São Paulo","São José do Barreiro","Próximo ao rio Mambucaba, ca. de 800m da guarita do Ibama","-44.5699996948242","-22.6399993896484",NA,NA,"30784",NA,NA,"Corola púrpura com mancha amarelo","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-06 09:57:55-03","UFOP","OUPR","1388","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Damazio, L.B.",NA,NA,NA,"s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:57:55-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Magalhães-Gomes, F.","1893","12","24","s.col.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-12-04 13:19:47-03","UDESC","LUSC","4595","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Martins, D.",NA,NA,NA,"Martins, D.","345","2008","05","20","Brasil","Santa Catarina","Urupema","Fazenda das Nascentes.","-49.8731002807617","-27.9528007507324",NA,NA,"23096",NA,NA,NA,"auto",NA,NA,NA,NA,"LUSC001372","LUSC001372",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-01-17 11:26:24-02","PUCRS","MPUC","21218","S","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","Saint-Hilaire","B. Rambo",NA,NA,NA,NA,NA,"1951","01","10","Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"70701",NA,NA,"in silva loco paludoso","auto",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"5485","950","950","1",NA
"103","2019-01-17 11:26:24-02","PUCRS","MPUC","14333","S","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","Saint-Hilaire","B. Harter",NA,NA,NA,NA,NA,"1996","11","18","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,"Vegetação pioneira (F: 86)",NA,NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"167",NA,NA,"1",NA
"104","2020-10-14 10:07:05-03","FURB","FURB","46334","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Santos, TF","2014","08","20","Schwirkowski, P.","90","2013","11","24","Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro.","-49.2572222","-26.2755556","-49.2572222","-26.2755556",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB45538","FURB45538",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-14 10:07:05-03","FURB","FURB","47927","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Lozano, ED","2015",NA,NA,"Lozano, E.D.; Meyer, F.S.","2914","2015","01","09","Brasil","Paraná","Campina Grande do Sul","subida do morro.","-48.8197223","-25.1316667","-48.8197223","-25.1316667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FURB47927","FURB47927",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-27 09:30:40-03","FURB","FURB","49351","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P","2015","11","10","Schwirkowski, P.","1283","2015","11","10","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres.","-49.0536111","-26.2208334","-49.0536111","-26.2208334",NA,"688","688",NA,NA,NA,NA,NA,NA,"FURB49351","FURB49351",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-14 10:07:05-03","FURB","FURB","55759","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2016","11","26","Schwirkowski, P.","2132","2016","11","26","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin. Próximo às minas de caulim.","-49.2247223","-26.2908333","-49.2247223","-26.2908333",NA,"950","950","Campo de altitude Habitat: Área úmida em campo Habito: Herbácea",NA,NA,NA,NA,NA,"FURB55759","FURB55759",NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-10-14 10:07:05-03","FURB","FURB","57516","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2017","10","30","Schwirkowski, P.","2527","2017","10","30","Brasil","Santa Catarina","Joinville","Serra Dona Francisca. Trilha do Castelo dos Bugres, descendo o rio.","-49.0580556","-26.2211111","-49.0580556","-26.2211111",NA,"600","600","Flores brancas Habitat: Beira de trilha, heliófita Habito: Herbácea",NA,NA,NA,NA,NA,"FURB57516","FURB57516",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-10-14 10:07:05-03","FURB","FURB","63612","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Schwirkowski, P.","2018","11","22","Schwirkowski, P.","3174","2018","11","22","Brasil","Santa Catarina","Campo Alegre","Turvo. Estrada Cel. Bueno Franco.","-49.2494444","-26.2213889","-49.2494444","-26.2213889",NA,"950","950","FOM. Fragmento. Semi-ciófita. Cálice verde, corola branca Habitat: Interior da mata Habito: Herbácea",NA,NA,NA,NA,NA,"FURB63612","FURB63612",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-24 16:38:59-03","FURB","FURB","67347","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Funez, L.A.; Zermiani, A.E.","9235","2019","12","31","Brasil","Santa Catarina","Benedito Novo","Cachoeira da Pedra Furada.","-49.4533333","-26.9097222","-49.4533333","-26.9097222",NA,"725","725","Flores brancas Habitat: Rochas da margem da cachoeira Habito: Erva",NA,NA,NA,NA,NA,"FURB67347","FURB67347",NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-10-14 10:07:05-03","FURB","FURB","702","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Paula-Souza, J","2000",NA,NA,"Hatschbach, G.","20263","1968","11","11","Brasil","Paraná","Bocaiúva do Sul","Serra Virgem Maria.","-49.1150016784668","-25.2061004638672",NA,NA,"61623",NA,NA,NA,"auto",NA,NA,NA,NA,"FURB45539","FURB45539",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-14 10:07:05-03","FURB","FURB","1795","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Hatschbach, G","1999",NA,NA,"Barbosa, E.; Cruz, J.M. & Poliquesi, C.B.","210","1998","11","06","Brasil","Paraná","Tijucas do Sul","Matulão.","-49.1988983154297","-25.9281005859375",NA,NA,"25228",NA,NA,NA,"auto",NA,NA,NA,NA,"FURB03738","FURB03738",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-16 17:53:29-03","UCS","HUCS","50887","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Gonzatti, F.","2020","07",NA,"Valduga, E.","699","2016","12","09","Brasil","Rio Grande do Sul","São José dos Ausentes","Estrada entre São José dos Ausentes e Cambará do Sul, divisa","-49.974647","-28.642181","-49.974647","-28.642181",NA,"1218","1218","Herbácea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-16 17:53:29-03","UCS","HUCS","22545","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","De Paula Souza, J.","2000",NA,NA,"Hatschbach, G.","20263","1968","11","11","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,"61623",NA,NA,"Herbário MBM; Serra Virgem Maria","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-16 17:53:29-03","UCS","HUCS","00990","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Rambo, B.",NA,NA,NA,"Sehnem, A.","s.n.","1951","01","10","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,"70701",NA,NA,"coleção ASSL 5485; in silva paludoso","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-16 17:53:29-03","UCS","HUCS","03545","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Smith, S.F.","1988","01",NA,"Grazziotin, G.G.","s.n.","1987","11","07","Brasil","Rio Grande do Sul","São Francisco de Paula","Cazuza Ferreira","-50.5835990905762","-29.4480991363525",NA,NA,"76715",NA,NA,"erva no campo","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-03-16 17:53:29-03","UCS","HUCS","22537","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Hatschbach, G.","2003",NA,NA,"Silva, J.M.","3882","2003","11","07","Brasil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,"17116",NA,NA,"erva - flor lilás - Herbário MBM; Floresta Atlântica","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-16 17:53:29-03","UCS","HUCS","25060","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Hatschbach, G.","2004",NA,NA,"Silva, J.M.","4194","2004","11","02","Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,"45291",NA,NA,"Terrícola - flor alva &nf;Herbário MBM; araucarieto","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-03-16 17:53:29-03","UCS","HUCS","23522","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Souza, V.C.","2001",NA,NA,"Ribas, O.S.","3349","2001","03","03","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"37493",NA,NA,"erva - flor azul - Herbário MBM; campo de altitude","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-03-16 17:53:29-03","UCS","HUCS","02661","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.",NA,NA,NA,NA,"Cordeiro, J.","139","1985","09","11","Brasil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,"flor lilás pálido; beira da mata","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-16 17:53:29-03","UCS","HUCS","04119","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Hatschbach, G.","1988",NA,NA,"Cordeiro, J.","367","1986","12","04","Brasil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,"Mata pluvial","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-04-27 16:11:52-03","UFES","VIES","30431","S","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Zorzanelli, J.P.F.","2015","01","12","Zorzanelli, J.P.F.; Pereira, C.","1181","2015","01","11","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"32198","1390","1390",NA,"auto",NA,NA,NA,NA,"VIES030431","VIES030431",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-08-16 08:41:24-03","UTFPR","HCF","15677","S","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","E.D. Lozano","2014",NA,NA,"E.D. Lozano","2553","2014","01","22","Brasil","PR","Campina Grande do Sul","Serra do Ibitiraquire","-48.834167","-25.2425","48°50'03 W","25°14'33 S",NA,NA,NA,"herbácea, 20 cm, flor roxo claro, margem de riacho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-08-16 08:41:24-03","UTFPR","HCF","10241","S","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","J. Cordeiro & G. Felitto","2012",NA,NA,"M.G. Caxambu","3694","2012","02","02","Brasil","PR","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.820583","-25.132306","48°49'14,1 W","25°07'56,3 S",NA,"1560","1560","erva ereta, ca. 0,05 m, rupícola. Flores alvo-violáceas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-16 08:41:24-03","UTFPR","HCF","22425","S","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","E. Barboza","2016","11","22","J.M. Silva","9284","2016","03","26","Brasil","PR","Sengés","PCH Fazenda Entre Rios","-49.623889","-24.121389","49°37'26 W","24°07'17 S",NA,"625","625","erva; flor alva. Cerrado, em beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-08-16 08:41:24-03","UTFPR","HCF","11278","S","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","E. Barboza & J. Cordeiro","2012",NA,NA,"A. Dunaiski Jr.","513","1998","03","07","Brasil","PR","Campina Grande do Sul","Trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"55154",NA,NA,"solo permanentemente úmido no interior da floresta, flores alvas, com manchas roxas e amarelas.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-21 19:39:14-03","UFC","EAC","14703","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Silva, J.M.; Zelma, F.J.","s.n.","1986","07","18","Brasil","Paraná","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"55154","1500","1500","Erva; flor lilás pálido.; Mata nebular","auto",NA,"Southern America",NA,NA,"EAC0014703",NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:47:28-03","MBM","MBM","274979","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Marquete, N.F.S.",NA,NA,NA,"Kuhlmann, M.","s.n.","1935","01","25","Brazil","São Paulo",NA,"Campos do Jordão - Umuarama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"MBM274979","MBM274979",NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:47:28-03","MBM","MBM","386466","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Barboza, E.","2013","12","03","Barboza, E.; Cordeiro, J.; Silva, J.M.; Motta, J.T.; Cordeiro, J.; Silva, J.M.; Motta, J.T.","4057","2013","10","31","Brazil","Santa Catarina","Garuva","Campos do Quiriri","-48.979083","-26.032306","-48.979083","-26.032306",NA,"1350","1350","Erva 20cm, flor azul.; Refúgio Vegetacional Altomontano (campo de altitude).",NA,NA,"Southern America",NA,NA,"MBM386466","MBM386466",NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:47:28-03","MBM","MBM","400034","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Lozano, E.D.","2015",NA,NA,"Lozano, E.D.; Meyer, F.S.; Meyer, F.S.","2914","2015","01","09","Brazil","Paraná","Campina Grande do Sul","Capivari Grande, subida do morro","-48.819722","-25.131667","-48.819722","-25.131667",NA,NA,NA,"Herbácea, 10 cm, flores azul claro.; Refúgio Vegetacional Altomontano, campo úmido.",NA,NA,"Southern America",NA,NA,"MBM400034","MBM400034",NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:47:28-03","MBM","MBM","406514","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Barboza, E.","2016","11","22","Silva, J.M.","9284","2016","03","26","Brazil","Paraná","Sengés","PCH Fazenda Entre Rios","-49.623889","-24.121389","-49.623889","-24.121389",NA,"625","625","Erva; flor alva.; Cerrado, em beira de estrada.",NA,NA,"Southern America",NA,NA,"MBM406514","MBM406514",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:47:28-03","MBM","MBM","408960","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Cordeiro, J.","2017","03","31","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9244","2016","03","16","Brazil","Paraná","Mangueirinha","PCH Tigre, Rio Marreca","-52.178056","-26.0475","-52.178056","-26.0475",NA,"890","890","Herbácea, flor alva.; Floresta Ombrófila Mista, na margem de rio.",NA,NA,"Southern America",NA,NA,"MBM408960","MBM408960",NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:47:28-03","MBM","MBM","161149","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Hatschbach, G.",NA,NA,NA,"Cordeiro, J.; Silva, J.M.; Silva, J.M.","632","1989","10","04","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"55154",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM161149","MBM161149",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:47:28-03","MBM","MBM","108956","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.",NA,NA,NA,NA,"Silva, J.M.; et al.; et al.","140","1986","07","18","Brazil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"55154",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM108956","MBM108956",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:47:28-03","MBM","MBM","301139","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Mocochinski, A.Y.","2004","07",NA,"Mocochinski, A.Y.; Scheer, M.B.; Proença, R.T.; Scheer, M.B.; Proença, R.T.","237","2003","12","01","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Ibirati","-49.0553016662598","-25.3055992126465",NA,NA,"55154","1850","1850","Flores amarelas.; Refugio Vegetacinal Altomontano.","auto",NA,"Southern America",NA,NA,"MBM301139","MBM301139",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:47:28-03","MBM","MBM","36208","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Rambo, B.",NA,NA,NA,"Hatschbach, G.","220","1946","03","03","Brazil","Paraná","Campo Largo","Itaqui","-49.5283012390137","-25.4585990905762",NA,NA,"53742",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM036208","MBM036208",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:47:28-03","MBM","MBM","234146","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Luz, M.C.M.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Cruz, J.M.; Barboza, E.; Cruz, J.M.","2657","1998","12","01","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"41937",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM234146","MBM234146",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:47:28-03","MBM","MBM","233031","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Luz, M.C.M.",NA,NA,NA,"Santos, E.P.; et al.; et al.","353","1997","10","15","Brazil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"41937",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM233031","MBM233031",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:47:28-03","MBM","MBM","21229","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","25873","1970","12","20","Brazil","Paraná","Ipiranga","Coatis","-50.5842018127441","-25.0238990783691",NA,NA,"31827",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM021229","MBM021229",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:47:28-03","MBM","MBM","108955","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.",NA,NA,NA,NA,"Cordeiro, J.","139","1985","09","11","Brazil","Paraná","Morretes","Véu de Noiva","-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM108955","MBM108955",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:47:28-03","MBM","MBM","250517","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Luz, M.C.M.",NA,NA,NA,"Cordeiro, J.","1626","1999","11","17","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,"45291",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM250517","MBM250517",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:47:28-03","MBM","MBM","61432","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Hatschbach, G.",NA,NA,NA,"Landrum, L.R.","2379","1977","11","04","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,"45291",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM061432","MBM061432",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:47:28-03","MBM","MBM","60706","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","40404","1977","10","25","Brazil","Paraná","Tijucas do Sul","Piraí","-49.1988983154297","-25.9281005859375",NA,NA,"25228",NA,NA,NA,"auto",NA,"Southern America",NA,NA,"MBM060706","MBM060706",NA,NA,NA,NA,NA,NA,NA,NA
