"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","relatedCatalogItem","relationshipType","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","396278","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Viola","uleana","Viola uleana","W.Becker","A. C. Brade",NA,NA,NA,"A. C. Brade","20205","1950","11","01","Brazil","Rio de Janeiro","Itatiaia","Itatiaia, Planalto","-44.5631","-22.4961",NA,NA,NA,"2200","2200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442381' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"South America","sheet",NA,"NY00396278","NY00396278_01",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:32:52-03","UFRJ","RFA","18114","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"J.G. Kuhlmann","183","1929","04","06","Brasil","São Paulo","São Paulo","Fazenda do Pinheirinho, Campos da Serra da Bocaina","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,"Planta rasteira; flores roxas","auto",NA,NA,NA,NA,"RFA50930",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:32:52-03","UFRJ","RFA","22935","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","L.B. Smith","1961",NA,NA,"F. Segadas-Vianna; A.C. Brade 20320","5143","1950","05",NA,"Brasil","Rio de Janeiro","Resende","Serra de Itatiaia","-44.4467010498047","-22.468900680542",NA,NA,"36089","900","900",NA,"auto",NA,NA,NA,NA,"RFA50929",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:32:52-03","UFRJ","RFA","4450","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","P. Occhioni",NA,NA,NA,"P. Occhioni",NA,"1947","03","06","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Picada Campos Porto","-44.5633010864258","-22.4960994720459",NA,NA,"19648",NA,NA,"Herbácea, flor alva - N° 838","auto",NA,NA,NA,NA,"RFA55522",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:32:52-03","UFRJ","RFA","17991","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Byron de Albuquerque","1963","01","03","A.P. Duarte","6294","1962","03","23","Brasil","Rio de Janeiro","Nova Friburgo","Fazenda Dr. Coebel","-42.5311012268066","-22.2819004058838",NA,NA,"33190","1300","1300","Planta com flores alvas, abundante","auto",NA,NA,NA,NA,"RFA50931",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:32:52-03","UFRJ","RFA","22936","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","tenuis","Viola tenuis","W. Becker","L.B. Smith",NA,NA,NA,"A.C. Brade","17411","1945","02","08","Brasil","Rio de Janeiro","Itatiaia","Planalto","-44.5633010864258","-22.4960994720459",NA,NA,"19648","2000","2000","Flores coerulas","auto",NA,NA,NA,NA,"RFA50952",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:32:52-03","UFRJ","RFA","28783","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","uleana","Viola uleana","W. Becker",NA,NA,NA,NA,"K. T. Ribeiro","313",NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Erva com 8 cm de altura, sem rizoma ou, aparentemente, qualquer outro órgão de reserva. Folhas alternas, com bainha. Estípulas, 2 por folha, denteadas com 'bigodes' saindo dos dentes. Sem nervura marginal, nervuras retas e paralelas. In",NA,NA,NA,NA,NA,"RFA50974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-24 17:11:09-03","UTFPR","DVPR","5683","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.- Hil","Barboza, E","2016","11","22","Silva, JM","9284","2016","03","26","Brasil","Paraná","Sengés","PCH Fazenda Entre Rios.","-49.3726","-24.0717","-49.3726","-24.0717",NA,"625","625","Erva ; flor alva.; Cerrado, em beira de estrada.",NA,NA,NA,NA,NA,"DVPR005683",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:50:32-03","EAO","IAN","40994","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Saint-Hilaire","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"IAN040994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-12 15:31:51-03","UFABC","HUFABC","000309","PreservedSpecimen","Plantae","Angiospermas",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St.-Hil.",NA,NA,NA,NA,"Nunes, FL","05","2015","10","03","Brasil","São Paulo","Mogi das Cruzes","Sítio Primavera, Estufa no Sítio de propriedade do Mauro Peixoto, planta em cultivo sob o número 85001, originaria de Campo Alegre, Santa Catarina, Brasil.","-46.1883010864258","-23.5228004455566",NA,NA,"28666",NA,NA,"Erva, entre 5 e 10 cm alt. Flor branca amarelada com labelo. Caule verde com bráctea.Fruto branco, com cálice verde.","auto",NA,NA,NA,NA,"HUFABC000309","HUFABC000309 HUFABC000309_1",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:58-03","PUCPR","HUCP","10487","S","Plantae","Eudicotiledonea",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St. Hil.","Cervi, AC",NA,NA,NA,"Cervi, AC","3864","1992","11","21","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"30514",NA,NA,NA,"auto",NA,NA,NA,NA,"HUCP00019247","HUCP00019247",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:58-03","PUCPR","HUCP","21465","S","Plantae","Eudicotiledonea",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St. Hil.","Lozano, E",NA,NA,NA,"Ariati, V; Lozano, E","390","2009","12","08","Brasil","Paraná","Campina Grande do Sul","Morro Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,"55154",NA,NA,NA,"auto",NA,NA,NA,NA,"HUCP00019396","HUCP00019396",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:58-03","PUCPR","HUCP","16174","S","Plantae","Eudicotiledonea",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A. St. Hil.","Souza, VC",NA,NA,NA,"Ribas, OS","3349","2001","03","03","Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,"37493",NA,NA,NA,"auto",NA,NA,NA,NA,"HUCP00019291","HUCP00019291",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:10:00-03","CPAN-UFMS","COR","7909","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","M. M. C. Luz",NA,NA,NA,"J.Cordeiro","1626","1999","11","17","Brasil","Paraná","São José dos Pinhais","Guaricana. Floresta Atlântica; ;.","-49.2064018249512","-25.5347003936768",NA,NA,"45291",NA,NA,"Ereta; Com Flor: Lilás","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-08-11 00:16:44-03","UFBA","ALCB","50147","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, Padre JP de","2000",NA,NA,"Kummrow, R","824","1974","12","19","Brasil","Paraná","Jaguariaíva","Rio Jaguariaíva","-49.7","-24.25","-49.7","-24.25",NA,NA,NA,"flor alva.; perto do rio.",NA,NA,"Southern America",NA,NA,"ALCB043227","ALCB043227",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:25:41-03","UFBA","ALCB","50165","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Hatschbach, G","1999",NA,NA,"Barbosa, E; Cruz, JM; Poliquesi, CB","210","1998","11","06","Brasil","Paraná","Tijucas do Sul","Matulão","-49.183333","-25.916667","-49.183333","-25.916667",NA,NA,NA,"0,30 m. Flor lilás.; interior da mata.",NA,NA,"Southern America",NA,NA,"ALCB043225","ALCB043225",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:58:46-03","NBC","NL-BOTANY","L.2448856","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1962","02","26","Brazil",NA,NA,"Santa Catarina. Papanduva. Barrancos.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2448856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-L2448856","NL-L2448856","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:58:46-03","NBC","NL-BOTANY","L.2448857","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1957","10","17","Brazil",NA,NA,"Santa Catarina. Campo Alegre.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2448857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-L2448857","NL-L2448857","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:58:46-03","NBC","NL-BOTANY","L.2448858","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Vincent D",NA,"1915","11","01","Brazil",NA,NA,"Minas Gerais: Diamantina.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2448858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-L2448858","NL-L2448858","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:58:46-03","NBC","NL-BOTANY","U.1765132","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Ballard HE",NA,NA,NA,"Ferreira A; Irgang BE",NA,"1969","12","18","Brazil","Rio Grande do Sul",NA,"Perto do Ausentes - Bom Jesus, Rio Grande do Sul.",NA,NA,NA,NA,NA,NA,NA,"Cascata, úmido.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765132 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765132","NL-U1765132","Magnoliopsidae","U 0182279",NA,NA,NA,NA,NA,NA
"31","2020-02-08 09:58:46-03","NBC","NL-BOTANY","U.1765133","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Ballard HE",NA,NA,NA,"Lindeman JC; Lindeman JC; Porto ML; Girardi AM",NA,"1971","12","04","Brazil","Rio Grande do Sul",NA,"Cabeceira do Rio das Antas.",NA,NA,NA,NA,NA,NA,NA,"Pinhal degradado.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765133 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765133","NL-U1765133","Magnoliopsidae","U 0182280",NA,NA,NA,NA,NA,NA
"32","2020-02-08 09:58:46-03","NBC","NL-BOTANY","U.1765134","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Ballard HE",NA,NA,NA,"Regnell AF",NA,NA,NA,NA,"Brazil","Minas Gerais",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765134","NL-U1765134","Magnoliopsidae","U 0121958",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:58:46-03","NBC","NL-BOTANY","U.1765135","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Ballard HE",NA,NA,NA,"Duarte AP; Falcao J",NA,"1950","11","30","Brazil","Santa Catarina",NA,"Reserva Florestal dos Pil§es, Sta. Catarina.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765135 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765135","NL-U1765135","Magnoliopsidae","U 0121941",NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:58:46-03","NBC","NL-BOTANY","U.1765136","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Ballard HE",NA,NA,NA,"Duarte AP",NA,"1962","03","23","Brazil","Rio de Janeiro",NA,"Est. do Rio de Janeiro. Friburgo.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765136","NL-U1765136","Magnoliopsidae","U 0121675",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:58:46-03","NBC","NL-BOTANY","U.1765137","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Ballard HE",NA,NA,NA,"Lindeman JC",NA,"1972","11","13","Brazil","Rio Grande do Sul",NA,"Serra do Pinto, 1½ km acima da fronteira Osorio - Sao Francisco de Paula.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765137","NL-U1765137","Magnoliopsidae","U 0121538",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:58:46-03","NBC","NL-BOTANY","U.1765138","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Ballard HE",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","02","03","Brazil","Rio de Janeiro",NA,"Rio de Janeiro; Parque Nacional do Itatiaia, at base of dripping rock near bridge across Rio Maromba.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765138","NL-U1765138","Magnoliopsidae","U 0121324",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:58:46-03","NBC","NL-BOTANY","WAG.1860021","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Soels K",NA,"1959","01","26","Brazil",NA,NA,"Zuid Amerika. Brazilië, Nat. Araucaria angustil.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1860021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-WAG1860021","NL-WAG1860021","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:58:51-03","NBC","NL-BOTANY","U.1765147","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","uleana","Viola uleana","W.Becker","Ballard HE",NA,NA,NA,"Brade AC",NA,"1945","02","07","Brazil","Rio de Janeiro",NA,"Itatiaia. Est. do Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,"Bordo da mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765147 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765147","NL-U1765147","Magnoliopsidae","U 0182281",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:58:51-03","NBC","NL-BOTANY","U.1765148","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","uleana","Viola uleana","W.Becker","Ballard HE",NA,NA,NA,"Brade AC",NA,"1950","03","01","Brazil","Rio de Janeiro",NA,"Itatiaia, Planalto",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765148 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,NA,"NL-U1765148","NL-U1765148","Magnoliopsidae","U 0121656",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:20:46-03","ESALQ","ESA","27867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Löfgren, A.","3472.0",NA,NA,NA,"Brasil","São Paulo","Córrego Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA027867",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:20:46-03","ESALQ","ESA","27868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Hoehne, F.C.",NA,NA,NA,"Hoehne, F.C.",NA,"1946","05","01","Brasil","Paraná","Ubatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA027868",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:20:46-03","ESALQ","ESA","39496","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Souza, J.P.","732.0","1996","12","11","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"38855",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA039496",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:20:46-03","ESALQ","ESA","62503","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.",NA,NA,NA,NA,"Romero, R. et al.","3302.0","1996","01","13","Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,"57119",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA062503","ESA062503",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:20:46-03","ESALQ","ESA","76340","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia","A.St.-Hil.","Souza, J.P.","2001","08","06","Ribas, O.S. et al.","3349.0","2001","03","03","Brasil","Santa Catarina","Campo Alegre",NA,"-49.2655982971191","-26.1924991607666",NA,NA,"37493",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA076340","ESA076340",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:20:46-03","ESALQ","ESA","107861","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","cerasifolia","Viola cerasifolia",NA,"Paula-Souza, J.",NA,NA,NA,"Coelho, R.L.G.","138.0","2007","04","04","Brasil","Santa Catarina","Urupema",NA,"-49.8731002807617","-27.9528007507324",NA,NA,"23096",NA,NA,NA,"auto",NA,NA,NA,NA,"ESA107861","ESA107861",NA,NA,NA,NA,NA,NA,NA,NA
