"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem","sex"
"13","2019-09-10 21:43:16-03","UNEMAT","TANG","4617","S","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Engels, ME; Lessa, JEL; Silva, LS",NA,"Brasil","Mato Grosso","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado.",NA,NA,NA,"TANG000004617",NA,NA,"C.Wright ex Griseb.","5450","2017","06","13","Itaúba","-55.506461","-11.265056","262","Engels, ME",NA,"2017","06","13","-55.506461","-11.265056","262",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:33:12-03","NBC","NL-BOTANY","U.1419431","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Bunting GS; Akkermans LMA; Rooden J van","Southern America","Venezuela",NA,"Flora de Venezuela. Territorio Federal Amazonas: Depto. Atures: carretera Puerto Ayacucho-Sanariapo, desde Puerto Ayacucho hasta km 35 hacia Sanariapo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1419431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1419431",NA,"Lamiales","C.Wright ex Griseb.",NA,"1969","07","06",NA,NA,NA,NA,NA,"NL-U1419431",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:11-03","ESALQ","ESA","38901","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.",NA,"Brasil","Mato Grosso","Estrada São Félix do Araguaia. - Alto Boa Vista. Beira de estrada.",NA,NA,"Erva aquática; corola amarela","ESA038901","Magnoliophyta",NA,"Wright ex Griseb.","14224.0","1997","03","15","São Félix do Araguaia","-50.6693992614746","-11.6171998977661",NA,"Souza, J.P.",NA,NA,NA,NA,NA,NA,NA,NA,"290331","auto",NA,NA,NA,NA
"16","2021-01-14 15:31:21-03","MN","R","117631","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Cork, C.D.",NA,"Brasil",NA,NA,NA,NA,"Ex herb. Hort. Bot. Reg. Kew.",NA,NA,NA,"C. Wright ex Griseb.","77","1957","11","01",NA,NA,NA,NA,"Trinta, E.F.",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:31:21-03","MN","R","131740","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Nogueira, F.",NA,"Brasil","Sâo Paulo",NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.",NA,"1987","07","02",NA,NA,NA,NA,"Corrêa, M.A.",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:31:21-03","MN","R","211284","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Bove, C.P. 2279; Philbrick, C.T.",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.",NA,"2011","06","09",NA,"-42.107361","-30.965333",NA,"Baleeiro, P.C.",NA,NA,NA,NA,"42°6'26,5W","30°57'55,2S",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:31:21-03","MN","R","138756","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Trinta, E.F.",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.","3785","1973","07","20",NA,NA,NA,NA,"Taylor, P.",NA,"1979","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:31:21-03","MN","R","221873","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Windisch, P.",NA,"Brasil","Mato Grosso","Rio Guapore",NA,NA,"Plantas da Serra Ricardo Franco.",NA,NA,NA,"C. Wright ex Griseb.","1870","1978","05","23","Serra Ricardo Franco",NA,NA,NA,"Trinta, E.F.",NA,"1991",NA,NA,"60°W","15°S",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:31:21-03","MN","R","221882","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Marimon, B.S.",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.","282","1999","04","15","Nova Xavantina","-52.363056","-14.717222",NA,"Potti, V.J.",NA,"1999","12","06","52°21'47W","14°43'02S",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:31:21-03","MN","R","97232","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Luetzelburg, P. von",NA,"Brasil","Roraima",NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.","20519","1927","07",NA,NA,NA,NA,NA,"Trinta, E.F.",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:31:21-03","MN","R","97343","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Hoehne, F.C.",NA,"Brasil",NA,NA,NA,NA,"Commissão Rondon",NA,NA,NA,"C. Wright ex Griseb.","6224","1915",NA,NA,NA,NA,NA,NA,"Trinta, E.F.",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:31:21-03","MN","R","97377","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Hoehne, F.C.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.","3248","1911","06",NA,NA,NA,NA,NA,"Trinta, E.F.",NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:31:21-03","MN","R","97231","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Luetzelburg, P. von",NA,"Brasil","Amazônia",NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.","20575","1927","08","17","São Marcos","-51.0680999755859","-28.9710998535156",NA,"Trinta, E.F.",NA,"1986",NA,NA,NA,NA,NA,NA,"15120","auto",NA,NA,NA,NA
"26","2021-01-14 15:31:21-03","MN","R","221874","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Oliveira, S.A. 1342a; Garcia, J. 1523a & Augustom, J. 1104a.",NA,"Brasil","Mato Grosso",NA,NA,NA,"Instituto de Botânica - Herbário - SP.",NA,NA,NA,"C. Wright ex Griseb.",NA,"1985","07","14","Vila Bela da Santíssima Trindade.","-59.9505996704102","-15.0080995559692",NA,"Corrêa, M.A.",NA,"1997","08","14",NA,NA,NA,NA,"149105","auto",NA,NA,NA,NA
"27","2021-01-14 15:31:21-03","MN","R","221872","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Hoehne, F.C.",NA,"Brasil","Minas Gerais",NA,NA,NA,"Duplicata de SP 19.203.",NA,NA,NA,"C. Wright ex Griseb.",NA,"1927","04","27","Pouso Alegre","-45.9364013671875","-22.2299995422363",NA,"Trinta, E.F.",NA,"1986",NA,NA,NA,NA,NA,NA,"20835","auto",NA,NA,NA,NA
"28","2021-01-14 15:31:21-03","MN","R","131741","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Frederico, C.; Menezes, S.",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.",NA,"1981",NA,NA,"São Carlos","-47.8899993896484","-22.0100002288818",NA,"Corrêa, M.A.",NA,"1997","07",NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA
"29","2021-02-11 17:10:24-03","MN","R","215858","PreservedSpecimen","Plantae","Utriculariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Canalli, Y.M.",NA,"Brasil","Rio de Janeiro","alagado entre o REBIO Poço das Antas e a represa de Juturnaíba",NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.","96","2019","06","08","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA
"30","2021-03-31 13:40:24-03","MN","R","3609","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Glaziou, A.F.M.",NA,"Brasil","Minas Gerais","Cachoeira do Campo",NA,NA,"Plantas do Brasil Central","R000003609",NA,NA,"C. Wright ex Griseb.","25316 a","1893","12","29","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"Trinta, E.F.","R000003609_001","1986",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"31","2021-03-31 13:40:24-03","MN","R","232467","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Donza, A. 225; Suemitsu, C.",NA,"Brasil","Pará","Lago Mapiri",NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.",NA,"2014","05","25","Santarem","-54.7083015441895","-2.44305992126465",NA,"Donza, A.",NA,"2014","05","25",NA,NA,NA,NA,"205258","auto",NA,NA,NA,NA
"32","2021-01-14 15:31:21-03","MN","R","221871","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Emmerich, M. 6059; Santos, E.A.A. 4129 & Trinta, E.F. 3694",NA,"Brasil","Mato Grosso","Vila Bela",NA,NA,NA,NA,NA,NA,"C. Wright ex Griseb.",NA,"1986","07","28","Vila Bela da Santíssima Trindade.","-59.9505996704102","-15.0080995559692",NA,"Trinta, E.F.",NA,"1986","07","28",NA,NA,NA,NA,"149105","auto",NA,NA,NA,NA
"33","2020-11-19 10:24:02-03","CPAP","CPAP","11460","PreserverdSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Pott, A.",NA,"Brasil","MS","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal - baía ao sul da pista de aviação.",NA,NA,"Erva aquática submersa. Escapo floral com flutuadores. FLOR: amarela. FRUTO: verde. INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Borda de lagoa, água 0-10cm profundidade. baía ao sul da pista de aviação com Bacopa myriophilloides, Utriculari",NA,NA,NA,"C.Wright ex Griseb.","6440","1993","06","08","Corumbá","-56.783333","-19.066667","90","V. J. Pott",NA,"2000","09","30","56°47' W","19°04' S","90",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:24:02-03","CPAP","CPAP","14074","PreserverdSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Pott, V. J.",NA,"Brasil","MS","Próximo ao Corixo do Caramujo, estrada da Manga, MS-228; Sub-região do rio Paraguai; Pantanal",NA,NA,"Erva aquática submersa fixa. Caule utrículos e folhas jovens de cor rosada. Utrículos velhos de cor negra; as vezes utrículos no flutuador.. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Planície de inundação de rio. SUB",NA,NA,NA,"C.Wright ex Griseb.","2780","1995","09","08","Corumbá","-57.05","-19.25","85","V. J. Pott; A. Pott",NA,"1995","09","08","57°03' W","19°15' S","85",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:24:02-03","CPAP","CPAP","16982","PreserverdSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Pott, V. J.",NA,"Brasil","MS","Estância Caiman; Sub-região de Miranda; Pantanal - invernada 7 da baíazinha na divisa com invernada Angiquinho sujo",NA,NA,"Erva aquática submersa fixa. FLOR: amarela. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Raro. AMBIENTE: Brejo de vazante. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,NA,"C.Wright ex Griseb.","3349","1998","04","10","Aquidauana","-56.244167","-19.958056","95","V. J. Pott",NA,"1998","04",NA,"56°14'39'' W","19°57'29'' S","95",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:24:02-03","CPAP","CPAP","25154","PreserverdSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Pott, V. J.",NA,"Brasil","MS","Reserva Acurizal, córrego do Retiro; fundos da sede, lado direito, Pantanal do rio Paraguai.",NA,NA,"Erva aquática submersa livre. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Córrego, cheio de rochas e leves corredeiras.. SUBSTRATO: Solo areia sabão.. RELEVO: quase plano.",NA,NA,NA,"C.Wright ex Griseb.","4930","2001","09","16","Corumbá","-57.559833","-17.841611",NA,"V. J. Pott",NA,"2001","09",NA,"57°33'35,4''W","17°50'29,8''S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 10:24:02-03","CPAP","CPAP","10063","PreserverdSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Cervi, A. C.",NA,"Brasil","MS","Fazenda Leque, próximo a curva do Leque, Pantanal",NA,NA,"Erva aquática submersa livre. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,"C.Wright ex Griseb.","3327","1991","08","19","Corumbá","-57.6533012390137","-19.0091991424561",NA,"A. Pott; V. J. Pott",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"38","2014-09-25 12:32:14-03","FEMACT","MIRR","5749","S","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Ferreira, C.A.C.; Lima, J.; Maduro, C.B.; Erazo, ND de C; Bacelar-Lima, C.G.",NA,"Brasil","Roraima","Parque Nacional do Viruá, km 7, próximo a entrada do Parque, lado esquerdo. Habitat: água. Solo arenoso.",NA,NA,"Erva aquática. Flores azuis.",NA,NA,NA,NA,"12399","2002","08","30","Caracaraí","-60.997222","1.402222",NA,NA,NA,NA,NA,NA,"-60.997222","1.402222",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-20 14:17:38-03","UFOPA","HSTM","5577","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"Maielo, L.; s.c.",NA,"Brasil","Pará","Lagoa do jacaré.",NA,NA,NA,"HSTM005577",NA,NA,"C.Wright ex Griseb.",NA,"2015","12","07","Canaã dos Carajás","-50.3725","-6.396944","704",NA,"HSTM005577",NA,NA,NA,"50º22'21''W","6º23'49''S","704",NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:45:19-03","UFMS","CGMS","57849","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"V.J. Pott; A. Pott",NA,"Brasil","Mato Grosso do Sul","Fazenda Rio Negro, cerca de 5Km leste da sede; sub-região da Nhecolândia, Pantanal.",NA,NA,"Flor amarela. Habitat: Lagoa permanente com Nymphaea. Solo arenoso. Relevo plano. Rara. Habito: Erva aquática submersa livre.","CGMS1087786",NA,NA,"C.Wright ex Griseb.","7895","2005","08","15","Aquidauana","-56.2266667","-19.5030556","110","A. Sartori",NA,"2018","03","25","-56,2266667","-19,5030556","110",NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:45:19-03","UFMS","CGMS","70695","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"V.J. Pott; A. Pott",NA,"Brasil","Mato Grosso","Rodovia BR-158, Km 752.",NA,NA,"Flor amarela. Fruto verde, imaturo. Material em álcool 70%. Habitat: Campo alagado em área de buritirana e buriti represado pela rodovia. Habito: Erva aquática.","CGMS1103100",NA,NA,"C.Wright ex Griseb.","9299","2007","06","07","Barra do Garças","-52.2030556","-15.5069444","310","V.J. Pott",NA,NA,NA,NA,"-52,2030556","-15,5069444","310",NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:45:19-03","UFMS","CGMS","27240","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"S.N. Moreira; V.A. Assunção; L.S. Rodrigues; B. Bueno",NA,"Brasil","Mato Grosso do Sul","Baía Vermelha - Pantanal do Paraguai.",NA,NA,"Flor amarela. Habitat: Arrozal com predomínio de Oryza glumipatula. Habito: Erva aquática emergente.","CGMS1056679",NA,NA,"C.Wright ex Griseb.","241","2009","06","02","Corumbá","-57.4608333","-18.4994444","400","V.J. Pott",NA,NA,NA,NA,"-57,4608333","-18,4994444","400",NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:45:19-03","UFMS","CGMS","57923","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"B.A. Coutinho; C. Aoki, C.H. Simão",NA,"Brasil","Mato Grosso do Sul","Baía Grande - Estância Pôr-do-Sol.",NA,NA,"Flor ausente. Fruto ausente. Habitat: Pantanal. Habito: Planta aquática submersa.","CGMS1087861",NA,NA,"C.Wright ex Griseb.","161","2013","04","11","Aquidauana","-55.8644444","-20.3013889","140","B.A. Coutinho",NA,"2013","04","11","-55,8644444","-20,3013889","140",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:45:19-03","UFMS","CGMS","57879","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"V.J. Pott; L.C.P. Lima",NA,"Brasil","Mato Grosso do Sul","Reserva Acurizal, córrego do Retiro Fundos da sede, lado direito, Pantanal do rio Paraguai.",NA,NA,"Flor amarela. Presença de Egeria najas. Com flutuadores. Material em álcool 50%. Habitat: Córrego, cheio de rochas e leves corredeiras. Solo areia sabão. Relevo quase plano. Ocasional. Habito: Erva aquática submersa livre.","CGMS1087817",NA,NA,"C.Wright ex Griseb.","4930","2001","09","16","Corumbá","-57.5597222","-17.8416666",NA,"V.J. Pott",NA,"2010","08","12","-57,5597222","-17,8416666",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:45:19-03","UFMS","CGMS","33777","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","breviscapa","Utricularia breviscapa",NA,"V.C. Soares; F.J. Kochanovski; M.M. Garcia; N.V. Alcântara",NA,"Brasil","Mato Grosso do Sul","Fazenda São Bento.",NA,NA,"Flor amarela. Flutuadores em disposição de estrela, que sustentam a inflorescência. Habitat: Transição da vazante da estrada próximo ao bueiro. Relevo plano. Habito: Erva submersa livre.","CGMS1063176",NA,NA,"C.Wright ex Griseb.","46","2011","06","28","Corumbá","-57.0166667","-19.4822223","92","V.J. Pott",NA,"2011","06","28","-57,0166667","-19,4822223","92",NA,NA,NA,NA,NA,NA,NA
