"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","dayIdentified","individualCount","relatedCatalogItem"
"102","2020-07-23 12:13:27-03","CEPLAC","CEPEC","136254","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii",NA,"B. C. Bandeira","B. C. Bandeira","50",NA,NA,NA,NA,"Brasil","Rio de Janeiro","rio de janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-05-06 11:59:38-03","UFU","HUFU","61202","S","Plantae",NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.","Kollmam, L.","Kollmann, L.; Fontana, A.P.","9678","2007","04","25",NA,"Brasil","Espírito Santo","Atílio Vivacqua","Moitão, Pedra do Coração","-41.198299407959","-20.9141998291016",NA,NA,"Arvoreto, ca. 5 m alt. Frutos pretos.","HUFU00062377","HUFU00062377",NA,NA,"2007","17154","auto","05",NA,NA,NA,NA,"11",NA,NA
"104","2019-05-06 11:59:53-03","UFU","HUFU","4392","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Horta, M.B.; et al.","s.n.","1987","11","22",NA,"Brasil",NA,NA,"Estação Biológica de Caratinga",NA,NA,NA,NA,"Arbóreo.; Mata atlântica.","HUFU00064241","HUFU00064241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-27 11:34:08-03","UFU","HUFU","76011","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Vidal, C.V.; Souza, D.T.","1222","2014","03","26",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.394444","-19.069722","936",NA,"Arbóreo; Frutificação; Frutos imaturos verdes, altura 6m.; Floresta estacional semidecidual.","HUFU00073654","HUFU00073654","936",NA,NA,NA,NA,NA,"-43.394444","-19.069722",NA,NA,NA,NA,NA
"106","2021-02-23 13:22:45-03","MN","R-TIPOS","9643","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.",NA,"Glaziou, A.F.M.","16905","1887","12","21",NA,"Brasil","Rio de Janeiro","Macaé","Alto Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,"R000009643","R000009643_001",NA,NA,NA,"47209","auto",NA,NA,NA,"Isotypus",NA,NA,NA,NA
"107","2021-02-23 13:22:45-03","MN","R-TIPOS","9643a","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.",NA,"Glaziou, A.F.M.","16905","1887","12","21",NA,"Brasil","Rio de Janeiro","Macaé","Alto Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,"R000009643a","R000009643a_001",NA,NA,NA,"47209","auto",NA,NA,NA,"Isotypus",NA,NA,NA,NA
"108","2020-08-20 14:57:59-03","UFSC","FLOR","17339","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Bandeira, B.C.","Bandeira, B.C.; Baumgratz, J.F.A.; Pinheiro, F.M.; Barberena, F.F.V.A.; Meneguzzo, T.E.C. & Gonçalves, L.F.","50","2011","11","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Serrab dos Orgãos. Verruga do Frade, travesia da Neblina.","-43.2075004577637","-22.9027996063232","1660",NA,"arvoreta com ramos 4-alados, folhas cartáceas discolores, 3m altura. Recebido de RB Nº 518292.","FLOR0017339",NA,"1660",NA,"2011","57442","auto","12",NA,NA,NA,NA,"06",NA,NA
"109","2021-03-04 15:45:05-03","IF","SPSF","21545","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","M.K.Caddah","E.R.N.Franciosi & D.F.Bertani & L.F. Yamamoto & L.B.Albuquerque & R.R.Rodrigues & V.C.Souza & J.Y.Tamashiro & N.M.Ivanauskas & J.P.Souza","19","1996","12","16","América do Sul","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.993333","-23.245833",NA,NA,"COLETA: Arbusto de 3m de altura.; GEOGRAFIA: Núcleo Cunha.&nf;Floresta Ombrófila Densa Montana. Pastagem com arbustos e árvores isoladas.;",NA,NA,NA,"Magnoliopsida","2014",NA,NA,"02",NA,NA,NA,NA,"12",NA,NA
"110","2019-11-21 10:10:22-03","IBt","SP","210489","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Chiea, SAC","Andrade, PM; Lopes, MA","197","1984","05","23",NA,"Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,"1986","49886","auto","09",NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:10:22-03","IBt","SP","392525","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Baumgratz, JF","Assis, LCS; Guimarães, EF; Carvalho Silva, M; Medeiros, ES; Silva, JC","1026","2004","06","29",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,"2006","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:10:22-03","IBt","SP","245416","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Caddah, MK","Krieger, L","21417","1987","04","19",NA,"Brasil","Minas Gerais","Santa Rita de Ibitipoca","Terreno arenítico","-43.9146995544434","-21.5627994537354",NA,NA,NA,NA,NA,NA,NA,"2012","17739","auto","08",NA,NA,NA,NA,"02",NA,NA
"113","2019-11-21 10:10:22-03","IBt","SP","7529","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Goldenberg, R","Lemos, D","s.n.","1921","09","12",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"1998","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2014-09-23 10:58:42-03","G","G","G00368385","S","Plantae",NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.","?","Glaziou, A. F. M.","16905","1888",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00368385",NA,NA,NA,NA,NA,NA,NA,"-42.9125","-22.48222222","ISOTYPUS of Miconia argyraea Cogn.",NA,NA,NA,NA
"115","2014-09-23 10:58:42-03","G","G","G00368386","S","Plantae",NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.","Caddah, M.","Glaziou, A. F. M.","16905","1888",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00368386",NA,NA,NA,"2012",NA,NA,"01","-42.9125","-22.48222222","ISOTYPUS of Miconia argyraea Cogn.",NA,"01",NA,NA
