"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","dayIdentified","individualCount","relatedCatalogItem"
"11","2020-02-08 10:04:35-03","NBC","NL-BOTANY","L.2551532","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou AFM",NA,"1888","01","01","Southern America","Brazil",NA,NA,"Prov. Rio de Janeiro.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551532 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551532","NL-L2551532",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:13:44-03","ESALQ","ESA","98264","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii",NA,"Baungratz & Chiavegatto","Forzza, R.C.","3643.0","2004","11","23",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,"ESA098264","ESA098264",NA,NA,"2006","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-01-14 15:31:40-03","MN","R","10549","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou, A.F.M.","13851","1884","11","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000010549","R000010549_001 R000010549_002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:31:40-03","MN","R","126717","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou, A.F.M.","16904",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Herb. Mus. Paris.","R000126717","R000126717_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:31:40-03","MN","R","9639","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou, A.F.M.","13851","1871","02","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009639","R000009639_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-30 18:32:27-03","UFJF","CESJ","48890","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Naudin","Baumgratz; Chiavegatto","R.C. Forzza; D.S. Pifano; S.Edwards; D.Zappi","3643","2004","11","23","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata da Portaria, ele.1450m, 21°43'S, 43°54'90.","-43.793098449707","-21.8425006866455",NA,NA,"Árvore 10m alt., folhas alvo-ferrugíneas, inflorescência verde-claras.","CESJ048890",NA,NA,NA,"2006","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:34:46-03","UNICAMP","UEC","157469","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Caddah, MK","Caddah, MK; Meireles, JE; Reginato, M","757","2010","01","22",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Casa do Seu David Müller.","-42.839722","-22.626667","1470",NA,"Arvoreta ca. 3m, frutos imaturos verdes, caule quadrangular, topo do morro. Coleta em sílica.","UEC015890","UEC015890","1470",NA,"2010",NA,NA,"02","-42.839722","-22.626667",NA,NA,NA,NA,NA
"18","2021-03-01 16:34:46-03","UNICAMP","UEC","166521","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","696","1997","06","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba. Mata Atlântica de Encosta, Morro do Corisco.","-44.8","-23.3","1000",NA,"Árvore 570, com 25 m de altura, tronco com fissuras em forma de losangos, frutos de cor verde com pelos pulverulentos brancos.","UEC040232","UEC040232","1000",NA,NA,NA,NA,NA,"-44.8","-23.3",NA,NA,NA,NA,NA
"19","2019-06-27 10:25:40-03","UFES","VIES","28063","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Bacci, L.F.","Bacci, L.F.; Zorzanelli, J.P.F.","122","2013","11","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim, terreno do Seu Aristídes.","-41.5358009338379","-20.3458003997803",NA,NA,NA,"VIES028063","VIES028063",NA,NA,"2013","32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-27 10:25:40-03","UFES","VIES","17237","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Goldenberg, R.","Gomes, J.M.L.","3278","2009","04","18",NA,"Brasil","Espírito Santo","Castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,"VIES017237","VIES017237",NA,NA,"2013","23588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-06-27 10:25:40-03","UFES","VIES","28067","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Bacci, L.F.","Bacci, L.F.; Zorzanelli, J.P.F.","27","2013","06","15",NA,"Brasil","Espírito Santo","Ibitirama","Serra do Caparaó, vale de Santa Marta.","-41.6671981811523","-20.5414009094238","1406",NA,NA,"VIES028067","VIES028067","1406",NA,"2013","22282","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-06-27 10:25:40-03","UFES","VIES","28035","S","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin","Bacci, L.F.","Bacci, L.F.; Zorzanelli, J.P.F.","125","2013","12","01",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim, subindo para a torre.","-41.5358009338379","-20.3458003997803","655",NA,NA,"VIES028035","VIES028035","655",NA,"2013","32198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:34:53-03","MBM","MBM","339474","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch","Goldenberg, R.","Mendes Magalhães, G.","2813","1943","01","30","Southern America","Brazil","Minas Gerais","Itabira","Presidente Vargas, Pico do Cauê.","-43.2268981933594","-19.6191997528076",NA,NA,"Capoeira na canga, Árvore 4m","MBM339474","MBM339474",NA,NA,"2007","33779","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:34:53-03","MBM","MBM","310382","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch","Goldenberg, R.","Silva, J.M.; Abe, L.M.; Abe, L.M.","4555","2005","12","14","Southern America","Brazil","Paraná","Adrianópolis","Fazenda Mato Limpo, Berneck","-48.9911003112793","-24.6571998596191",NA,NA,NA,"MBM310382","MBM310382",NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:34:53-03","MBM","MBM","312355","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch","Goldenberg, R.","Goldenberg, R.; et al.; et al.","805","2005","10","26","Southern America","Brazil","Paraná","Morretes","Parque Estadual do Pico do Marumbi, Morro Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM312355","MBM312355",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:34:53-03","MBM","MBM","312354","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch","Goldenberg, R.","Goldenberg, R.; et al.; et al.","737","2005","10","17","Southern America","Brazil","Paraná","Tunas do Paraná","Estrada Tunas - Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,"MBM312354","MBM312354",NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:34:53-03","MBM","MBM","282780","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch","Lombardi, J.A.","Couto, F.R.","211","2003","03",NA,"Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica","-42.1391983032227","-19.7896995544434",NA,NA,NA,"MBM282780","MBM282780",NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-08-10 15:11:38-03","MNHN","RECOLNAT_MNHN_P","P01903777","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.","Martin & Cremers","Glaziou, A.",NA,"1887","12","21",NA,"Brésil",NA,NA,"(Rio Janeiro) Alto Macahé",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903777' target='other'> <mi>dwc_moreinfo</mi></a>","P01903777","P01903777_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","16905",NA,NA,NA
"29","2016-08-10 15:11:45-03","MNHN","RECOLNAT_MNHN_P","P01903778","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.","Martin & Cremers","Glaziou, A.",NA,"1887","12","21",NA,"Brésil",NA,NA,"(Rio Janeiro) Alto Macahé",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903778' target='other'> <mi>dwc_moreinfo</mi></a>","P01903778","P01903778_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","16905",NA,NA,NA
"30","2016-08-10 15:11:52-03","MNHN","RECOLNAT_MNHN_P","P01903779","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.","Martin & Cremers","Glaziou, A.",NA,"1887","12","21",NA,"Brésil",NA,NA,"(Rio Janeiro) Alto Macahé",NA,NA,NA,"hb","avec P01903780 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903779' target='other'> <mi>dwc_moreinfo</mi></a>","P01903779","P01903779_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","16905",NA,NA,NA
"31","2016-08-11 17:33:18-03","MNHN","RECOLNAT_MNHN_P","P01903780","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.",NA,"Glaziou, A.",NA,"1873","1","23",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: Itatiaia, dans les Campos",NA,NA,NA,"hb","avec P01903779 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01903780' target='other'> <mi>dwc_moreinfo</mi></a>","P01903780","P01903780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6532",NA,NA,NA
"32","2017-04-19 15:22:57-03","MNHN","RECOLNAT_MNHN_P","P01167887","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brasilia",NA,NA,"s.l.",NA,NA,NA,"hb","Part sur la même planche que P01167888 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167887' target='other'> <mi>dwc_moreinfo</mi></a>","P01167887","P01167887_01",NA,NA,NA,NA,NA,NA,NA,NA,"lectotype",NA,NA,NA,NA
"33","2015-09-04 21:26:46-03","MNHN","RECOLNAT_MNHN_P","P05315613","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou",NA,"1887","12","21",NA,"Brasil","Rio de Janeiro",NA,"Alto Macaé.",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315613' target='other'> <mi>dwc_moreinfo</mi></a>","P05315613","P05315613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16906",NA,NA,NA
"34","2015-09-04 21:26:46-03","MNHN","RECOLNAT_MNHN_P","P05315614","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou, A.",NA,"1887","10","30",NA,"Brasil","Rio de Janeiro",NA,"Alto Macahe de Nova Friburgo.",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315614' target='other'> <mi>dwc_moreinfo</mi></a>","P05315614","P05315614_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16904",NA,NA,NA
"35","2015-09-04 19:44:50-03","MNHN","RECOLNAT_MNHN_P","P06636933","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Schnell, R.",NA,"1958","8","1",NA,"Brasil","São Paulo",NA,"Serra do Mar.",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06636933' target='other'> <mi>dwc_moreinfo</mi></a>","P06636933","P06636933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8631",NA,NA,NA
"36","2015-09-04 19:44:50-03","MNHN","RECOLNAT_MNHN_P","P06636934","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Schnell, R.",NA,"1958","8","1",NA,"Brasil","São Paulo",NA,"Serra do Mar.",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06636934' target='other'> <mi>dwc_moreinfo</mi></a>","P06636934","P06636934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8631",NA,NA,NA
"37","2015-09-04 19:44:50-03","MNHN","RECOLNAT_MNHN_P","P06636936","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Schnell, R.",NA,"1958","8","1",NA,"Brasil","São Paulo",NA,"Serra do Mar.",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06636936' target='other'> <mi>dwc_moreinfo</mi></a>","P06636936","P06636936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8631",NA,NA,NA
"38","2015-09-04 21:26:46-03","MNHN","RECOLNAT_MNHN_P","P05315610","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou",NA,"1881","12","19",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315610' target='other'> <mi>dwc_moreinfo</mi></a>","P05315610","P05315610_01",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 21:26:46-03","MNHN","RECOLNAT_MNHN_P","P05315612","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou, A.",NA,"1882","12","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Alto Macahé.","-43.2075004577637","-22.9027996063232",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315612' target='other'> <mi>dwc_moreinfo</mi></a>","P05315612","P05315612_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,"13851",NA,NA,NA
"40","2015-09-04 21:26:46-03","MNHN","RECOLNAT_MNHN_P","P05315615","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Glaziou, A.",NA,"1887","10","30",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Alto Macahé de Nova Friburgo.","-42.5311012268066","-22.2819004058838",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05315615' target='other'> <mi>dwc_moreinfo</mi></a>","P05315615","P05315615_01",NA,NA,NA,"33190","auto",NA,NA,NA,NA,"16904",NA,NA,NA
"41","2020-12-11 11:38:21-03","UFMG","BHCB","168633","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","argyraea","Miconia argyraea","Cogn.",NA,"Caddah, MK; Reginato, M; Goldenberg, R; Michelangeli, FA; Kollmann, L","855","2011","02","08","Southern America","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Túmulo de Augusto Ruschi, ao lado do rio Timbuí.","-40.888889","-20.629444","660",NA,"Arvoreta ca. 3 m de altura; frutos jovens; cálice com lobos longos e caducos. Inflorescências terminais e laterais.","BHCB012454",NA,"660",NA,"2011",NA,NA,"02","-40.888889","-20.629444",NA,NA,"08",NA,NA
"42","2020-12-11 11:38:28-03","UFMG","BHCB","10199","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Horta, MB; et al.","317","1988","01","08","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:38:28-03","UFMG","BHCB","139693","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Carmo, FF","3264","2008","05","26","Southern America","Brasil","Minas Gerais","Rio Acima","Serra de Gandarela., C1","-43.683111","-20.093806","1624",NA,"coletado em fendas e depressões na rocha. Afloramento de canga","BHCB046094",NA,"1624",NA,"2010",NA,NA,NA,"-43.683111","-20.093806",NA,NA,NA,NA,NA
"44","2020-12-11 11:38:28-03","UFMG","BHCB","185703","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Vidal, CV; Souza, DT","1222","2014","03","26","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.394514","-19.069603",NA,NA,"Arbóreo; Frutificação; Frutos imaturos verdes, altura 6m; Floresta estacional semidecidual","BHCB185703",NA,NA,NA,NA,NA,NA,NA,"-43.394514","-19.069603",NA,NA,NA,NA,NA
"45","2020-12-11 11:38:28-03","UFMG","BHCB","196965","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Rezende, SG; Justo, AG","6669","2018","02","20","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.686944","-20.080833","1591",NA,"Arbóreo; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196965",NA,"1591",NA,NA,NA,NA,NA,"-43.686944","-20.080833",NA,NA,NA,NA,NA
"46","2020-12-11 11:38:28-03","UFMG","BHCB","22321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Costa, LVC","s.n.","1993","01",NA,"Southern America","Brasil","Minas Gerais","Brumadinho",NA,"-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:38:28-03","UFMG","BHCB","22321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Costa, LVC","s.n.","1993","01",NA,"Southern America","Brasil","Minas Gerais","Brumadinho",NA,"-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:38:28-03","UFMG","BHCB","22152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Costa, LVC","s.n.","1992","04","12","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:38:28-03","UFMG","BHCB","22152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","willdenowii","Miconia willdenowii","Klotzsch ex Naudin",NA,"Costa, LVC","s.n.","1992","04","12","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
