"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","802871","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","H. S. Irwin","27550","1970","03","15","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Ca. 25km E. of Diamantina, near Rio Jequití.",NA,NA,"800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802871","NY00802871_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","885499","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","R. M. Harley","22913","1980","06","01","South America","Brazil","Bahia","Morro do Chapéu","3 km SE of Morro do Chapeu on the road to Mundo Novo. D6.","-41.12","-11.57","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=998203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","802868","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","S. A. Mori","14510","1981","06","17","South America","Brazil","Bahia","Morro do Chapéu","BR052, vicinity of bridge over Rio Ferro Doido, ca 18 km E of Morro do Chapeu.","-41.1558","-11.5503","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802868","NY00802868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1016297","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart. ex DC.","R. M. Harley","54395","2001","05","19","South America","Brazil","Bahia","Rio de Contas","Pico das Almas. Caminho para o pico.","-41.9611","-13.5236","1665","1665","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1145036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016297","NY01016297_01","R. M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-19 15:43:28-03","UNEB","HUNEB","11817","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart. ex DC.","Almeida, G.S.S.","352","2006","03","16",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi: Trilha da Serrinha.","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"HUNEB0011817",NA,NA,"Dicotyledoneae","33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:35:14-03","EAO","IAN","135531","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart.","Irwin, HS; Maxwell, HS","20649","1968","02","23","Southern America","Brasil","Minas Gerais",NA,"Quartz outcrops, Serra do Espinhaço at Lapinha, ca. 18km N of Serro on road (MG-2) to Diamantina.",NA,NA,"1200","1200",NA,"Subshrub to ca. 1.5m tall. Heads light rose-pink.","IAN135531",NA,"Barroso, GM",NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:37:11-03","EAO","IAN","34777","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart.","Martins-da-Silva, RCV","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN034777","IAN034777_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:35:14-03","EAO","IAN","102491","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart.","Magalhães, MG","1570","1942","04","29","Southern America","Brasil","Minas Gerais","Diamantina","Campo arenoso, Chapadão.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto de 2m de altura; flores lilases. Muito frequente.","IAN102491",NA,"Barreto, M",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:35:14-03","EAO","IAN","14653","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart.","Magalhães, MG","1570","1942","04","29","Southern America","Brasil","Minas Gerais","Diamantina","Campo arenoso, Chapadão.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto de 2m de altura; flores lilases. Muito frequente.","IAN014653","IAN014653 IAN014653_e","Barreto, M",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:35:14-03","EAO","IAN","107843","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart.","Magalhães, MG","17561","1960","04","02","Southern America","Brasil","Minas Gerais","Diamantina","Cascalho de quartzo, subida para a Serra de Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto de 1-1,50m de altura; flor rosea-violácea-clara.","IAN107843",NA,"Barroso, GM",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:35:14-03","EAO","IAN","102492","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart.","Magalhães, MG","1571","1942","05","03","Southern America","Brasil","Minas Gerais","Serro","Campo alpino, arenoso, ondulado. Capivari.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Arbusto de 2m de altura.","IAN102492",NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:10:41-03","UFBA","ALCB","127576","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","Staudt, MG; Alves, M","122","2015","11","27","Southern America","Brasil","Bahia","Morro do Chapéu","Estrada para Veredinha.","-40.987778","-11.605278","904","904",NA,"ca. 30 cm alt. Folhas discolores. Capítulos passados.; Solo arenoso.","ALCB044879",NA,"Staudt, MG",NA,NA,NA,"2015","11","-40.987778","-11.605278",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:10:41-03","UFBA","ALCB","62330a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","França, F; Melo, E; Torres, DC; Oliveira, A","3458","2000","07","09","Southern America","Brasil","Bahia","Morro do Chapéu","Estrada para Utinga, ca.3 km de Morro do Chapéu.","-41.163333","-11.569444","1035","1035",NA,"Arbusto. ca. 1,5 m. Folha membranácea, sub-concolor. Corola branca, estigma branco.; Carrasco com alforamento rochoso.",NA,NA,"Staudt, MG",NA,NA,NA,"2016","08","-41.163333","-11.569444",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:10:41-03","UFBA","ALCB","80482","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","Mart . & DC. & H.Rob.","Melo, E; França, F; Gonçalves, JM; Moraes, AO; Rocha, D","4828","2007","06","29","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Fazenda Guariba; nascente do Rio Salitre","-41.193889","-11.438056","1056","1056",NA,"ca. 1,5-2,5 m alt. Folhas cartáceas concolores. Flores lilases. Frutos e brácteas marrons.",NA,NA,"Marques, D",NA,NA,NA,"2014","10","-41.193889","-11.438056","14",NA,NA,NA,NA,NA
"25","2019-10-09 11:10:41-03","UFBA","ALCB","127630","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","Staudt, MG; Roque, N","14","2015","05","30","Southern America","Brasil","Bahia","Morro do Chapéu","Orquidário.","-41.1561012268066","-11.5500001907349",NA,NA,NA,"ca. 2,5 m alt. Folhas discolores. Brácteas involucrais verdes com ápice lilás, corola alva, ramos do estilete lilás.; Solo arenoso.","ALCB044772",NA,"Staudt, MG",NA,"98143","auto","2015","05",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:10:41-03","UFBA","ALCB","101288","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","Petacci, F","05","2004","07","06","Southern America","Brasil","Minas Gerais","Diamantina","Campo Soberbo","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Menos de 1 m alt. flores ressecadas.",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:52:01-03","NBC","NL-BOTANY","U.1150467","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Vernonia","adamantium","Vernonia adamantium","Garden","Harley RM; et al.",NA,"1980","05","31","Southern America","Brazil",NA,NA,"Estado Da Bahia, Morro do Chapeu, Rio do Ferro Doido, 19.5 km S.E. of Morro do Chapeu on the BA 052 highway to Mundo Novo.","-41.033333","-11.633333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150467 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150467","NL-U1150467",NA,"Magnoliopsidae",NA,NA,NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:52:01-03","NBC","NL-BOTANY","U.1150466","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Vernonia","adamantium","Vernonia adamantium","Garden","Harley RM; et al.",NA,"1980","06","01","Southern America","Brazil",NA,NA,"Estado Da Bahia, Morro do Chapeu, 3 km S.E. of Morro do Chapeu on the road to Mundo Novo.","-41.116667","-11.566667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150466","NL-U1150466",NA,"Magnoliopsidae",NA,NA,NA,NA,"-41.116667","-11.566667",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:01:42-03","ESALQ","ESA","85741","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H. Rob.","Lombardi, J.A.","4230.0","2001","02","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"ESA085741","ESA085741","Lombardi.AJ & Robison H. (US)",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:02:27-03","ESALQ","ESA","9902","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","adamantium","Vernonia adamantium",NA,"Souza, V.C. ; Sakuragui, C.M.","3327.0","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Campo rupestre","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Fl","ESA009902","ESA009902","P. N. Soares",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:02:27-03","ESALQ","ESA","73586","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","adamantium","Vernonia adamantium",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25335.0","2001","07","07",NA,"Brasil","Minas Gerais","Diamantina","Estrada entre Diamantina e Conselheiro Mata, ca. 17 km da Estrada Diamantina - Curvelo. 18o18'02S, 43o49'26W. 1230 m.s.m. Campo rupestre, com mata ciliar no fundo do vale.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto, ca. 50 cm alt.; papilho creme.","ESA073586","ESA073586","Soares, P",NA,"101169","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:02:27-03","ESALQ","ESA","73468","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","adamantium","Vernonia adamantium",NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25217.0","2001","07","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Próximo à estátua do Juquinha. 19o15'30S, 43o33'04W. 1500 m.s.m. Campo rupestre.","-43.7144012451172","-19.1688995361328","1500","1500",NA,"Subarbusto; papilho creme.","ESA073468","ESA073468","Soares, P",NA,"26557","auto","2010",NA,"-43,551,111","-19,258,333",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:02:43-03","ESALQ","ESA","91282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart. ex DC.","Paula-Souza, J.; Ferrucci, M.S.; Rando, J.G.; Tsuji, R.","5641.0","2005","02","07",NA,"Brasil","Minas Gerais","Jequitinhonha","Estrada entre Pedra Azul e Jequitinhonha, ca. 47km de Pedra Azul. Cerrado","-41.09",NA,"1080","1080",NA,"Arbusto, ca. 50cm alt. Flores roxas","ESA091282","ESA091282","Dematteis, M.",NA,NA,NA,NA,NA,"-41.09","-16,339,167",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:02:43-03","ESALQ","ESA","46898","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart. ex DC.","Queiroz, L.P.","4816.0","1997","02","24",NA,"Brasil","Bahia","Ibiraba (=Icatu)",NA,NA,NA,NA,NA,NA,NA,"ESA046898","ESA046898","Rivera, V.L. & Fonseca, L.",NA,NA,NA,"2003","06",NA,NA,"01",NA,NA,NA,NA,NA
"35","2020-11-04 11:02:43-03","ESALQ","ESA","90499","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart. ex DC.","Paula-Souza, J.; Ferrucci, M.S.; Duarte, A.R.; Rando, J.G.; Tsuji, R.","4891.0","2005","01","28",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para o Morrão (Morro do Chapéu). Ca. 3km da rodovia para Utinga. Caatinga","-41.1561012268066","-11.5500001907349","1080","1080",NA,"Arbusto, 80cm alt. Flores lilases","ESA090499","ESA090499","Dematteis, M.",NA,"98143","auto",NA,NA,"-41,185,556","-11,577,778",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:02:43-03","ESALQ","ESA","20340","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina",NA,"Souza, V.C. et al.","8271.0","1995","03","11",NA,"Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"ESA020340","ESA020340",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:24:28-03","MN","R","6273","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","adamantium","Vernonia adamantium","Gardner","Glaziou, A.F.M.","11046","1879","07","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000006273","R000006273_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-22 17:44:44-03","UFPI","TEPB","17719","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart. vel aff","Queiroz, L.P.","4816","1997","02","24",NA,"Brasil","Bahia","Barra","Santa Cruz, em frente ao povoado de Ibirata, no caminho para os Brejos.","-42.833333","-10.8","350","350",NA,"Arbusto pouco ramificado, ramos virgados, ca 1,5m. Folhas membranáceas com face abaxial verde -cinérea. Capítulos com flárias verde-cinérreas. Flores com corola e ramos do estilete liláses. Ocasional. Ambiente: Scrub arbustivo - arbóreo sobre dunas arenos",NA,NA,"L.P.Queiroz",NA,NA,NA,"1995","08","42°50'00W","10°48'00S","01",NA,NA,NA,NA,NA
"39","2019-02-15 11:34:43-02","IPA","IPA","49654","S","Plantae","Plantae",NA,"Asteraceae","Vernonia","adamantium","Vernonia adamantium","Gardner","Harley, R.M.","22883","1980","05","31","Southern America","Brasil","Bahia","Morro do Chapéu","Rio do Ferro Doido, 19,5km SE. of Morro do Chapéu on the BA 052 highay to Mundo Novo, with water-worn, horizontally bedded sandstone at surface, with damp sand, sedge marsh, exposed rocks and waterfall.","-41.033333","-11.633333","900","900",NA,"shrub to 2m with erect branches. Leaves soft mid-green above, pale beneath. Phyllaries pale green with buff indumentum. Corolla white with deep purple styles.; Vegetation open scrub to closed low woodland in drier areas. This plant gr","IPA0049654","IPA0049654","Jeffrey, C.",NA,NA,NA,NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:16:05-03","UFV","VIC","21927","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Vernonia","lilacina","Vernonia lilacina","Mart. ex DC.","Almeida, G.S.S.; Custódio, J.","352","2006","03","16",NA,"Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi (PEI), Trilha da Serrinha. Campos de afloramentos rochosos / campo rupestre.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Subarbusto, c.a. de 80 cm de altura; capítulos sésseis, flors 15-18, lilases a alvas.","VIC021927","VIC021927","Almeida, G.S.S.",NA,"33524","auto","2006","03",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:31:53-03","UFJF","CESJ","43290","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H.Rob.","J.A. Lombardi","4230","2001","02","13","América do Sul","Brasil","Minas Gerais","Diamantina","Área de Proteção Ambiental Pau de Fruta","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Afloramento de quartzito. Arbusto ca. 1,8 m, folhas papiráceas, flores brancas.","CESJ043290","CESJ043290","H.Robinson",NA,"101169","auto","2001","11",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-27 13:46:18-03","UFS","ASE","7583","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex DC.) H. Rob.",NA,"4816","1997","02","24","Southern America","Brasil","Bahia","Barra","Ibiraba (=Icatu), Santa Cruz, em frente ao Pov. De, no caminho para Brejos","-42.833333","-10.8",NA,NA,NA,"arbusto. 1.5. m. pouco ramificado, ramos virgados, folhas membranáceas com face abaxial verde-cinérea, capítulos com filárias verde-cinéreas, flores com corola e ramos do estilete lilases. ocasional; arbusto. 1.5. m. pouco ramificado,","ASE0017583","ASE0017583","Flora do Brasil 2020",NA,NA,NA,"2019","10","-42.833333","-10.8","25",NA,NA,NA,NA,NA
"43","2020-02-10 17:50:30-03","UNICAMP","UEC","129869","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex A.DC.) H.Rob.","Lewinsohn, TM; Silva, J; Buys, B; Lopes, M","PIC96449","1996","04","18",NA,"Brazil","Minas Gerais","Diamantina","Estrada Cons. Matta","-43.983611","-18.303889",NA,NA,NA,NA,"UEC125527","UEC125527",NA,NA,NA,NA,NA,NA,"-43.983611","-18.303889",NA,NA,NA,NA,NA,NA
"44","2020-02-10 17:50:30-03","UNICAMP","UEC","129870","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lepidaploa","lilacina","Lepidaploa lilacina","(Mart. ex A.DC.) H.Rob.","Lewinsohn, TM; Silva, J; Buys, B; Lopes, M","PIC96462","1996","04","19",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Mendanha","-43.567222","-18.188611",NA,NA,NA,NA,"UEC125528","UEC125528",NA,NA,NA,NA,NA,NA,"-43.567222","-18.188611",NA,NA,NA,NA,NA,NA
