"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","eventTime","fieldNumber","individualCount"
"11","2016-09-29 15:26:00-03","NY","NYBG","228633","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Henriettella","micrantha","Henriettella micrantha",NA,"G. H. H. Tate","953","1928","08",NA,"South America","Venezuela","Amazonas",NA,"New Savanna, Esmeralda","-65.53","3.18","99.1","99.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00228633","NY00228633_01",NA,NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:31:21-03","UFRJ","RFA","4332","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glazioviana","Henriettella glazioviana","Cogn.","P. Occhioni",NA,"1944","12","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Pai Ricardo","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Árvore de 10 a 15 m de altura; flor branco-rósea","RFA25059",NA,"P. Occhioni","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:02:50-03","NBC","NL-BOTANY","L.2534104","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","glazioviana","Henriettella glazioviana","Cogn.","Ule EHG",NA,"1900","01","01","Southern America","Brazil",NA,NA,"Baum im Walde desitito olv. Macahé bei Nirva Fribusrgv*. Estado de Rio de Janeiro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534104","NL-L2534104",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:02:50-03","NBC","NL-BOTANY","L.2534108","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","longistyla","Henriettella longistyla","Ule","Ule EHG",NA,"1908","12","01","Southern America","Brazil",NA,NA,"in Cerpao bei L Marcos, Rio Branco.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534108 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534108","NL-L2534108",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:02:50-03","NBC","NL-BOTANY","U.1394896","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","longistyla","Henriettella longistyla","Ule","Farinos M; Velasquez J; Medina E",NA,"1969","01","01","Southern America","Venezuela",NA,NA,"Territorio Federal Amazonas: Cerro Duida Expedicion AsoVac al ALto Orinoco.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394896","NL-U1394896",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:02:50-03","NBC","NL-BOTANY","U.1394897","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","longistyla","Henriettella longistyla","Ule","Wurdack JJ",NA,"1955","03","29","Southern America","Venezuela",NA,NA,"Hato La Vergareña, Edo. Bolívar, occasional in forest near Rio Aro 6 k. below mouth Cano Azul.","-63.5","6.75",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394897","NL-U1394897",NA,NA,NA,NA,"Magnoliopsidae","-63.5","6.75",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:02:50-03","NBC","NL-BOTANY","U.1394981","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettella","longistyla","Henriettella longistyla","Ule","Prance GT; Forero E; Pena BS; Ramos JF",NA,"1967","02","19","Southern America","Brazil",NA,NA,"Plants of Brazilian Amazônia. Território do Roraima. Serra Tepequem, beside Igarape Paiua.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1394981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1394981","NL-U1394981",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0203053",NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:13:21-03","ESALQ","ESA","99559","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra",NA,"Ivanauskas, N.M.","5012.0","2004","01","15",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA099559","ESA099559","Ivanauskas, N.M.","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:31:36-03","MN","R","9783","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys., Michelang. Judd & Almeda","Glaziou, A.F.M.; Netto, L.S.M. & Schwacke, C.A.W.","598","1881","09",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009783","R000009783_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:31:36-03","MN","R","9784","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys., Michelang. Judd & Almeda","Glaziou, A.F.M.","13858","1879","04","12",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Plantas do Brasil Central","R000009784","R000009784_001","Baumgratz, J.F.A., Silva, K.C.","33190","auto",NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA
"21","2019-08-27 13:31:06-03","IAP","PACA-AGP","114423","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A. Michelangeli, Judd et Almeda","M. Sanchez et al.","682","1997","05","29",NA,"Brasil","SP","Ubatuba","Picinguaba.","-44.8","-23.3025","600","600",NA,"Habitat: Mata Atlântica de Encosta, Morro do Corisco, na beira de riacho.","PACA114423",NA,"M. Sanchez",NA,NA,NA,"Magnoliatae","44°48'W","23°18'09S",NA,"2012",NA,NA,NA,NA,NA
"22","2020-12-20 21:18:19-03","UFV","VIC","7254","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A.Michelangeli, Judd et Almeda","Silva, A.F. da","133","1979","02","13",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental do Inst. Agronômico Campinas","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore oca de 15 m.","VIC007254","VIC007254",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:33:58-03","UNICAMP","UEC","166656","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1538","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556","1070","1093",NA,"K1670 Árvore, ca. 20 m, sem flores ou frutos.","UEC039812","UEC039812","Tamashiro, JY",NA,NA,NA,NA,"-45.067778","-23.325556",NA,"2009",NA,NA,NA,NA,NA
"24","2021-03-01 16:33:58-03","UNICAMP","UEC","177485","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Sanches, M; Pedroni, F; Laps, RR; Belinello, R","687","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Picinguaba","-44.816944","-23.3025","600","600",NA,"Árvore 912, com 10m de altira, com frutos.; Mata Atlantica de enconsta, Morro do Corisco.","UEC002954","UEC002954","Goldenberg, R",NA,NA,NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:33:58-03","UNICAMP","UEC","177885","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","682","1997","05","29",NA,"Brazil","São Paulo","Ubatuba","Ubatuba, Picinguaba. Morro do Corisco.","-44.816944","-23.3025","600","600",NA,"Árvore s/núm, com 15m de altura, com frutos imaturos.; Mata Atlântica de Encosta. Beira de riacho.","UEC023732","UEC023732","Sanchez, M",NA,NA,NA,NA,"-44.816944","-23.3025",NA,"2012",NA,NA,NA,NA,NA
"26","2021-03-01 16:33:58-03","UNICAMP","UEC","60138","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Vieira, AOS; Yamamoto, K","26266","1992","05","04",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Subida para o Pico da COledônia, próximoa a entrada do DAE","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Árvore com ca de 6,0m de alt. Corola branca, as mais velhes internamente rosadas.; Mata de encosta perturbada","UEC021429","UEC021429",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:33:58-03","UNICAMP","UEC","21007","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd & Almeda","Silva, AF","133","1979","02","13",NA,"Brazil","São Paulo","Ubatuba","Estação Experimental do Instuti Agronômica de Campinas","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore ouca de 15m de altura.","UEC021464","UEC021464",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:33:58-03","UNICAMP","UEC","166820","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1240","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","-45.067778","-23.325556","1081","1093",NA,"K1398 Árvore, ca. 16 m, sem flores ou frutos.","UEC039825","UEC039825","Tamashiro, JY",NA,NA,NA,NA,"-45.067778","-23.325556",NA,"2009",NA,NA,NA,NA,NA
"29","2021-03-01 16:33:58-03","UNICAMP","UEC","187176","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Renó, IP","08","2014","01","28",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia.","-45.516667","-23.371389","741","741",NA,"Árvore.; Floresta Ombrófila Densa Montana.","UEC116690","UEC116690",NA,NA,NA,NA,NA,"-45.516667","-23.371389",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:33:58-03","UNICAMP","UEC","186011","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1081","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM. Núcleo Santa Virgínia. Parcela K.","-45.067778","-23.325556","1086","1093",NA,"K1218 Árvore, ca. 10 m, sem flores ou frutos.&nf;Abundância: 4 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC109382","UEC109382","Tamashiro, JY",NA,NA,NA,NA,"-45.067778","-23.325556",NA,"2009",NA,NA,NA,NA,NA
"31","2021-03-01 16:33:58-03","UNICAMP","UEC","166778","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Padgurschi, MCG; Tamashiro, JY; Belinello, R","1081","2008",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","PESM. Núcleo Santa Virgínia. Parcela K.","-45.067778","-23.325556","1086","1093",NA,"K1218 Árvore, ca. 10 m, sem flores ou frutos.&nf;Abundância: 4 ind ha(-1).; Floresta Ombrófila Densa Montana.","UEC039878","UEC039878","Tamashiro, JY",NA,NA,NA,NA,"-45.067778","-23.325556",NA,"2009",NA,NA,NA,NA,NA
"32","2021-03-01 16:33:58-03","UNICAMP","UEC","108382","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Sanchez, M; Pedroni, F","2390","1996","05","01",NA,"Brazil","São Paulo","Ubatuba","Picinguaba","-44.8","-23.366667",NA,NA,NA,"Árvore número 429; Árvore com 11m de altura, com frutos imaturos; Mata Atlântica de Encosta, margem do Rio da Fezenda","UEC089090","UEC089090","Sanchez, M",NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:02:45-03","FURB","FURB","60741","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A. Michelangeli, Judd et Almeda","Völtz, R.R.","1590","2017","02","02",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato.","-48.3033333","-25.1780556","95","95",NA,"Frutos verdes. Habitat: Floresta Ombrófila densa Submontana; interior de floresta de encosta. Habito: Árvore","FURB60741","FURB60741","Völtz, R.R.",NA,NA,NA,NA,"-48.3033333","-25.1780556",NA,"2017","02","02",NA,NA,NA
"34","2020-10-14 10:02:45-03","FURB","FURB","3105","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Moser, D.M.",NA,"2002","02","09",NA,"Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984","1000","1000",NA,"FNMA. Florística. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB02206","FURB02206","Oliveira, AA de","16046","auto",NA,NA,NA,NA,NA,"2011","03","30",NA,NA,NA
"35","2020-10-14 10:02:45-03","FURB","FURB","804","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettella","glabra","Henriettella glabra","(Vell.) Cogn.","Sobral, M.",NA,"2002","02","12",NA,"Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984",NA,NA,NA,NA,"FURB28981","FURB28981","Goldenberg, R","16046","auto",NA,NA,NA,NA,NA,"2009","10","03",NA,NA,NA
"36","2014-10-14 15:56:52-03","BS","M","M-0165440","S","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Henriettella","glabra","Henriettella glabra","Cogn.","Pohl, J.B.E.",NA,"1838","12","31",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0165440",NA,NA,NA,NA,"SYNTYPE","Magnoliopsida",NA,NA,NA,NA,NA,NA,"21:00",NA,NA
"37","2020-04-27 16:10:32-03","UFES","VIES","34199","S","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A. Michelangeli, Judd et Almeda","Araújo, E.A.","306","2016","01",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 01, indivíduo 188. Parque Nacional do Caparaó","-41.739444","-20.491667",NA,NA,NA,NA,"VIES034199","VIES034199","R. Goldenberg",NA,NA,NA,NA,"41º44'22''W","20º29'30''S",NA,"2016","02",NA,NA,NA,NA
"38","2020-02-28 11:49:48-03","UTFPR","HCF","30588","S","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A. Michelangeli, Judd et Almeda","R.R. Völtz","1569","2018","05","23",NA,"Brasil","PR","Matinhos","Estrada para Comunidade Parati","-48.5975","-25.771111","95","95",NA,"arvoreta 6 m alt. Frutos uns verdes e outros amarelados. Interior de floresta.",NA,NA,"R.R. Völtz",NA,NA,NA,NA,"48°35'51 W","25°46'16 S",NA,"2018","05",NA,NA,NA,NA
"39","2020-06-29 09:31:05-03","UFRRJ","RBR","17521","S","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A. Michelangeli, Judd et Almeda","L. Tatto","54","1942","01","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00017521",NA,"K.C. Silva","57442","auto",NA,NA,NA,NA,NA,"1942","06","25",NA,NA,NA
"40","2020-06-29 09:31:05-03","UFRRJ","RBR","43240","S","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, F.A. Michelangeli, Judd et Almeda","T.P.P. Alverga",NA,"2013","11","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Vila Parque da Cidade. F19/06.","-43.247778","-22.977222",NA,NA,NA,NA,"RBR00043240",NA,"T.P.P. Alverga",NA,NA,NA,NA,"43º14'52''W","22º58'38''S",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:34:08-03","MBM","MBM","409690","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd et Almeda","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","1272","2017","04","06","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.301389","-25.173333","100","100",NA,"Árvore 13 m alt.; frutos verdes ramifloros; estrato médio de floresta de encosta.; Floresta Ombrófila Densa Submontana.","MBM409690","MBM409690","Goldenberg, R.",NA,NA,NA,NA,"-48.301389","-25.173333",NA,"2017","04","10",NA,NA,NA
"42","2020-12-21 16:34:08-03","MBM","MBM","413888","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd et Almeda","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1569","2018","05","23","Southern America","Brazil","Paraná","Matinhos","Rio Tibagi, Estrada para comunidade Parati","-48.5975","-25.771111","95","95",NA,"Arvoreta 6 m alt.; frutos uns verdes e outros amarelados.; Floresta Ombrófila Densa Submontana; interior de Floresta Ombrófila Densa Submontana.","MBM413888",NA,"Völtz, R.R.",NA,NA,NA,NA,"-48.5975","-25.771111",NA,"2018","05","23",NA,NA,NA
"43","2020-12-21 16:34:08-03","MBM","MBM","413909","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd et Almeda","Völtz, R.R.","1590","2017","02","02","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.303333","-25.178056","95","95",NA,"Árvore 15 m alt.; frutos verdes.; Floresta Ombrófila Densa Submontana; interior de floresta de encosta.","MBM413909",NA,"Völtz, R.R.",NA,NA,NA,NA,"-48.303333","-25.178056",NA,"2017","02","02",NA,NA,NA
"44","2020-12-21 16:34:08-03","MBM","MBM","430201","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","glabra","Henriettea glabra","(Vell.) Penneys, Michelang., Judd et Almeda","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","2229","2020","07","27","Southern America","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima","-42.494722","-22.392222","960","960",NA,"Árvore 6 m alt.; frutos verdes e verde-amarelados; borda de estrada.; Floresta Ombrófila Densa Montana.","MBM430201",NA,"Völtz, R.R.",NA,NA,NA,NA,"-42.494722","-22.392222",NA,"2020","07","27",NA,NA,NA
