"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","relationshipType","previousCatalogNumber","typeStatus","fieldNumber","individualCount"
"11","2020-11-13 09:20:43-03","UFRJ","RFA","9621","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","J.J. Wurdack","G.G. Hatschbach","22650","1969","10","25",NA,"Brasil","Paraná","Estrada Marmeleiro - Campo Erê",NA,"Flor róseo intenso","RFA47706",NA,"Marmeleiro","-53.0261001586914","-26.1494007110596",NA,NA,"27396","auto","1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:43:25-03","EAO","IAN","19221","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Martius, CFP von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN019221","IAN019221_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:25:39-03","PUCPR","HUCP","16161","S","Plantae","Eudicotiledonea",NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","Benn, A.W.","Hatschbach, GG","Cordeiro, J","2144","2003","11","12",NA,"Brasil","Paraná","Medianeira",NA,NA,"HUCP00016936","HUCP00016936","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-27 11:22:06-03","PUCPR","HUCP","25408","S","Plantae","Eudicotiledonea",NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil & Moq.","Lüdtke, R.","Hatschbach, GG; E. Barbosa","72680","2001","11","13",NA,"Brasil","Rio Grande do Sul","Rodovia São José dos Ausentes",NA,"Ereta, flor rosada. Campo limpo seco.","HUCP00025408","HUCP00025408","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"42598","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527803","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.","Lüdtke R","Lindeman JC",NA,"1971","12","03","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527803","NL-U1527803",NA,NA,NA,NA,NA,NA,NA,"2003","Magnoliopsidae","09","05","U 0018969",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527804","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.","Lüdtke R","Lindeman JC",NA,"1972","11","13","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527804","NL-U1527804",NA,NA,NA,NA,NA,NA,NA,"2003","Magnoliopsidae","09","05","U 0018970",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527805","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.","Lüdtke R","Lindeman JC; Haas JH de",NA,"1966","11","11","Southern America","Brazil","Paraná","Paraná; W. of Campo Largo.",NA,"Campo on planalto.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527805","NL-U1527805",NA,NA,NA,NA,NA,NA,NA,"2007","Magnoliopsidae","09","17","U 0111960",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527806","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.","Marques MC","Hoehne FC",NA,"1950","10","26","Southern America","Brazil","Minas Gerais",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527806","NL-U1527806",NA,NA,NA,NA,NA,NA,NA,"1986","Magnoliopsidae","10","01","U 0038364",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:16:01-03","NBC","NL-BOTANY","L.2172172","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Hatschbach GG",NA,"1969","10","25","Southern America","Brazil",NA,"Estr. Marmeleiro-Campe Ere (Mun. Marmeleiro) Parana.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172172","NL-L2172172",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:16:01-03","NBC","NL-BOTANY","L.2172173","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Hatschbach GG",NA,"1960","10","19","Southern America","Brazil",NA,"Est. Parana (Brasil), Mun. Contenda. Areia Branca.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172173 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172173","NL-L2172173",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:16:01-03","NBC","NL-BOTANY","L.2172174","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Vervoorst F",NA,"1956","10","11","Southern America","Argentina",NA,"Argentina: Buenos Aires, Castelli-Pilar, prox. Lag Los Altos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172174 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172174","NL-L2172174",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:16:01-03","NBC","NL-BOTANY","L.2172175","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.",NA,"Unreadable",NA,NA,NA,NA,"Southern America","Argentina",NA,"Reg. Argentine: Cordoba-en la cer! de la cidad.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2172175 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2172175","NL-L2172175",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:16:01-03","NBC","NL-BOTANY","U.1527802","PreservedSpecimen","Plantae",NA,"Fabales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W.Benn.","Lüdtke R","Lindeman JC",NA,"1971","12","03","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1527802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1527802","NL-U1527802",NA,NA,NA,NA,NA,NA,NA,"2003","Magnoliopsidae","09","05","U 0018968",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:15:56-03","ESALQ","ESA","136507","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn","J. Cordeiro","M.G. Caxambu","2589.0","2009","04","16",NA,"Brasil","Paraná",NA,NA,NA,"ESA136507",NA,"Turvo","-51.5297012329102","-25.0428009033203",NA,NA,"36663","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:17:31-03","ESALQ","ESA","17155","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A.W. Benn.","Mc. Marques","Souza, V.C. et al.","3952.0","1993","05","22",NA,"Brasil","São Paulo",NA,NA,NA,"ESA017155","ESA017155","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-02-02 14:38:55-02","BGBM","B","B 10 0068163","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Rambo","54537",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068163 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068163","B100068163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-02-02 14:38:55-02","BGBM","B","B 10 0068165","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Reitz & Klein","10.147",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068165 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068165","B100068165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-02-02 14:38:55-02","BGBM","B","B 10 0068167","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Sehnem","4301",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068167 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068167","B100068167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-02-02 14:38:55-02","BGBM","B","B 10 0068169","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Rambo","54760",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068169 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068169","B100068169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:38:55-02","BGBM","B","B 10 0068171","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Rambo","54537",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068171 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068171","B100068171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-02-02 14:38:55-02","BGBM","B","B 10 0068162","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Reitz & Klein","7.740",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068162 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068162","B100068162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-02-02 14:38:55-02","BGBM","B","B 10 0068164","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Rambo","54537",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068164 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068164","B100068164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-02-02 14:38:55-02","BGBM","B","B 10 0068166","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Camargo","3155",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068166 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068166","B100068166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-02-02 14:38:55-02","BGBM","B","B 10 0068168","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Sehnem","5168",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068168 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068168","B100068168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-02-02 14:38:55-02","BGBM","B","B 10 0068170","S","Plantae",NA,NA,"Polygalaceae","Polygala","sabulosa","Polygala sabulosa",NA,NA,"Reitz & Klein","13.610",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100068170 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100068170","B100068170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-12-19 08:08:22-03","FPS","FPS","1065","MachineObservation","Plantae",NA,NA,"Polygalaceae","Polygala","sellowiana","Polygala sellowiana","A.St.-Hil. & Moq.","Schwirkowski, P.","Schwirkowski, P.","1332","2015","11","14",NA,"Brasil","Santa Catarina","Minas de caulim",NA,NA,"FPS01065,FURB49400","FPS01065_v01 FPS01065_v02 FURB49400","São Bento do Sul","-49.214825","-26.29467",NA,NA,NA,NA,"2015",NA,"11","14","FURB 49400","-49.214825","-26.29467","voucher",NA,NA,NA,NA
"37","2019-08-27 13:31:53-03","IAP","PACA-AGP","60225","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1957","01","24",NA,"Brasil","SC",NA,NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In graminosis paludosis Fenofase: flor","PACA060225",NA,"Campo dos Padres",NA,NA,NA,NA,NA,NA,"1957","Magnoliatae","05","01",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:31:53-03","IAP","PACA-AGP","66707","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Prof. Rudelf. Lange","1237","1958","10","16",NA,"Brasil","PR","Xaxim",NA,"Habitat: Campo úmido","PACA066707",NA,"Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","2003","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:31:53-03","IAP","PACA-AGP","8689","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1942",NA,NA,NA,"Brasil","RS","Serra da Rocinha",NA,"Habitat: In campestribus turfosis Fenofase: flor e fruto","PACA008689",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","1952","Magnoliatae","01","14",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:31:53-03","IAP","PACA-AGP","35282","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1947","02","14",NA,"Brasil","RS","Serra da Rocinha",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In humidis dumetosis Fenofase: flor e fruto","PACA035282",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","1947","Magnoliatae","02","14",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:31:53-03","IAP","PACA-AGP","32436","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Rambo, B.",NA,"1946","02","28",NA,"Brasil","RS","Serra da Rocinha",NA,"Habitat: In humidis graminosis Fenofase: flor e fruto","PACA032436",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","2003","Magnoliatae","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:31:53-03","IAP","PACA-AGP","50431","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Sehnem, A.","4301","1950","01","19",NA,"Brasil","RS","Serra da Rocinha",NA,"Habitat: In humidis graminosis Fenofase: flor e fruto","PACA050431",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","2003","Magnoliatae","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:31:53-03","IAP","PACA-AGP","101321","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","R. Lüdtke","30","2002","11","02",NA,"Brasil","RS","18 km da cidade em direção ao Itaimbezinho",NA,"flores rosadas com ramificação mediana umbeliforme&nf;ICN 128488 Habitat: em campo úmido","PACA101321",NA,"Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"30776","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:31:53-03","IAP","PACA-AGP","54760","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","B. Rambo SJ","Rambo, B.",NA,"1953","01","01",NA,"Brasil","RS","Faz. Englert",NA,"Habitat: In subpaludosis graminosis Fenofase: flor","PACA054760",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:31:53-03","IAP","PACA-AGP","56266","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Rambo, B.",NA,"1955","01","02",NA,"Brasil","RS","Faz. Englert",NA,"Confirmado por: R. Lüdtke, Data: 15/09/2003 Habitat: In paludosis dumetosis Fenofase: flor","PACA056266",NA,"São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"76715","auto","1955","Magnoliatae","04","09",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:31:53-03","IAP","PACA-AGP","33835","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Reitz, R.","860","1943","12","28",NA,"Brasil","SC","Serra da Pedra",NA,"Habitat: In campestribus humidis graminosis Fenofase: flor e fruto","PACA033835",NA,"Araranguá","-49.4858016967773","-28.934700012207",NA,NA,"19353","auto","2003","Magnoliatae","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:31:53-03","IAP","PACA-AGP","36944","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","R. Lüdtke","Hatschbach, G.","836","1947","07","21",NA,"Brasil","PR",NA,NA,"Habitat: In paludosis dumetosis Fenofase: flor","PACA036944",NA,"Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"25180","auto","2003","Magnoliatae","01","30",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:31:53-03","IAP","PACA-AGP","62876","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","sabulosa","Polygala sabulosa","A. W. Benn.","Emrich-Rambo","Camargo, O. R.","3155","1958","01","06",NA,"Brasil","RS",NA,NA,"Habitat: In humidis graminosis Fenofase: flor","PACA062876",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"55856","auto","1958","Magnoliatae","09","25",NA,NA,NA,NA,NA,NA,NA,NA
