"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"95","2019-08-20 10:03:26-03","UNICAMP","UEC","30673","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Markgraf, F","Hatschbach, G; Guimarães, O","23300","1970","01","07",NA,"Brazil","Paraná","Rio do Cedro",NA,"Flor, Árvore de 15 m. lacticífera. Flor alvecente, tronco com 30 cm. Mata pluvial de encosta de morro.",NA,NA,"Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,"1972",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"96","2019-08-20 10:03:26-03","UNICAMP","UEC","145502","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers",NA,"Silva Neto, SJ; Silva, W; Pereira Moura, MV","1582","2001","12","12",NA,"Brazil","Rio de Janeiro","Represa do Macuco, trilha cana do Reino.",NA,"Árvore semi-ciófila, ca de 12 m de altura; látex branco; folhas breve discolores cartáceas; botões esverdeados; flores com cálice verde e corola alvacenta.",NA,NA,"Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"97","2019-08-20 10:03:26-03","UNICAMP","UEC","133","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Kinoshita, LS","Kinoshita, LS","03208","2003","11","16",NA,"Brazil","São Paulo","Fazenda Folha Larga.",NA,"Árvore de 30m, com látex, com flores brancas.",NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"2003",NA,NA,"12","37574","auto",NA,NA,NA,NA,NA,NA,NA
"98","2019-08-20 10:03:26-03","UNICAMP","UEC","22","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Leitão Filho, HF","10762","1979","12","14",NA,"Brazil","São Paulo","Ilha do Cardoso",NA,"Árvore cerca de 8m. Flores creme-esverdeadas.",NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"1997",NA,NA,"05","37574","auto",NA,NA,NA,NA,NA,NA,NA
"99","2019-08-20 10:03:26-03","UNICAMP","UEC","20","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Leitão Filho, HF","10761","1979","12","14",NA,"Brazil","São Paulo","Ilha do Cardoso",NA,"Árvore cerca de 15m. Flores creme-esverdeadas.",NA,NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"1997",NA,NA,"05","37574","auto",NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:21:59-03","UNICAMP","UEC","159748","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Kinoshita, LS","Melo, MMRF; Toledo, CB","600","1985","12","09",NA,"Brazil","São Paulo","Ilha do Cardoso, Ilha do Cardoso. Praia de Ipanema.",NA,"Árvore ca. 10m alt., corola branco-esverdeado. Madeira boa para diversos usos.; Restinga de Ipanema","UEC013295","UEC013295","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"2003",NA,NA,"12","37574","auto",NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:21:59-03","UNICAMP","UEC","159749","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Kinoshita, LS","Barros, F","1216","1985","12","03",NA,"Brazil","São Paulo","Ilha do Cardoso, Ilha do Cardoso. Praia de Ipanema.",NA,"Árvore latescente ca. 30m alt., flores perfumadas com corola branca de lobos esverdeado. Madeira usada na confecção de remos e cabos para ferramentas.; Mata de encosta.","UEC013294","UEC013294","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"2003",NA,NA,"12","37574","auto",NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 16:21:59-03","UNICAMP","UEC","162185","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Kinoshita, LS","Barros, F","1963","1990","12","02",NA,"Brazil","São Paulo","Ilha do Cardoso, Morro do Pereirinha.",NA,"Árvore latescente ca. 10 m alt.; florees perfumadas brancas.","UEC024647","UEC024647","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,"2005",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"103","2019-08-20 10:03:26-03","UNICAMP","UEC","88","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Rossi, L","939","1991","11","28",NA,"Brazil","São Paulo","Estação Ecológica Juréia-Itatins., Margem do Rio Verde",NA,"Arvoreta, 5.0m alt., latex alvo, râmulos castanho-escuros, brilhantes. Botões verdes.Atinge até 25m de altura, madeira útil, nome vulgar: Guairana.",NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2004",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"104","2019-08-20 10:03:26-03","UNICAMP","UEC","88","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Cordeiro, I; Rossi, L; Anunciação, EA; Costa, MP","873","1991","12","18",NA,"Brazil","São Paulo","Estação Ecológica Juréia-Itatins., Restinga arbórea entre o Rio Verde e o Una do Prelado, nas proximidades do Rio Verde.",NA,"Arvoreta ca. 3m, corolas creme.",NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2004",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"105","2019-08-20 10:03:26-03","UNICAMP","UEC","88","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Cordeiro, I; Gomes da Silva, SJ; Costa, MP; Chu, E; Piacentin, E","747","1990","12","11",NA,"Brazil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, Trilha do Imperador, mata da restinga",NA,"Arvoreta até 5m alt., heliofila, flores creme",NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2004",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"106","2019-08-20 10:03:26-03","UNICAMP","UEC","88","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Cordeiro, I; Gomes da Silva, SJ; Costa, MP; Chu, E; Piacentin, E","758","1990","12","11",NA,"Brazil","São Paulo","Estação Ecológica Juréia-Itatins, Serra da Juréia, Trilha para o Pocinho",NA,"Árvore até 20m alt., botões esverdeados. Mesma espécie que Cordeiro 747.",NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2004",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"107","2019-08-20 10:03:26-03","UNICAMP","UEC","88","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Cordeiro, I; Anunciação, EA; Nicolau, SA; Jardim, JG; Mamede, MCH","1477","1994","12","07",NA,"Brazil","São Paulo","Estação Ecológica Juréia-Itatins, Trilha da Figueira, Mata Pluvial de encosta.",NA,"Árvore ca. 15m alt., botões esverdeados.",NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2004",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"108","2019-08-20 10:03:26-03","UNICAMP","UEC","88","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Simões, AO","Rossi, L; Cordeiro, I; Godoi, JV; Nicolau, SA; Silva, SJ","801","1991","02","19",NA,"Brazil","São Paulo","Estação Ecológica Juréia-Itatins., Trilha para o Pocinho",NA,"Árvore até 15m alt., frutos imaturos verdes.",NA,NA,"Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,"2004",NA,NA,"11","55628","auto",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:21:59-03","UNICAMP","UEC","201976","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Guedes, ML","Guedes, ML; et al.","30090","2017","12","07",NA,"Brazil","Bahia","Recôncavo Sul, Rio Camarão.",NA,"Árvore, látex leitoso, folhas cartáceas, discolores, inflorescência com botões alvos, flores alvas.","UEC199970","UEC199970","Varzedo","-39.750833","-13.602222",NA,NA,NA,"2018","-39.750833","-13.602222","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:21:59-03","UNICAMP","UEC","173739","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1514","1997","02","06",NA,"Brazil","São Paulo","Picinguaba.",NA,"Árvore 106 com 6m de altura, com látex branco abundante, vegetativo.; Mata Atlântica de Encosta, Morro do Corisco.","UEC089681","UEC089681","Ubatuba","-44.812222","-23.311111","300","300",NA,"2012","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-19 14:04:36-03","UFRPE","PEUFR","39850","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","R. F. Souza-Silva","J. G. de Carvalho-Sobrinho; F. R. Nonato; E. B. Valente; M. A. S. Santos","82","2001","11","03",NA,"Brasil","Bahia","Serra da Jibóia. Morro da Pioneira.",NA,"Árvore com 8m de altura, látex branco. Folhas membranáceas. Flores em botões esverdeados.","PEUFR039850",NA,"Santa Terezinha","-39.484722","-12.751389","500","600",NA,"2008","39°29'05''W","12°45'05''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-19 14:04:36-03","UFRPE","PEUFR","53033","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll. Arg.","V. B. Zipparro","V. B. Zipparro","1838","1999","12","14",NA,"Brasil","São Paulo","Parque Intervales-Base Saibadela",NA,"Árvore com cerca de 11m de altura; presença de botões claros em vários estágios de desenvolvimento; flores cremes; indivíduo nº 176 na fitossociologia.","PEUFR053033",NA,"Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,NA,"2000",NA,NA,"01","34059","auto",NA,NA,NA,NA,NA,NA,NA
"113","2020-04-22 16:17:26-03","UFPB","JPB","59998","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"Lima, IB; Simões, AO","1453","2014","10","27","Southern America","Brasil","Bahia","Parque Estadual Serra do Condurú",NA,"; DESC: Árvore, ca. de 4m, látex branco. Flores alvas, fragrantes. Frutos imaturos verdes, maduros marrons, sementes com coma branca.","JPB0059998",NA,"Uruçuca","-39.2844009399414","-14.5930995941162",NA,NA,NA,NA,NA,NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA
"114","2020-10-14 09:58:18-03","FURB","FURB","36431","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Sobral, M","Stival-Santos, A.; Legal, E. & Silveira, S.","3312","2009","10","28",NA,"Brasil","Santa Catarina","Aymoré.",NA,"Voucher estéril IFFSC 579 (Regeneração) LR 47 Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado Habito: arbustiva;","FURB00532","FURB00532","Guabiruba","-49.0494444","-27.09","256","256",NA,"2011","-49.0494444","-27.0900000","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-10-14 09:58:18-03","FURB","FURB","62024","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Marinero, F.","Bona, L.P.","1130","2016","12","20",NA,"Brasil","Paraná",NA,NA,"Árvore 30m; flores verdes; exsudato de muito látex branco pegajoso sem odor.","FURB62024","FURB62024","Adrianópolis","-48.6","-24.84",NA,NA,NA,"2017","-48.6000000","-24.8400000","02",NA,NA,"16",NA,NA,NA,NA,NA,NA
"116","2014-10-14 15:56:37-03","BS","M","M-0183752","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"M0183752",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"117","2014-10-14 15:56:37-03","BS","M","M-0183753","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Ilheos.",NA,NA,"M0183753",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"118","2014-10-14 15:56:37-03","BS","M","M-0183754","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"In campis editioribus prope S.Pauli Civitatem. Provinciae S. Pauli.",NA,NA,"M0183754",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"119","2014-10-14 15:56:37-03","BS","M","M-0183755","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"In adsiensis Serra do Mar ritus S. Cruz. Provinciae Sebastianopolis.",NA,NA,"M0183755",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"120","2014-10-14 15:56:37-03","BS","M","M-0184045","S","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"In sylvis primaevis altitudine 500-600 p.s. mare. Provinciae S. Pauli.",NA,NA,"M0184045",NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"121","2020-03-17 17:48:17-03","UFES","VIES","46764","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Miranda, V.S.","Scheidegger, A.F.A.; Moraes, Q.S.; Dutra, S.C.; Silvestre, S.S.; Alves-Araújo, A.","159","2019","11","26",NA,"Brasil","Espírito Santo","Região extremo sul. Floresta Nacional do Rio Preto",NA,NA,"VIES046764","VIES046764","Conceição da Barra","-39.835278","-18.4325",NA,NA,NA,"2019","39º50'7''W","18º25'57''S","12",NA,NA,"18",NA,NA,NA,NA,NA,NA
"122","2020-07-30 12:23:20-03","UFES","VIES","47488","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","V.S. Miranda","Scheidegger, A.F.A.; Oliveira, R.M.; Dutra, S.C.; Rabelo, S.","187","2020","02","04",NA,"Brasil","Espírito Santo","Região extremo Sul. Flona do Rio Preto",NA,NA,"VIES047488","VIES047488","Conceição da Barra","-39.841389","-18.430278",NA,NA,NA,"2020","39º50'29''W","18º25'49''S","03",NA,NA,"06",NA,NA,NA,NA,NA,NA
"123","2020-03-17 17:48:17-03","UFES","VIES","46745","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","Miranda, V.S.","Oliveira, R.M.; Nichio-Amaral, R.; Scheidegger, A.F.A. ; Nepomuceno, A.; Sossai, B.G.; Miranda, V.S.; Dutra, S.C.","41","2019","11","12",NA,"Brasil","Espírito Santo","Trilha da Sede Abandonada. Floresta Nacional do Rio Preto",NA,NA,"VIES046745","VIES046745","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,"2019",NA,NA,"12","41644","auto","18",NA,NA,NA,NA,NA,NA
"124","2019-08-16 08:38:18-03","UTFPR","HCF","24534","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","M.E. Engels","M.E. Engels","5597","2017","05","30",NA,"Brasil","MT","Resgate de FLORA da UHE Colider",NA,"Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e o Cerrado. Arbórea em área úmida. Caule castanho. Folhas verdes discolores. Flores alvas.",NA,NA,"Itaúba","-55.387222","-11.022222","265","265",NA,"2017","55°23'14 W","11°01'20 S","07",NA,NA,"28",NA,NA,NA,NA,NA,NA
"125","2019-08-16 08:38:18-03","UTFPR","HCF","27919","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","F. Marinero","L.P. Bona","1130","2016","12","20",NA,"Brasil","PR",NA,NA,"árvore 30 m, flores verdes, exsudado de muito látex branco pegajoso sem odor. Conglomerado: 311 Subunidade: 4 Subparcela: 8 Árvore: 52.",NA,NA,"Adrianópolis","-48.6","-24.84",NA,NA,NA,"2017","48°36'00 W","24°50'24 S","02",NA,NA,"16",NA,NA,NA,NA,NA,NA
"126","2020-06-29 09:29:14-03","UFRRJ","RBR","5491","S","Plantae",NA,NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers.","C.G.P. Quinet","M.V.L. Pereira; G.V. Somner","584","1991","04","25",NA,"Brasil","Rio de Janeiro","Represa de Ribeirão das Lages, Estrada da Barragem da Represa.",NA,NA,"RBR00005491","RBR00005491","Piraí","-43.8981018066406","-22.6291999816895",NA,NA,NA,"2006",NA,NA,"02","20293","auto","02",NA,NA,NA,NA,NA,NA
"127","2020-06-29 09:29:14-03","UFRRJ","RBR","5489","S","Plantae",NA,NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers.","C.G.P. Quinet","A.L. Peixoto","6226","1991","04","08",NA,"Brasil","Rio de Janeiro","Represa de Ribeirão das Lages",NA,NA,"RBR00005489","RBR00005489","Piraí","-43.8981018066406","-22.6291999816895",NA,NA,NA,"2006",NA,NA,"02","20293","auto","02",NA,NA,NA,NA,NA,NA
"128","2020-06-29 09:29:14-03","UFRRJ","RBR","43003","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"T.P.P. Alverga",NA,"2015","06","13",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F30/94.",NA,NA,"RBR00043003","RBR00043003","Rio de Janeiro","-43.282778","-22.991111",NA,NA,NA,NA,"43º16'58''W","22º59'28''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-06-29 09:29:14-03","UFRRJ","RBR","34289","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"R.S. Nunes","32","2007","05","19",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Cota 100 m, parcela 21, planta 09; Vertente Baía de Sepetiba",NA,NA,"RBR00034289","RBR00034289","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA
"130","2020-06-29 09:29:14-03","UFRRJ","RBR","18626","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"S.J. Silva-Neto","2","1992","12","14",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00018626","RBR00018626","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"131","2020-06-29 09:29:14-03","UFRRJ","RBR","36052","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","L.N.P. Sampaio","J.G. Carvalho-Sobrinho","82","2001","11","03",NA,"Brasil","Bahia","'Serra da Jibóia, Morro da Pioneira, na descida da represa (interior da mata).12°45#?#5'' S - 39°29#?#5'' WAlt: 500 - 600 m.'",NA,NA,"RBR00036052","RBR00036052","Santa Teresinha","-39.5233001708984","-12.771900177002",NA,NA,NA,"2008",NA,NA,"03","25196","auto",NA,NA,NA,NA,NA,NA,NA
"132","2020-06-29 09:29:14-03","UFRRJ","RBR","42998","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","L.H. Soares","L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F47/11.",NA,NA,"RBR00042998","RBR00042998","Rio de Janeiro","-43.524167","-22.823333",NA,NA,NA,NA,"43º31'27''W","22º49'24''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-06-29 09:29:14-03","UFRRJ","RBR","42999","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","L.H. Soares","L.H. Soares",NA,"2015","06","12",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F128/80.",NA,NA,"RBR00042999","RBR00042999","Rio de Janeiro","-43.455","-22.902778",NA,NA,NA,NA,"43º27'18''W","22º54'10''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-06-29 09:29:14-03","UFRRJ","RBR","43001","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"T.P.P. Alverga",NA,"2015","06","13",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F12/138.",NA,NA,"RBR00043001","RBR00043001","Rio de Janeiro","-43.255278","-22.973056",NA,NA,NA,NA,"43º15'19''W","22º58'23''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-06-29 09:29:14-03","UFRRJ","RBR","43002","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"T.P.P. Alverga",NA,"2015","06","13",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F49/85.",NA,NA,"RBR00043002","RBR00043002","Rio de Janeiro","-43.304722","-22.921111",NA,NA,NA,NA,"43º18'17''W","22º55'16''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-06-29 09:29:14-03","UFRRJ","RBR","16596","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"F.C. Nettesheim","140",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Área do Bravo 6.",NA,NA,"RBR00016596","RBR00016596","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA
"137","2020-06-29 09:29:14-03","UFRRJ","RBR","14781","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"D.C. Carvalho","37","2005","06","25",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Trilha da senzala próximo a um riacho.",NA,NA,"RBR00014781","RBR00014781","Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA
"138","2020-06-29 09:29:14-03","UFRRJ","RBR","26044","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni, R.M.O. Sousa","s.n.","1994","11","12",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00026044","RBR00026044","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"139","2020-06-29 09:29:14-03","UFRRJ","RBR","26045","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni, R.M.O. Sousa","s.n.","1994","12","03",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá Reserva Biológica do Tinguá",NA,NA,"RBR00026045","RBR00026045","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA
"140","2020-06-29 09:29:14-03","UFRRJ","RBR","27970","S","Plantae",NA,NA,"Apocynaceae","Malouetia","cestroides","Malouetia cestroides","(Nees ex Mart.) Müll.Arg.","T.A. Amorim","S.J. Silva-Neto","1582","2001","12","12",NA,"Brasil","Rio de Janeiro","Represa do Macuco, trilha Cana do reino.",NA,NA,"RBR00027970","RBR00027970","Nova Iguaçu","-43.451099395752","-22.7591991424561",NA,NA,NA,"2015",NA,NA,"10","25743","auto",NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:12:37-03","MBM","MBM","15743","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Markgraf, F.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","23300","1970","01","07","Southern America","Brazil","Paraná","Rio do Cedro",NA,NA,"MBM015743","MBM015743","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:12:37-03","MBM","MBM","240065","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Malouetia","arborea","Malouetia arborea","(Vell.) Miers","Ivanauskas, N.M.","Sampaio, D.; et al.; et al.","64","1999","01","06","Southern America","Brazil","São Paulo","Estação Ecológica de Chauás",NA,NA,"MBM240065","MBM240065","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
