"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","county","imagecode","infraspecificEpithet","scientificNameAuthorship","typeStatus","decimalLongitude","decimalLatitude","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","coordinatePrecision","geoFlag","fieldNumber"
"11","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576466","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Reineck EM; Czermak J",NA,"1897","12","01","Southern America","Brazil",NA,"Porto Algre: Rio Grande do Sue.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576466",NA,"Apiales",NA,"NL-L2576466","subracemosum","Urb.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576466","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Reineck EM; Czermak J",NA,"1897","12","01","Southern America","Brazil",NA,"Porto Algre: Rio Grande do Sue.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576466 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576466",NA,"Apiales",NA,"NL-L2576466","subracemosum","Urb.",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-01-17 11:23:55-02","PUCRS","MPUC","14576","S","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","C.S.A. Martins",NA,"2002","01","05","South America","Brasil","RS",".",NA,NA,NA,NA,NA,"Apiales","Triunfo",NA,NA,"Urb.",NA,"-51.7180555556","-29.9433333333","Magnoliopsida","D. Lucas","2018","01","01","-51.7180555556","-29.9433333333","2",NA,NA,NA
"14","2020-12-21 16:12:13-03","MBM","MBM","113942","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Spegazzini, C.","s.n.","1967","11",NA,"Southern America","Argentina",NA,NA,NA,NA,NA,"MBM113942",NA,NA,NA,"MBM113942 MBM113942_1",NA,"Urban",NA,NA,NA,NA,"Constance, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:12:13-03","MBM","MBM","29597","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Kummrow, R.","422","1974","03","15","Southern America","Brazil",NA,"Fluviópolis São Mateus do Sul",NA,NA,NA,"MBM029597",NA,NA,"Paranã","MBM029597",NA,"Urban",NA,NA,NA,NA,"Constance, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:12:13-03","MBM","MBM","2454","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum corymbosum","Hatschbach, G.","16172","1967","03","16","Southern America","Brazil","Paraná","Rio Iguaçu",NA,NA,NA,"MBM002454",NA,NA,"Lapa","MBM002454","corymbosum","Urban",NA,"-49.7158012390137","-25.7696990966797",NA,"Constance, L.",NA,NA,NA,NA,NA,NA,"49965","auto",NA
"17","2020-12-21 16:12:13-03","MBM","MBM","2454","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum corymbosum","Hatschbach, G.","16172","1967","03","16","Southern America","Brazil","Paraná","Rio Iguaçu",NA,NA,NA,"MBM002454",NA,NA,"Lapa","MBM002454","corymbosum","Urban",NA,"-49.7158012390137","-25.7696990966797",NA,"Constance, L.",NA,NA,NA,NA,NA,NA,"49965","auto",NA
"18","2015-09-04 04:46:49-03","MNHN","RECOLNAT_MNHN_P","P03260006","PreservedSpecimen",NA,"Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Pedersen, T.M.",NA,"1954","12","23",NA,"Argentina",NA,"Estancia, Las Tres Marias. Dep. Empedrado. Prov. Corrientes.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03260006' target='other'> <mi>dwc_moreinfo</mi></a>","P03260006",NA,NA,NA,"P03260006_01",NA,"Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3066"
"19","2015-09-04 04:46:49-03","MNHN","RECOLNAT_MNHN_P","P03260007","PreservedSpecimen",NA,"Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Pedersen, T.M.",NA,"1957","1","19",NA,"Argentina",NA,"Prov. Corrientes, Dep. Itati, Estancia Tuyuti. R. Paraná.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03260007' target='other'> <mi>dwc_moreinfo</mi></a>","P03260007",NA,NA,NA,"P03260007_01",NA,"Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4441"
"20","2015-10-10 02:44:52-03","MNHN","RECOLNAT_MNHN_P","P00130424","PreservedSpecimen",NA,"Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil",NA,"Province de Rio Grande","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130424' target='other'> <mi>dwc_moreinfo</mi></a>","P00130424",NA,NA,NA,NA,"subracemosum","Urb.","type",NA,NA,NA,"Wörz",NA,NA,NA,NA,NA,NA,NA,NA,"1154"
"21","2015-09-04 04:46:33-03","MNHN","RECOLNAT_MNHN_P","P03255997","PreservedSpecimen",NA,"Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Reineck, E.M.|Czermak, J.",NA,"1897","12","1",NA,"Brasil","Rio Grande do Sul",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03255997' target='other'> <mi>dwc_moreinfo</mi></a>","P03255997",NA,NA,"Porto Alegre","P03255997_01",NA,"Urb.",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto","239"
"22","2015-09-04 04:46:33-03","MNHN","RECOLNAT_MNHN_P","P03260004","PreservedSpecimen",NA,"Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Reineck, E.M.|Czermal, J.",NA,"1897","12","1",NA,"Brasil","Rio Grande do Sul",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03260004' target='other'> <mi>dwc_moreinfo</mi></a>","P03260004",NA,NA,"Porto Alegre","P03260004_01",NA,"Urb.",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto","239"
"23","2015-10-10 02:44:52-03","MNHN","RECOLNAT_MNHN_P","P00130424","PreservedSpecimen",NA,"Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil",NA,"Province de Rio Grande","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130424' target='other'> <mi>dwc_moreinfo</mi></a>","P00130424",NA,NA,NA,NA,"subracemosum","Urb.","type",NA,NA,NA,"Wörz",NA,NA,NA,NA,NA,NA,NA,NA,"1154"
"24","2021-02-11 17:17:50-03","UFPR","UPCB","76210","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum var. corymbosum","Krieger, L.","11228","1971","12","18",NA,"Brasil","Paraná","Reserva Estadual",NA,NA,"No campo, lugares úmidos. Planta verde bem clara. Flores brancas..","UPCB0034718",NA,NA,"Vila Velha","UPCB0034718","var. corymbosum","Urb.",NA,NA,NA,NA,"Cardozo, A.L.","2017","05","10",NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:17:50-03","UFPR","UPCB","76210","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum var. corymbosum","Krieger, L.","11228","1971","12","18",NA,"Brasil","Paraná","Reserva Estadual",NA,NA,"No campo, lugares úmidos. Planta verde bem clara. Flores brancas..","UPCB0034718",NA,NA,"Vila Velha","UPCB0034718","var. corymbosum","Urb.",NA,NA,NA,NA,"Cardozo, A.L.","2017","05","10",NA,NA,NA,NA,NA,NA
"26","2017-10-17 11:05:00-02","MO","MOBOT","101004691","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","F. Sellow","Sellow s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"27","2011-03-16 21:39:00-03","MO","MOBOT","2514220","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Osvaldo Del Puerto|R. Brescia","Del Puerto 399c","1962","3","30","South America","Uruguay","Artigas","San Gregorio",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","2408461","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Anonymous","Anonymous 6","2000","10","17","South America","Argentina","Buenos Aires","Sierra de los Padres, Mirador",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urb.",NA,NA,NA,NA,"Martínez, S., 17-10-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-02-29 09:54:00-03","MO","MOBOT","2454463","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","José da Costa Sacco","Sacco 4299",NA,NA,NA,"South America","Brazil","Rio Grande do Sul","Pedreira Sta. Luzia, Pelotas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2010-04-30 10:27:00-03","MO","MOBOT","2454858","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","C.L. Spegazzini","Spegazzini s.n.151",NA,NA,NA,"South America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","2488936","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","SCHROTTKY","SCHROTTKY 221","1968",NA,NA,"South America","Paraguay",NA,"Puerto Cantera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urb.",NA,NA,NA,NA,"Constance, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","2085208","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Aurelio Schinini|Ricardo O. Vanni|Sergio Cáceres M.","Schinini Cacace 27715","1993","3","22","South America","Paraguay","Caazapá","Ruta 6 y río Tebicuary. En pajonal de Panicum prionitis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urb.",NA,"-55.25","-26.66666",NA,"Pedersen, T. M., //",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2010-02-08 11:11:00-02","MO","MOBOT","2110950","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum hassleri","Émile Hassler","Hassler 7130","1900","2",NA,"South America","Paraguay","Cordillera","Valenzuela Y aca. En pantano.",NA,NA,NA,NA,NA,NA,NA,NA,"hassleri","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","1280761","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","P. K. Dusén","s.n.","1910",NA,NA,"South America","Brazil","Paraná","Jaguariahyva.",NA,NA,NA,"US03077003",NA,"Apiales",NA,"US03077003_01",NA,"Urb.",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2432889","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","T. Pederson","4441","1957","1","19","South America","Argentina","Corrientes","Low ground by the R. Paraná. Estancua Tuyuti. Dep. Itati.",NA,NA,NA,"US03077001",NA,"Apiales",NA,"US03077001_01",NA,"Urb.",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","2900101","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Del Puerto & -. Brescia","C-399","1962","3","30","South America","Uruguay","Artigas","Herbario 3801. Arrocera R. I. U. S. A. San Gregorio. - Depto. de Artigas.",NA,NA,NA,"US03077000",NA,"Apiales",NA,"US03077000_01",NA,"Urb.",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2432736","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","T. Pederson","3066","1954","12","23","South America","Argentina","Corrientes","Along the Arroyo Ahumá. Estancia Las Tres Marias. Dep. Empedrado.",NA,NA,NA,"US03077002",NA,"Apiales",NA,NA,NA,"Urb.",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"38","2019-09-04 18:45:36-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"Type [status unknown]","-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-09-04 19:01:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","C. Gaudichaud","1154","1833",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"subracemosum","Urb.","Type [status unknown]","-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-09-04 19:01:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","C. Gaudichaud","1154","1833",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"subracemosum","Urb.","Type [status unknown]","-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-08-23 10:58:43-03","NHMLondon","NHM-LONDON-BOT","BM000603130","S","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Friedrich Sellow; b.1789; d.1831; Sellow","3451","1826","02",NA,NA,"Brasil",NA,NA,NA,"NHMUK:ecatalogue:4982913","<a href=http://www.nhm.ac.uk/services/media-store/asset/fb64a5fadcd2cc257cc364da49aa71b578cc1ac4/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Urb.","Type","-53.08982","-10.773109",NA,"Arno Wörz","2001","01","22","-53.08982","-10.773109",NA,NA,NA,NA
"42","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum corymbosum","Sello, HL","4510",NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"corymbosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Sello, HL","3451",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia australi",NA,NA,NA,NA,NA,NA,NA,NA,"subracemosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Sello, HL","3606",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia australi",NA,NA,NA,NA,NA,NA,NA,NA,"subracemosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Gaudichaud Beaupré, C","1154",NA,NA,NA,"Southern America","Brazil",NA,"in prov. Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,"subracemosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum corymbosum","Sello, HL","4510",NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"corymbosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Sello, HL","3451",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia australi",NA,NA,NA,NA,NA,NA,NA,NA,"subracemosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Sello, HL","3606",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia australi",NA,NA,NA,NA,NA,NA,NA,NA,"subracemosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:06:46-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum subracemosum","Gaudichaud Beaupré, C","1154",NA,NA,NA,"Southern America","Brazil",NA,"in prov. Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,"subracemosum","Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-08 12:32:57-03","UFRGS","ICN","045803","S","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Krapovickas, A; et al.","27523","1975","03","12","América do Sul","Argentina","Corrientes","26 km SE de Libertador Ea. La Blanca (59 20'W 30 20'S)",NA,NA,"Plantas mayores hasta 2,50m de altura.; En pajonal.",NA,"Dicotyledon",NA,"Esquina",NA,NA,"Urb.",NA,"-59.333333","-30.333333",NA,NA,NA,NA,NA,"-59.333333","-30.333333",NA,NA,NA,NA
"51","2021-02-08 12:32:57-03","UFRGS","ICN","046159","S","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","Schinini, A","16187","1978","12","07","América do Sul","Argentina","Corrientes","Estación Experimental INTA",NA,NA,NA,NA,"Dicotyledon",NA,"Empedrado",NA,NA,"Urb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-22 16:22:55-03","FEPAGRO","BLA","12302","PreservedSpecimen","Plantae","Apiaceae","Eryngium","stenophyllum","Eryngium stenophyllum","A. Pott","SG 169","1969","01","04",NA,"Brasil","Rio Grande do Sul","Estação Experimental, abaixo do ensaio 240",NA,NA,"Habitat: próximo a Eucalyptus","BLA012302","Spermatophyta",NA,"São Gabriel",NA,NA,"Urb.",NA,"-54.3199996948242","-30.3363990783691",NA,"D. Lucas","2016","05","31",NA,NA,NA,"56206","auto",NA
