"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","individualCount","typeStatus","fieldNumber"
"11","2020-11-04 10:54:42-03","ESALQ","ESA","139214","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Colletta, G.D","2733.0","2016","05","24","Brasil","SC","Abelardo Luz","Mata Ombrófila Mista","-52.3283004760742","-26.5646991729736",NA,NA,NA,NA,"ESA139214",NA,NA,NA,NA,NA,"Palmeira, 3m, estéril","35836","auto",NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:23:33-03","MN","R","44697","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Noblick, L.R.","1988","07","19","Glaziou, A.F.M.","8059",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"R000044697","R000044697_001",NA,NA,NA,NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 7217",NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-07-02 14:00:36-03","JBP","HPL","13194","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha",NA,NA,NA,NA,NA,"A. Campos-Rocha","1431","2014","02","22","Brasil","SP","Nova Odessa","Coletado em cultivo no JBP.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA,NA,NA
"14","2016-02-02 14:38:48-02","BGBM","B","B 10 0185717","S","Plantae","Palmae","Butia","eriospatha","Butia eriospatha","Becc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B100185717","B100185717",NA,NA,"Middle and South America",NA,"<a href=http://herbarium.bgbm.org/object/B100185717 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-19 08:15:07-03","FPS","FPS","1387","MachineObservation","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc","Schwirkowski, P.","2013","09","14","Schwirkowski, P.",NA,"2013","09","14","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro","-49.382534","-26.242734","-49.382534","-26.242734",NA,NA,"FPS01387","FPS01387_v01",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Butiá, butiazeiro, butiá-da-serra, butiá-veludo",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-19 08:15:07-03","FPS","FPS","1959","MachineObservation","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc","Schwirkowski, P.","2009","12","26","Schwirkowski, P.",NA,"2009","12","26","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383625","-26.275633","-49.383625","-26.275633",NA,NA,"FPS01959","FPS01959_v01 FPS01959_v02 FPS01959_v03",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Butiá, butiazeiro, butiá-da-serra, butiá-veludo",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-19 08:15:07-03","FPS","FPS","4104","MachineObservation","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc","Schwirkowski, P.","2019","10","19","Schwirkowski, P.","3527","2019","10","19","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Fundos do terreno do Supermercado Germânia","-49.387436","-26.276102","-49.387436","-26.276102",NA,NA,"FPS04104,FURB65302","FPS04104_v01 FPS04104_v02 FPS04104_v03 FPS04104_v04 FPS04104_v05 FPS04104_v06 FPS04104_v07 FPS04104_v08 FURB65302",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Butiá",NA,NA,"voucher","FURB 65302",NA,NA,NA,NA
"18","2019-08-27 13:26:42-03","IAP","PACA-AGP","52018","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart.) Becc.","Emrich-Rambo","1954","09","05","Rambo, B.",NA,"1952","02","20","Brasil","RS","Jaquirana",NA,"-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"PACA052018",NA,"Magnoliophyta","Arecales",NA,NA,"Habitat: In campestibus solitaria Fenofase: flor","31282","auto",NA,NA,"Liliopsida",NA,NA,NA
"19","2019-11-21 14:31:02-03","UFJF","CESJ","71312","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M. Rossato","2002","02",NA,"M. Rossato.","203","2002","02","01","Brasil","Rio Grande do Sul","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"CESJ071312",NA,"Angiosperma",NA,"América do Sul",NA,NA,"46790","auto",NA,NA,NA,NA,NA,NA
"20","2020-12-04 13:18:54-03","UDESC","LUSC","7947","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Oliveira, K.F.",NA,NA,NA,"Oliveira, K.F.",NA,"2010","05","08","Brasil","Santa Catarina","Imbituba","Bairro Sambaquim.","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,"LUSC001467","LUSC001467",NA,NA,NA,NA,NA,"18719","auto",NA,NA,NA,NA,NA,NA
"21","2020-09-24 17:42:53-03","PUCRS","MPUC","3748","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","G.C. Hiltl",NA,NA,NA,NA,NA,"1976","03","01","Brasil","RS","Cachoeira do Sul","Distrito Ferreira","-52.8938889","-30.0394444","-52.8938889000","-30.0394444000",NA,NA,NA,NA,NA,"Arecales","South America",NA,NA,NA,NA,NA,NA,"Liliopsida","1",NA,NA
"22","2020-10-14 09:58:34-03","FURB","FURB","20624","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Heiden, G.","2017","12","04","Stival-Santos, A.; Silveira, S.","1578","2009","04","18","Brasil","Santa Catarina","São Domingos","Parque Estadual das Araucárias.","-52.5713889","-26.4697223","-52.5713889","-26.4697223","708","708","FURB00635","FURB00635",NA,NA,NA,NA,"Fito IFFSC 7001 /L/24 Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Habito: arbórea;",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 09:58:34-03","FURB","FURB","48739","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Oliveira, AA de","2015","10","06","Oliveira, A.A. de","2606","2015","10","06","Brasil","Santa Catarina","São Domingos","Parque Estadual das Araucárias.","-52.5641667","-26.4605556","-52.5641667","-26.4605556","749","749","FURB48739","FURB48739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-08 08:49:17-03","FURB","FURB","62793","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Kassner-Filho, A.","2018","12","12","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4227","2018","12","12","Brasil","Santa Catarina","Anita Garibaldi","Cachoeira Primeira.","-51.2122222","-27.7233334","-51.2122222","-27.7233334","866","866","FURB62793","FURB62793_1 FURB62793_2",NA,NA,NA,NA,"Flor amarela Habitat: Borda de fragmento florestal Habito: Erva arborecente",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 09:58:34-03","FURB","FURB","64041","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Kassner-Filho, A.","2019","04","17","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","5119","2019","04","17","Brasil","Santa Catarina","Curitibanos","Guarda-Mor.","-50.6713889","-27.0886111","-50.6713889","-27.0886111","869","869","FURB64041","FURB64041_1 FURB64041_2 FURB64041_3 FURB64041_4",NA,NA,NA,NA,"Fruto imaturo Habitat: Campo; Floresta Ombrófila Mista; Estágio Avançado; Habito: Erva Arborescente",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:50:13-03","UCS","HUCS","13996","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Anderson, A.","2000","10",NA,"Rossato, M.","03","1999","09","18","Brasil","Rio Grande do Sul","Erechim",NA,"-51.963","-27.571392","-51.963","-27.571392",NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"na beira da estrada na entrada da mata.; acompanha vegetação de rasteira (campo)",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:50:13-03","UCS","HUCS","13995","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Ellert Pereira, P.E.; Eslobão, M.P.",NA,NA,NA,"Rossato, M.","02","1999","09","18","Brasil","Rio Grande do Sul","Gaurama",NA,"-51.910444","-27.481","-51.910444","-27.481",NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"sempre encontrada em beira de estrada, na entrada da mata.",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:50:13-03","UCS","HUCS","24694","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2004","12",NA,"Rossato, M.","262","2004","12","15","Brasil","Rio Grande do Sul","Erechim",NA,"-52.204722","-27.644222","-52.204722","-27.644222","671","671",NA,NA,"Angiospermae","Arecales",NA,NA,"acompanha v'egetação de rasteira (campo)",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-16 17:50:13-03","UCS","HUCS","24696","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2004","12",NA,"Rossato, M.","264","2004","12","16","Brasil","Rio Grande do Sul","Passo Fundo",NA,"-52.475925","-28.206481","-52.475925","-28.206481",NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"campo",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-16 17:50:13-03","UCS","HUCS","27379a","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2005","10",NA,"Rossato, M.","345","2005","08","22","Brasil","Rio Grande do Sul","Quatro Irmãos",NA,"-52.452389","-27.852667","-52.452389","-27.852667","692","692",NA,NA,"Angiospermae","Arecales",NA,NA,"Indicação de grande palmar a beira da lagoa que abastece Passo Fundo, totalmente derrubada para plantio de soja, apenas marcas remanescentes, manchas onde há troncos caídos.; acompanha vegetação rasteira (campo)",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-16 17:50:13-03","UCS","HUCS","24698","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2004","12",NA,"Rossato, M.","266","2004","12","16","Brasil","Rio Grande do Sul","Lagoa Vermelha",NA,"-52.038272","-28.386728","-52.038272","-28.386728",NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"campo",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-16 17:50:13-03","UCS","HUCS","27380","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2005","10",NA,"Wasum, R.A.","3065","2005","09","29","Brasil","Rio Grande do Sul","Coxilha",NA,"-52.2961006164551","-28.1271991729736",NA,NA,"700","700",NA,NA,"Angiospermae","Arecales",NA,NA,"População entorno de 30 exemplares.; acompanha vegetação rasteira (campo) e capoeira predominando Baccharis, Eringium, e outras","22234","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-16 17:50:13-03","UCS","HUCS","22584","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2004","02",NA,"Rossato, M.","202","2004","02","01","Brasil","Rio Grande do Sul","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"acompanha vegetação rasteira (campo) e capoeira predominando Baccharis e Compositae","46790","auto",NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:50:13-03","UCS","HUCS","11255","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Ellert Pereira, P.E.; Eslobão, M.P.","2016","11","01","Butzke, A.","s.n.","1995","11","14","Brasil","Rio Grande do Sul","Erebango","BR 153","-52.3018989562988","-27.8553009033203",NA,NA,NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"no campo limpo","12173","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:50:13-03","UCS","HUCS","27994","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2006","03",NA,"Rossato, M.","349","2006","03","21","Brasil","Rio Grande do Sul","Jaquirana","estrada RS 110 em direção à Bom Jesus","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"campo","31282","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:50:13-03","UCS","HUCS","47160","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Gonzatti, F.","2018","03",NA,"Jacobsen, J.","s.n.","2018","03","15","Brasil","Rio Grande do Sul","Fagundes Varela","Nossa Senhora das Graças","-51.6974983215332","-28.8808002471924",NA,NA,NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"cultivada","11310","auto",NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:50:13-03","UCS","HUCS","22585","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2002","02",NA,"Rossato, M.","203","2002","02","01","Brasil","Rio Grande do Sul","Erechim","Próximo ao Parque","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"acompanha vegetação rasteira","46790","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-16 17:50:13-03","UCS","HUCS","43971","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Pan, I.T.","2015","12",NA,"Pan, I.T.","s.n.","2015","12","09","Brasil","Rio Grande do Sul","Nova Pádua","Travessão Divisa","-51.3067016601562","-29.028600692749",NA,NA,NA,NA,NA,NA,"Angiospermae","Arecales",NA,NA,"cultivada em jardim","11772","auto",NA,NA,NA,NA,NA,NA
"39","2019-08-16 08:38:23-03","UTFPR","HCF","11454","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M.G. Caxambu","2012","11","28","M.G. Caxambu","4419","2012","11","09","Brasil","PR","Guarapuava","Serra da Esperança - antiga estrada para","-51.22225","-25.369722","51°13'20,1 W","25°22'11 S","1144","1144",NA,NA,NA,NA,NA,NA,"arvoreta ca. 3 m. Flores amarelas. Frutos imaturos verdes. Espata floral com revestimento castanho.",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:38:23-03","UTFPR","HCF","14760","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M.G. Caxambu","2014","09","18","E.L. Siqueira","1074","2014","07","10","Brasil","PR","Campo Mourão","Chácara Zagotto","-52.398278","-24.051306","52°23'53,8 W","24°03'04,7 S","597","597",NA,NA,NA,NA,NA,NA,"palmeira ca. 5 m, heliófita. Frutos imaturos verdes. Cultivada.",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:38:23-03","UTFPR","HCF","6290","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M.G. Caxambu","2007","12","13","M.G. Caxambu","1817","2007","11","03","Brasil","PR","Ponta Grossa","Campus da UTFPR","-50.133056","-25.053556","50°07'59 W","25°03'12,8 S","907","907",NA,NA,NA,NA,NA,NA,"palmeira de porte arbóreo ca. 4 m. Flores amarelas.",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:38:23-03","UTFPR","HCF","26729","S","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","M.G. Caxambu","2018","11","30","E.L. Siqueira","2839","2018","11","15","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, próximo às","-54.476583","-25.624389","54°28'35,7 W","25°37'27,8 S","189","189",NA,NA,NA,NA,NA,NA,"palmeira ca. 4 m, heliófita. Flores amareladas. espata pilosa, de cor ferrugínea. Possivelmente plantado a beira da rodovia.",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:13:34-03","MBM","MBM","70996","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","37033","1980","11","29","Brazil","Rio Grande do Sul","Vacaria","53km W de Vacaria, Rio Santa Rita, Rod. BR-285, km 53","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"MBM070996","MBM070996 MBM070996_1 MBM070996_2",NA,NA,"Southern America",NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:13:34-03","MBM","MBM","301266","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2004","12",NA,"Rossato, M.","262","2004","12","15","Brazil","Rio Grande do Sul","Erechim",NA,"-52.204722","-27.644222","-52.204722","-27.644222","671","671","MBM301266",NA,NA,NA,"Southern America",NA,"Estipe solitário de aproximadamente 1,5 metros de altura, 40 a 60 cm de diâmetro uniforme coberto por restos de bainhas, com coroa foliar robusta; aproximadamente 15 folhas com 1,5 metro ou pouco mais, ascendentes arqueadas, com pecí",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:13:34-03","MBM","MBM","301267","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Rossato, M.","2004","12",NA,"Rossato, M.","266","2004","12","16","Brazil","Rio Grande do Sul","Lagoa Vermelha",NA,"-51.618028","-28.227417","-51.618028","-28.227417","785","785","MBM301267",NA,NA,NA,"Southern America",NA,"Estipe solitário de aproximadamente 1,5 metros de altura, 40 a 60 cm de diâmetro uniforme coberto por restos de bainhas, com coroa foliar robusta; aproximadamente 15 folhas com 1,5 metro ou pouco mais, ascendentes arqueadas, com pecí",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:13:34-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Brotto, M.L.","2013","08","16","Dalmaso, C.A.","385","2013","06","27","Brazil","Paraná","Palmas",NA,"-51.660003","-26.280003","-51.660003","-26.280003",NA,NA,"IFN000716",NA,NA,NA,"Southern America",NA,"Palmeira.",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:13:34-03","MBM","MBM","150253","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Noblick, L.R.",NA,NA,NA,"Noblick, L.R.; et al.; et al.","4874","1992","05","15","Brazil","Paraná","Curitiba","Guabirotuba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM150253",NA,NA,NA,"Southern America",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:13:34-03","MBM","MBM","150255","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.","Noblick, L.R.",NA,NA,NA,"Noblick, L.R.; et al.; et al.","4878","1992","05","15","Brazil","Paraná","General Carneiro","Colônia Mendes","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"MBM150255",NA,NA,NA,"Southern America",NA,NA,"33284","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:13:34-03","MBM","MBM","67130","PreservedSpecimen","Plantae","Arecaceae","Butia","eriospatha","Butia eriospatha","(Mart. ex Drude) Becc.",NA,NA,NA,NA,"Krapovickas, A.; et al.; et al.","33704","1978","02","17","Brazil","Santa Catarina","Ponte Serrada","10km E de Ponte Serrada","-52.0158004760742","-26.8717002868652",NA,NA,NA,NA,"MBM067130",NA,NA,NA,"Southern America",NA,NA,"31911","auto",NA,NA,NA,NA,NA,NA
