"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","identifiedBy","infraspecificEpithet","typeStatus","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","4124021","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","M. H. Nee","50196","1999","10","17","South America","Bolivia","Parque Nacional Amboró, 0.5 - 1.5 km N of Campamento Mataracú","375","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442811' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124021",NA,"Santa Cruz","Ichilo","-63.87","-17.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","559693","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","B. Øllgaard","10197","1976","10","20","South America","Ecuador","Baeza. Approx. 1 km SW of the village","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526492' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559693","NY00559693_01","Napo",NA,"-77.88","-0.47","2000","R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","559690","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. J. Dorr","5708A","1988","06","26","South America","Venezuela","South west of Carrizal (La Escaza on maps) on the south bank of the Rio Canagua. Parque Nacional Sierra Nevada",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559690","NY00559690_01","Barinas","Pedraza","-70.77","8.65",NA,"R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4124020","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","M. H. Nee","51550","2000","11","20","South America","Bolivia","6 km SW of Villa San Germán, south side of Río Moile, opposite Campamento Moile of Parque Nacional Amboró","275","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442810' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124020",NA,"Santa Cruz","Ichilo","-64.13","-17.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4124023","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","P. C. D. Cazalet","7520","1962","02","16","South America","Ecuador","Santiago-Zamora: Taisha","457","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442813' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124023","NY04124023_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4123997","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. B. Holm-Nielsen","6963","1973","06","06","South America","Ecuador","1 km E of the oil pump station on road Papallacta-Baeza. Gallery vegetation along Rio Papallacta","2050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442762' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123997","NY04123997_01","Napo",NA,"-78","-0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4123988","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","T. B. Croat","95727","2006","03","11","South America","Ecuador","Maquipucuna Reserve, vicinity of Nanegal 6.7 kn NE of Nanegalito-Nanegal Road (turnoff ca. km S of Nanegal), 19 km N of Nanegalito, along main trail to the summit","1331","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442753' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123988","NY04123988_01","Pichincha",NA,NA,NA,"1431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4123986","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","J. M. Schunke-Vigo","9692","1977","06","12","South America","Peru","Distrito: Alonso de Alvarado. San Juan de Pacaizapa, km 72 carretera Tarapoto-Moyobamba","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442751' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123986",NA,"San Martín","Lamas",NA,NA,"1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00559695","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","C. W. Mosén","1653","1874","04","20","South America","Brazil","Caldas",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559695","NY00559695_01","Minas Gerais","Caldas","-46.3858","-21.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4124013","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","J. A. Steyermark","101538","1968","03","29","South America","Venezuela","Reserva Forestal San Camilo: Selva siempreverde a lo largo de la Quebrada de El Dique, al suroeste del caserío San Camilo (El Nula)","250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442803' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124013",NA,"Apure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4124015","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","H. H. Rusby","2210","1885",NA,NA,"South America","Bolivia","Yungas.","1829","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442805' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124015",NA,"La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-29 14:35:00-03","NY","NYBG","776819","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia",NA,"M. Borgo","226","1998","10","12","South America","Brazil","Parque Estadual Pico do Marumbi",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526489' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776819","NY00776819_01","Paraná","Morretes","-48.9","-25.43",NA,"M. Borgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4123979","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. J. Dorr","5129","1988","05","12","South America","Venezuela","Above Mesa Arriba, between Pico de Jabon & Páramo de Turmal. SE of Laguna de Turmal. 12 km SE of Carche","2550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442744' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123979",NA,"Trujillo","Carache","-70.15","9.58","2600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","559692","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","T. W. Henkel","946","1993","01","26","South America","Guyana","Pakaraima Mts., Cipo Mtn., ca. 2 km from summit escarpament, headwaters Cipo Creek","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559692","NY00559692_01","Potaro-Siparuni",NA,NA,NA,"1000","A. R. A. Görts-van Rijn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4123993","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","J. W. Grimes","2498","1984","06","20","South America","Ecuador","7 kms west of El Playon de San Francisco on road to Julio ANdrade","2900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442758' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123993","NY04123993_01","Imbabura",NA,NA,NA,"3000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1552778","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","R. Callejas Posada","3976","1987","06","10","South America","Colombia","Mun. Jardín: 2 km N de Jardín, vía a Morro Amarillo, Alto de las Flores.","2220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1266713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552778","NY01552778_01","Antioquia",NA,"-75.8","5.67",NA,"G. Mathieu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4123998","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. B. Holm-Nielsen","6957","1973","06","06","South America","Ecuador","1 km E of the oil pump station on road Papallacta-Baeza. Gallery vegetation along Rio Papallacta","2050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442763' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123998","NY04123998_01","Napo",NA,"-78","-0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","04123976","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","R. Vásquez","1126","1980","12","22","South America","Peru","Recreo: Río Maniti, NE of Iquitos","115","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442741' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123976",NA,"Loreto","Maynas","-72.83","-3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4124011","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. C. M. Croizat","1015","1951","07",NA,"South America","Venezuela",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442801' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4124016","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","H. H. Rusby","327","1921","08","22","South America","Bolivia","Vic. Bopi River Valley","914","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442806' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4124026","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","R. L. Liesner","10870","1981","03","20","South America","Venezuela","ca 35 km SSE of San Cristóbal. La Buenaña, 6-12 km W of Quebrada Colorado","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442816' target='other'> <mi>dwc_moreinfo</mi></a>","NY04124026",NA,"Táchira",NA,"-72.15","7.47","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-29 22:49:00-03","NY","NYBG","00956998","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia",NA,"F. C. Hoehne","s.n.","1927","04","21","South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084531' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956998","NY00956998_01","Minas Gerais","Paraisópolis","-45.7797","-22.5544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4123989","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. B. Holm-Nielsen","24490","1980","07","21","South America","Ecuador","Road Nanegalito - Pacto. Archaeological site at Tulipe","1550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442754' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123989","NY04123989_01","Pichincha",NA,"-78.72","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01546177","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","R. Callejas Posada","7769(7)","1989","04","07","South America","Colombia","Corregimiento Encarnación, sitio El Río 1 hora de camino del Páramo de Frontino, bosque húmedo montano.","3120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1779703' target='other'> <mi>dwc_moreinfo</mi></a>","NY01546177","NY01546177_01","Antioquia","Urrao","-76.77","6.45",NA,"R. Callejas Posada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4123990","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","A. Freire Fierro","1189","1989","02","28","South America","Ecuador","Parroquia El Triunfo. Secto El Arenal","2560","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442755' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123990","NY04123990_01","Tungurahua",NA,"-78.23","-1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4123980","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia","(L.) Kunth","L. C. M. Croizat","1007","1951","07",NA,"South America","Venezuela",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4442745' target='other'> <mi>dwc_moreinfo</mi></a>","NY04123980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-29 22:49:00-03","NY","NYBG","00956999","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","quadrifolia","Peperomia quadrifolia",NA,"F. C. Hoehne","s.n.","1927","04","21","South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084536' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956999","NY00956999_01","Minas Gerais","Paraisópolis","-45.7797","-22.5544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
