"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","locality","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","626012","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"H. F. L. Filho","163","1967","10","09","Brazil","São Paulo","Campinas","-47.06","-22.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626012","NY00626012_01","Magnoliophyta","Caryophyllales","South America","sheet","Próximo ao Aeroporto de Viracopos.",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","687210","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. Koscinsky",NA,NA,NA,"M. Koscinsky","s.n.","1936","08","21","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687210","NY00687210_01","Magnoliophyta","Caryophyllales","South America","sheet","Sta. Izabel",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","626010","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"R. Reitz","2á409","1954","01","10","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"60","60","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626010","NY00626010_01","Magnoliophyta","Caryophyllales","South America","sheet","Luis Alves.",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00626029","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"Y. E. J. Mexia","4444","1930","03","09","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"720","720","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626029","NY00626029_01","Magnoliophyta","Caryophyllales","South America","sheet","Road to Barroso; near km 15.",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","626002","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. Kuhlmann",NA,NA,NA,"M. Kuhlmann","s.n.","1936","08","21","Brazil","São Paulo","Santa Isabel","-46.22","-23.31",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626002","NY00626002_01","Magnoliophyta","Caryophyllales","South America","sheet","Proximo á Villa.",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","687209","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. Koscinsky",NA,NA,NA,"M. Koscinsky","s.n.","1933","08",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687209","NY00687209_01","Magnoliophyta","Caryophyllales","South America","sheet","Serra da Cantareira",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01091221","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","O. Kosovsky",NA,NA,NA,"W. W. Thomas","12359","2001","03","18","Brazil","Bahia","Itanhém","-40.4214","-17.1325",NA,NA,"260","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153755' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091221","NY01091221_01","Magnoliophyta","Caryophyllales","South America","sheet","Fazenda Pedra Grande, 16.2 km west of Itanhém on road to Batinga, then 0.6 km north to Fazenda (owner Otevaldo Resende da Silva)",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","626016","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"R. Reitz","2257","1954","11","05","Brazil","Santa Catarina","Itajaí","-48.941177","-26.748537",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626016","NY00626016_01","Magnoliophyta","Caryophyllales","South America","sheet","Braço Joaquim, Luis Alves.",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00978664","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"E. P. Heringer","956","1944","02","28","Brazil","Minas Gerais","Coronel Pacheco","-43.2656","-21.5881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061546' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978664","NY00978664_01","Magnoliophyta","Caryophyllales","South America","sheet","Coronel Pacheco, Estação Experimental",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","626017","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"E. Pereira","5657","1961","02","11","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626017","NY00626017_01","Magnoliophyta","Caryophyllales","South America","sheet","Jacarepaguá, Estr. da Boiuna.",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00859296","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"Y. E. J. Mexia","4358","1930","02","16","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859296","NY00859296_01","Magnoliophyta","Caryophyllales","South America","sheet","Road to São Miguel, near km. 11.",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","626011","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","290","1949","12","30","Brazil","Santa Catarina","Brusque","-48.9","-27.1",NA,NA,"50","50","Flôr da mesma árvore sob R. Klein nr. 288 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626011","NY00626011_01","Magnoliophyta","Caryophyllales","South America","sheet","Mata do Hoffman.",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","626004","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"J. de C. Novaes","s.n.",NA,NA,NA,"Brazil","São Paulo","Campinas","-47.06","-22.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626004","NY00626004_01","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01093240","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","H. C. de Lima",NA,NA,NA,"H. C. de Lima","3043","1987","06","29","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Collection information is missing from the label. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093240","NY01093240_01","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","626008","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"R. Reitz","1.563","1954","03","01","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626008","NY00626008_01","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","626009","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"R. M. Klein","1á183","1955","03","10","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626009","NY00626009_01","Magnoliophyta","Caryophyllales","South America","sheet","Cunhas.",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","626014","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","J. G. Rohwer",NA,NA,NA,"E. Pereira","5657","1961","02","11","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626014","NY00626014_01","Magnoliophyta","Caryophyllales","South America","sheet","Jacarepaguá, Estr. da Boiuna.",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","626006","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"M. Koscinsky","s.n.","1933","08",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626006","NY00626006_01","Magnoliophyta","Caryophyllales","South America","sheet","Serra da Cantareira. Ex. 1° Secçao Botanica e Agronomia do Instituto Biologico.",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","687211","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","I. Cordeiro",NA,NA,NA,"I. Cordeiro","1251","1994","01","12","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687211","NY00687211_01","Magnoliophyta","Caryophyllales","South America","sheet","Capital, Interlagos, SESC Interlagos.",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","626208","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M. Kuhlmann",NA,NA,NA,"M. Kulhmann","663","1943","04","08","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626208","NY00626208_01","Magnoliophyta","Caryophyllales","South America","sheet","Monte Alegre. Fazenda Sta. Izabel.",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02433533","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"F. C. Hoehne",NA,"1943","10","12","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2663153' target='other'> <mi>dwc_moreinfo</mi></a>","NY02433533","NY02433533_01","Magnoliophyta","Caryophyllales","South America","sheet",NA,"23900","auto",NA,NA,NA,NA,NA
"32","2021-02-18 09:30:26-03","UNESP-IBB","BOTU","32262","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"Castello, A.C.D.","43","2014","11","25","Brasil","São Paulo","Pardinho",NA,NA,"9999","9999",NA,NA,NA,"BOTU032262",NA,NA,NA,NA,NA,"Fazenda Águas de Janeiro",NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:31:53-03","UFRJ","RFA","8793","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","glaziovii","Seguieria glaziovii","Briq.","G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Árvore de 6 m, flor esverdeada, possui espinhos","RFA47967",NA,NA,NA,NA,NA,"Sitio do Belizario","55154","auto",NA,NA,NA,NA,NA
"34","2020-06-29 11:31:53-03","UFRJ","RFA","39765","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"R. Finotti; J. Caruzo","360","2007","09","14","Brasil","Rio de Janeiro","Guapimirim","-42.8375","-22.541667","42º50'15''W","22º32'30''S","50","50","Arvoreta de 18 metros de altura e PAP de 95,4cm","RFA24793",NA,NA,NA,NA,NA,"Interior de fragmento florestal de propriedade do Sr. Eli, Areal Santa Helena",NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:20:36-03","UFRJ","RFA","26621","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"F. M. de B. Pereira","37/61","2001","01","07","Brasil","Rio de Janeiro","Sapucaia","-42.843889","-22.073889","42º50'38''W","22º4'26''S",NA,NA,"Arbusto, 3m de altura, 15cm de DAP, folha verde e flor branca.","RFA42489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:20:36-03","UFRJ","RFA","26873","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"A. Quinet","dez-73","2001","02","17","Brasil","Rio de Janeiro","Nova Friburgo","-42.3825","-22.373333","42º22'57''W","22º22'24''S",NA,NA,"Arvore, 5m de altura, 50cm de DAP e fruto alado verde.","RFA42487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:36-03","UFRJ","RFA","26982","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","M.J.Braga",NA,NA,NA,"Flavio Britto Pereira","nov-77","2001","03","02","Brasil","Minas Gerais","Itamonte","-44.681667","-22.266944","44º40'54''W","22º16'1''S",NA,NA,"Arvore, 19m de altura, 18cm de DAP, flor branca e rara no local.","RFA42488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:53-03","UFRJ","RFA","36423","PreservedSpecimen","Plantae","Petiveriaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","R. G. Udulutsch; P. Dias","2005",NA,NA,"W. Hoehne",NA,"1941","01",NA,"Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,"Árvore","RFA23241",NA,NA,NA,NA,NA,"Prope Jundiaí","17840","auto",NA,NA,NA,NA,NA
"39","2021-03-30 12:46:44-03","EAO","IAN","103944","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Rohwer","1982",NA,NA,"Filho, AM","98","1958","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Árvore cerca de 15m de altura x 0,25 de diâmetro; flores alvas.","IAN103944",NA,"Dicotiledônea",NA,"Southern America",NA,"Parque Nacional, serra dos Órgãos, área do jardim Talhão 14, em frente a casa 1.",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:46:44-03","EAO","IAN","103945","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Rohwer","1982",NA,NA,"Filho, AM","92","1958","01",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Árvore cerca de 15m de altura x 0,30 de diâmetro; flores alvas.","IAN103945",NA,"Dicotiledônea",NA,"Southern America",NA,"Parque Nacional, serra dos Órgãos, área do jardim Talhão 14, em frente a casa 1.",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:46:44-03","EAO","IAN","93384","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Rohwer","1982",NA,NA,"Glaziou, AFM","13125",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093384",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:46:44-03","EAO","IAN","94377","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Rohwer","1982",NA,NA,"Glaziou, AFM","8289","1907",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"IAN094377",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:46:44-03","EAO","IAN","94379","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Rohwer","1982",NA,NA,"Glaziou, AFM","13126",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN094379",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:22:34-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","glaziovii","Seguieria glaziovii","Briq.","Hatschbach, G","2005",NA,NA,"Silva, JM; Pinto, ES; Poliquesi, CB","4526","2005","11","24","Brasil","Paraná","Bocaiúva do Sul","-49.1","-25.2","-49.1","-25.2",NA,NA,"8 m. Flor creme.; dos pastos.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"Pacas",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:22:34-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Marchioretto, MS","1993","06",NA,"Costa, AL","s/n","1975","02","10","Brasil","Bahia","Caatiba","-40.4","-14.966667","-40.4","-14.966667",NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"Sudoeste, Fazenda Bom Jardim",NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:22:34-03","UFBA","ALCB","15349","PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.",NA,NA,NA,NA,"Gusmão, EF de","284","1976","03","03","Brasil","Minas Gerais","Pedra Azul","-41.2971992492676","-16.0053005218506",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"39993","auto",NA,NA,NA,NA,NA
"47","2019-10-09 11:22:34-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Phytolaccaceae","Seguieria","langsdorffii","Seguieria langsdorffii","Moq.","Dias, P; Udulutsch, RG","2005",NA,NA,"Hoehne, W","s/n","1941","01",NA,"Brasil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,"17840","auto",NA,NA,NA,NA,NA
