"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","dayIdentified","fieldNumber","typeStatus","previousCatalogNumber"
"11","2019-12-04 15:24:39-03","PUCPR","HUCP","5313","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Brenner, MT","007","1983","10","12",NA,"Brasil","Paraná","Curitiba","Ahú de Baixo","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00005956","HUCP00005956",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:24:39-03","PUCPR","HUCP","5314","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Rubia, AF","003","1982","09","10",NA,"Brasil","Paraná","Curitiba","Avenida Silva Jardim, N° 1367.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-04 15:24:39-03","PUCPR","HUCP","5308","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Alves, JA","020","1983","09","27",NA,"Brasil","Paraná","Curitiba","Boa Vista, Rua Holanda, N° 302.","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006034","HUCP00006034",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:24:39-03","PUCPR","HUCP","5310","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Luz, MB","008","1982","10","31",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,"HUCP00005957","HUCP00005957",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:24:39-03","PUCPR","HUCP","6729","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Jaszczerski, JC; Silva, CBX","Salles, APR","002","1989","08","29",NA,"Brasil","Paraná","Curitiba","Avenida Água Verde","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00005817","HUCP00005817",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:24:39-03","PUCPR","HUCP","5306","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Rubia, QF","003","1982","09","10",NA,"Brasil","Paraná","Curitiba","Avenida Silva Jardim, N° 1367.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:24:39-03","PUCPR","HUCP","5304","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Armstrong, HR","001","1982","10","01",NA,"Brasil","Paraná","Curitiba","Cajuru, Rua Guilherme Born, N° 45.","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006021","HUCP00006021",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:24:39-03","PUCPR","HUCP","5305","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Loureiro, CC","005","1982","10","09",NA,"Brasil","Paraná","Curitiba","Jardim Social","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006166","HUCP00006166",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:24:39-03","PUCPR","HUCP","5303","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Guzzoni, MA","009","1982","10","20",NA,"Brasil","Paraná","Curitiba","Rua Lamenha Lins, N° 2178.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:24:39-03","PUCPR","HUCP","5311","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Kock, RC","006","1986","07","20",NA,"Brasil","Paraná","Curitiba","Seminário","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006147","HUCP00006147",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:24:39-03","PUCPR","HUCP","6730","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Jaszczerski, JC","Dagoberto, Jr","003","1992","04","22",NA,"Brasil","Paraná","Curitiba","Campus da PUC","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-27 11:21:59-03","PUCPR","HUCP","5309","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Koproviski, R","006","1982","10","12",NA,"Brasil","Paraná","Curitiba","Capanema","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006086","HUCP00006086",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:24:39-03","PUCPR","HUCP","5302","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Rampello, R","005","1989","10","06",NA,"Brasil","Paraná","Curitiba","Rua Francisco Torres, N° 598.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:24:39-03","PUCPR","HUCP","5307","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Pereira, JIR","002","1982","08","23",NA,"Brasil","Paraná","Curitiba","Rua Princesa Isabel, N° 847.","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00005832","HUCP00005832",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:24:39-03","PUCPR","HUCP","5312","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Bagatem, EM","004","1986","08","25",NA,"Brasil","Paraná","Curitiba","Vila Fanny","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00006199","HUCP00006199",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:24:39-03","PUCPR","HUCP","5301","S","Plantae","Eudicotiledonea",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees.","Acra, LA","Leoni, VB","016","1983","10","09",NA,"Brasil","Paraná","Lapa","Rua Hipólito Alves de Araújo, N° 181.","-49.7158012390137","-25.7696990966797",NA,NA,"HUCP00006073","HUCP00006073",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-29 18:02:02-03","CPAN-UFMS","COR","18024","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","P. Acevedo-Rdgz.","P. Acevedo Rodriguez; M. R. Pace, M. Farinaccio and J. T. Rodrigues","16763","2017","09","07",NA,"Brasil","Mato Grosso do Sul","Corumbá","Vicinity of crossing point to Puerto Quijarro, Bolivia, on military grounds south of road Ramon Gomes.","-57.705","-19.028889",NA,"Bracts green; calyx green; corolla white with purplish lines. Habito: Erect herb",NA,NA,"98","98","2017",NA,NA,NA,"57º42'18''W","19º1'44''S",NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:29:50-03","NBC","NL-BOTANY","L.2842582","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Herzog T",NA,"1910","11","01","Southern America","Bolivia",NA,NA,"Plantae in itinere secundo per Boliviam lectae. Haufiges Kraut in Hortswald bei Villa Montes (R. Pilcomayo).",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2842582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2842582","NL-L2842582",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:29:50-03","NBC","NL-BOTANY","L.2842583","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Hatschbach GG",NA,"1967","08","24","Southern America","Brazil",NA,NA,"Rio Ivai (Mun. Terra Roxa) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2842583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2842583","NL-L2842583",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 09:29:50-03","NBC","NL-BOTANY","U.1056910","PreservedSpecimen","Plantae",NA,"Lamiales","Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Lindeman JC; Haas JH de",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasiliae Australis. Est. Paraná. Parque Nacional do Iguaçu, forest on high bank of Rio Iguaçu E of road to Capanema.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1056910 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1056910","NL-U1056910",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-11-04 10:58:47-03","ESALQ","ESA","60742","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.C.","Hatschbach, G. et al.","65328.0","1996","09","22",NA,"Brasil","Paraná","Foz do Iguaçu",NA,"-54.5881004333496","-25.5478000640869",NA,NA,"ESA060742",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:22:24-03","CPAP","CPAP","10160","PreserverdSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees",NA,"Cervi, A. C.","3438","1991","10","19",NA,"Brasil","PR","Foz do Iguaçu&nf;ag","Trilha do Macuco, Parque do Iguaçu",NA,NA,NA,"Erva ereta. FLOR: rósea. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001491","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","D.C. Wasshausen","J. M. Silva; A. Soares & W. Maschio","3015","1999","8","28",NA,"Brazil","Parana",NA,"Area Ecologica da Copel (Mun. Cruzeiro do Iguacu) Parana","-53.142464","-25.62438",NA,"1491; Erva terricola, flor alvacenta. Floresta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-01-17 11:25:48-02","PUCRS","MPUC","12287","S","Plantae",NA,"Lamiales","Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","M. Sobral",NA,NA,"1996","10","28","South America","Brasil","RS","Três Forquilhas","Cascata da Pedra Branca","-50.0643997192383","-29.5368995666504",NA,"Serra Geral, Mata AtlÂntica",NA,NA,NA,NA,NA,"22285","auto",NA,NA,NA,"Magnoliopsida","1",NA,NA,NA,NA
"35","2021-03-16 17:52:40-03","UCS","HUCS","23877","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Ribas, O.S.","Ribas, O.S.","5509","2003","10","15",NA,"Brasil","Paraná","São Pedro do Ivaí","Fazenda Barbacena","-51.8563995361328","-23.8652992248535",NA,"Herbário MBM &nf;erva flor lilás rosada pálida; Floresta Estacional Semidecídua","HUCS006461",NA,NA,NA,"2003","16604","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-04-27 16:08:26-03","UFES","VIES","35586","S","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","M.R.V. Zanatta","Manhães, V.C.","291","2013","01","26",NA,"Brasil","Espírito Santo","Jerônimo Monteiro",NA,"-41.3950004577637","-20.789400100708",NA,NA,"VIES035586","VIES035586",NA,NA,"2016","14151","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:38:06-03","UTFPR","HCF","17707","S","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","J. Cordeiro","M.G. Caxambu","6766","2015","08","14",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, próximo às","-54.4675","-25.628639",NA,"erva ca. 0,08 m, heliófita. Flores com cálice verde e corola rosa.",NA,NA,"185","185","2016",NA,NA,"03","54°28'03 W","25°37'43,1 S",NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:38:06-03","UTFPR","HCF","14871","S","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","J. Cordeiro","E.L. Siqueira","1109","2014","08","27",NA,"Brasil","PR","Fênix","Estação Ecológica Municipal de Fênix","-52.074139","-23.966333",NA,"erva ca. 0,20 m, semi-ciófila. Flores lilás.",NA,NA,"382","382","2014",NA,NA,NA,"52°04'26,9 W","23°57'58,8 S",NA,NA,NA,NA,NA,NA
"39","2019-08-16 08:38:06-03","UTFPR","HCF","15150","S","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","J. Cordeiro","E.L. Siqueira","1263","2014","10","16",NA,"Brasil","PR","Fênix","Estação Ecológica Municipal de Fênix","-52.085556","-23.9715",NA,"erva ca. 0,20 m, ciófila. Flores lilases.",NA,NA,"362","362","2014",NA,NA,NA,"52°05'08 W","23°58'17,4 S",NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:38:06-03","UTFPR","HCF","27531","S","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","D. Wasshausen","G. Hatschbach","76155","2003","10","11",NA,"Brasil","MS","Bonito","Rodovia MS-345. Bonito-Anastácio, próxi","-56.4818992614746","-21.1210994720459",NA,"flor lilás. Interior da mata.",NA,NA,NA,NA,"2005","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-16 08:38:06-03","UTFPR","HCF","23494","S","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","C. Kameyama","O.S. Ribas","7400","2006","10","03",NA,"Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.5881004333496","-25.5478000640869",NA,"erva, flor lilás-pálida. Margem do caminho. Floresta Estacional Semidecidual.",NA,NA,NA,NA,"2009","39570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:11:09-03","MBM","MBM","287950","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76155","2003","10","11","Southern America","Brazil","Mato Grosso do Sul","Bonito","Anastácio, Próximo da fazenda Serra Verde.","-56.4818992614746","-21.1210994720459",NA,"Erva, flor lilás.","MBM287950","MBM287950",NA,NA,"2005","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:11:09-03","MBM","MBM","301278","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Kameyama, C.","Barboza, E.; Costa, E.F.; Costa, E.F.","980","2004","08","22","Southern America","Brazil","Paraná","Céu Azul","Parque Nacional do Iguaçu","-53.8485984802246","-25.1466999053955",NA,"Erva, flor lilás.","MBM301278","MBM301278",NA,NA,"2009","51148","auto","05",NA,NA,NA,NA,"28",NA,NA,NA
"44","2020-12-21 16:11:09-03","MBM","MBM","7433","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.; Wasshausen, D.; Wasshausen, D.","16966","1967","08","24","Southern America","Brazil","Paraná","Cianorte","Barra São Tomé, Fazenda Lagoa.","-52.6049995422363","-23.6632995605469",NA,NA,"MBM007433","MBM007433",NA,NA,"1969","32009","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:11:09-03","MBM","MBM","243577","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Noblick, L.R.","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","3015","1999","08","28","Southern America","Brazil","Paraná","Cruzeiro do Iguaçu","Área ecológica da Copel.","-53.127799987793","-25.6156005859375",NA,"Erva, flor lilás.","MBM243577","MBM243577",NA,NA,"2000","12520","auto","07",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:11:09-03","MBM","MBM","114698","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","50632","1986","10","12","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional, Estrada para o Poço Preto.","-54.5881004333496","-25.5478000640869",NA,"Flor lilás.","MBM114698","MBM114698",NA,NA,"1987","39570","auto","07",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:11:09-03","MBM","MBM","3883","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.","17084","1967","08","29","Southern America","Brazil","Paraná","Santa Isabel do Ivaí",NA,"-53.1967010498047","-23.002799987793",NA,"Flor lilás.","MBM003883","MBM003883",NA,NA,"1972","29509","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:11:09-03","MBM","MBM","7424","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Wasshausen, D.","Hatschbach, G.; Wasshausen, D.; Wasshausen, D.","16933","1967","08","24","Southern America","Brazil","Paraná","Terra Roxa","Rio Ivai","-54.0969009399414","-24.1567001342773",NA,"Flor lilás com nervuras escuras.","MBM007424","MBM007424",NA,NA,"1969","29144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:11:09-03","MBM","MBM","409121","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandiocannum","Stenandrium mandiocannum","Ness","Cordeiro, J.","Caxambu, M.G.; Siqueira, E.L.; Araújo, C.C. de; Siqueira, E.L.; Araújo, C.C. de","6766","2015","08","14",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Próximo às margens da BR-469.","-54.4675","-25.628639",NA,"Erva ca. 0,08 m, heliófita. Flores com cálice verde e corola rosa.; Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","MBM409121","MBM409121","185","185","2016",NA,NA,"03","-54.4675","-25.628639",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:11:09-03","MBM","MBM","106027","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Stenandrium","mandioccanum","Stenandrium mandioccanum","Nees","Ezcurra, C.","Buttura, A.","674","1981","09","18","Southern America","Brazil","Paraná","Candido Rondon","Corrego Alegre",NA,NA,NA,"Flor lilás.","MBM106027","MBM106027",NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
