"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","class","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","individualCount","fieldNumber"
"22","2019-08-27 13:33:08-03","IAP","PACA-AGP","30557","PreservedSpecimen","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","(Lindl.) Stapf","Emrich-Rambo","Reitz, R.","1944","04","01","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,NA,NA,"Habitat: in arenosis incultis Fenofase: flor e fruto","PACA030557",NA,"1268",NA,NA,NA,"Magnoliophyta","Scrophulariales","1954","Magnoliatae","19353","auto","08","25",NA,NA
"23","2019-08-27 13:33:08-03","IAP","PACA-AGP","57550","PreservedSpecimen","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","(Lindl.) Stapf","Emrich-Rambo","Pivetta","1953","11","10","Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"Habitat: in incultis Fenofase: flor","PACA057550",NA,"687",NA,NA,NA,"Magnoliophyta","Scrophulariales","1957","Magnoliatae","36807","auto","05","13",NA,NA
"24","2019-08-27 13:33:08-03","IAP","PACA-AGP","82177","PreservedSpecimen","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","(Lindl.) Stapf",NA,"Sehnem, A.","1951","02","15","Brasil","RS","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,"550","550","Habitat: in agro","PACA082177",NA,"5605",NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,"Magnoliatae","21601","auto",NA,NA,NA,NA
"25","2019-08-27 13:33:08-03","IAP","PACA-AGP","28495","PreservedSpecimen","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","(Lindl.) Stapf","Emrich-Rambo","Rambo, B.","1945","03",NA,"Brasil","RS","Nonoai","ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"Sem material Habitat: in incultis Fenofase: flor e fruto","PACA028495",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","1954","Magnoliatae","35080","auto","08","24",NA,NA
"26","2019-08-27 13:33:08-03","IAP","PACA-AGP","1081","PreservedSpecimen","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","(Lindl.) Stapf","Emrich-Rambo","Rambo, B.","1935","01","02","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: in horto Fenofase: flor","PACA001081",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","1954","Magnoliatae","27350","auto","08","24",NA,NA
"27","2019-08-27 13:33:08-03","IAP","PACA-AGP","39670","PreservedSpecimen","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","(Lindl.) Stapf","Emrich-Rambo","Rambo, B.","1949","01","05","Brasil","RS","Porto Alegre","Cristal","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Sem material Habitat: in arenosis ruderatis Fenofase: flor","PACA039670",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","1954","Magnoliatae","29946","auto","08","24",NA,NA
"28","2019-08-27 13:33:08-03","IAP","PACA-AGP","26134","PreservedSpecimen","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","(Lindl.) Stapf","Emrich-Rambo","Rambo, B.","1945","01",NA,"Brasil","RS","Quaraí","Fazenda do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Habitat: in incultis arenosis Fenofase: flor","PACA026134",NA,NA,NA,NA,NA,"Magnoliophyta","Scrophulariales","1954","Magnoliatae","74636","auto","08","24",NA,NA
"29","2019-11-21 14:41:22-03","UFJF","CESJ","40637","PreservedSpecimen","Plantae","Pedaliaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.","G. Hatschbach","L.T. Dombrowski","1988","01",NA,"Brasil","Paraná","Curitiba","Capão do Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Erva,flor creme; campo degradado.","CESJ040637",NA,"13608","América do Sul",NA,NA,"Angiosperma",NA,"2002",NA,"25180","auto",NA,NA,NA,NA
"30","2019-11-21 14:41:22-03","UFJF","CESJ","66833","PreservedSpecimen","Plantae","Pedaliaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.",NA,"H.A. Sato; A.M. González; R.M. Salas; A.A. Cabaña Fader","2012","01","20","Argentina","Jujuy","San Pedro","Rio Negro III","-64.898611","-24.084722","-64.898611","-24.084722","650","650","Lecho del rio, creciendo cerca de una tranquera con caballos. Hierba de 1m alt., muy ramificada, tallos suculentos y pegajosso, flores con corola blanco-cremoso y manchas en la garganta. Frutos inmaduros.","CESJ066833",NA,"318","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-01-17 11:25:58-02","PUCRS","MPUC","3205","S","Plantae","Martyniaceae","Proboscidea","lutea","Proboscidea lutea","Stapf","W. Kaercher",NA,"1970","12","07","Brasil","RS","Lajeado",".","-51.9647222","-29.45275","-51.9647222000","-29.4527500000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Lamiales","1970","Magnoliopsida",NA,NA,"01","01","1",NA
"32","2019-08-16 08:39:59-03","UTFPR","HCF","26163","S","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.","O.A. Guimarães","M.M. Reis",NA,NA,NA,"Brasil","SC","São Frncisco do Sul","Praia Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"1989",NA,NA,NA,"04","05",NA,NA
"33","2020-06-18 10:57:45-03","UFRRJ","RBR","20890","S","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.",NA,"A. Schinini","1977","02","10","Argentina","Corrientes - Dep. Capital","Corrientes - Dep. Capital",NA,NA,NA,NA,NA,NA,NA,NA,"RBR00020890",NA,"14150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:33:55-03","MBM","MBM","39068","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindley) van Eselt.",NA,"Cabrera, A.L.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM039068","MBM039068","24538","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:33:55-03","MBM","MBM","56067","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindley) van Eselt.",NA,"Schinini, A.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM056067","MBM056067","14150","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:33:55-03","MBM","MBM","144825","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindley) van Eselt.","Hatschbach, G.","Hatschbach, G.; Saldanha, J.; Saldanha, J.",NA,NA,NA,"Brazil","Paraná","Pinhão","Rio Iguaçu, próximo a barra do Rio Divisa","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,NA,"MBM144825","MBM144825","55252","Southern America",NA,NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA
"37","2020-12-21 16:39:19-03","MBM","MBM","74976","PreservedSpecimen","Plantae","Pedaliaceae","Ibicella","lutea","Ibicella lutea","(Lindley) van Eselt.","Barroso, G.M.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Contenda","Areia Branca dos Andrade","-49.5346984863281","-25.6756000518799",NA,NA,NA,NA,NA,"MBM074976","MBM074976","5159","Southern America",NA,NA,NA,NA,NA,NA,"22732","auto",NA,NA,NA,NA
"38","2020-12-21 16:33:55-03","MBM","MBM","267571","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindley) van Eselt.","Hatschbach, G.","Dombrowski, L.T.","1988","01",NA,"Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM267571","MBM267571","13608","Southern America",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"39","2020-12-21 16:33:55-03","MBM","MBM","251274","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindley) van Eselt.","Hatschbach, G.","Carneiro, J.",NA,NA,NA,"Brazil","Paraná","Jundiaí do Sul","Fazenda Monte Verdee","-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,"MBM251274","MBM251274","849","Southern America",NA,NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA
"40","2021-03-12 10:16:32-03","MNHN","RECOLNAT_MNHN_P","P02966894","PreservedSpecimen",NA,"Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.","Hevly","Hassler, E.","1905","1","1","Paraguai",NA,NA,"In viciniis Caaguazú.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02966894' target='other'> <mi>dwc_moreinfo</mi></a>","P02966894",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9145"
"41","2015-09-04 08:43:41-03","MNHN","RECOLNAT_MNHN_P","P02966895","PreservedSpecimen",NA,"Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.","Hevly","Orbigny, A.D. d'",NA,NA,NA,"Brésil",NA,NA,"près des lieux cultivés à St Nicolas (côte du Parana-Province de Buenos-ayres)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02966895' target='other'> <mi>dwc_moreinfo</mi></a>","P02966895",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Voyage de A. D'Orbigny dans l'Amérique Méridionale/100"
"42","2015-12-17 11:01:56-02","MNHN","RECOLNAT_MNHN_P","P02966891","PreservedSpecimen",NA,"Martyniaceae","Ibicella","nelsoniana","Ibicella nelsoniana","(Barb.Rodr.) Van Eselt.","Hevly","Balansa, B.","1875","1","1","Paraguay",NA,NA,"L´Assomption.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02966891' target='other'> <mi>dwc_moreinfo</mi></a>","P02966891",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"519"
"43","2020-12-11 11:37:59-03","UFMG","BHCB","29056","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:32-03","UFPR","UPCB","41301","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) van Eselt.","Krapovickas, A.","Krapovickas, A.","1999","03","20","Argentina","Santa Fé","Sunchales","Santa Fe, Sunchales",NA,NA,NA,NA,NA,NA,"Flores amarillas..",NA,NA,"47650",NA,NA,NA,NA,NA,"1999",NA,NA,NA,"01","01",NA,NA
"45","2021-02-11 17:19:32-03","UFPR","UPCB","15718","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) van Eselt.","Guimarães, O.A.","Sedoski, I.","1989","03","29","Brasil","Paraná","São José dos Pinhais","R. D. Margarida de Araujo Franco 1200","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Espontânea do quintal da residência, flor amarela, fruto cápsula apiculada..",NA,NA,NA,NA,NA,NA,NA,NA,"1989",NA,"45291","auto","03","31",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","2517055","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.",NA,"Gilbert",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gilbert 666","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-02-24 10:39:00-03","MO","MOBOT","100311254","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.","R.Liesner (MO)","Emilio A. Ulibarri","1989","3","24","Argentina","Santiago del Estero","Capital","Arenales, orilla del rio Dulce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ulibarri 1620","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2014-07-30 11:58:00-03","MO","MOBOT","100727390","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.",NA,"Fernando O. Zuloaga|Lone Aagesen|Diego L. Salariato|Christian A. Zanotti","2011","2","12","Argentina","San Juan","Jáchal","Ruta Nacional 40, de Jáchal a Huaco.","-68.5975","-30.1530556",NA,NA,"1100.00000000",NA,NA,NA,NA,"Zuloaga 12813","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2015-05-27 13:46:00-03","MO","MOBOT","100818474","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.",NA,"H. Sato|et al.","2012","1","20","Argentina","Jujuy","San Pedro","Río Negro III.","-64.8986111","-24.0169445",NA,NA,"650.00000000",NA,NA,NA,NA,"Sato 318","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2016-06-07 14:50:00-03","MO","MOBOT","100912809","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.","S. Torres Robles","S. Torres Robles|V. Trevisán","2002","2","22","Argentina","Buenos Aires","Ramallo","Reserva Municipal Ramallo.","-60.0575","-33.4463889",NA,NA,NA,NA,NA,NA,NA,"Torres Robles 766","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2018-06-08 14:20:00-03","MO","MOBOT","101049721","PreservedSpecimen","Plantae","Martyniaceae","Ibicella","lutea","Ibicella lutea","(Lindl.) Van Eselt.","R.L. Liesner (MO)","W.G. Herter",NA,NA,NA,"Uruguay","Montevideo",NA,"Atahualpa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herter 944a","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
