"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","infraspecificEpithet","individualCount","typeStatus","relatedCatalogItem"
"97","2015-09-05 11:21:38-03","MNHN","RECOLNAT_MNHN_P","P00758244","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia linearis","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00758244' target='other'> <mi>dwc_moreinfo</mi></a>","P00758244",NA,NA,"Benth.","Bentham",NA,NA,NA,"P00758244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C1 194","linearis",NA,NA,NA
"98","2015-09-04 02:20:31-03","MNHN","RECOLNAT_MNHN_P","P02912178","PreservedSpecimen",NA,"Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.",NA,"1965","11","8",NA,"Brasil","Parana","Parana, Ponta Grossa, Parque Vila Vehla","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02912178' target='other'> <mi>dwc_moreinfo</mi></a>","P02912178",NA,NA,"Vogel","Hatschbach","Ponta Grossa","-50.1618995666504","-25.0949993133545","P02912178_01",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,"13106",NA,NA,NA,NA
"99","2020-10-01 14:20:27-03","JBB","HEPH","22445","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Salles, AEH; et al.","4003","2006","02","24","Southern America","Brasil","Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília próximo a captação 1 da Caesb",NA,NA,NA,NA,"Dicotyledon","Fabales","Vogel","Aparecida-Silva, M","Brasília","-47.85","-15.866667",NA,"1025","1150",NA,NA,"2016","03","23",NA,"-47.85","-15.866667",NA,NA,NA,NA,NA
"100","2020-10-01 14:20:27-03","JBB","HEPH","31645","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Gouvêa, APML; Chacon, RG; Oliveira, RC; Sosin, J; Correia, LG","18","2016","01","13","Southern America","Brasil","Distrito Federal","Parque Ecológico Bernardo Sayão, Altura do conjunto 4-5 da QI 27, Lago Sul, à esquerda da DF-027 (EPJK - pista que dá acesso a ponte JK)",NA,NA,NA,NA,"Dicotyledon","Fabales","Vogel","Aparecida-Silva, M","Brasília","-47.816944","-15.8425",NA,"1087","1087",NA,NA,"2016","03","23",NA,"-47.816944","-15.8425",NA,NA,NA,NA,NA
"101","2020-12-11 11:36:23-03","UFMG","BHCB","198978","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Quaresma, AS; Mendes, MS","s.n.","2018","02","27","Southern America","Brasil","Minas Gerais","Antiga Estação Ferroviária Dom Bosco, Proximidades da Estação",NA,NA,"Coordenadas aproximadas.","BHCB198978","Dicotyledon",NA,"Vogel",NA,"Ouro Preto","-43","-20.436389",NA,NA,NA,NA,NA,"2018","03","10",NA,"-43","-20.436389",NA,NA,NA,NA,NA
"102","2020-12-11 11:36:23-03","UFMG","BHCB","44582","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hoehne, W","s.n.","1948","12","02","Southern America","Brasil","São Paulo",NA,NA,NA,"Campo seco","BHCB035916","Dicotyledon",NA,"Vogel",NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:36:23-03","UFMG","BHCB","32521","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G; Hatschbach, M; Silva, JM","64060","1996","01","14","Southern America","Brasil","Minas Gerais","Rodovia BR-050, próximo do Rio Tejuco",NA,NA,"Xilopodífera, ascendente, flor amerela; Campo cerrado","BHCB035899","Dicotyledon",NA,"Vogel",NA,"Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-12-11 11:36:23-03","UFMG","BHCB","40904","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Costa, LVC","s.n.","1998","01","20","Southern America","Brasil","Minas Gerais","UHE de Queimado.",NA,NA,NA,NA,"Dicotyledon",NA,"Vogel",NA,"Unaí","-46.9061012268066","-16.3575000762939",NA,NA,NA,"97926","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-11 17:19:05-03","UFPR","UPCB","27575","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","64060","1996","01","14",NA,"Brasil","Minas Gerais","BR 050, próximo do Rio Tejuco",NA,NA,"Xilopodífera, ascendente, flor amarela. Campo cerrado..",NA,NA,NA,"Vog.","Hatschbach, G.","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto","1996","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-11 17:19:05-03","UFPR","UPCB","30682","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Santos, E.P.","192","1996","11","07",NA,"Brasil","Paraná","Estrada Jaguariaíva - Sengés, mais ou menos 5km de Jaguariaíva.",NA,NA,"Subarbusto, ca. 60cm, com xilopódio, flor amarela. Campo limpo, da beira da estrada..",NA,NA,NA,"Vog.","Cervi, A.C.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto","1997","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-11 17:19:05-03","UFPR","UPCB","5188","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","13106","1965","11","08",NA,"Brasil","Paraná","Parque Vila Velha",NA,NA,"Do campo seco, flor amarela..",NA,NA,NA,"Vog.","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto","1965","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-11 17:19:05-03","UFPR","UPCB","8450","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","20464","1968","02","28",NA,"Brasil","Paraná","Rio do Sabiá",NA,NA,"Xilopodífera, flor amarela. Ereta, do campo seco, limpo..",NA,NA,NA,"Vog.","Burkart, A.","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto","1970","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-11 17:19:05-03","UFPR","UPCB","4877","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Hatschbach, G.","11866","1964","11","22",NA,"Brasil","Paraná","Rodovia do Café. Fazenda Rivadavia.",NA,NA,"Do campo seco, flor amarela..",NA,NA,NA,"Vog.","Hatschbach, G.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto","1964","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2010-10-07 15:39:00-03","MO","MOBOT","3213672","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 10811","1965","11","30","South America","Brazil","Goiás","Serra dos Pirineus. Locally frequent. Cerrado and gallery margin, ca. 15 km. S. of Corumbá de Goiás.",NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,"-49.0005972","-16.0009864",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2008-05-27 22:02:00-03","MO","MOBOT","3213951","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Gert G. Hatschbach","Hatschbach 36695","1975","5","22","South America","Brazil","Distrito Federal","Rod. GO-60, prox. Taguatinga. Campo cerrado.",NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2008-05-27 22:02:00-03","MO","MOBOT","3214141","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Per Dusén","Dusén 16223","1914",NA,NA,"South America","Brazil","Paraná","Jàguaríahyva app., in campo.",NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,NA,NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2012-12-20 10:13:00-02","MO","MOBOT","3214391","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Taxonomy Class of the Universidade de Brasilia","Taxonomy Class of the Universidade de Brasilia 263","1971","10",NA,"South America","Brazil","Distrito Federal","Brasília, disturbed cerrado.",NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,NA,NA,NA,"1000.00000000","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2009-12-04 21:27:00-02","MO","MOBOT","3214465","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Gert G. Hatschbach|Aurelio Schinini|J.M. Silva","Hatschbach 64568","1996",NA,NA,"South America","Brazil","Minas Gerais","Rod. BR-050, Km 118 (mun. Uberaba).",NA,NA,NA,NA,NA,NA,"Vogel","G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","3214604","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","* CAUDVILLE","CAUDVILLE s.n.","1862",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2011-06-27 08:43:00-03","MO","MOBOT","3214639","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Vogel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2008-05-27 22:02:00-03","MO","MOBOT","3215574","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Marina L. Fonseca","Fonseca 1419","1996",NA,NA,"South America","Brazil",NA,"Município de Niquelândia. Macedo. Ca. 3km a direita da mina de níquel. Solo laterítico. Relevo: plano.",NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,"-48.41916","-14.38666",NA,"1005.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","3215714","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Gert G. Hatschbach","Hatschbach 20464","1968","11","28","South America","Brazil","Paraná","Rio do Sabiá (mun. Jaguariaiva).",NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","3216066","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Howard S. Irwin","Irwin 25265","1970","1","24","South America","Brazil","Goiás","Contraforte Central. Serra do Facão. In dense clumps from woody base, to 50cm tall. Cerrado ca. 25km N.E. of Catalão.",NA,NA,NA,NA,NA,NA,"Vogel","M. Lavin",NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2009-07-17 14:12:00-03","MO","MOBOT","3218026","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11083","1965","12","7","South America","Brazil","Distrito Federal","Universidade de Brasília, cerrado.",NA,NA,NA,NA,NA,NA,"Vogel","Velva E. Rudd",NA,NA,NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2012-12-20 10:13:00-02","MO","MOBOT","3215845","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Taxonomy Class of the Universidade de Brasilia","Taxonomy Class of the Universidade de Brasilia 521","1977","11","16","South America","Brazil","Distrito Federal","South side of campus of Universidade de Brasília. (Wet season). Cerrado low-tree & scrub savanna (the natural vegetation here, with woody layer slightly opened by fires from the original tree & scrub woodland form). Burned last dry season.",NA,NA,NA,NA,NA,NA,"Vogel","G. Eiten",NA,"-47.85","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-06-22 14:18:05-03","UNESP-IBILCE","SJRP","13870","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Cremers G. & M. Hatschbach & et al.",NA,NA,NA,NA,"América do Sul","Brasil","Minas Gerais","próximo do Rio Tejuco",NA,NA,"Xilopodífera, ascendente, flor amarela.;",NA,"Tracheophyta","Fabales","Vogel","G. Hatschbach","Uberaba","-47.9319000244141","-19.7483005523682",NA,NA,NA,"73879","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"123","2017-11-24 14:10:56-02","UFLA","ESAL","4114","S","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Rosário",NA,NA,"sub-arbusto; 0,70; ;; cerrado",NA,NA,NA,"Vogel","J. Y. Tamashiro","Itumirim","-44.8711013793945","-21.3169002532959",NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2015-08-20 11:24:24-03","CPQBA","CPMA","1227","S","Plantae","Fabaceae¹","Poiretia","angustifolia","Poiretia angustifolia","Narciso/Franscisco",NA,"1982","07","06",NA,"Brasil","Minas Gerais",NA,NA,NA,"somente no herbário",NA,"Magnoliophyta","Fabales","Vog.",NA,"Uberlândia","-48.277222","-18.918611",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","48º 16' 38 W","18º 55' 07 S","CPQBA 769",NA,NA,NA,NA
"125","2020-09-12 05:00:02-03","US","US","2196040","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","A. Macedo","948","1947","2","7","South America","Brazil",NA,"Municipio Uberlandia, Mj [interpreted]",NA,NA,NA,"US02044147",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044147_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"126","2020-09-12 05:00:02-03","US","US","3076696","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach & Ramamoorthy","38032","1976","1","31","South America - Neotropics","Brazil","Goiás","Morrinhos, arredores",NA,NA,NA,"US02044135",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044135_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"127","2020-09-12 05:00:02-03","US","US","2755960","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","O. Handro","19","1948","11","28","South America - Neotropics","Brazil","São Paulo","S. paulo, Jabaquara",NA,NA,NA,"US02044146",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044146_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"128","2020-09-12 05:00:02-03","US","US","2581659A","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25573","1970","1","29","South America - Neotropics","Brazil","Minas Gerais","The Planalto do Brasil, Morro das Pedras, ca 26km N.E. of Patrocínio",NA,NA,NA,"US02044138",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044138_01","1000",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"129","2020-09-12 05:00:02-03","US","US","2427668","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","O. Handro","45309","1940","11","14","South America - Neotropics","Brazil","São Paulo","S. Paulo, Vila Morais",NA,NA,NA,"US02044148",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044148_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"130","2020-09-12 05:00:02-03","US","US","2581655A","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25265","1970","1","24","South America - Neotropics","Brazil","Goiás","The Planalto do Brasil, Contraforte Central, Serra do Facão, In dense clumps from woody base. Cerrado ca 25km N.E. of Catalão",NA,NA,NA,"US02044139",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044139_01","900",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"131","2020-09-12 05:00:02-03","US","US","2706956","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","20464","1968","11","28","South America","Brazil","Paraná","Rio do Sabia (mun. Jaguariaiva)",NA,NA,NA,"US02044140",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044140_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"132","2020-09-12 05:00:02-03","US","US","3561117","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","W. Hoehne","SPF 13213",NA,NA,NA,"South America - Neotropics","Brazil","São Paulo","Campo seco, S.P.",NA,NA,NA,"US02044145",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044145_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"133","2020-09-12 05:00:02-03","US","US","2532993","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","8654","1961","12","20","South America","Brazil","Paraná","Rod. Jaguariaiva-Senges",NA,NA,NA,"US02044144",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044144_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"134","2020-09-12 05:00:02-03","US","US","2984285","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Taxonomy Class of Univ. of Brasília","263","1971","10",NA,"South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,NA,"US02044137",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044137_01","1000","1100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"135","2020-09-12 05:00:02-03","US","US","1337201","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","A. Regnell","422","1848","11","29","South America - Neotropics","Brazil","Minas Gerais","Cidade de Uberava",NA,NA,NA,"US02044150",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044150_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"136","2020-09-12 05:00:02-03","US","US","2931910","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","44636","1982","3","11","South America - Neotropics","Brazil","Minas Gerais","Rod. BR-050 Rib. Agua Limpa (mun. Uberaba)",NA,NA,NA,"US02044132",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044132_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"137","2020-09-12 05:00:02-03","US","US","3357024","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","M. Fonseca, F. C. A. Oliveira, M. L. M. Azevedo & B. S. Barros","1419","1996","12","1","South America - Neotropics","Brazil","Goiás","Município de Niquelândia. Macedo. Ca 3km a direita da mina de níquel",NA,NA,NA,"US02044131",NA,"Rosales","Vogel",NA,NA,"-48.4192","-14.3867","US02044131_01","1005",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"138","2020-09-12 05:00:02-03","US","US","290374","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","E. Warming","s.n.",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais","Lagoa Santa",NA,NA,NA,"US02044151",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044151_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"139","2020-09-12 05:00:02-03","US","US","2563632","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","13106","1965","11","8","South America","Brazil","Paraná","Parque Vila Velha",NA,NA,NA,"US00766830",NA,"Rosales","Vogel",NA,NA,NA,NA,NA,"850",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"140","2020-09-12 05:00:02-03","US","US","2581643A","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin, R. Souza & R. Reis dos Santos","11083","1965","12","7","South America - Neotropics","Brazil","Distrito Federal","The Planalto do Brasil. Universidade de Brasília, cerrado",NA,NA,NA,"US02044141",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044141_01","975",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"141","2020-09-12 05:00:02-03","US","US","2744611","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","G. Hatschbach","31152","1973","1","11","South America","Brazil","Paraná","Paredão (mun. Jaguariaiva)",NA,NA,NA,"US02044136",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044136_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"142","2020-09-12 05:00:02-03","US","US","2755961","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","F. C. Hoehne","29805","1931","12","7","South America - Neotropics","Brazil","São Paulo","S. Paulo, Brooklin Paulista",NA,NA,NA,"US02044149",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044149_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"143","2020-09-12 05:00:02-03","US","US","2860531","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Taxonomy Class of Univ. of Brasília","521","1977","11","16","South America - Neotropics","Brazil","Distrito Federal","South side of campus of Universidade de Brasília",NA,NA,NA,"US02044134",NA,"Rosales","Vogel",NA,NA,"-47.85","-15.75","US02044134_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"144","2020-09-12 05:00:02-03","US","US","2965262","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","E. P. Heringer","18069","1980","1","12","South America - Neotropics","Brazil","Distrito Federal","DF, Luziania Co. (Margem da rodovia)",NA,NA,NA,"US02044133",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044133_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"145","2020-09-12 05:00:02-03","US","US","255323","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","Riedel, --","1553",NA,NA,NA,"South America","Brazil",NA,"In camp gramin [illegible text]",NA,NA,NA,"US02044152",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044152_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"146","2020-09-12 05:00:02-03","US","US","2581642A","PreservedSpecimen","Plantae","Fabaceae","Poiretia","angustifolia","Poiretia angustifolia","H. S. Irwin, R. Souza & R. Reis dos Santos","10811","1965","11","30","South America - Neotropics","Brazil","Goiás","The Planalto do Brasil. Serra dos Pirineus, Cerrado and gallery margin, ca 15 km S of Corumbá de Goiás",NA,NA,NA,"US02044142",NA,"Rosales","Vogel",NA,NA,NA,NA,"US02044142_01","1000",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"147","2020-09-02 16:28:11-03","Cenargen","CEN","106769","PreservedSpecimen","Plantae","Fabaceae Faboideae","Poiretia","angustifolia","Poiretia angustifolia","Francisco Ferreira de Miranda Santos","732","2018","07","14",NA,"Brasil","DF","Parque Ecológico Burle Marx, Asa Norte.","Unicata",NA,"Fruto quase maduro, cor de carne. Flora do Parque Ecológico Burle Marx (subsídio ao plano de manejo).","CEN00106769",NA,NA,"Vogel","F. F. M. Santos","BRASILIA","-47.906666","-15.739722","CEN00106769","1053","1053",NA,NA,"2018","07",NA,NA,"-47.906666","-15.739722",NA,NA,"1",NA,NA
"148","2020-09-02 16:28:11-03","Cenargen","CEN","98049","PreservedSpecimen","Plantae","Fabaceae Faboideae","Poiretia","angustifolia","Poiretia angustifolia","Inês Cordeiro","3425","2012","12","13",NA,"Brasil","GO","Parque Nacional das Emas, cerca de 47 km do portão do Jacuba.","Exsicatas",NA,"Folhas odoríferas, corola amarela. Doação Instituto de Botânica de São Paulo - Brasil.","CEN00098049",NA,NA,"Vogel","D. S. Gissi","MINEIROS","-52.965","-18.002222","CEN00098049",NA,NA,NA,NA,"2019","08",NA,NA,"-52.965","-18.002222",NA,NA,"1",NA,NA
"149","2020-09-02 16:28:11-03","Cenargen","CEN","15891","PreservedSpecimen","Plantae","Fabaceae Faboideae","Poiretia","angustifolia","Poiretia angustifolia","Efigênia de Melo","381","1990","10","27",NA,"Brasil","GO","Jardim Marajoara.","Exsicatas",NA,"Doação do Plantas do Brasil.","CEN00015891",NA,NA,"Vogel",NA,"LUZIANIA","-47.9502983093262","-16.2525005340576","CEN00015891",NA,NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"150","2020-09-02 16:28:11-03","Cenargen","CEN","40430","PreservedSpecimen","Plantae","Fabaceae Faboideae","Poiretia","angustifolia","Poiretia angustifolia","Marcus Vinicius Martins","49","1992","10","10",NA,"Brasil","GO","Loteamento Parque Alvorada I.","Exsicatas",NA,"Terreno de propriedade do coletor.","CEN00040430",NA,NA,"Vogel","J. F. B. Pastore","LUZIANIA","-47.9502983093262","-16.2525005340576","CEN00040430",NA,NA,"83221","auto","2003","08",NA,NA,"0.0","0.0",NA,NA,"2",NA,NA
