"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","locality","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","fieldNumber"
"18","2020-02-08 10:45:46-03","NBC","NL-BOTANY","U.1018692","PreservedSpecimen","Plantae",NA,"Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Herter WG",NA,"1936","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1018692 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1018692","NL-U1018692","Rio Grande do Sul. Sao Leopoldo.","Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:45:46-03","NBC","NL-BOTANY","U.1018693","PreservedSpecimen","Plantae",NA,"Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Rambo B",NA,"1950","11","08","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1018693 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1018693","NL-U1018693","Brasilia, RGS, Villa Manresa P. Porto Alegre.","Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:45:46-03","NBC","NL-BOTANY","U.1018694","PreservedSpecimen","Plantae",NA,"Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Herter WG",NA,"1935","09","29","Southern America","Uruguay",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1018694 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1018694","NL-U1018694","Dep de. SE Leopoldo.","Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:45:46-03","NBC","NL-BOTANY","U.1018695","PreservedSpecimen","Plantae",NA,"Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1018695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1018695","NL-U1018695","Rio Grnade do Sul.","Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:45:46-03","NBC","NL-BOTANY","U.1018696","PreservedSpecimen","Plantae",NA,"Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Rau W",NA,"1935","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1018696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1018696","NL-U1018696","Rio Grande do Sul.","Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:45:46-03","NBC","NL-BOTANY","WAG.1733037","PreservedSpecimen","Plantae",NA,"Salviniales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Pedersen TM",NA,"1979","11","30","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1733037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1733037","NL-WAG1733037","Rio Grande do Sul Pedro Osorio, muddy waterhole about 1 km east of the town.","Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:13:12-03","ESALQ","ESA","4867","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindmann",NA,"Viegas, A.P. ; Santoro, J.",NA,"1939","10","20",NA,"Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"ESA004867",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:35:40-03","IAP","PACA-AGP","101678","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Kieling ,M. A.","280","2005","10","12",NA,"Brasil","RS","São Lourenço",NA,NA,NA,NA,NA,NA,"PACA101678",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:35:40-03","IAP","PACA-AGP","115474","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Cassanego, M.B.B.","Cassanego, M.B.B.","1","2014","09","25",NA,"Brasil","RS","Nova Santa Rita","-51.303194","-29.843222",NA,NA,NA,"Habitat: aquático ou semiaquático","PACA115474",NA,NA,"Filicopsida",NA,NA,"2014","09","25","51º18'11,5W","29º50'35,6S",NA,NA,NA
"27","2019-08-27 13:35:40-03","IAP","PACA-AGP","118000","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Droste, A.","Lemos, V.K.",NA,"2017","12","06",NA,"Brasil","RS","Portão","-51.212417","-29.782194",NA,NA,NA,"Hábito: aquática","PACA118000",NA,"Socorro","Filicopsida",NA,NA,"2017","12","06","51º12'44.7''W","29º46'55.9''S",NA,NA,NA
"28","2019-08-27 13:35:40-03","IAP","PACA-AGP","118001","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Droste, A.","Lemos, V.K.",NA,"2017","12","06",NA,"Brasil","RS","Portão","-51.210944","-29.747833",NA,NA,NA,"Hábito: aquática","PACA118001",NA,"Rua Vereador Rodrigues da Rosa, Socorro","Filicopsida",NA,NA,"2017","12","06","51º12'39.4''W","29º44'52.2''S",NA,NA,NA
"29","2019-08-27 13:35:40-03","IAP","PACA-AGP","118002","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","Droste, A.","Lemos, V.K.",NA,"2017","12","13",NA,"Brasil","RS","Maquiné","-50.147222","-29.784111",NA,NA,NA,"Hábito: aquática","PACA118002",NA,"Fazenda Pontal, Rod. RS 407 km 2,5 - Rodovia Morro Alto/Capão da Canoa","Filicopsida",NA,NA,"2017","12","13","50º08'50.0''W","29º47'02.8''S",NA,NA,NA
"30","2019-08-27 13:35:40-03","IAP","PACA-AGP","89133","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","P. G. Windisch","Windisch, P. G.","4151","1985","01","05",NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,"HASU 10483 Habitat: Banhado na margem da estrada, terrestre, margem do banhado.","PACA089133",NA,"Estrada Porto Alegre - Guaíba, ca. 50 km de Porto Alegre.","Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:35:41-03","IAP","PACA-AGP","90862","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","F. P. F. Athayde","F. P. F. Athayde","1030","2001","08","25",NA,"Brasil","RS","Capão da Canoa","-50.1475","-29.783889",NA,NA,NA,"HASU 14170 Habitat: Em canal no bordo da mata, desembocando na lagoa.","PACA090862",NA,"Fazenda Pontal.","Filicopsida",NA,NA,"2001","09","10","50°08'51W","29°47'02S",NA,NA,NA
"32","2019-08-27 13:35:41-03","IAP","PACA-AGP","90854","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","11","17",NA,"Brasil","RS","São Gabriel","-54.237194","-30.366528",NA,NA,NA,"HASU 12670","PACA090854",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,"54°14'13,9W","30°21'59,5S",NA,NA,NA
"33","2019-08-27 13:35:41-03","IAP","PACA-AGP","90855","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2002","09","21",NA,"Brasil","RS","Capivari do Sul","-50.497306","-30.2075",NA,NA,NA,"HASU12680 Habitat: Vala na Beira da estrada.","PACA090855",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,"50°29'50,3W","30°12'27S",NA,NA,NA
"34","2019-08-27 13:35:41-03","IAP","PACA-AGP","90857","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","09","21",NA,"Brasil","RS","Capivari do Sul","-50.485389","-30.127083",NA,NA,NA,"HASU 12682","PACA090857",NA,"Estrada para Passinhos.","Filicopsida",NA,NA,NA,NA,NA,"50°29'07,4W","30°07'37,5S",NA,NA,NA
"35","2019-08-27 13:35:41-03","IAP","PACA-AGP","90859","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","09","20",NA,"Brasil","RS",NA,NA,NA,NA,NA,NA,"HASU 12671 Habitat: Vala na beira da estrada.","PACA090859",NA,"Belém Novo","Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:35:41-03","IAP","PACA-AGP","90861","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","09","21",NA,"Brasil","RS","Capivari do Sul","-50.5125","-30.154639",NA,NA,NA,"HASU 12670 A Habitat: Aquático.","PACA090861",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,"50°30'45W","30°09'16,7S",NA,NA,NA
"37","2019-08-27 13:35:41-03","IAP","PACA-AGP","89153","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr","Silva Jr., A.",NA,"2000","01","15",NA,"Brasil","RS","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,NA,"HASU 12344 Habitat: Banhado do Butiá.","PACA089153",NA,"Próximo a Arambaré (entrada).","Filicopsida","49429","auto","2000","05",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:35:40-03","IAP","PACA-AGP","89145","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr","Silva Jr., A.",NA,"2000","11","12",NA,"Brasil","RS","Capivari do Sul","-50.5147018432617","-30.1450004577637",NA,NA,NA,"HASU 89145 Habitat: Em valão bastante eutrofizado, na margem da rodovia.","PACA089145",NA,"BR 101, a 4 km do entroncamento com RS 040.","Filicopsida","17105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:35:40-03","IAP","PACA-AGP","89129","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","05","16",NA,"Brasil","RS","Capivari do Sul","-50.5147018432617","-30.1450004577637",NA,NA,NA,NA,"PACA089129",NA,"BR 101, sentido Capivari - Osório.","Filicopsida","17105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:35:40-03","IAP","PACA-AGP","89127","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","05","02",NA,"Brasil","RS","Capivari do Sul","-50.5147018432617","-30.1450004577637",NA,NA,NA,"HASU 12357","PACA089127",NA,"BR 101, sentido Capivari - Palmares do Sul.","Filicopsida","17105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:35:40-03","IAP","PACA-AGP","89140","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"2000","09","30",NA,"Brasil","RS","Capivari do Sul","-50.5147018432617","-30.1450004577637",NA,NA,NA,"HASU 12323. Habitat: Valão eutrofizado na beira da rodovia.","PACA089140",NA,"Capivarí do Sul / Santa Rosa. Próx. a vila. Nas proximidades dos limites com Palmares do Sul.","Filicopsida","17105","auto","2000","09","30",NA,NA,NA,NA,NA
"42","2019-08-27 13:35:40-03","IAP","PACA-AGP","89120","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"2000","11","12",NA,"Brasil","RS","Capivari do Sul","-50.5147018432617","-30.1450004577637",NA,NA,NA,"HASU 12318 Habitat: Campo (provável plantação de arroz).","PACA089120",NA,"na BR 101, a 5 km do entroncamento c/ a RS 040.","Filicopsida","17105","auto","2000","11","13",NA,NA,NA,NA,NA
"43","2019-08-27 13:35:40-03","IAP","PACA-AGP","12323","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2000","09","30",NA,"Brasil","RS","Capivari do Sul","-50.5147018432617","-30.1450004577637",NA,NA,NA,"HASU 12323 Habitat: valão eutrofizado na beira da rodovia.","PACA012323",NA,"Nas proximidades dos limites com palmares do Sul.","Filicopsida","17105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:35:41-03","IAP","PACA-AGP","90858","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.","A. Silva Jr.","Silva Jr., A.",NA,"2001","12","13",NA,"Brasil","RS","General Câmara","-51.7602996826172","-29.9050006866455",NA,NA,NA,"HASU 15514 Habitat: Beira de açude.","PACA090858",NA,NA,"Filicopsida","33939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:35:40-03","IAP","PACA-AGP","89147","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","07","10",NA,"Brasil","RS","General Câmara","-51.7602996826172","-29.9050006866455",NA,NA,NA,"HASU 12364","PACA089147",NA,"RS 244.","Filicopsida","33939","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:35:40-03","IAP","PACA-AGP","89118","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2000","05","30",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12325 Habitat: local menos profundo","PACA089118",NA,"Posto da polícia - Frre-way.","Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:35:40-03","IAP","PACA-AGP","89141","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2000","03","31",NA,"Brasil","RS","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12341 Habitat: Ambiente sendo destruído devido a construção da terceira pista da Free-Way.","PACA089141",NA,"Posto Polícia Federal.","Filicopsida","25424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:35:40-03","IAP","PACA-AGP","89137","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","05","30",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"HASU 12362 Habitat: Vala na beira da estrada.","PACA089137",NA,"Belém Novo.","Filicopsida","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-27 13:35:40-03","IAP","PACA-AGP","89119","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Marsileaceae","Regnellidium","diphyllum","Regnellidium diphyllum","Lindm.",NA,"Silva Jr., A.",NA,"2001","05","30",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,"HASU 12363 Habitat: No banhado, no meio do campo.","PACA089119",NA,"Belém Novo.","Filicopsida","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
