"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","sex"
"11","2020-05-27 09:25:07-03","UFPB","JPB","51316","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Silva, CV","Silva, CV","13","2012","08","20","Southern America","Brasil","Paraíba","Reserva Biológica Guaribas, Sema 1. Próx. à Sede","-35.151111","-6.743594",NA,"; HABITAT: Charco.; DESC: Erva de flor amarela. Planta carnívora.","JPB0051316",NA,"Mamanguape","183","183","-35.151111","-6.743594","2012","08","20",NA,NA,NA,NA,NA,NA
"12","2019-03-16 13:31:06-03","UNEMAT","HERBAM","7992","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Apóstolo, P","Soares, C.R.A.; Piva. J.H.; Rocha, A.C.R.; Oliveira, O.F. & Petini-Benelli, A.","Triag. 1755594","2012","03","21",NA,"Brasil","Pará","Afloramento Rochoso.","-56.7775","-9.365556",NA,NA,"HERBAM007992",NA,"Jacareacanga","320","320","-56.7775","-9.365556","2012","05","29",NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:31:31-03","MBM","MBM","400757","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén",NA,"Canestraro, B.K.; Mysczak, L.A.; Mysczak, L.A.","820","2015","05","15","Southern America","Brazil","São Paulo","UHE Jurumirim","-48.7200012207031","-23.3799991607666",NA,"Herbácea, 10 cm, heliófita, flores amarelas calcaradas.; Savana Florestada, campo úmido, margem reservatório.","MBM400757","MBM400757","Paranapanema",NA,NA,NA,NA,NA,NA,NA,"29740","auto",NA,NA,NA,NA
"14","2020-12-21 16:31:31-03","MBM","MBM","71463","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Taylor, P.","Hatschbach, G.","43244",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Campo Real","-51.4580993652344","-25.395299911499",NA,NA,"MBM071463","MBM071463","Guarapuava",NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA
"15","2020-12-11 11:37:11-03","UFMG","BHCB","158003","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén",NA,"Arruda, AJ; Marino, F; Arruda, LJ; Jorge, TB","1044","2012","04","22","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N1.","-50.286667","-6.041389",NA,"Campo graminoso alagado sobre canga.","BHCB028039",NA,"Parauapebas","684","684","-50.286667","-6.041389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:37:11-03","UFMG","BHCB","159047","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén",NA,"Meyer, PB; Arruda, AJ; Viana, PL; Marino, F; Jorge, TB; Arruda, LJ","1245","2012","03","27","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N3.","-50.219167","-6.045556",NA,"Brejo próximo a população de Buritirana. Canga couraçada alagada.","BHCB028044",NA,"Parauapebas","692","692","-50.219167","-6.045556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:37:11-03","UFMG","BHCB","184789","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén",NA,"Moreira, SN; Pott, A; Pott, VJ; Souza, EB; Ferreira, FA","1575","2013","05","21","Southern America","Brasil","Mato Grosso do Sul","Fazenda Stella 4","-53.193417","-18.980694",NA,"Erva anfíbia até 5cm de altura; Solo orgânico. Relevo plano deprimido. Campo úmido sem M. flexuosa em domínio de Cerrado","BHCB039941",NA,"Costa Rica","508","508","-53.193417","-18.980694","2013",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-10 20:44:37-03","INPA","INPA","181820","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Hopkins, MJG","Ribeiro, JELS","1217","1994","03","08","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Próximo ao alojamento. Terreno brejoso, campo de futebol.","-59.966667","-2.883333",NA,NA,"INPA0181820","INPA0181820 INPA0181820_e","Manaus",NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-10 20:44:37-03","INPA","INPA","182711","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Hopkins, MJG","Santos, JL dos","912","1988","06","14","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0182711",NA,"Manaus",NA,NA,"-59.966667","-2.883333","1999","03",NA,NA,NA,NA,NA,NA,NA
"20","2021-01-10 20:44:37-03","INPA","INPA","185574","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Hopkins, MJG","Costa, MAS","283","1995","05","05","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, próximo às mudas da silvicultura.","-59.966667","-2.883333",NA,NA,"INPA0185574",NA,"Manaus",NA,NA,"-59.966667","-2.883333","1999","03",NA,NA,NA,NA,NA,NA,NA
"21","2020-08-31 08:59:17-03","INPA","INPA","213683","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Santos, JL dos","Ferreira, CAC","12391","2002","08","30","Southern America","Brasil","Roraima","Parque Nacional do Viruá, Parque Nacional do Viruá, próximo a entrada do Parque, lado esquerdo. Campina graminóide, solo arenoso.","-60.997222","1.402222",NA,NA,"INPA0213683",NA,"Caracaraí",NA,NA,"-60.997222","1.402222","2003",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-08-31 08:59:17-03","INPA","INPA","234301","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Ramos, JF","Melo, MRS","1","2009","01","18","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Reserva Ducke","-59.9","-2.8",NA,NA,"INPA0234301","INPA0234301 INPA0234301_e","Manaus","130","150","-59.9","-2.8","2009","02","01",NA,NA,NA,NA,NA,NA
"23","2020-08-31 08:59:17-03","INPA","INPA","269878","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Boeira, ASP","Carvalho, FA de","1444","2009","06","06","Southern America","Brasil","Amazonas","Igarapé das Lajes, Sem dados de localidade.","-60.28","-1.99",NA,NA,"INPA0269878",NA,"Presidente Figueiredo","102","102","-60.28","-1.99","2010","08","13",NA,NA,NA,NA,NA,NA
"24","2020-08-31 08:59:17-03","INPA","INPA","270074","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Boeira, ASP","Carvalho, FA de","1874","2009","07","01","Southern America","Brasil","Amazonas","Comunidade Nhambu, Comunidade Nhambu","-67.20362","0.19456",NA,NA,"INPA0270074",NA,"São Gabriel da Cachoeira","59","59","-67.20362","0.19456","2010","08","13",NA,NA,NA,NA,NA,NA
"25","2020-08-31 08:59:17-03","INPA","INPA","52967","S","Plantae","Dicotyledon Asterids","Lamiales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylven","Rodrigues, K","Lisbôa, PLB","287","1975","09","26","Southern America","Brasil","Mato Grosso","Aripuanã, Dardanelos, Aripuanã, Dardanelos; parte baixa do salto das Andorinhas; solo areno-pedregoso.","-59.4","-10.1",NA,NA,"INPA0052967","INPA0052967 INPA0052967_e INPA0052967_e1","Aripuanã",NA,NA,"-59.4","-10.1","2016","12","20",NA,NA,NA,NA,NA,NA
"26","2019-12-19 11:19:21-03","UFG","UFG","45000","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Resende, I.L.M.","Resende, I.L.M.","863","2008","12","15",NA,"Brasil","Goiás",NA,"-48.859886","-16.956731",NA,NA,"UFG0045000","UFG0045000","Bela Vista de Goiás",NA,NA,"-48.859886","-16.956731","2010","01","15",NA,NA,NA,NA,NA,NA
"27","2019-12-19 11:19:21-03","UFG","UFG","45009","S","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Resende, I.L.M.","Resende, I.L.M.","s.n.","2009","01","13",NA,"Brasil","Goiás",NA,"-48.859917","-16.956731",NA,NA,"UFG0045009","UFG0045009","Bela Vista de Goiás",NA,NA,"-48.859917","-16.956731","2010","01","15",NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2861892","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén",NA,"H. S. Irwin, R. Sousa & R. Reis dos Santos","15188","1966","4","21","South America - Neotropics","Brazil","Goiás","Campo, near Corrego Estrema, Ca. 38Kms. NE of Formosa.",NA,NA,NA,NA,"US03216449","US03216449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"29","2020-09-12 05:00:02-03","US","US","3125504","PreservedSpecimen","Plantae",NA,"Scrophulariales","Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén",NA,"G. Hatschbach","43244","1980","10","26","South America","Brazil","Paraná","Rio Campo Real (mun. Guarapuava).",NA,NA,NA,NA,"US03216448","US03216448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"30","2020-09-02 16:30:32-03","Cenargen","CEN","104598","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","F. Rivadavia-Lopes","Carlos Romero Martins","2840","2017","12","03",NA,"Brasil","DF","Parque Nacional de Brasília. Entorno do canal que leva água para a Lagoa da Meditação.","-47.929166","-15.733888","Exsicatas","Ocorre junto a uma Rhyncosphora. Doação Flora do Brasil - Distrito Federal.","CEN00104598","CEN00104598","BRASILIA",NA,NA,"-47.929166","-15.733888","2017","12",NA,NA,NA,NA,"1",NA,NA
"31","2020-09-02 16:30:32-03","Cenargen","CEN","32603","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","F. Rivadavia-Lopes","João Aguiar Nogueira Batista","865","1999","01","16",NA,"Brasil","GO","Campo na margem da GO-118, aproximadamente 5 km S. de São Gabriel de Goiás. Ao lado da ponte.","-47.334400177002","-15.5371999740601","Exsicatas","Erva em pequeno curso d'água mais ao fundo. Área aparentemente anteriormente não queimada, mas relativamente aberta possivelmente em função de pastoreio. Observado somente estes dois exemplares.&nf;Doação da Flora do Brasil - Estado do Goiás.","CEN00032603","CEN00032603","FORMOSA",NA,NA,NA,NA,"2001","01",NA,"113054","auto",NA,"1",NA,NA
"32","2019-11-13 11:23:35-03","USP","SPF","184600","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Cardoso, MRF","Cardoso, MRF","116","2008","04","05",NA,"Brasil","Mato Grosso",NA,"-56.064017","-15.722708",NA,NA,"SPF00184600","SPF00184600","Santo Antônio do Leverger","177","177","-56.064017","-15.722708","2008",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-13 11:23:35-03","USP","SPF","136821","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","1026","1999","05","02",NA,"Brasil","Goiás",NA,"-51.46972","-17.47308",NA,NA,"SPF00136821","SPF00136821","Jataí","725","725","-51.46972","-17.47308","1999",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-13 11:23:35-03","USP","SPF","136824","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","1071","1999","05","05",NA,"Brasil","Goiás",NA,"-52.40179","-17.0902",NA,NA,"SPF00136824","SPF00136824","Portelândia","550","550","-52.40179","-17.0902","1999",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-13 11:23:35-03","USP","SPF","132393","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Gonella, PM","Harley, RM","28516","1997","03","28",NA,"Brasil","São Paulo","Bocaina do Sul, Guará, São José.","-47.78","-20.51",NA,NA,"SPF00132393","SPF00132393",NA,"600","600","-47.78","-20.51","2007","10",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:23:35-03","USP","SPF","135539","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","794","1999","01","19","Southern America","Venezuela","Bolívar","Santa Elena de Uairén, Alguns kilômetros norte pela rodovia para El Dorado.","-61.56244","4.54438",NA,NA,"SPF00135539","SPF00135539","Gran Sabana","1000","1000","-61.56244","4.54438","1999",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-06 17:30:42-03","USP","SPF","143114A","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Baleeiro, PC","Forzza, RC","1670","2000","08","02",NA,"Brasil","Goiás",NA,"-48.083333","-14.183333",NA,NA,"SPF00143114","SPF00143114","Colinas do Sul",NA,NA,"-48.083333","-14.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-13 11:23:35-03","USP","SPF","152326","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","1235","2001","01","06",NA,"Brasil","Goiás",NA,"-49.0075","-14.22301",NA,NA,"SPF00152326","SPF00152326","Uruaçu","500","500","-49.0075","-14.22301","2001",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:23:35-03","USP","SPF","180211","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2184","2006","06","10",NA,"Brasil","Tocantins","Jalapão","-47.445722","-10.664722",NA,NA,"SPF00180211","SPF00180211","Ponte Alta do Tocantins","390","390","-47.445722","-10.664722","2006",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:23:35-03","USP","SPF","180212","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2196","2006","06","12",NA,"Brasil","Tocantins","Área de Proteção Ambiental do Jalapão","-46.524667","-10.372667",NA,NA,"SPF00180212","SPF00180212","Mateiros","415","415","-46.524667","-10.372667","2006",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:23:35-03","USP","SPF","180213","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2216","2006","06","14",NA,"Brasil","Tocantins","Área de Proteção Ambiental do Jalapão","-46.881333","-10.270139",NA,NA,"SPF00180213","SPF00180213","Mateiros","320","320","-46.881333","-10.270139","2006",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:23:35-03","USP","SPF","180214","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2235","2006","06","17",NA,"Brasil","Tocantins",NA,"-46.719917","-11.744472",NA,NA,"SPF00180214","SPF00180214","Novo Jardim","635","635","-46.719917","-11.744472","2006","06",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:23:35-03","USP","SPF","180215","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2240","2006","06","17",NA,"Brasil","Tocantins",NA,"-46.854917","-11.431778",NA,NA,"SPF00180215","SPF00180215","Dianópolis","540","540","-46.854917","-11.431778","2006",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:23:35-03","USP","SPF","180216","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2249","2006","06","17",NA,"Brasil","Tocantins",NA,"-46.859472","-11.405417",NA,NA,"SPF00180216","SPF00180216","Rio da Conceição","510","510","-46.859472","-11.405417","2006",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:23:35-03","USP","SPF","180217","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2266","2006","06","17",NA,"Brasil","Tocantins",NA,"-47.449889","-10.894417",NA,NA,"SPF00180217","SPF00180217","Ponte Alta do Tocantins","425","425","-47.449889","-10.894417","2006",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:23:35-03","USP","SPF","180218","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2273","2006","06","18",NA,"Brasil","Tocantins",NA,"-47.503972","-10.704694",NA,NA,"SPF00180218","SPF00180218","Ponte Alta do Tocantins","350","350","-47.503972","-10.704694","2006",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:23:35-03","USP","SPF","180220","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2643","2007","06","30",NA,"Brasil","Goiás",NA,"-47.635833","-16.711556",NA,NA,"SPF00180220","SPF00180220","Cristalina","1135","1135","-47.635833","-16.711556","2007",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 18:28:05-03","USP","SPF","213563","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Gonella, PM","Gonella, PM","300","2010","04","24",NA,"Brasil","Goiás","A oeste da GO-436, ca. 7 km ao norte do entroncamento desta com a BR-40.","-47.616694","-16.676083",NA,"Ervas com corola amarela.; Solo arenoso úmido. Margem de vereda.","SPF00213563","SPF00213563","Cristalina","1125","1125","-47.616694","-16.676083","2010",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-13 11:23:35-03","USP","SPF","180219","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nigrescens","Utricularia nigrescens","Sylvén","Rivadavia, F","Rivadavia, F","2487","2007","03","18",NA,"Brasil","Mato Grosso",NA,"-55.839194","-15.389222",NA,NA,"SPF00180219","SPF00180219","Chapada dos Guimarães","575","575","-55.839194","-15.389222","2007",NA,NA,NA,NA,NA,NA,NA,NA
