"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","county","monthIdentified","individualCount","coordinatePrecision","geoFlag","fieldNumber","dayIdentified"
"11","2020-02-08 09:38:58-03","NBC","NL-BOTANY","U.1606370","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Prance GT; et al.",NA,"1971","10","30","Southern America","Brazil","Amazonas","road from Camanaus to Uaupés.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1606370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1606370","NL-U1606370",NA,NA,"Rooden J van",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1093116","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1093116 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1093116","NL-L1093116","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:38:58-03","NBC","NL-BOTANY","U.1068536","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1068536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1068536","NL-U1068536","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1","U 0089537",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1146672","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146672 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146672","NL-L1146672","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1146671","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146671","NL-L1146671","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1146673","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146673 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146673","NL-L1146673","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:38:58-03","NBC","NL-BOTANY","U.1068537","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1068537 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1068537","NL-U1068537","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1","U 0089538",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1094502","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1094502 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1094502","NL-L1094502","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1094500","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1094500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1094500","NL-L1094500","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1094501","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1094501 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1094501","NL-L1094501","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:38:58-03","NBC","NL-BOTANY","L.1146670","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas PJM; et al.",NA,"1987","10","18","Southern America","Brazil","Amazonas",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1146670 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1146670","NL-L1146670","-67.266667","0.1",NA,NA,"Magnoliopsidae","-67.266667","0.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-02-02 14:37:44-02","BGBM","B","B 10 0242353","S","Plantae",NA,NA,"Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","A. Ducke","23904","1932","10","13","Middle and South America","Brazil",NA,"Camanáos, Rio Negro super., civ. Amazonas.",NA,"<a href=http://herbarium.bgbm.org/object/B100242353 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100242353","B100242353",NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA
"23","2020-08-31 09:12:05-03","INPA","INPA","158198","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas, PJM","6772","1987","10","18","Southern America","Brasil","Amazonas","Ilha Tamanduá, Right bank of rio Negro, Ilha Tamanduá (locally Ilha Marajó), near Carapanã",NA,NA,"INPA0158198","INPA0158198 INPA0158198_e","-67.266667","-0.1","Maas, PJM","1987",NA,"-67.266667","-0.1",NA,NA,"São Gabriel da Cachoeira",NA,NA,NA,NA,NA,NA
"24","2020-08-31 09:12:05-03","INPA","INPA","158204","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Maas, PJM","6778","1987","10","18","Southern America","Brasil","Amazonas","Ilha Tamanduá, Right bank of rio Negro, Ilha Tamanduá (locally Ilha Marajó), near Carapanã",NA,NA,"INPA0158204","INPA0158204 INPA0158204_e","-67.266667","-0.1","Maas, PJM","1987",NA,"-67.266667","-0.1",NA,NA,"São Gabriel da Cachoeira",NA,NA,NA,NA,NA,NA
"25","2020-08-31 09:12:05-03","INPA","INPA","228375","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Silveira, M","1056","1995","11","20","Southern America","Brasil","Acre","Reserva Indígena Praia do Carapanã., Bacia do Alto Juruá, Rio Tarauacá, margem direita. Reserva Indígena Praia do Carapana, colocação Macuripe.",NA,NA,"INPA0228375","INPA0228375_e","-71.373","-8.461","Lobão, A","2018",NA,"-71.373","-8.461",NA,NA,"Tarauacá","11",NA,NA,NA,NA,NA
"26","2020-08-31 09:12:05-03","INPA","INPA","33913","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Prance, GT","15696","1971","10","30","Southern America","Brasil","Amazonas","Camanaus, Basin of rio Negro. Road from Camanaus to Uaupés",NA,NA,"INPA0033913","INPA0033913 INPA0033913_e INPA0033913_e1","-66.995916","-0.151387","Maas, PJM","1987",NA,"-66.995916","-0.151387",NA,NA,"São Gabriel da Cachoeira",NA,NA,NA,NA,NA,NA
"27","2020-08-31 09:12:05-03","INPA","INPA","7167","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E.Fr.","Rodrigues, WA","931","1959","02","17","Southern America","Brasil","Amazonas","Ilha das Flores., Rio Negro. Caatinga da Ilha das Flores",NA,NA,"INPA0007167","INPA0007167 INPA0007167_e INPA0007167_e1","-67.273889","0.035833","Maas, PJM; Setten, AK van","1988",NA,"-67.273889","0.035833",NA,NA,"São Gabriel da Cachoeira",NA,NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","1615929","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E. Fr.","A. Ducke","23904","1932","10","13","South America - Neotropics","Brazil","Amazonas","Camaraos, Rio Negro.",NA,NA,"US00104282","US00104282_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"Isotype",NA,NA,"1",NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2869513","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E. Fr.","G. T. Prance, P. J. M. Maas, D. B. Woolcott, O. P. Monteiro & J. F. Ramos","15696","1971","10","30","South America - Neotropics","Brazil","Amazonas","Road from Camanaus to Uaupés",NA,NA,"US01346260","US01346260_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","1857421","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E. Fr.","J. T. Baldwin","3584","1944","3","9","South America - Neotropics","Brazil","Amazonas","Upper Rio Negro.",NA,NA,"US01346261","US01346261_01","-67.0892028808594","-0.130278006196022",NA,NA,"Dicotyledonae",NA,NA,NA,NA,"São Gabriel da Cachoeira",NA,"1","377621","auto",NA,NA
"31","2018-05-14 17:26:23-03","F","FMNH-SEEDPLANTS","V0232296F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus",NA,"G. T. Prance","15696","1971","10","30","South America","Brazil","Amazonas",NA,NA,NA,"V0232296F","V0232296F_01 V0232296F_02","-63","-5","RRC ID Flag",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15696",NA
"32","2009-11-26 13:47:04-02","INPA","INPAW","10163","S","Plantae",NA,NA,"Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E. Fr.","Maas, P.J.M.","6772","1987","10","18",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"P.J.M. Maas","1987",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,"01"
"33","2009-11-26 13:47:04-02","INPA","INPAW","10165","S","Plantae",NA,NA,"Annonaceae","Duckeanthus","grandiflorus","Duckeanthus grandiflorus","R.E. Fr.","Maas, P.J.M.","6778","1987","10","18",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
