"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01301376","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","M. T. K. Arroyo","G. T. Prance","11072","1971","03","17","South America","Brazil","Roraima",NA,"Posto Mucajaí, Rio Mucajaí","-60.919436","2.443722","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1378455' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301376","NY01301376_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01301375","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V. E. Rudd","R. de Lemos Fróes","27105","1951","05","15","South America","Brazil","Pará",NA,"Rio Tocantins; Jacundá.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1571633' target='other'> <mi>dwc_moreinfo</mi></a>","NY01301375","NY01301375_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","451876","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","L. L. C. Antunes","R. Spruce","s.n.","1850","07",NA,"South America","Brazil","Pará",NA,"In vicinibus Santarem.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=183733' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451876","NY00451876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","451799","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V. E. Rudd","I. F. Holton","981","1853","08","25","South America","Colombia",NA,NA,"La Paila",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429136' target='other'> <mi>dwc_moreinfo</mi></a>","NY00451799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:41:12-03","EAO","IAN","109734","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Fernandez, A","New York Botanical Garden","48760","1960","10","16","Southern America","Brasil","Amapá",NA,"Mt. Tipac.","-52.916667","-0.916667",NA,"Herb. at edge of forest in wet soil near flooded campos ca 2m tall; fls. yellow, fr. dark brown; sterm, petioles br. peduncles with glandular hairs.","IAN109734",NA,"1987","10","-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:41:12-03","EAO","IAN","151389","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Antunes, LLC","Silva, NT da","4209","1976","01","17","Southern America","Brasil","Maranhão",NA,"campo alagado, distante 6km da margem do Mearim (Ubá).",NA,NA,NA,"Planta de 40cm. Comum na região.","IAN151389",NA,"2016","06",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:41:12-03","EAO","IAN","151442","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Silva, NT da","Silva, NT da","4262","1976","01","23","Southern America","Brasil","Maranhão",NA,"Lapela, Municipio de Vitória do Mearim, capoeira na margem do R. Mearim.",NA,NA,NA,"Planta de 70cm. Flor amarela.","IAN151442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:41:12-03","EAO","IAN","167296","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Antunes, LLC","Aragão, IL; Bastos, MNC","228","1995","07","13","Southern America","Brasil","Pará","São Geraldo do Araguaia","Santa Cruz do Araguaia, margem esquerda do rio Araguaia.","-48.433333","-6.233333",NA,"Arbusto de 1,5m de altura; flor rósea, cálice verde, carena alaranjada.","IAN167296",NA,"2018","12","-48.433333","-6.233333","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:41:12-03","EAO","IAN","20350","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Antunes, LLC","Black, GA; Schultes, RE","46132","1946","09","29",NA,"Colômbia",NA,NA,"Beira do Rio Loreto-Yaco, roça.",NA,NA,NA,"Flores amarelas, folhas vagarosamente sensíveis.","IAN020350","IAN020350 IAN020350_1 IAN020350_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:41:12-03","EAO","IAN","37098","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Antunes, LLC","Pires, JM","1324","1948","10","20","Southern America","Brasil","Amazonas","Tefé","Praia do rio.","-64.7114028930664","-3.35417008399963",NA,"Flores amarelas.","IAN037098","IAN037098 IAN037098_e","2018","12",NA,NA,"18","340205","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:41:12-03","EAO","IAN","64130","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Antunes, LLC","Fróes, RL","27105","1951","05","15","Southern America","Brasil","Pará","Jacundá","Rio Tocantins.","-49.1164016723633","-4.45082998275757",NA,"Planta herbácea, aquática; flores amarelas.","IAN064130",NA,"2018","12",NA,NA,"18","46473","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-08 17:41:12-03","EAO","IAN","61602","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Antunes, LLC","Black, GA; Ledoux, PVD","5010311","1950","10","27","Southern America","Brasil","Pará","Santarém","Cacaual Grande.","-54.7083015441895","-2.44305992126465",NA,"Anual; flor amarela.","IAN061602","IAN061602 IAN061602_e","2018","12",NA,NA,"18","205258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:11:19-03","NBC","NL-BOTANY","L.1970386","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Görts-van Rijn ARA","Splitgerber FL",NA,"1838","05","01","Southern America","Surinam","Para",NA,"Paraensis",NA,NA,NA,"In humidis.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1970386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1970386","NL-L1970386","1971","06",NA,NA,"01",NA,NA,"Magnoliopsidae","L 0417093",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:11:19-03","NBC","NL-BOTANY","U.1245518","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Irwin HS",NA,"1960","10","16","Southern America","Brazil",NA,NA,"Territorio Amapa. Rio Oiapoque. At edge of forest, in wet soil near flooded campos. Base of Mt. Tipac.","-51.316667","3.6",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1245518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1245518","NL-U1245518",NA,NA,"-51.316667","3.6",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:11:19-03","NBC","NL-BOTANY","U.1245519","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Prance GT; Hill RJ; Pennington TD; Ramos JM",NA,"1976","10","26","Southern America","Brazil",NA,NA,"State of Amazonas. Rio Javari. Rio Curaca, 8 miles above mouth.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1245519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1245519","NL-U1245519",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:11:19-03","NBC","NL-BOTANY","U.1245520","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Prance GT; Steward WC; Ramos JF; Monteiro OP",NA,"1971","03","17","Southern America","Brazil",NA,NA,"Territorio do Roraima. Posto Mucajai, Rio Mucajai. Forest on river island.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1245520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1245520","NL-U1245520",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:11:19-03","NBC","NL-BOTANY","U.1253962","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Fuchs HP; Zanella L",NA,"1967","02","08","Southern America","Colombia",NA,NA,"Dpto. Choco, area of Baudo. On right bank of river Baudo, about 19 km upstream of estuary, about 700 m upstream of sawmill Porquera, opposite estuary of Quebrada Canalete.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253962","NL-U1253962",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:11:19-03","NBC","NL-BOTANY","U.1253963","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Fuchs HP; Zanella L",NA,"1967","02","08","Southern America","Colombia",NA,NA,"Dpto. Choco, area of Baudo. On right bank of river Baudo, about 19 km upstream of estuary, about 700 m upstream of sawmill Porquera, opposite estuary of Quebrada Canalete.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253963","NL-U1253963",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:11:19-03","NBC","NL-BOTANY","U.1253964","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Idrobo JM; Cleef AM",NA,"1973","07","10","Southern America","Colombia",NA,NA,"Departamento de Cordoba: Cienaga de Ayapel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1253964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1253964","NL-U1253964",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:28:17-03","MN","R","224151","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Moreira, A.X.; Gabriel, M.","111","2008","03","05",NA,"Brasil","Rio de Janeiro","Bom Jesus de Itabapoana","Pirapetinga de Bom Jesus",NA,NA,NA,NA,"R010003714,R010003715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:28:17-03","MN","R","24256","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Pickel, B.J.","905","1931","02",NA,NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"Herb. Schol. Agric. S. Bento","R010003734",NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:28:17-03","MN","R","65350","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Sampaio, A.J.","1031","1909","10",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R010003731",NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:28:17-03","MN","R","67042","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Palma, M.",NA,"1883","03","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Herb. J. de Saldanha. Gabinete de Botanica da Escola Politécnica n° 7167","R010003733",NA,"1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:28:17-03","MN","R","123287","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Prance, G.T.; Ramos, J.F. & Farias, L.G.","8047","1968","10","29",NA,"Brasil","Amazonas","Lábrea",NA,"-64.7981033325195","-7.25860977172852",NA,NA,"R010002954",NA,"1972",NA,NA,NA,NA,"376410","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:28:17-03","MN","R","27752","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Kuhlmann, J.G.","2021","1918","11",NA,NA,"Brasil","Amazonas","Manaus",NA,"-60.0250015258789","-3.10193991661072",NA,"Comissão Rondon","R010003735",NA,"1953",NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:28:17-03","MN","R","65340","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Hoehne, F.C.","4862","1911","02",NA,NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,"R010003713",NA,"1953",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-15 14:41:37-03","MN","R","210242","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Castilhori, M.F.","Silva, I.M.; et al.",". - 996","2005","08","30",NA,"Brasil","Rio de Janeiro","Quissamã",NA,"-41.4721984863281","-22.1067008972168",NA,NA,"R010002992",NA,"2013","06",NA,NA,NA,"33509","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:28:17-03","MN","R","47449","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Mello Filho, L.E.","394","1945","12","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"R010003709,R010003710,R010003711",NA,"1953",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:28:17-03","MN","R","66709","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Peckolt, T.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Barra do Piraí","Ipiabas","-43.8255996704102","-22.4699993133545",NA,NA,"R010003730",NA,"1953",NA,NA,NA,NA,"27638","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:28:17-03","MN","R","66980","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.","Vidal, J.",NA,"1933","03","15",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,"R010002955",NA,"1953",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:28:17-03","MN","R","65320","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","Rudd, V.E.",NA,NA,"1886","01","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Rio Comprido","-43.2075004577637","-22.9027996063232",NA,NA,"R010003712",NA,"1953",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-19 10:23:35-03","CPAP","CPAP","12036","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","V. J. Pott","Pott, V. J.","2170","1993","12","09",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía do Cemitério","-56.65","-18.983333",NA,"Erva ereta 40 cm. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Borda úmida de lagoa. SUBSTRATO: solo arenoso com muita matéria orgânica. RELEVO: plano.",NA,NA,"1993","12","56°39' W","18°59' S",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA
"43","2020-11-19 10:23:35-03","CPAP","CPAP","15652","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","R. Vanni","Pott, V. J.","3136","1996","04","28",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - lagoa 16 (Baía do Cemitério)","-56.624444","-18.995",NA,"Subarbusto ereto 60cm de altura, caule avermelhado. Com pelos glandulosos. FLOR: amarela. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Lagoa. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"1996",NA,"56°37'28'' W","18°59'42'' S",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA
"44","2020-11-19 10:23:35-03","CPAP","CPAP","16988","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Pott, V. J.","3355","1998","04","11",NA,"Brasil","MS","Miranda","Estância Caiman; Sub-região de Miranda; Pantanal - sede","-56.305278","-19.954444",NA,"Erva aquática emergente. FLOR: amarela. FRUTO: . INTERESSE: Forrageira; apícola. FREQUÊNCIA: Esparso. AMBIENTE: Borda de lagoa. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,NA,NA,"56°18'19'' W","19°57'16'' S",NA,NA,NA,NA,NA,"95","95",NA,NA,NA,NA
"45","2020-11-19 10:23:35-03","CPAP","CPAP","22438","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel",NA,"Pott, V. J.","7821","2005","06","24",NA,"Brasil","MS","Porto Murtinho","Fazenda Porto Conceição, margem do rio Paráguai, próximo a morraria Pão de Açúcar","-57.929167","-21.483333",NA,"Erva aquática emergente, 50-60cm com flores de cor amarela e frutos imaturos de cor verde. Estandarte com estrias vináceas longitudinais; castanho; caule e fruto com tricomas glandulares, planta Esparsa.. Beira de rio com camalote,. Solo: areno-argiloso.",NA,NA,NA,NA,"57°55'45'' W","21°29' S",NA,NA,NA,NA,NA,"85","85",NA,NA,NA,NA
"46","2020-11-19 10:23:35-03","CPAP","CPAP","8192","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","ciliata","Aeschynomene ciliata","Vogel","R. Vanni","Pott, A.","5726","1991","02","04",NA,"Brasil","MS","Aquidauana","Fazenda São Sebastião, Sub-região da Nhecolandia, Pantanal - sede","-56.4","-19.366667",NA,"Erva ramificada (rebrota) 03-06 m de altura. Com pelos pegajosos, odor de Cassia occidentalis. FLOR: amarelada com estrias. FRUTO: ainda verde. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Beira alagável de lagoa permanente. SUBSTRATO: solo ar",NA,NA,"1992","02","56°24' W","19°22' S",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA
