"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","previousCatalogNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","884424","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","G. G. Hatschbach","21476","1969","05","14","South America","Brazil","Paraná","Fda. Mururé. A bacia do Rio Paraná.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884424","NY00884424_01","Terra Boa","-52.4442","-23.7683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00863297","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","W. R. Anderson","9638","1973","05","02","South America","Brazil","Goiás","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863297","NY00863297_01","Caiapônia","-51.81666667","-17.0566","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2017-01-26 15:51:00-02","NY","NYBG","1065823","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora",NA,"S. R. Profíce","D. C. Daly","2233","1983","07","21","South America","Bolivia","Santa Cruz","North slope of Serrania de Santiago. 10 km ENE of Santiago de Chiquitos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218170' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065823",NA,"Chiquitos","-59.47","-18.33","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","884423","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","J. C. Lindeman","2231","1966","08","11","South America","Brazil","Paraná","S. of Cêrro Azul. Forest on crest and flanks above valley of Rio Pontagrossa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954074' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884423","NY00884423_01",NA,NA,NA,"430","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","884427","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","Collector unspecified",NA,"1844","01",NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884427","NY00884427_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2017-01-12 13:23:00-02","NY","NYBG","00863326","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora",NA,"S. R. Profíce","E. P. Heringer","1289","1979","05","02","South America","Brazil","Distrito Federal","Corrego da Papuda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951158' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863326","NY00863326_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00863275","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","E. P. Heringer","5646","1957","06","23","South America","Brazil","Minas Gerais","Fda. do Zé Alfredo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863275","NY00863275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","884425","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","T. Sendulsky","663","1967","04","09","South America","Brazil","São Paulo","34 km SW of center of city of São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884425","NY00884425_01","Cotia","-46.9097","-23.6003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-01-26 15:51:00-02","NY","NYBG","1065824","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora",NA,"S. R. Profíce","D. C. Daly","2125","1983","07","19","South America","Bolivia","Santa Cruz","Serrania de Santiago. 2 km east of town of Santiago de Chiquitos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1218168' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065824",NA,"Chiquitos","-59.53","-18.4","750","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00863298","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","E. P. Heringer","9095/1289","1963","01","30","South America","Brazil","Distrito Federal","Plano Pilôto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863298","NY00863298_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","884430","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","J. Mattos","14562","1967","03","30","South America","Brazil","São Paulo","Serra da Cantareira, no Hôrto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884430","NY00884430_01","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","884431","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","W. Hoehne","s.n.","1944","04","23","South America","Brazil","São Paulo",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884431","NY00884431_01","Serra Negra","-46.7","-22.6103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1146560","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","P. G. Delprete","9827","2006","05","15","South America","Brazil","Goiás","Parque Estadual da Serra dos Pireneus. Floresta Estacional dos lados da estada Cocalzinho-Pirenópolis, ca. 1 km deois do portal do parque.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1344671' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146560","NY01146560_01","Cocalzinho de Goiás","-48.8186","-15.7967","1220","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00863273","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","E. P. Heringer","11507","1967","05","20","South America","Brazil","Distrito Federal","Fercal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863273","NY00863273_01","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1065756","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","M. H. Nee","41363","1991","06","25","South America","Bolivia","Santa Cruz","10 km (by air) SE of buildings of Estancia Flor de Oro","sheet","250 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=108280' target='other'> <mi>dwc_moreinfo</mi></a>","NY01065756",NA,"José Miguel de Velasco","-60.93","-13.58","200","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00863269","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","H. S. Irwin","15906","1966","05","18","South America","Brazil","Distrito Federal","Immediately south of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863269","NY00863269_01","Brasília","-47.9167","-15.79234","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00863359","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","L. Emygdio de Mello Filho","3414","1972","07","17","South America","Brazil","Minas Gerais","Gandarela","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863359","NY00863359_01",NA,NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","884429","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","O. G. Fonseca","s.n.","1967","04","18","South America","Brazil","São Paulo","34 kn sudoeste do centro da cidade de São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884429","NY00884429_01","Cotia","-46.9097","-23.6003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00863271","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","Y. E. J. Mexia","4644","1930","04","26","South America","Brazil","Minas Gerais","Viçosa. Road East from Cha-Cha Valley; about 5 km. from Agricultural College","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863271","NY00863271_01","Viçosa","-42.8817","-20.7542","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00818894","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice",NA,"C. A. Cid Ferreira","4516","1984","06","14","South America","Brazil","Rondônia","Chapada dos Parecís, Distrito de Alta Floresta, estrada P-56, km 27","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818894","NY00818894_01","Costa Marques","-63.05","-11.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2699261","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","U. G. Fernandes","Melo","682","1992","04","16","South America","Brazil","Distrito Federal","rib. Contagem, DF-205.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994184' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699261","NY02699261_01","Brasília","-47.8864","-15.5922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00863295","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","H. S. Irwin","15610","1966","05","04","South America","Brazil","Distrito Federal","Côrrego Landim, ca. 20 km N.E. of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863295","NY00863295_01","Brasília","-47.78472222","-15.6555","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00863300","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","J. F. Widgren","s.n.","1843",NA,NA,"South America","Brazil","Minas Gerais","Minas Geraes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863300","NY00863300_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","884428","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","G. Eiten","1852","1960","04","12","South America","Brazil","São Paulo","Eastern boundary [of municipio]. 18 km north along road from Rio-São Paulo highway towards Nazare Paulista. 4.3 km S of village of Tapera Grande. Near southwest end of Serra do Itaberaba (or Itaberá).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884428","NY00884428_01","Mairipora","-46.5800018310547","-23.3099994659424","800","1000","15840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00863383","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","P. G. Crawshaw","6","1979","06","09","South America","Brazil","Mato Grosso","Vicinity of Acurizal Airstrip, Rio Paraguai","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863383","NY00863383_01",NA,"-57.53","-17.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00863386","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","D. Philcox","4666","1968","04","01","South America","Brazil","Mato Grosso","c. 14 km. W. of km. 90, Xavantina-Aragarças road. Vale dos Sonhos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00863386","NY00863386_01","Barra do Garças","-52.23","-14.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","884426","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","S. R. Profíce","A. C. Brade","18309","1946","05","17","South America","Brazil","Espírito Santo","Jatiboca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954079' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884426","NY00884426_01","Itaguaçu","-40.884085","-19.954583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","842226","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Geissomeria","ciliata","Geissomeria ciliata","Rizzini",NA,"C. T. Rizzini","1852","1949","04","14","South America","Brazil","Goiás","Queixada.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00842226","NY00842226_01","Jataí","-51.7142","-17.8817",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","930097","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Geissomeria","tetragona","Geissomeria tetragona","Lindau","D. C. Wasshausen","G. G. Hatschbach","62253","1995","05","04","South America","Brazil","Mato Grosso","Rod. BR-070, km 612","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00930097","NY00930097_01","Poconé","-56.6228","-16.2569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","33739","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","longiflora","Aphelandra longiflora","(Lindl.) Profice","Gissi, D.S.","Gissi, D.S.","461","2019","05","07",NA,"Brasil","São Paulo","Fazenda Terras de Duaty rod. Prof. João Hipólito Martins, km 13, ao lado do rio Pardo",NA,NA,"BOTU033739",NA,"Botucatu","-48.495556","-22.971111",NA,NA,NA,NA,NA,"2019","05","48°29'44w","22°58'16s",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-13 09:18:42-03","UFRJ","RFA","9344","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Geissomeria","cincinnata","Geissomeria cincinnata","Nees","D. Wasshausen","G.G. Hatschbach","21476","1969","05","14",NA,"Brasil","Paraná","Fazenda Mururê.",NA,"Arbusto 1 m de altura. Flor vermelha, borda da corola amarela.","RFA28029",NA,"Terra Boa","-52.4441986083984","-23.7681007385254",NA,NA,"26445","auto",NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:28:40-03","UFRJ","RFA","7845","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Geissomeria","dawsonii","Geissomeria dawsonii","Leonard","D. Wasshausen","A. Mattos Fº","382","1963","07","18",NA,"Brasil","Goiás",NA,NA,"Planta com 50 cm de altura com flores vermelhas","RFA27221",NA,"São João d'Aliança","-47.5247001647949","-14.7055997848511",NA,NA,"91641","auto",NA,"1972","05",NA,NA,"14",NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:28:40-03","UFRJ","RFA","12083","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Geissomeria","distans","Geissomeria distans","Nees","D. Wasshausen","P. Occhioni","4856","1972","05","08",NA,"Brasil","Rio de Janeiro","Serra Mauá",NA,"Arbusto de flor vermelha","RFA11460",NA,"Resende","-44.4467010498047","-22.468900680542",NA,NA,"36089","auto",NA,"1975","05",NA,NA,"14",NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:28:40-03","UFRJ","RFA","11929","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora","Lindl.","D. Wasshausen","P. Occhioni","4832","1972","05","03",NA,"Brasil","Rio de Janeiro","Estrada do redentor",NA,"Arbusto; flor vermelho-purpura","RFA11397",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,"1975","05",NA,NA,"14",NA,NA,NA,NA,NA,NA
