"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","typeStatus"
"17","2020-11-04 10:58:47-03","ESALQ","ESA","56210","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.","77289.0","2004","03","19",NA,"Brasil",NA,NA,NA,"ESA056210","Magnoliophyta",NA,"(Nees) Lindau","Wasshausen, D.","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459","ESA056210",NA,NA,"2005",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-19 10:22:24-03","CPAP","CPAP","11646","PreserverdSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Hatschbach, G.","21936","1969","07","17",NA,"Brasil",NA,NA,". FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Matinha a beira do pantanal. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Lindau","D. C. Wasshausen","MS","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,NA,NA,"1992",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-19 10:22:24-03","CPAP","CPAP","6957","PreserverdSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Pott, A.","5113","1989","10","08",NA,"Brasil",NA,NA,"Erva. FLOR: roxa clara. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Mata arredondada (caapão) junto a um corixo (corixo = curso fluvial estacional), não alagável. SUBSTRATO: solo argiloso. RELEVO: plano convexo.",NA,NA,NA,"Lindau","A. Pott","MT","Poconé","Fazenda Porto Jofre, Sub-região de Poconé, Pantanal - retiro São Francisco",NA,"-17.5",NA,"90","90","1993","10",NA,NA,NA,"56°80' W","17°30' S",NA,NA,NA,NA
"20","2020-11-19 10:22:24-03","CPAP","CPAP","14660","PreserverdSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Pott, A.","7624","1995","11","19",NA,"Brasil",NA,NA,"Erva. FLOR: azul clara. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Caronal (campo de Elyonurus) pós-queimada. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Lindau",NA,"MS","Aquidauana","1Km SE da fazenda Retirinho; Sub-região de Aquidauana; Pantanal","-56.025278","-19.889167",NA,"105","105",NA,NA,NA,NA,NA,"56°01'31'' W","19°53'21'' S",NA,NA,NA,NA
"21","2020-11-19 10:22:24-03","CPAP","CPAP","1506","PreserverdSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Pott, A.","2089","1985","10","14",NA,"Brasil",NA,NA,"Erva 50 cm de altura. FLOR: lilás. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Pastagem de colonião em área de mata (com Cordia).. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,NA,"Lindau","A. Pott","MS","Corumbá","Estrada para fazenda São Sebastião do Carandá, Bandalta","-57.133333","-19.433333",NA,"140","140","1993","10",NA,NA,NA,"57°08' W","19°26' S",NA,NA,NA,NA
"22","2020-11-19 10:22:24-03","CPAP","CPAP","17171","PreserverdSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Pott, A.","7938","1998","04","05",NA,"Brasil",NA,NA,"Erva ereta. FLOR: arroxeada. FRUTO: . INTERESSE: Ornamental; forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Florestal com Scheelea. SUBSTRATO: solo siltoso. RELEVO: plano.",NA,NA,NA,"Lindau",NA,"MS","Aquidauana","Estância Caiman; Sub-região de Miranda; Pantanal","-56.306389","-19.920833",NA,"95","95",NA,NA,NA,NA,NA,"56°18'23'' W","19°55'15'' S",NA,NA,NA,NA
"23","2020-11-19 10:22:24-03","CPAP","CPAP","21759","PreserverdSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Jesus, E. M.","615","2009","08","05",NA,"Brasil",NA,NA,"Erva 050cm. FLOR: lilás. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: suave ondulado.",NA,NA,NA,"Lindau","S. M. Salis","MS","Corumbá","Assentamento Taquaral - sítio 3 Irmãos - lote-225 - trilha 1","-57.696389","-19.100556",NA,"165","165","2012",NA,NA,NA,NA,"57°41'47'' W","19°06'02'' S",NA,NA,NA,NA
"24","2015-07-02 14:00:06-03","JBP","HPL","8733","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A. Campos-Rocha","18","2007","04","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","SP","Nova Odessa","Coletado e cultivado no Jardim Botânico Plantarum; originário de Bela Vista-MS.","-47.29","-22.77",NA,NA,NA,"2010","07","05","8440","auto",NA,NA,NA,NA,NA,NA
"25","2015-07-02 14:41:51-03","JBP","HPL","180","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","H. Lorenzi","2819","2001","08","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindau","D. Wasshausen","MS","Bela Vista","Na estrada para Caracol, em mata semidecídua sobre terreno pedregoso, pouco comum localmente.","-56.766967","-21.977967",NA,NA,NA,"2001","08","11",NA,NA,"56° 46' 018 W","21° 58' 678 S",NA,NA,NA,NA
"26","2019-02-15 11:32:14-02","IPA","IPA","87639","S","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Ribas, O.S.; Silva, J.M.; Silva, J.M.","7340","2006","06","30","Southern America","Brasil",NA,NA,"Herbácea, flor lilás.; Floresta Estacional Semidecidual.","IPA0087639","Plantae",NA,"(Nees) Lindau","Kameyama, C.","Paraná","Fênix","Fazenda Cormbataí, margem do Rio Corumbataí.","-51.9791984558105","-23.9160995483398",NA,NA,NA,"2009",NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:32:58-03","IAP","PACA-AGP","61248","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Rambo, B.",NA,"1957","10","07",NA,"Brasil",NA,NA,"Habitat: in silva Fenofase: flor","PACA061248","Magnoliophyta","Scrophulariales","(Nees) Lindau","V. Silva, M. F. Parode & M. S. Marchioretto","SC","Itapiranga",NA,"-53.7122001647949","-27.1693992614746",NA,NA,NA,"2014","08",NA,"18767","auto",NA,NA,"Magnoliatae",NA,NA,NA
"28","2019-08-27 13:32:58-03","IAP","PACA-AGP","48233","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Emrich, K.",NA,"1949","11",NA,NA,"Brasil",NA,NA,"Habitat: in silva aperta Fenofase: flor","PACA048233","Magnoliophyta","Scrophulariales","(Nees) Lindau","V. Silva, M. F. Parode & M. S. Marchioretto","RS","Iraí","ad fl. Uruguay","-53.2505989074707","-27.1935997009277",NA,NA,NA,"2014","08",NA,"18820","auto",NA,NA,"Magnoliatae",NA,NA,NA
"29","2019-08-27 13:32:58-03","IAP","PACA-AGP","49920","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","Rambo, B.",NA,"1951","02","06",NA,"Brasil",NA,NA,"Habitat: in silva primaeva Fenofase: flor e fruto","PACA049920","Magnoliophyta","Scrophulariales","(Nees) Lindau","M. F. Parode, V. Silva & M. S. Marchioretto","SC","Itapiranga","ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,NA,"2014","08",NA,"18767","auto",NA,NA,"Magnoliatae",NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001451","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","L. R. Landrum; S. Landrum, M. Vera","8645","1995","8","3",NA,"Paraguay",NA,NA,"1451; Subshrub flowers purple.",NA,"Magnoliophyta","Lamiales","Lindau in Engl. & Prantl","T.F. Daniel","Paraguari",NA,"Acahay, Cerro Acahay, ca. 5 km from main highway, near area of rock extraction","-57.1667","-25.8333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001452","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","G. Hatschbach; O. Guimaraes","21936","1969","7","17",NA,"Brazil",NA,NA,"1452; Flor lilas, da matinha a beira do pantanal.",NA,"Magnoliophyta","Lamiales","Lindau in Engl. & Prantl","D.C. Wasshausen","Mato Grosso",NA,"Fazenda Santa Cruz (mun. Aquidauana) Mato Grosso","-55.7862","-20.4749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:29:53-03","UFJF","CESJ","39593","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","M.O.D. Pivari; F.A.A. Côrtes","121","2002","06","28","América do Sul","Brasil",NA,NA,"Subarbusto, ca. 1m; presente em borda de trilha, local de muita luminosidade. Cálice verde e corola lilás.","CESJ039593","Angiosperma",NA,"(Nees) Lindau","C.S. Pessôa","Minas Gerais","Caratinga","APA Lagoa Silvana","-42.1391983032227","-19.7896995544434","CESJ039593",NA,NA,"2012","09","26","49886","auto",NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:29:53-03","UFJF","CESJ","39141","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","D.S. Pifano; A.S.M. Valente; R.M. Castro","413","2002","10","26","América do Sul","Brasil",NA,NA,"Erva ca. 0,4m alt., no interior da mata, em local de muita luz. Flores de cálice verde e corola roxo claro.","CESJ039141","Angiosperma",NA,"(Nees) Lindau","C.S. Pessôa","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713","CESJ039141",NA,NA,"2012","09","26","36144","auto",NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:40:27-03","UFMS","CGMS","43833","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","F.J.M. Caporal","1017","2010","11","01",NA,"Brasil",NA,NA,NA,"CGMS1071045",NA,NA,"(Nees) Lindau","V.J. Pott","Mato Grosso do Sul","Corumbá","Morro do Urucum, Vale.","-57.5705556","-19.1930555",NA,NA,NA,NA,NA,NA,NA,NA,"-57,5705556","-19,1930555",NA,NA,NA,NA
"35","2021-04-07 11:40:27-03","UFMS","CGMS","15523","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","G.P. Nunes; D.K. Noguchi; L.E.A.M. Lescano; F.H. Oda","140","2004","12","20",NA,"Brasil",NA,NA,"Flor lilás. Fruto ausente. Caule quadrangular. Habitat: Interior da mata. Habito: Subarbusto.","CGMS1045009",NA,NA,"(Nees) Lindau","G.P. Nunes","Mato Grosso do Sul","Porto Murtinho","Fazenda Anahí.","-57.7352777","-21.6913889",NA,NA,NA,NA,NA,NA,NA,NA,"-57,7352777","-21,6913889",NA,NA,NA,NA
"36","2021-04-07 11:40:27-03","UFMS","CGMS","48504","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A. Pott; V.J. Pott","13305","2005","09","02",NA,"Brasil",NA,NA,"Flor roxa-clara. Fruto não observado. Tubo da corola branco. Habitat: Vegetação secundária de floresta decidual em pastagem cultivada. Solo litólico de calcário. Relevo encosta íngreme superior. Esparsa. Habito: Erva subereta.","CGMS1078457",NA,NA,"(Nees) Lindau",NA,"Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco, borda leste do Parque Nacional da Serra da Bodoquena.","-56.7652778","-20.6708334",NA,"200","200",NA,NA,NA,NA,NA,"-56,7652778","-20,6708334",NA,NA,NA,NA
"37","2021-04-07 11:40:27-03","UFMS","CGMS","49907","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A. Guerra","80","2014","09","24",NA,"Brasil",NA,NA,"Flor lilás. Fruto ausente. Habitat: Chaco Arborizado. Habito: Erva, 0,70cm de altura.","CGMS1079838",NA,NA,"(Nees) Lindau","A. Guerra","Mato Grosso do Sul","Porto Murtinho","Beira estrada, Dique Beira Rio.","-57.8780556","-21.6880555",NA,NA,NA,"2014","09","30",NA,NA,"-57,8780556","-21,6880555",NA,NA,NA,NA
"38","2021-04-07 11:40:27-03","UFMS","CGMS","43041","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","V.J. Pott; A. Pott; A. Arantes","3873","1998","12","09",NA,"Brasil",NA,NA,"Flor arroxeada. Habitat: Campo alagado de Andropogon selloanus. Solo siltoso-arenoso. Relevo plano. Habito: Erva ereta ou prostrado-ascendente. Esparsa.","CGMS1073021",NA,NA,"(Nees) Lindau","V.J. Pott","Mato Grosso do Sul","Corumbá","Fazenda Campo Dora, sub-região da Nhecolândia, Pantanal.","-56.7166667","-18.9166667",NA,"95","95","2000",NA,NA,NA,NA,"-56,7166667","-18,9166667",NA,NA,NA,NA
"39","2021-04-07 11:40:27-03","UFMS","CGMS","54852","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A. Pott; V.J. Pott; S.N. Moreira","14487","2007","08","29",NA,"Brasil",NA,NA,"Flor branca. Fruto não observado.","CGMS000392",NA,NA,"(Nees) Lindau",NA,"Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte.","-54.79","-20.5566667",NA,"504","504",NA,NA,NA,NA,NA,"-54,79","-20,5566667",NA,NA,NA,NA
"40","2021-04-07 11:40:27-03","UFMS","CGMS","49906","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A. Guerra","79","2014","09","24",NA,"Brasil",NA,NA,"Flor lilás. Fruto ausente. Habitat: Chaco Arborizado. Habito: Erva, 0,70cm de altura.","CGMS1079837",NA,NA,"(Nees) Lindau","A. Guerra","Mato Grosso do Sul","Porto Murtinho","Beira estrada, Dique Beira Rio.","-57.8780556","-21.6880555",NA,NA,NA,"2014","09","30",NA,NA,"-57,8780556","-21,6880555",NA,NA,NA,NA
"41","2021-04-07 11:40:27-03","UFMS","CGMS","64909","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","L.C. Peinado; G.C. Andrella; S.M.L. de Souza; A. Pott","7","2017","10","18",NA,"Brasil",NA,NA,"Flor lilás. Habitat: Vegetação secundária de Cerradão, em pastagem cultivada e retirada do gado em 2014. Habito: Erva. 0,2 m de altura.","CGMS1097870",NA,NA,"(Nees) Lindau","A. Pott","Mato Grosso do Sul","Alcinópolis","Monumento Natural Serra do Bom Jardim, Trilha do Lobo Gruará, 1,5 Km da sede.","-53.6677778","-18.1136111",NA,"622","622","2017","10","18",NA,NA,"-53,6677778","-18,1136111",NA,NA,NA,NA
"42","2021-04-07 11:40:27-03","UFMS","CGMS","43039","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A. Pott","5113","1989","10","08",NA,"Brasil",NA,NA,"Flor roxa clara. Corixo = curso fluvial estacional. Habitat: Mata arredondada (Caapão) junto a um corixo; não alagável. Habito: Erva. Ocasional.","CGMS1073019",NA,NA,"(Nees) Lindau","A. Pott","Mato Grosso","Poconé","Retiro São Francisco; Fazenda Porto Jofre; Sub-região de Poconé, Pantanal.","-56.8333333","-18.7666667",NA,"90","90",NA,NA,NA,NA,NA,"-56,8333333","-18,7666667",NA,NA,NA,NA
"43","2021-04-07 11:40:27-03","UFMS","CGMS","21432","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","S.V. Boff","7","2006","10","01",NA,"Brasil",NA,NA,NA,"CGMS1050840",NA,NA,"(Nees) Lindau",NA,"Mato Grosso do Sul","Corumbá","Fazenda São Bento.","-57.0188889","-19.5766667",NA,NA,NA,NA,NA,NA,NA,NA,"-57,0188889","-19,5766667",NA,NA,NA,NA
"44","2021-04-07 11:40:27-03","UFMS","CGMS","43040","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","J. Correa Gomes Jr.","1979","1964","06","22",NA,"Brasil",NA,NA,"Flor lilás-azulada. Habitat: Campo e margem do rio. Habito: Frequente.","CGMS1073020",NA,NA,"(Nees) Lindau","A. Pott","Mato Grosso do Sul","Três Lagoas","Fazenda Beija-flor.","-48.7833333","-21.9166667",NA,NA,NA,NA,NA,NA,NA,NA,"-48,7833333","-21,9166667",NA,NA,NA,NA
"45","2021-04-07 11:40:27-03","UFMS","CGMS","43042","PreservedSpecimen","Plantae","Acanthaceae","Ruellia","erythropus","Ruellia erythropus","A. Pott; V.J. Pott; J.S.V. Silva; A.L. Sanches","7624","1995","11","19",NA,"Brasil",NA,NA,"Flor azul clara. Habitat: Caronal (Campo de Elyonurus) pós-queimada. Solo arenoso. Relevo plano. Habito: Erva. Frequente.","CGMS1073022",NA,NA,"(Nees) Lindau",NA,"Mato Grosso do Sul","Aquidauana","1 Km Sudeste da Fazenda Retirinho, sub-região de Aquidauana, Pantanal.","-56.0252778","-19.8891666",NA,"105","105",NA,NA,NA,NA,NA,"-56,0252778","-19,8891666",NA,NA,NA,NA
