"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","recordNumber","individualCount","typeStatus","continentOcean","preparationType","class","fieldNumber","infraspecificEpithet","relatedCatalogItem","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","03877674","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"M. H. Nee","1998","02","01","Bolivia","Santa Cruz","Florida","Bottom of valley of Río Achira and steep slopes above highway from Santa Cruz to Samaipata, near cemetery near Achira.","-63.78","-18.17",NA,NA,"NY03877674",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188938' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"48221",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3877688","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"T. J. Killeen","1987","03","01","Bolivia","Santa Cruz","Ñuflo de Chávez","Rancho Puesto Nuevo, 40 km S of Concepcion","-62","-16.42",NA,NA,"NY03877688",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188962' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2339",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3877685","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"M. H. Nee","2005","12","09","Bolivia","Santa Cruz","Manuel María Caballero","8.7 km (by road) E of Saipina on gravel road to Pulquina","-64.5181","-18.1014",NA,NA,"NY03877685",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"1710",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188959' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"53695",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3877683","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"M. H. Nee","1995","12","29","Bolivia","Santa Cruz","Manuel María Caballero","2 km NW of Río San Isidro bridge in San Isidro, along the highway to Comarapa","-64.45","-18.03",NA,NA,"NY03877683",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"1575","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188957' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"46580",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","04203829","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","G. Brown","E. Hassler",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,"NY04203829",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4576294' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1509",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3877687","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"M. H. Nee","1989","01","22","Bolivia","Santa Cruz","Andrés Ibáñez","along Rio Chore-Chore (=Rio Pantano), 7 km SE of Palmar del Oratorio and 18 km SE of center of Santa Cruz","-63.1","-17.93",NA,NA,"NY03877687",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"380",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188961' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"37679",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","400345","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","R. C. Tardivo","A. C. Cervi","1993","12","16","Brazil","Paraná","Tibagi","Guartelá, Canyon","-50.1","-24.18",NA,NA,"NY00400345","NY00400345_01","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732664' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4267",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3877686","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"M. H. Nee","1990","11","17","Bolivia","Santa Cruz","Andrés Ibáñez","5 km SE of Comunidad Don Lorenzo","-62.83","-17.825",NA,NA,"NY03877686",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"320",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188960' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"19954",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","486358","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","H. E. Luther","R. C. Forzza","1999","04","25","Brazil","Bahia","Morro do Chapéu","12 km estrada para Várzea Nova","-41.1558","-11.5503",NA,NA,"NY00486358","NY00486358_01","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732662' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1367",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02724001","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"G. Martinelli","2010","12","04","Brazil","Mato Grosso do Sul","Bonito","Estrada na borda do Parque Nacional da Serra da Bodoquena, entre as Fazendas Alto Salobra e Sta Terezinha. Floresta Ombrófila com trechos de Floresta estacional sobre afloramentos calcários.","-56.676389","-20.879167",NA,NA,"NY02724001","NY02724001_01","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3012051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"16857",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3877681","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"F. Mamani M.","1997","11","14","Bolivia","Santa Cruz","Chiquitos","Santiago de Chiquito. Serraria de Santiago; camino a la cueva, a la altura el arco","-59.25","-18.67",NA,NA,"NY03877681",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"800",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188955' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1309",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","400343","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","H. E. Luther","J. G. Jardim","1995","10","27","Brazil","Bahia","Jacobina","Entrada a 8 km na Rod. Jacobina/Capim Grosso. Distrito de Itaitú, situado a 20 km da Rodovia Cachoeira Véu da Noiva","-40.5181","-11.1808",NA,NA,"NY00400343","NY00400343_01","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732666' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"750",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3877675","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"M. H. Nee","1990","11","28","Bolivia","Santa Cruz","Andrés Ibáñez","5.5 km (by air) NE of Cotoca, 1 km N of El Campanero. Flat area and slope along Quebrada Cotoca","-62.9583","-17.72",NA,NA,"NY03877675",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"340",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188939' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"40067",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","400393","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","G. K. Brown","A. L. Woolston","1958","06","22","Paraguay","San Pedro",NA,"Alto Paraguay: Primavera",NA,NA,NA,NA,"NY00400393","NY00400393_01","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732663' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"996",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3877677","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"P. Acevedo-Rodríguez","1991","08","11","Bolivia","Santa Cruz","Florida","Tembladeras around Rancho Chavez; 17 km from Pampa Grande",NA,NA,NA,NA,"NY03877677",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"1500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188941' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4519",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","400392","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","H. E. Luther","L. J. Dorr","1989","12","30","Bolivia","La Paz","Loayza","Between Miguillas and the summit of the road leading to La Plazuela","-67.37","-16.47",NA,NA,"NY00400392","NY00400392_01","Magnoliophyta","Poales",NA,NA,NA,NA,"1200","1790","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732661' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"6908",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3877684","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"M. H. Nee","1987","02","06","Bolivia","Santa Cruz","Andrés Ibáñez","in center of city of Santa Cruz",NA,NA,NA,NA,"NY03877684",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"420",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188958' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"33991",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3877679","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"T. J. Killeen","1985","11","13","Bolivia","Santa Cruz","Ñuflo de Chávez","Comunidad El Carmen, 40 km S of Concepcion on road to Lomerio","-62","-16.5",NA,NA,"NY03877679",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"750",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4188943' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1462",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4199742","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"T. C. Plowman","1980","02","09","Brazil","Pará","Conceição do Araguaia","Range of low hills ca. 20 km west of Redenção, near Corrego São João and Troncamento Santa Teresa.","-50.17","-8.05",NA,NA,"NY04199742",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,"350","620","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4541658' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"8551",NA,NA,"South America","sheet",NA,NA,NA,NA,NA
"33","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","9854","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker",NA,"Amaral Jr., A.","1973","06","19","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999","BOTU009854",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flores lilazes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","16565","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Nunes, J.V.C.","Carmelo, S.M.","1987","09","09","Brasil","Goiás","Mossâmedes",NA,NA,NA,"9999","9999","BOTU016565",NA,NA,NA,"2007","12","18",NA,NA,NA,"Desnvolve sobre a rocha",NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:29:40-03","UFRJ","RFA","28638","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","L.M. Versieux","L.M. Versieux; A.P.G. Faria","2003","08","28","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Lapa de Cima, próximo à RPPN Ermo das Gerais","-43.7144012451172","-19.1688995361328",NA,NA,"RFA51278",NA,NA,NA,"2003","08","28","26557","1300","1300","Rupícola, heliófila. Folhas cobertas por escamas brancas. Na mesma população foram observados indivíduos em flor e em fruto. Flores sem odor. Flores conservadas no álcool","auto","147",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:29:40-03","UFRJ","RFA","28631","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","L.M. Versieux","L.M. Versieux","2002","05","05","E.U.A.",NA,"E.U.A.","Floresceu em cultivo no Marie Selby Botanical Gardens (#1988-0332B). Originalmente coletada no Brasil, Minas Gerais, Diamantina",NA,NA,NA,NA,"RFA51282",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planta 45 cm altura. Brácteas verde-amarelado, sépalas castanho-claro, pétalas rosa escuro com a base branca. Flores com cheiro adocicado. Folhagem branca",NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:29:40-03","UFRJ","RFA","28634","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","L.M. Versieux","J.A. Lombardi; J.H.A. Dulith; J. Semir","2001","10","19","Brasil","Minas Gerais","Jaíba","Furados, lado esquerdo da estrada Jaíba/Mocambinho","-43.859167","-15.210278","43º51'33''W","15º12'37''S","RFA51291",NA,NA,NA,"2004","06","16",NA,NA,NA,"Erva epífita, folhas acinzentadas, frutos imaturos verdes",NA,"4435",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:29:40-03","UFRJ","RFA","28643","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","L.M. Versieux","P.H.A. Melo; P.L. Viana","2002","10","04","Brasil","Minas Gerais","Iguatama","Fazenda Faroeste, margem esquerda do Rio São Miguel","-45.669167","-20.256389","45º40'9''W","20º15'23''S","RFA51286",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbácea rupestre. Inflorescência rosa-azulada",NA,"94",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-19 15:45:20-03","UNEB","HUNEB","7147","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","backer",NA,"França, F.","1995","10","14","Brasil","Bahia","Itatim","Morro do Agenor","-39.7","-12.7","39W42'0''","12S42'","HUNEB0007147",NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,NA,NA,NA,NA,"1403",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"40","2021-03-30 12:51:43-03","EAO","IAN","129699","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Smith, LB","Irwin, HS; Souza, R","1966","01","19","Brasil","Goiás",NA,"Locally common. Campo and cerrado, sandstone summit, Serra Dourada, 20km SE of Goiás Velho.",NA,NA,NA,NA,"IAN129699",NA,"Monocotiledônea",NA,"1967",NA,NA,NA,"800","800","Rooted in ry crevices, sandstone stacks, ca. 3m above ground. Fruit dried.",NA,"11758",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:51:43-03","EAO","IAN","131225","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Smith, LB","Irwin, HS; Santos, RR dos","1969","03","17","Brasil","Goiás",NA,"Shade. Gallery forest, ca. 60km North of Veadeiros.",NA,NA,NA,NA,"IAN131225",NA,"Monocotiledônea",NA,"1969",NA,NA,NA,"1000","1000","Epiphyte on low branches of forest tree. Fruit dried.",NA,"24612",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:51:43-03","EAO","IAN","138964","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Smith, LB","Irwin, HS; Harley, RM","1971","03","20","Brasil","Goiás",NA,"Chapada dos Veadeiros. cerrado on sandstone outcrops with adjacent wet campo (brejo), ca. 20km N of Alto do Paraiso.",NA,NA,NA,NA,"IAN138964",NA,"Monocotiledônea",NA,"1972",NA,NA,NA,"1250","1250","Epiphyte, principally on dead tree branches. Fruit greenish brown.",NA,"32761",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:51:43-03","EAO","IAN","63894","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker","Smith, LB","Pires, JM","1951","07","25","Brasil","Bahia",NA,"Queimada; caatinga.",NA,NA,NA,NA,"IAN063894","IAN063894 IAN063894_e","Monocotiledônea",NA,"1952",NA,NA,NA,NA,NA,"Epífita; muito comum.",NA,"3451",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"44","2019-12-04 15:26:25-03","PUCPR","HUCP","24530","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker.","Kersten, RA","Santos, JJS","2016","02","17","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"HUCP00004393","HUCP00004393","Monocotiledonea",NA,NA,NA,NA,"46557",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-12-04 15:26:25-03","PUCPR","HUCP","18446","S","Plantae","Bromeliaceae","Tillandsia","streptocarpa","Tillandsia streptocarpa","Baker.","Kersten, RA","Hach, R","2006","05",NA,"Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00004550","HUCP00004550","Monocotiledonea",NA,NA,NA,NA,"24916",NA,NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
