"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","minimumElevationInMeters"
"11","2016-06-23 11:46:00-03","MO","MOBOT","100914462","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke",NA,"A. Ducke","Ducke s.n.","1918","8","13","South America","Brazil","Pará",NA,NA,NA,NA,NA,"K. Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"12","2018-06-03 05:28:00-03","MO","MOBOT","418550","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke",NA,"Alberto Dik","Dik 657","1993","10","6","South America","Ecuador","Napo","Parque Nacional Yasuní. Carretera y oleoducto de Maxus en construcción, Km 53-60. Bosque húmedo Tropical. Bosque primario.",NA,NA,NA,NA,"B.F. Hansen (USF)",NA,NA,NA,NA,NA,"Orellana","-76.46666","-0.8",NA,NA,NA,NA,NA,NA,"230.00000000"
"13","2008-05-27 22:02:00-03","MO","MOBOT","424612","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke",NA,"Robin B. Foster","Foster 3749","1977","9","17","South America","Ecuador","Napo","Rio Yasuni. Large tree, 35 m.; with fluted trunk: fruit in paris, coll. from ground; new leaves emerging.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225.00000000"
"14","2020-09-12 05:00:02-03","US","US","USw21703","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke",NA,"P. Capucho","457",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Boa Vista, Tapajoz River",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"15","2020-09-12 05:00:02-03","US","US","1518466","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke",NA,"A. Ducke","21808","1927","9","9","South America - Neotropics","Brazil","Pará","Procedencia ad orientem lacus Salgado (prope flumen Trombetas infer., civ. Pará).",NA,NA,"US03229874","US03229874_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"16","2020-09-12 05:00:02-03","US","US","1441596","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke","Isotype","A. Ducke","17195","1918","8","13","South America - Neotropics","Brazil","Pará","Jurupa.",NA,NA,"US00111801","US00111801_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"17","2019-09-04 19:47:06-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum",NA,"Holotype","A. Ducke","MG -17195","1918","8","13","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA
"18","2019-09-04 18:19:58-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum",NA,NA,"A. Ducke","MG15814",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA
"19","2019-07-09 09:07:34-03","F","FMNH-SEEDPLANTS","V0092463F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum",NA,"Isotype","A. Ducke","MG17195","1918","8","13","South America","Brazil",NA,NA,NA,NA,"V0092463F","V0092463F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA
"20","2020-01-27 18:24:13-03","IAC","IAC","12634","S","Plantae",NA,NA,"Apocynaceae-1.Rauvolfioideae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke",NA,"G.A. Black","s/nº","1948","07","19",NA,"Brasil","Pará","Rio Amazonas",NA,NA,NA,NA,"G.A. Black","1948","07","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-19 14:05:59-03","Unimontes","MCMG","3363","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke",NA,"Ordilei simoes",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Santos,R.M.","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-23 13:21:48-03","MN","R-TIPOS","7307","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke","Isotypus","Ducke, W.A.","17195","1918","08","13",NA,"Brasil","Pará",NA,NA,NA,"R000007307","R000007307_001","Marcondes-Ferreira, W.","1988","10",NA,NA,NA,"Gurupá","-51.6399993896484","-1.40499997138977","122528","auto",NA,NA,NA,NA,NA
"23","2014-09-23 10:56:40-03","G","G","G00169265","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","inundatum","Aspidosperma inundatum","Ducke","ISOTYPUS of Aspidosperma inundatum Ducke","Ducke, A.","17195","1918","08","13","AMERIQUE DU SUD","Brazil","Pará",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=147590&base=img&lang=en","G00169265","G00169265","?",NA,NA,NA,NA,NA,NA,"-52.53","-5.64861111",NA,NA,"-52.53","-5.64861111",NA,NA,NA
