"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","locality","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2016-11-02 13:35:00-02","NY","NYBG","1040294","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"L. Riedel","87","1825","11",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503271' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040294","NY01040294_01",NA,"South America",NA,"sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-02 13:28:00-02","NY","NYBG","1040173","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"W. Hoehne","s.n.","1951","11","29","Brazil","São Paulo",NA,"-48.1408386","-21.8035721",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040173","NY01040173_01",NA,"South America","Prox. a Araraquara","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-02 13:34:00-02","NY","NYBG","1040276","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"A. Macedo","555","1944","10","19","Brazil","Minas Gerais","Ituiutaba","-49.465","-18.9692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503177' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040276","NY01040276_01",NA,"South America",NA,"sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-19 10:50:00-02","NY","NYBG","1552325","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"Martii Herbar. Florae Brasil.","1150","1841",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1940510' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552325","NY01552325_01",NA,"South America",NA,"sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-02 13:35:00-02","NY","NYBG","1040297","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"R. Romero","3213","1995","11","22","Brazil","Minas Gerais",NA,"-46.525806","-20.307365",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503283' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040297","NY01040297_01",NA,"South America","Trilha da cachoeira da Casca D'Anta, Guarita 3, São Roque de Minas.","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-02 13:27:00-02","NY","NYBG","1040170","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"F. C. Hoehne","1910","1918","06",NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502765' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040170","NY01040170_01",NA,"South America","Loreto","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-11-02 13:27:00-02","NY","NYBG","1040164","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"P. E. Gibbs","3544","1976","11","16","Brazil","São Paulo",NA,"-47.164784","-22.242395",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502752' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040164","NY01040164_01",NA,"South America","25 km NW de Mogi-Guaçú. Estação Experimental de Mogi-Guaçú (Fazenda Campininha)","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1040160","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","R. Schütz Rodrigues",NA,NA,NA,"P. K. H. Dusén","14869","1914","05","05","Brazil","Paraná","Jaguariaíva","-49.713647","-24.340602",NA,NA,"740",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502733' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040160","NY01040160_01",NA,"South America","Jaguariahyva","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1040131","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","R. Schütz Rodrigues",NA,NA,NA,"G. G. Hatschbach","30396","1972","10","12","Brazil","Mato Grosso do Sul","Miranda","-56.3781","-20.2408",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502653' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040131","NY01040131_01",NA,"South America","Miranda.","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-02 13:30:00-02","NY","NYBG","1040207","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"L. B. Smith","14847","1965","01","19","Brazil","Paraná","Sengés","-49.37","-24.13",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502887' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040207","NY01040207_01",NA,"South America","Fazenda Morungava, Rio Funil","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-11-02 13:30:00-02","NY","NYBG","1040208","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"L. B. Smith","14614","1965","01","16","Brazil","Paraná","Jaguariaíva","-49.28","-24.28",NA,NA,"860","860","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502890' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040208","NY01040208_01",NA,"South America","Lajeado Cinco Reis","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-11-02 13:32:00-02","NY","NYBG","1040250","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"A. Amaral","93","1998","10","13","Brazil","Mato Grosso do Sul","Três Lagoas","-51.7239","-20.8158",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503077' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040250","NY01040250_01",NA,"South America","Estrada de terra para o Porto de areia Independência e N.S. Aparecida; ± 9,4 km da MS 395.","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-02 13:30:00-02","NY","NYBG","1040213","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"A. Uhlmann","65","1994","11","05","Brazil","Paraná","Jaguariaíva","-49.68","-24.23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502905' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040213","NY01040213_01",NA,"South America","Parque Estadual do Cerrado, Jaguariaíva","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1040138","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","R. Schütz Rodrigues",NA,NA,NA,"G. G. Hatschbach","58845","1993","02","10","Brazil","Mato Grosso do Sul","Caracol","-57.0242","-22.0142",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502674' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040138","NY01040138_01",NA,"South America","Alto Caracol.","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1040335","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","R. Schütz Rodrigues",NA,NA,NA,"H. S. Irwin","7558","1964","10","29","Brazil","Goiás","Caiapônia","-51.82","-17.22",NA,NA,"800","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1504636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040335","NY01040335_01",NA,"South America","Ca. 35 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1040161","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","R. Schütz Rodrigues",NA,NA,NA,"P. K. H. Dusén","11019","1910","12","08","Brazil","Bahia","Itacaré","-38.9967","-14.2775",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040161","NY01040161_01",NA,"South America","Itacare.","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-11-02 13:30:00-02","NY","NYBG","1040205","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"T. Sendulsky","875","1968","11","22","Brazil","São Paulo","Botucatu","-48.4397","-22.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502884' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040205","NY01040205_01",NA,"South America","Botucatu","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-02 13:28:00-02","NY","NYBG","1040172","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"W. Hoehne","s.n.","1946","12","13","Brazil","São Paulo","Caieiras","-46.74","-23.3603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502769' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040172","NY01040172_01",NA,"South America",NA,"sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-02 13:30:00-02","NY","NYBG","1040206","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"T. Sendulsky","877","1968","11","22","Brazil","São Paulo","Botucatu","-48.4397","-22.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502885' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040206","NY01040206_01",NA,"South America","Botucatu","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-02 13:27:00-02","NY","NYBG","1040165","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"I. Silberbauer-Gottsberger","16","1970","11","24","Brazil","São Paulo","Botucatu","-48.42","-22.75",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040165","NY01040165_01",NA,"South America","18 km N of Botucatu, (14 km E of Sao Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-11-02 13:27:00-02","NY","NYBG","1040171","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"W. Hoehne","s.n.","1946","11","15","Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502768' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040171","NY01040171_01",NA,"South America",NA,"sheet",NA,"Magnoliophyta","Fabales","23900","auto",NA,NA,NA,NA,NA,NA
"32","2016-11-02 13:33:00-02","NY","NYBG","1040265","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"G. K. Gottsberger","32-21186","1986","11","02","Brazil","Minas Gerais","Indianópolis","-47.95","-19.22",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1503122' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040265","NY01040265_01",NA,"South America","Fazenda Bela Tanda and neighbouring fazendas, 6 km NE of Indianópolis","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-02 13:28:00-02","NY","NYBG","1040174","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans",NA,"R. Schütz Rodrigues",NA,NA,NA,"W. Hoehne","s.n.","1947","03","17","Brazil","São Paulo","Sao Paulo","-46.740798","-23.374672",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502774' target='other'> <mi>dwc_moreinfo</mi></a>","NY01040174","NY01040174_01",NA,"South America","Caieiras","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-12-15 15:02:00-02","NY","NYBG","1186043","PreservedSpecimen","Plantae","Fabaceae","Sweetia","elegans","Sweetia elegans oblongifolia","Chodat & Hassl.",NA,NA,NA,NA,"E. Hassler","3546",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1440433' target='other'> <mi>dwc_moreinfo</mi></a>","NY01186043","NY01186043_01","syntype","South America",NA,"sheet",NA,"Magnoliophyta","Fabales",NA,NA,"oblongifolia",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","33775","PreservedSpecimen","Plantae","Fabaceae","Sweetia","elegans","Sweetia elegans ovatifolia","Chodat & Hassl.",NA,NA,NA,NA,"E. Hassler","4919",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=345004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00033775","NY00033775_01","isotype","South America",NA,"sheet",NA,"Magnoliophyta","Fabales",NA,NA,"ovatifolia",NA,NA,NA,NA,NA
"36","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","14228","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","Martins, M.V.","2009","03","16","Amaral Jr., A.","62","1985","10","17","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"Árvore com 3 m de altura, tronco com 10 cm de circunferência a 30 cm do solo, inflorescência verde","BOTU014228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","23970","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel.",NA,NA,NA,NA,"Silva, A.L.M.","13","2003","05","15","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,NA,"BOTU023970",NA,NA,NA,"Centroflora, Anidro do Brasil, Rodovia Eduardo Zucari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","23963","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel.",NA,NA,NA,NA,"Silva, A.L.M.","2","2003","04","16","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,NA,"BOTU023963",NA,NA,NA,"Centroflora, Anidro do Brasil, Rodovia Eduardo Zucari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","20104","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel",NA,NA,NA,NA,"Bertoncini, A.P.","424","1994","10","06","Brasil","São Paulo","Agudos",NA,NA,"9999","9999",NA,NA,"Arvoreta, 2,0 m de altura, caule suberoso, folhas cartáceas, botões florais verdes","BOTU020104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","10800","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","Gottsberger, I.S.","1976",NA,NA,"Gottsberger, I.S.","321","1970","08","30","Brasil","São Paulo","Botucatu","-48.416667","-22.75","48°25'w","22°45's",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010800",NA,NA,NA,"18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","14231","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","Martins, M.V.","2009","03","16","Bicudo, L.R.H.","1685","1986","11","20","Brasil","São Paulo","Botucatu","-48.738611","-22.566667","48°44'19w","22°34's",NA,NA,"Planta de 3 ,m de altura, 12 cm de circunferência do tronco a 30 cm do solo, flores brancas esverdeadas, odor agradável","BOTU014231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","25715","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel",NA,NA,NA,NA,"Frazão, C.G.",NA,"1994","11","14","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"flores pequenas , de cor amarela <ll>dwc_commonname:</ll> amendoim-falso","BOTU025715",NA,NA,NA,"CESP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","14227","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel","Martins, M.V.","2009","03","16","Amaral Jr., A.","108","1985","11","21","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,"Flores brancas com perfume suav, 5 m de altura, tronco com 20 cm de circunferência a 30 cm do solo","BOTU014227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","21844","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel",NA,NA,NA,NA,"Amaral Jr., A.","81","1998","10","13","Brasil","Mato Grosso do Sul","Três Lagoas","-51.723889","-20.815833","51°43'26w","20°48'57s",NA,NA,"Árvore 4m, estéril, tronco suberoso.","BOTU021844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-18 09:29:44-03","UNESP-IBB","BOTU","17407","PreservedSpecimen","Plantae","Fabaceae","Leptolobium","elegans","Leptolobium elegans","Vogel",NA,NA,NA,NA,"Reinaldo",NA,"1986","03","25","Brasil","São Paulo",NA,NA,NA,"9999","9999",NA,NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU017407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
